Profile 1;Profile 1;
x;y;
[m];[];
0;0.090750902;
0.00010715376;0.092031457;
0.00021430751;0.093928092;
0.00032146127;0.092078297;
0.00042861503;0.096542499;
0.00053576878;0.095868801;
0.00064292254;0.10052526;
0.0007500763;0.1009067;
0.00085723005;0.10623146;
0.00096438381;0.097717606;
0.0010715376;0.094515256;
0.0011786913;0.098480577;
0.0012858451;0.094117647;
0.0013929988;0.094767015;
0.0015001526;0.10135862;
0.0016073064;0.096085901;
0.0017144601;0.11165108;
0.0018216139;0.10327044;
0.0019287676;0.11067688;
0.0020359214;0.11749946;
0.0021430751;0.11709038;
0.0022502289;0.11048908;
0.0023573826;0.11784161;
0.0024645364;0.12133141;
0.0025716902;0.12218703;
0.0026788439;0.12130774;
0.0027859977;0.12159653;
0.0028931514;0.11802342;
0.0030003052;0.12208094;
0.0031074589;0.1221322;
0.0032146127;0.1283633;
0.0033217665;0.13178043;
0.0034289202;0.12360498;
0.003536074;0.12237058;
0.0036432277;0.11958542;
0.0037503815;0.10970513;
0.0038575352;0.1085878;
0.003964689;0.10862179;
0.0040718428;0.10938159;
0.0041789965;0.10721589;
0.0042861503;0.10588235;
0.004393304;0.10628767;
0.0045004578;0.11006899;
0.0046076115;0.10770258;
0.0047147653;0.10756772;
0.0048219191;0.10391465;
0.0049290728;0.10434667;
0.0050362266;0.10762126;
0.0051433803;0.10392264;
0.0052505341;0.10667163;
0.0053576878;0.10789296;
0.0054648416;0.10418578;
0.0055719953;0.10231544;
0.0056791491;0.10588235;
0.0057863029;0.10637131;
0.0058934566;0.11041966;
0.0060006104;0.10069222;
0.0061077641;0.10606227;
0.0062149179;0.10779784;
0.0063220716;0.10905911;
0.0064292254;0.10944312;
0.0065363792;0.10582185;
0.0066435329;0.10505193;
0.0067506867;0.102453;
0.0068578404;0.10237103;
0.0069649942;0.10228905;
0.0070721479;0.10289201;
0.0071793017;0.10928876;
0.0072864555;0.1055077;
0.0073936092;0.10196051;
0.007500763;0.10283027;
0.0076079167;0.10950761;
0.0077150705;0.10975759;
0.0078222242;0.10890199;
0.007929378;0.10658491;
0.0080365318;0.10553089;
0.0081436855;0.10692008;
0.0082508393;0.10700395;
0.008357993;0.11900472;
0.0084651468;0.13058522;
0.0085723005;0.11959862;
0.0086794543;0.1123768;
0.008786608;0.109148;
0.0088937618;0.11029312;
0.0090009156;0.11521505;
0.0091080693;0.11726704;
0.0092152231;0.11383573;
0.0093223768;0.11398276;
0.0094295306;0.10797355;
0.0095366843;0.11269893;
0.0096438381;0.10992364;
0.0097509919;0.11532069;
0.0098581456;0.1130032;
0.0099652994;0.10823666;
0.010072453;0.11179213;
0.010179607;0.10949737;
0.010286761;0.11014245;
0.010393914;0.1128008;
0.010501068;0.11039956;
0.010608222;0.10819535;
0.010715376;0.10681063;
0.010822529;0.10508326;
0.010929683;0.1099259;
0.011036837;0.11110473;
0.011143991;0.11209522;
0.011251144;0.10685333;
0.011358298;0.10747386;
0.011465452;0.1131652;
0.011572606;0.10842732;
0.011679759;0.10916083;
0.011786913;0.1089007;
0.011894067;0.10733572;
0.012001221;0.11921539;
0.012108375;0.10920578;
0.012215528;0.10881394;
0.012322682;0.10324352;
0.012429836;0.11226535;
0.01253699;0.10317199;
0.012644143;0.11275479;
0.012751297;0.10641024;
0.012858451;0.10972048;
0.012965605;0.1137926;
0.013072758;0.11808543;
0.013179912;0.12527961;
0.013287066;0.12297955;
0.01339422;0.12095716;
0.013501373;0.11597676;
0.013608527;0.11660969;
0.013715681;0.12034557;
0.013822835;0.12837353;
0.013929988;0.14862328;
0.014037142;0.12054501;
0.014144296;0.13752274;
0.01425145;0.15058431;
0.014358603;0.13436737;
0.014465757;0.14894124;
0.014572911;0.12387049;
0.014680065;0.11879714;
0.014787218;0.1313166;
0.014894372;0.1189116;
0.015001526;0.12854017;
0.01510868;0.12143188;
0.015215833;0.11948758;
0.015322987;0.11615642;
0.015430141;0.11468547;
0.015537295;0.10931056;
0.015644448;0.11279176;
0.015751602;0.11028688;
0.015858756;0.10616135;
0.01596591;0.10794118;
0.016073064;0.10389256;
0.016180217;0.10937319;
0.016287371;0.10619943;
0.016394525;0.10819264;
0.016501679;0.10317304;
0.016608832;0.10588235;
0.016715986;0.10588235;
0.01682314;0.10624776;
0.016930294;0.10913397;
0.017037447;0.10768767;
0.017144601;0.103188;
0.017251755;0.11271657;
0.017358909;0.11041281;
0.017466062;0.11682351;
0.017573216;0.11323486;
0.01768037;0.10936243;
0.017787524;0.10544009;
0.017894677;0.10196078;
0.018001831;0.10199153;
0.018108985;0.10271889;
0.018216139;0.10543702;
0.018323292;0.10196078;
0.018430446;0.10240766;
0.0185376;0.10543471;
0.018644754;0.10177428;
0.018751907;0.10147395;
0.018859061;0.10879536;
0.018966215;0.10970125;
0.019073369;0.11008287;
0.019180522;0.11701056;
0.019287676;0.11930675;
0.01939483;0.13054581;
0.019501984;0.13112603;
0.019609137;0.13625983;
0.019716291;0.12982577;
0.019823445;0.12205586;
0.019930599;0.13140519;
0.020037753;0.14415301;
0.020144906;0.11387314;
0.02025206;0.11611394;
0.020359214;0.12196037;
0.020466368;0.13840709;
0.020573521;0.12869756;
0.020680675;0.14712382;
0.020787829;0.1294092;
0.020894983;0.1220311;
0.021002136;0.1261776;
0.02110929;0.11062286;
0.021216444;0.10723905;
0.021323598;0.10554695;
0.021430751;0.10251922;
0.021537905;0.1002785;
0.021645059;0.10860094;
0.021752213;0.099884265;
0.021859366;0.10157335;
0.02196652;0.098656179;
0.022073674;0.098574208;
0.022180828;0.098911276;
0.022287981;0.10200568;
0.022395135;0.10262006;
0.022502289;0.10509264;
0.022609443;0.10308866;
0.022716596;0.10826788;
0.02282375;0.098590479;
0.022930904;0.10160242;
0.023038058;0.098697072;
0.023145211;0.1015499;
0.023252365;0.099600456;
0.023359519;0.10634296;
0.023466673;0.11176359;
0.023573826;0.10534531;
0.02368098;0.10556946;
0.023788134;0.10467668;
0.023895288;0.11232631;
0.024002442;0.10588235;
0.024109595;0.10636996;
0.024216749;0.10945309;
0.024323903;0.10858138;
0.024431057;0.11868587;
0.02453821;0.11842131;
0.024645364;0.13315967;
0.024752518;0.13559449;
0.024859672;0.15341767;
0.024966825;0.22145697;
0.025073979;0.18684069;
0.025181133;0.2356748;
0.025288287;0.24092963;
0.02539544;0.42721396;
0.025502594;0.27727357;
0.025609748;0.29353253;
0.025716902;0.19043572;
0.025824055;0.17532453;
0.025931209;0.2480921;
0.026038363;0.22935976;
0.026145517;0.22772891;
0.02625267;0.24330023;
0.026359824;0.26478089;
0.026466978;0.25398129;
0.026574132;0.19594735;
0.026681285;0.15323211;
0.026788439;0.18144252;
0.026895593;0.19971407;
0.027002747;0.17957838;
0.0271099;0.13477133;
0.027217054;0.12171639;
0.027324208;0.11857085;
0.027431362;0.11853516;
0.027538515;0.13591137;
0.027645669;0.11470065;
0.027752823;0.11833551;
0.027859977;0.099657215;
0.02796713;0.10821988;
0.028074284;0.099205132;
0.028181438;0.10615505;
0.028288592;0.10665781;
0.028395746;0.10536401;
0.028502899;0.10235765;
0.028610053;0.1044913;
0.028717207;0.10250339;
0.028824361;0.10196078;
0.028931514;0.10206593;
0.029038668;0.10283237;
0.029145822;0.10305602;
0.029252976;0.10433578;
0.029360129;0.10719334;
0.029467283;0.1053698;
0.029574437;0.11085751;
0.029681591;0.1182427;
0.029788744;0.12595371;
0.029895898;0.14481757;
0.030003052;0.13483693;
0.030110206;0.12117578;
0.030217359;0.12987617;
0.030324513;0.15541305;
0.030431667;0.15678999;
0.030538821;0.16168924;
0.030645974;0.18707494;
0.030753128;0.19653393;
0.030860282;0.22947701;
0.030967436;0.20612669;
0.031074589;0.17317806;
0.031181743;0.18980502;
0.031288897;0.23721475;
0.031396051;0.35449024;
0.031503204;0.37107709;
0.031610358;0.28819584;
0.031717512;0.19539972;
0.031824666;0.1463555;
0.031931819;0.1892791;
0.032038973;0.2184349;
0.032146127;0.19252435;
0.032253281;0.14764809;
0.032360435;0.1257227;
0.032467588;0.12492027;
0.032574742;0.13395454;
0.032681896;0.11159411;
0.03278905;0.11366782;
0.032896203;0.10932451;
0.033003357;0.10751469;
0.033110511;0.11647781;
0.033217665;0.10967773;
0.033324818;0.10872885;
0.033431972;0.10218373;
0.033539126;0.10106835;
0.03364628;0.098106532;
0.033753433;0.099073701;
0.033860587;0.10260913;
0.033967741;0.10639785;
0.034074895;0.10430483;
0.034182048;0.099555935;
0.034289202;0.098599824;
0.034396356;0.10181068;
0.03450351;0.10099228;
0.034610663;0.10178673;
0.034717817;0.10047474;
0.034824971;0.099782024;
0.034932125;0.1023812;
0.035039278;0.10481931;
0.035146432;0.10368099;
0.035253586;0.10410377;
0.03536074;0.10374712;
0.035467893;0.10415388;
0.035575047;0.10561081;
0.035682201;0.10439008;
0.035789355;0.10473962;
0.035896508;0.098611351;
0.036003662;0.10277377;
0.036110816;0.10755536;
0.03621797;0.10873508;
0.036325124;0.11356024;
0.036432277;0.1143561;
0.036539431;0.126967;
0.036646585;0.14294887;
0.036753739;0.18092422;
0.036860892;0.16750384;
0.036968046;0.12755549;
0.0370752;0.13666498;
0.037182354;0.17032211;
0.037289507;0.27331813;
0.037396661;0.21996623;
0.037503815;0.13365916;
0.037610969;0.1555849;
0.037718122;0.22701554;
0.037825276;0.14320645;
0.03793243;0.16363843;
0.038039584;0.14295605;
0.038146737;0.1535501;
0.038253891;0.15978051;
0.038361045;0.17292781;
0.038468199;0.1601885;
0.038575352;0.15870537;
0.038682506;0.14303043;
