"Eg(keV)","Ig(%)","Decay mode","Half life","unit","Parent"
1594.73,0.25,"b-",19.9,"m","214Bi"
1595,0.005,"b-",19.9,"m","214Bi"
1598,0.006,"b-",19.9,"m","214Bi"
1599.31,0.23,"b-",19.9,"m","214Bi"
1636.3,0.012,"b-",19.9,"m","214Bi"
1637,0.006,"b-",19.9,"m","214Bi"
1644,0,"b-",19.9,"m","214Bi"
1657,0.046,"b-",19.9,"m","214Bi"
1661.28,1.15,"b-",19.9,"m","214Bi"
1665.8,0.0083,"b-",19.9,"m","214Bi"
1683.99,0.216,"b-",19.9,"m","214Bi"
1693.4,0,"b-",19.9,"m","214Bi"
1711,0.0018,"b-",19.9,"m","214Bi"
1717,0,"b-",19.9,"m","214Bi"
1723.7,0,"b-",19.9,"m","214Bi"
1729.595,2.92,"b-",19.9,"m","214Bi"
1739.1,0,"b-",19.9,"m","214Bi"
1747.2,0,"b-",19.9,"m","214Bi"
1751.4,0.0009,"b-",19.9,"m","214Bi"
1764.494,15.4,"b-",19.9,"m","214Bi"
1813.73,0.011,"b-",19.9,"m","214Bi"
1819.2,0.0014,"b-",19.9,"m","214Bi"
1838.36,0.36,"b-",19.9,"m","214Bi"
1847.42,2.11,"b-",19.9,"m","214Bi"
1873.16,0.219,"b-",19.9,"m","214Bi"
1890.3,0.08,"b-",19.9,"m","214Bi"
1895.92,0.16,"b-",19.9,"m","214Bi"
1898.7,0.057,"b-",19.9,"m","214Bi"
1935.5,0.041,"b-",19.9,"m","214Bi"
1943.7,0,"b-",19.9,"m","214Bi"
1953.4,0,"b-",19.9,"m","214Bi"
1994.6,0.005,"b-",19.9,"m","214Bi"
2010.78,0.047,"b-",19.9,"m","214Bi"
2016.7,0,"b-",19.9,"m","214Bi"
2021.6,0.02,"b-",19.9,"m","214Bi"
2052.94,0.069,"b-",19.9,"m","214Bi"
2085.1,0.0091,"b-",19.9,"m","214Bi"
2089.7,0.05,"b-",19.9,"m","214Bi"
2109.92,0.088,"b-",19.9,"m","214Bi"
2118.55,1.14,"b-",19.9,"m","214Bi"
2120,0.007,"b-",19.9,"m","214Bi"
2147.9,0.014,"b-",19.9,"m","214Bi"
2160.4,0.0018,"b-",19.9,"m","214Bi"
2176.5,0.0032,"b-",19.9,"m","214Bi"
2184.8,0,"b-",19.9,"m","214Bi"
2192.58,0.034,"b-",19.9,"m","214Bi"
2193.3,0,"b-",19.9,"m","214Bi"
2204.21,5.08,"b-",19.9,"m","214Bi"
2251.6,0.0055,"b-",19.9,"m","214Bi"
2260.3,0.0087,"b-",19.9,"m","214Bi"
2266.51,0.018,"b-",19.9,"m","214Bi"
2270.9,0.0013,"b-",19.9,"m","214Bi"
2284.3,0.0051,"b-",19.9,"m","214Bi"
2287.65,0.0046,"b-",19.9,"m","214Bi"
2293.4,0.305,"b-",19.9,"m","214Bi"
2310.2,0.0014,"b-",19.9,"m","214Bi"
2312.4,0.009,"b-",19.9,"m","214Bi"
2319.3,0.0004,"b-",19.9,"m","214Bi"
2325,0.0017,"b-",19.9,"m","214Bi"
2331.3,0.0221,"b-",19.9,"m","214Bi"
2348,0.00014,"b-",19.9,"m","214Bi"
2353.5,0.0004,"b-",19.9,"m","214Bi"
2358,0,"b-",19.9,"m","214Bi"
2361,0.0017,"b-",19.9,"m","214Bi"
2369,0.0027,"b-",19.9,"m","214Bi"
2376.9,0.0088,"b-",19.9,"m","214Bi"
2390.8,0.0016,"b-",19.9,"m","214Bi"
2396.5,0,"b-",19.9,"m","214Bi"
2405.1,0.00041,"b-",19.9,"m","214Bi"
2413.1,0,"b-",19.9,"m","214Bi"
2421,0,"b-",19.9,"m","214Bi"
2423.27,0.0046,"b-",19.9,"m","214Bi"
2430,0,"b-",19.9,"m","214Bi"
2444.7,0.008,"b-",19.9,"m","214Bi"
2447.86,1.57,"b-",19.9,"m","214Bi"
2459,0,"b-",19.9,"m","214Bi"
2469.4,0,"b-",19.9,"m","214Bi"
2482.8,0,"b-",19.9,"m","214Bi"
2482.8,0.0015,"b-",19.9,"m","214Bi"
2505.4,0.0057,"b-",19.9,"m","214Bi"
2529.7,0,"b-",19.9,"m","214Bi"
2540.3,0,"b-",19.9,"m","214Bi"
2550.7,0.00046,"b-",19.9,"m","214Bi"
2553,0.0001,"b-",19.9,"m","214Bi"
2555.1,0,"b-",19.9,"m","214Bi"
2562,0.00018,"b-",19.9,"m","214Bi"
2564,0.00014,"b-",19.9,"m","214Bi"
2604.5,0.0004,"b-",19.9,"m","214Bi"
2630.9,0.0008,"b-",19.9,"m","214Bi"
2662.4,0.0003,"b-",19.9,"m","214Bi"
2694.7,0.031,"b-",19.9,"m","214Bi"
2699.4,0.0028,"b-",19.9,"m","214Bi"
2719.3,0.0018,"b-",19.9,"m","214Bi"
2769.9,0.025,"b-",19.9,"m","214Bi"
2785.9,0.0055,"b-",19.9,"m","214Bi"
2827,0.0023,"b-",19.9,"m","214Bi"
2861.1,0.00038,"b-",19.9,"m","214Bi"
2880.3,0.0092,"b-",19.9,"m","214Bi"
2893.5,0.006,"b-",19.9,"m","214Bi"
2921.9,0.014,"b-",19.9,"m","214Bi"
2928.6,0.0011,"b-",19.9,"m","214Bi"
2934.6,0.00046,"b-",19.9,"m","214Bi"
2978.9,0.0138,"b-",19.9,"m","214Bi"
3000,0.0088,"b-",19.9,"m","214Bi"
3053.9,0.021,"b-",19.9,"m","214Bi"
3081.7,0.0048,"b-",19.9,"m","214Bi"
3094,0.00044,"b-",19.9,"m","214Bi"
3142.6,0.0012,"b-",19.9,"m","214Bi"
3149,9E-05,"b-",19.9,"m","214Bi"
3160.6,0.00032,"b-",19.9,"m","214Bi"
3183.6,0.00129,"b-",19.9,"m","214Bi"
3233.2,0.0001,"b-",19.9,"m","214Bi"
3269.7,6E-05,"b-",19.9,"m","214Bi"
298,5.2E-05,"a",164.3,"us","214Po"
799.7,0.0104,"a",164.3,"us","214Po"
46.539,4.25,"b-",22.3,"y","210Pb"
265.832,0,"a",5.013,"d","210Bi"
304.896,0,"a",5.013,"d","210Bi"
803.1,0.00121,"a",138.376,"d","210Po"
