1,742
2,707
3,692
4,675
5,636
6,626
7,601
8,577
9,552
10,526
11,510
12,491
13,472
14,460
15,441
16,420
17,392
18,379
19,369
20,357
21,341
22,315
23,300
24,275
25,257
26,240
27,220
28,202
29,190
30,174
31,150
32,130
33,108
34,86
35,56
