3,951
4,924
5,892
6,864
7,822
8,796
9,766
10,747
11,716
12,679
13,652
14,635
15,594
16,562
17,544
18,518
19,482
20,452
21,422
22,401
23,370
24,347
25,314
26,286
27,248
28,226
29,201
30,164
31,135
32,109
33,82
34,56
