# exported by fityk 0.8.7
#5-Zn-EdelStahl:x	5-Zn-EdelStahl:y	5-Zn-EdelStahl:s	5-Zn-EdelStahl:F(x)	5-Zn-EdelStahl:%_1(x)	5-Zn-EdelStahl:%_2(x)	5-Zn-EdelStahl:%_3(x)	5-Zn-EdelStahl:a
5.57	32	5.65685	20.945	6.53874e-028	3.60611e-063	20.945	1
5.59	37	6.08276	23.9532	1.67285e-027	1.63357e-062	23.9532	1
5.6	32	5.65685	25.5847	2.66943e-027	3.46692e-062	25.5847	1
5.62	27	5.19615	29.1186	6.76551e-027	1.55263e-061	29.1186	1
5.63	33	5.74456	31.0272	1.07453e-026	3.27632e-061	31.0272	1
5.65	35	5.91608	35.1431	2.69786e-026	1.45056e-060	35.1431	1
5.67	28	5.2915	39.6773	6.73125e-026	6.37336e-060	39.6773	1
5.68	45	6.7082	42.1085	1.06075e-025	1.33211e-059	42.1085	1
5.7	46	6.78233	47.3128	2.62185e-025	5.78628e-059	47.3128	1
5.71	43	6.55744	50.091	4.11229e-025	1.2025e-058	50.091	1
5.73	46	6.78233	56.0113	1.00692e-024	5.16378e-058	56.0113	1
5.74	43	6.55744	59.1576	1.57192e-024	1.067e-057	59.1576	1
5.76	44	6.63325	65.8314	3.81294e-024	4.52975e-057	65.8314	1
5.78	58	7.61577	73.0232	9.19108e-024	1.90838e-056	73.0232	1
5.79	57	7.54983	76.8159	1.42364e-023	3.90587e-056	76.8159	1
5.81	69	8.30662	84.7981	3.39957e-023	1.6268e-055	84.7981	1
5.82	60	7.74597	88.9877	5.24102e-023	3.31055e-055	88.9877	1
5.84	97	9.84886	97.7623	1.23982e-022	1.36314e-054	97.7623	1
5.85	58	7.61577	102.346	1.90243e-022	2.75816e-054	102.346	1
5.87	85	9.21954	111.897	4.45828e-022	1.12276e-053	111.897	1
5.89	97	9.84886	121.947	1.03826e-021	4.53562e-053	121.947	1
5.9	101	10.0499	127.152	1.58071e-021	9.0901e-053	127.152	1
5.92	95	9.74679	137.907	3.64676e-021	3.63032e-052	137.907	1
5.93	95	9.74679	143.447	5.52604e-021	7.23418e-052	143.447	1
5.95	122	11.0454	154.831	1.26295e-020	2.85621e-051	154.831	1
5.97	147	12.1244	166.583	2.86838e-020	1.11912e-050	166.583	1
5.98	130	11.4018	172.581	4.31262e-020	2.20889e-050	172.581	1
6	155	12.4499	184.788	9.70307e-020	8.55624e-050	184.788	1
6.01	153	12.3693	190.981	1.45202e-019	1.67917e-049	190.981	1
6.03	177	13.3041	203.505	3.23636e-019	6.43027e-049	203.505	1
6.04	216	14.6969	209.819	4.82036e-019	1.25474e-048	209.819	1
6.06	247	15.7162	222.504	1.06434e-018	4.75021e-048	222.504	1
6.08	236	15.3623	235.199	2.33541e-018	1.78467e-047	235.199	1
6.09	246	15.6844	241.525	3.4513e-018	3.44933e-047	241.525	1
6.11	211	14.5258	254.078	7.50206e-018	1.28116e-046	254.078	1
6.12	258	16.0624	260.283	1.10347e-017	2.46204e-046	260.283	1
6.14	303	17.4069	272.495	2.37615e-017	9.04041e-046	272.495	1
6.16	340	18.4391	284.364	5.08473e-017	3.29432e-045	284.364	1
6.17	340	18.4391	290.141	7.42069e-017	6.27062e-045	290.141	1
6.19	386	19.6469	301.323	1.5731e-016	2.25899e-044	301.323	1
6.2	410	20.2485	306.705	2.28502e-016	4.27534e-044	306.705	1
6.22	357	18.8944	316.995	4.79865e-016	1.52265e-043	316.995	1
6.23	359	18.9473	321.88	6.93765e-016	2.86529e-043	321.88	1
6.25	421	20.5183	331.079	1.44331e-015	1.00884e-042	331.079	1
6.27	383	19.5704	339.449	2.98389e-015	3.52499e-042	339.449	1
6.28	451	21.2368	343.298	4.2803e-015	6.57027e-042	343.298	1
6.3	438	20.9284	350.285	8.76628e-015	2.26957e-041	350.285	1
6.31	451	21.2368	353.405	1.2516e-014	4.20612e-041	353.405	1
6.33	431	20.7605	358.863	2.53936e-014	1.43638e-040	358.863	1
6.35	500	22.3607	363.237	5.1199e-014	4.86787e-040	363.237	1
6.36	475	21.7945	365.004	7.25285e-014	8.93573e-040	365.004	1
6.38	443	21.0476	367.676	1.44865e-013	2.99382e-039	367.676	1
6.39	420	20.4939	368.575	2.04254e-013	5.46424e-039	368.575	1
6.41	468	21.6333	369.489	4.04149e-013	1.80988e-038	369.489	1
6.42	497	22.2935	369.501	5.67162e-013	3.28448e-038	369.501	1
6.44	431	20.7605	368.636	1.11172e-012	1.07551e-037	368.636	1
6.46	419	20.4695	366.593	2.16553e-012	3.49496e-037	366.593	1
6.47	473	21.7486	365.136	3.01527e-012	6.28221e-037	365.136	1
6.49	385	19.6214	361.367	5.8185e-012	2.01821e-036	361.367	1
6.5	443	21.0476	359.064	8.06367e-012	3.60704e-036	359.064	1
6.52	397	19.9249	353.649	1.54147e-011	1.14559e-035	353.649	1
6.54	359	18.9473	347.199	2.9283e-011	3.61072e-035	347.199	1
6.55	408	20.199	343.603	4.02657e-011	6.39192e-035	343.603	1
6.57	354	18.8149	335.714	7.57762e-011	1.99168e-034	335.714	1
6.58	313	17.6918	331.439	1.03708e-010	3.50566e-034	331.439	1
6.6	346	18.6011	322.272	1.93342e-010	1.0799e-033	322.272	1
6.61	270	16.4317	317.402	2.63368e-010	1.88993e-033	317.402	1
6.63	282	16.7929	307.14	4.86402e-010	5.75553e-033	307.14	1
6.65	248	15.748	296.256	8.92701e-010	1.73943e-032	296.256	1
6.66	252	15.8745	290.609	1.20654e-009	3.01526e-032	290.609	1
6.68	242	15.5563	278.964	2.19366e-009	9.0089e-032	278.964	1
6.69	201	14.1774	272.988	2.95095e-009	1.55275e-031	272.988	1
6.71	219	14.7986	260.789	5.31505e-009	4.58642e-031	260.789	1
6.73	216	14.6969	248.335	9.5133e-009	1.3444e-030	248.335	1
6.74	186	13.6382	242.042	1.26976e-008	2.29517e-030	242.042	1
6.76	180	13.4164	229.376	2.25145e-008	6.65113e-030	229.376	1
6.77	150	12.2474	223.025	2.99098e-008	1.129e-029	223.025	1
6.79	146	12.083	210.338	5.25378e-008	3.23444e-029	210.338	1
6.8	159	12.6095	204.021	6.94672e-008	5.45894e-029	204.021	1
6.82	122	11.0454	191.49	1.2088e-007	1.54611e-028	191.49	1
6.84	117	10.8167	179.152	2.09031e-007	4.34565e-028	179.152	1
6.85	166	12.8841	173.076	2.74231e-007	7.26471e-028	173.076	1
6.87	107	10.3441	161.146	4.69772e-007	2.01864e-027	161.146	1
6.88	109	10.4403	155.306	6.13412e-007	3.35533e-027	155.306	1
6.9	115	10.7238	143.906	1.04098e-006	9.21722e-027	143.906	1
6.91	111	10.5357	138.356	1.3529e-006	1.52331e-026	138.356	1
6.93	98	9.89949	127.584	2.27442e-006	4.13694e-026	127.584	1
6.95	95	9.74679	117.273	3.79975e-006	1.11494e-025	117.273	1
6.96	95	9.74679	112.299	4.89978e-006	1.82514e-025	112.299	1
6.98	101	10.0499	102.727	8.10921e-006	4.8629e-025	102.727	1
6.99	88	9.38083	98.1329	1.04078e-005	7.91501e-025	98.1329	1
7.01	106	10.2956	89.3367	1.70639e-005	2.08485e-024	89.3367	1
7.03	88	9.38083	81.0682	2.78019e-005	5.44984e-024	81.0681	1
7.04	90	9.48683	77.1325	3.54041e-005	8.78605e-024	77.1324	1
7.06	93	9.64365	69.657	5.71436e-005	2.27053e-023	69.6569	1
7.07	85	9.21954	66.1158	7.24276e-005	3.63956e-023	66.1157	1
7.09	82	9.05539	59.421	0.000115807	9.29838e-023	59.4209	1
7.1	90	9.48683	56.2644	0.000146094	1.48198e-022	56.2643	1
7.12	70	8.3666	50.3241	0.000231409	3.74305e-022	50.3239	1
7.14	89	9.43398	44.8666	0.000364258	9.38195e-022	44.8663	1
7.15	95	9.74679	42.3131	0.000455934	1.48109e-021	42.3126	1
7.17	81	9	37.5432	0.000710963	3.67007e-021	37.5425	1
7.18	55	7.4162	35.3213	0.000885725	5.76072e-021	35.3204	1
7.2	75	8.66025	31.1893	0.00136824	1.41122e-020	31.1879	1
7.22	47	6.85565	27.4526	0.0021004	3.43079e-020	27.4505	1
7.23	76	8.7178	25.7249	0.00259628	5.33398e-020	25.7223	1
7.25	63	7.93725	22.535	0.00394829	1.28197e-019	22.5311	1
7.26	66	8.12404	21.0666	0.00485755	1.98174e-019	21.0617	1
7.28	65	8.06226	18.3673	0.00731801	4.70866e-019	18.36	1
7.29	57	7.54983	17.1304	0.00896107	7.23734e-019	17.1214	1
7.31	58	7.61577	14.8667	0.0133737	1.70002e-018	14.8534	1
7.33	59	7.68115	12.8643	0.0198346	3.96291e-018	12.8444	1
7.34	52	7.2111	11.954	0.0240984	6.03324e-018	11.9299	1
7.36	64	8	10.3022	0.035406	1.39039e-017	10.2668	1
7.37	51	7.14143	9.55565	0.0428154	2.10467e-017	9.51284	1
7.39	48	6.9282	8.20963	0.0623169	4.79506e-017	8.14732	1
7.41	58	7.61577	7.04556	0.0901342	1.08414e-016	6.95543	1
7.42	63	7.93725	6.52696	0.108146	1.62551e-016	6.41882	1
7.44	47	6.85565	5.60841	0.154957	3.63336e-016	5.45345	1
7.45	49	7	5.20566	0.185051	5.41657e-016	5.02061	1
7.47	51	7.14143	4.50769	0.26267	1.19693e-015	4.24502	1
7.48	53	7.28011	4.21089	0.312212	1.77418e-015	3.89868	1
7.5	47	6.85565	3.71958	0.439021	3.87584e-015	3.28056	1
7.52	57	7.54983	3.36506	0.613479	8.40268e-015	2.75158	1
7.53	45	6.7082	3.24046	0.723496	1.23367e-014	2.51696	1
7.55	51	7.14143	3.10251	1.00154	2.6441e-014	2.10097	1
7.56	50	7.07107	3.09281	1.17561	3.85987e-014	1.9172	1
7.58	52	7.2111	3.20481	1.61217	8.17854e-014	1.59263	1
7.6	48	6.9282	3.51582	2.19705	1.71974e-013	1.31877	1
7.61	48	6.9282	3.75737	2.55878	2.48663e-013	1.1986	1
7.63	55	7.4162	4.44215	3.45443	5.1692e-013	0.987719	1
7.64	50	7.07107	4.89987	4.00432	7.43164e-013	0.895552	1
7.66	47	6.85565	6.08982	5.35538	1.52729e-012	0.734444	1
7.67	70	8.3666	6.84306	6.17875	2.18321e-012	0.664307	1
7.69	41	6.40312	8.72834	8.18615	4.43566e-012	0.54218	1
7.71	54	7.34847	11.2191	10.778	8.94341e-012	0.441086	1
7.72	64	8	12.7354	12.338	1.26629e-011	0.397365	1
7.74	63	7.93725	16.4141	16.0924	2.52408e-011	0.321718	1
7.75	66	8.12404	18.6244	18.3353	3.5534e-011	0.289132	1
7.77	75	8.66025	23.9238	23.6908	7.00228e-011	0.232964	1
7.79	67	8.18535	30.6065	30.4194	1.36936e-010	0.187106	1
7.8	78	8.83176	34.5561	34.3886	1.90948e-010	0.16748	1
7.82	72	8.48528	43.8763	43.7424	3.69164e-010	0.133865	1
7.83	92	9.59166	49.3378	49.2182	5.11832e-010	0.119536	1
7.85	94	9.69536	62.115	62.0199	9.78265e-010	0.0950846	1
7.86	135	11.619	69.5412	69.4565	1.34858e-009	0.0847018	1
7.88	122	11.0454	86.7704	86.7033	2.54819e-009	0.067052	1
7.9	131	11.4455	107.609	107.556	4.77827e-009	0.0529098	1
7.91	157	12.53	119.56	119.513	6.52448e-009	0.0469434	1
7.93	171	13.0767	146.907	146.87	1.20951e-008	0.0368643	1
7.94	195	13.9642	162.465	162.433	1.64209e-008	0.0326285	1
7.96	231	15.1987	197.772	197.746	3.00944e-008	0.0254997	1
7.97	266	16.3095	217.696	217.674	4.06243e-008	0.0225155	1
7.99	288	16.9706	262.535	262.518	7.36037e-008	0.0175116	1
8.01	320	17.8885	314.636	314.623	1.32342e-007	0.0135761	1
8.02	354	18.8149	343.637	343.625	1.7695e-007	0.0119393	1
8.04	374	19.3391	407.984	407.975	3.14538e-007	0.00921158	1
8.05	501	22.383	443.501	443.493	4.18159e-007	0.00808145	1
8.07	523	22.8692	521.625	521.618	7.34833e-007	0.00620516	1
8.09	556	23.5797	609.678	609.673	1.2815e-006	0.00474921	1
8.1	637	25.2389	657.584	657.58	1.68749e-006	0.00414985	1
8.12	825	28.7228	761.398	761.395	2.90936e-006	0.00316088	1
8.13	761	27.5862	817.375	817.373	3.80918e-006	0.00275532	1
8.15	927	30.4467	937.562	937.56	6.49251e-006	0.0020886	1
8.16	949	30.8058	1001.77	1001.77	8.45201e-006	0.00181624	1
8.18	1083	32.909	1138.32	1138.32	1.42418e-005	0.00137013	1
8.2	1172	34.2345	1285.4	1285.4	2.38153e-005	0.00103028	1
8.21	1304	36.1109	1362.72	1362.71	3.07084e-005	0.000892339	1
8.23	1549	39.3573	1524.39	1524.39	5.0766e-005	0.000667776	1
8.24	1492	38.6264	1608.5	1608.5	6.50858e-005	0.000576977	1
8.26	1626	40.3237	1782.51	1782.51	0.000106372	0.000429701	1
8.28	1937	44.0114	1962.99	1962.99	0.000172524	0.000318992	1
8.29	1856	43.0813	2055.14	2055.14	0.000219088	0.000274513	1
8.31	2278	47.7284	2242.06	2242.06	0.000351291	0.000202807	1
8.32	2232	47.244	2336.3	2336.3	0.000443556	0.000174108	1
8.34	2466	49.6588	2524.94	2524.94	0.000703109	0.000128011	1
8.35	2518	50.1797	2618.73	2618.73	0.000882705	0.000109632	1
8.37	2888	53.7401	2803.7	2803.69	0.0013833	8.02176e-005	1
8.39	2730	52.2494	2982.97	2982.97	0.00215128	5.85071e-005	1
8.4	3018	54.9363	3069.64	3069.63	0.00267513	4.99062e-005	1
8.42	3206	56.6216	3235.36	3235.35	0.00411295	3.62243e-005	1
8.43	3301	57.4543	3313.75	3313.74	0.00508527	3.08248e-005	1
8.45	3652	60.4318	3459.97	3459.96	0.00772942	2.22665e-005	1
8.47	3311	57.5413	3590.07	3590.06	0.0116591	1.60328e-005	1
8.48	3774	61.4329	3648.37	3648.35	0.0142783	1.35883e-005	1
8.5	3768	61.384	3750.14	3750.12	0.0212922	9.73709e-006	1
8.51	3484	59.0254	3793.16	3793.14	0.0259267	8.23262e-006	1
8.53	4004	63.2772	3862.5	3862.46	0.038222	5.87097e-006	1
8.54	3781	61.4898	3888.49	3888.44	0.0462757	4.9519e-006	1
8.56	3891	62.3779	3922.53	3922.46	0.0674444	3.51439e-006	1
8.58	4298	65.5591	3932.16	3932.06	0.0975486	2.48619e-006	1
8.59	3993	63.1902	3927.74	3927.62	0.116981	2.08858e-006	1
8.61	3994	63.1981	3900.56	3900.39	0.167269	1.47042e-006	1
8.62	4362	66.0454	3877.92	3877.72	0.199445	1.23229e-006	1
8.64	3677	60.6383	3815.09	3814.81	0.281935	8.63398e-007	1
8.66	3913	62.554	3729.86	3729.47	0.39551	6.02994e-007	1
8.67	3731	61.0819	3679.33	3678.86	0.46711	5.03316e-007	1
8.69	3788	61.5467	3563.56	3562.91	0.647819	3.49824e-007	1
8.7	3610	60.0833	3498.84	3498.08	0.760724	2.91293e-007	1
8.72	3328	57.6888	3357.17	3356.13	1.04301	2.01487e-007	1
8.73	3630	60.2495	3280.83	3279.61	1.21779	1.67371e-007	1
8.75	3158	56.1961	3118.73	3117.08	1.65066	1.15214e-007	1
8.77	3011	54.8726	2946.32	2944.1	2.22038	7.90553e-008	1
8.78	3023	54.9818	2857.1	2854.53	2.56783	6.54066e-008	1
8.8	2693	51.8941	2674.3	2670.89	3.41476	4.46639e-008	1
8.81	2741	52.3546	2581.41	2577.49	3.92657	3.68638e-008	1
8.83	2420	49.1935	2394.27	2389.11	5.16217	2.5052e-008	1
8.85	2336	48.3322	2207.39	2200.66	6.73495	1.69703e-008	1
8.86	2137	46.2277	2114.8	2107.13	7.67082	1.39504e-008	1
8.88	2361	48.5901	1932.66	1922.76	9.89394	9.40462e-009	1
8.89	1359	36.8646	1843.61	1832.41	11.2044	7.71249e-009	1
8.91	1692	41.1339	1670.72	1656.43	14.287	5.17434e-009	1
8.92	1505	38.7943	1587.28	1571.19	16.087	4.23313e-009	1
8.94	1458	38.1838	1427.3	1407.02	20.2793	2.82637e-009	1
8.96	1274	35.6931	1277.49	1252.12	25.3696	1.88105e-009	1
8.97	1056	32.4962	1206.71	1178.42	28.2944	1.53272e-009	1
8.99	1109	33.3017	1073.87	1038.88	34.9935	1.01518e-009	1
9	997	31.5753	1011.95	973.144	38.8049	8.25201e-010	1
9.02	771	27.7669	897.33	849.884	47.4458	5.43933e-010	1
9.03	825	28.7228	844.687	792.374	52.3131	4.41078e-010	1
9.05	621	24.9199	748.769	685.535	63.2335	2.8934e-010	1
9.07	641	25.318	665.249	589.397	75.852	1.89194e-010	1
9.08	593	24.3516	628.064	545.226	82.8388	1.52803e-010	1
9.1	537	23.1733	562.616	464.378	98.2379	9.94344e-011	1
9.11	484	22	534.235	427.562	106.674	8.01154e-011	1
9.13	536	23.1517	485.817	360.754	125.063	5.18833e-011	1
9.15	394	19.8494	447.991	302.484	145.507	3.34922e-011	1
9.16	409	20.2237	432.83	276.33	156.501	2.68769e-011	1
9.18	400	20	409.537	229.528	180.009	1.72664e-011	1
9.19	436	20.8806	401.203	208.698	192.505	1.38226e-011	1
9.21	382	19.5448	390.629	171.73	218.9	8.83735e-012	1
9.22	379	19.4679	388.171	155.413	232.758	7.05771e-012	1
9.24	407	20.1742	388.344	126.687	261.658	4.49057e-012	1
9.26	426	20.6398	394.533	102.625	291.909	2.84802e-012	1
9.27	372	19.2873	399.589	92.1492	307.439	2.26538e-012	1
9.29	461	21.4709	413.025	73.9487	339.077	1.42985e-012	1
9.3	465	21.5639	421.167	66.089	355.078	1.1346e-012	1
9.32	488	22.0907	439.696	52.5394	387.157	7.12687e-013	1
9.34	460	21.4476	460.429	41.5068	418.922	4.46231e-013	1
9.35	493	22.2036	471.329	36.8058	434.524	3.52669e-013	1
9.37	475	21.7945	493.626	28.805	464.821	2.19753e-013	1
9.38	588	24.2487	504.8	25.4228	479.378	1.73259e-013	1
9.4	481	21.9317	526.672	19.7102	506.962	1.07441e-013	1
9.41	552	23.4947	537.167	17.3143	519.852	8.45055e-014	1
9.43	576	24	556.802	13.2982	543.504	5.21515e-014	1
9.45	567	23.8118	574.058	10.1498	563.908	3.20814e-014	1
9.46	581	24.1039	581.6	8.84644	572.753	2.51318e-014	1
9.48	575	23.9792	594.176	6.68884	587.487	1.53857e-014	1
9.49	657	25.632	599.097	5.80258	593.295	1.20238e-014	1
9.51	631	25.1197	605.972	4.34631	601.626	7.32558e-015	1
9.53	553	23.516	608.669	3.23518	605.433	4.44885e-015	1
9.54	609	24.6779	608.394	2.78462	605.609	3.4628e-015	1
9.56	544	23.3238	604.554	2.05334	602.501	2.09286e-015	1
9.57	574	23.9583	600.993	1.75909	599.234	1.62507e-015	1
9.59	594	24.3721	590.653	1.28499	589.368	9.77444e-016	1
9.6	604	24.5764	583.92	1.09569	582.824	7.57144e-016	1
9.62	539	23.2164	567.492	0.792895	566.7	4.53216e-016	1
9.64	607	24.6374	547.399	0.570195	546.829	2.70418e-016	1
9.65	478	21.8632	536.103	0.482399	535.621	2.08631e-016	1
9.67	468	21.6333	511.297	0.343663	510.953	1.23884e-016	1
9.68	474	21.7715	497.911	0.289384	497.622	9.53482e-017	1
9.7	471	21.7025	469.502	0.204229	469.298	5.63453e-017	1
9.72	461	21.4709	439.362	0.143231	439.219	3.31901e-017	1
9.73	444	21.0713	423.815	0.119668	423.695	2.54425e-017	1
9.75	426	20.6398	392.106	0.0831411	392.023	1.49148e-017	1
9.76	391	19.7737	376.077	0.0691376	376.008	1.14057e-017	1
9.78	313	17.6918	343.985	0.047585	343.937	6.65405e-018	1
9.79	354	18.8149	328.042	0.0393847	328.003	5.07627e-018	1
9.81	267	16.3401	296.637	0.0268535	296.61	2.94724e-018	1
9.83	281	16.7631	266.199	0.018195	266.181	1.70566e-018	1
9.84	274	16.5529	251.452	0.0149419	251.437	1.296e-018	1
9.86	246	15.6844	223.082	0.0100294	223.072	7.46429e-019	1
9.87	198	14.0712	209.521	0.00819764	209.513	5.65792e-019	1
9.89	230	15.1658	183.766	0.00545098	183.761	3.243e-019	1
9.91	150	12.2474	159.951	0.00360196	159.948	1.85285e-019	1
9.92	150	12.2474	148.801	0.00292113	148.798	1.39883e-019	1
9.94	137	11.7047	128.042	0.00191219	128.04	7.95365e-020	1
9.95	104	10.198	118.436	0.00154348	118.435	5.99023e-020	1
9.97	102	10.0995	100.753	0.00100092	100.752	3.38963e-020	1
9.98	82	9.05539	92.6622	0.000804137	92.6614	2.54673e-020	1
10	71	8.42615	77.9296	0.00051659	77.9291	1.43416e-020	1
10.02	70	8.3666	65.0409	0.000329793	65.0405	8.05043e-021	1
10.03	50	7.07107	59.2495	0.000262886	59.2492	6.02429e-021	1
10.05	47	6.85565	48.887	0.000166257	48.8869	3.36537e-021	1
10.06	42	6.48074	44.2797	0.000131906	44.2795	2.51231e-021	1
10.08	55	7.4162	36.1193	8.26407e-005	36.1192	1.39671e-021	1
10.1	29	5.38516	29.2386	5.14519e-005	29.2386	7.7401e-022	1
10.11	31	5.56776	26.2314	4.05028e-005	26.2314	5.75497e-022	1
10.13	17	4.12311	20.9926	2.4981e-005	20.9925	3.17387e-022	1
10.14	22	4.69042	18.7259	1.95727e-005	18.7259	2.35417e-022	1
10.16	16	4	14.8153	1.1959e-005	14.8153	1.29209e-022	1
10.17	14	3.74166	13.1402	9.32597e-006	13.1402	9.56081e-023	1
10.19	10	3.16228	10.2777	5.64487e-006	10.2777	5.22221e-023	1
10.21	4	2	7.97762	3.39541e-006	7.97761	2.84328e-023	1
10.22	6	2.44949	7.00839	2.62718e-006	7.00838	2.09545e-023	1
10.24	13	3.60555	5.378	1.56547e-006	5.37799	1.1354e-023	1
10.25	5	2.23607	4.69762	1.2056e-006	4.69762	8.34762e-024	1
10.27	6	2.44949	3.56374	7.11664e-007	3.56374	4.50133e-024	1
10.28	2	1.41421	3.09511	5.45495e-007	3.09511	3.30147e-024	1
10.3	7	2.64575	2.32128	3.18992e-007	2.32128	1.77171e-024	1
10.32	8	2.82843	1.72768	1.85374e-007	1.72768	9.47727e-025	1
10.33	7	2.64575	1.48624	1.40981e-007	1.48624	6.92318e-025	1
10.35	2	1.41421	1.09358	8.1161e-008	1.09358	3.68555e-025	1
10.36	2	1.41421	0.935378	6.14356e-008	0.935378	2.68583e-025	1
10.38	3	1.73205	0.680415	3.50367e-008	0.680415	1.42293e-025	1
10.4	5	2.23607	0.491184	1.98566e-008	0.491184	7.51436e-026	1
10.41	2	1.41421	0.416136	1.49133e-008	0.416136	5.4541e-026	1
10.43	3	1.73205	0.296982	8.37283e-009	0.296982	2.86642e-026	1
10.44	4	2	0.25017	6.25894e-009	0.25017	2.07551e-026	1
10.46	2	1.41421	0.176504	3.4811e-009	0.176504	1.08554e-026	1
10.47	1	1	0.147833	2.59003e-009	0.147833	7.84126e-027	1
10.49	4	2	0.103114	1.42704e-009	0.103114	4.08146e-027	1
10.51	7	2.64575	0.071375	7.81356e-010	0.071375	2.11763e-027	1
10.52	3	1.73205	0.059213	5.76812e-010	0.059213	1.52351e-027	1
10.54	3	1.73205	0.0405201	3.12869e-010	0.0405201	7.8666e-028	1
10.55	6	2.44949	0.0334237	2.29883e-010	0.0334237	5.64592e-028	1
10.57	4	2	0.0226117	1.23524e-010	0.0226117	2.90124e-028	1
10.59	0	1	0.0151809	6.59595e-011	0.0151809	1.48606e-028	1
10.6	5	2.23607	0.0124032	4.8086e-011	0.0124032	1.06228e-028	1
10.62	2	1.41421	0.00823233	2.54367e-011	0.00823233	5.41504e-029	1
10.63	3	1.73205	0.00668764	1.8457e-011	0.00668764	3.86152e-029	1
10.65	1	1	0.0043882	9.67209e-012	0.0043882	1.95896e-029	1
10.66	2	1.41421	0.00354445	6.98521e-012	0.00354445	1.3936e-029	1
10.68	2	1.41421	0.00229926	3.62623e-012	0.00229926	7.03577e-030	1
10.7	3	1.73205	0.00148016	1.87073e-012	0.00148016	3.54071e-030	1
10.71	5	2.23607	0.0011842	1.3405e-012	0.0011842	2.50875e-030	1
10.73	3	1.73205	0.000753657	6.85077e-013	0.000753657	1.25645e-030	1
10.74	4	2	0.00059952	4.88602e-013	0.00059952	8.88104e-031	1
10.76	3	1.73205	0.000377203	2.47369e-013	0.000377203	4.42647e-031	1
10.78	2	1.41421	0.000235522	1.24455e-013	0.000235522	2.19915e-031	1
10.79	7	2.64575	0.000185573	8.80695e-014	0.000185573	1.54821e-031	1
10.81	3	1.73205	0.00011455	4.38946e-014	0.00011455	7.65484e-032	1
10.82	4	2	8.97415e-005	3.0916e-014	8.97415e-005	5.37608e-032	1
10.84	4	2	5.47645e-005	1.52646e-014	5.47645e-005	2.64532e-032	1
10.85	1	1	4.26588e-005	1.07008e-014	4.26588e-005	1.85336e-032	1
10.87	0	1	2.57359e-005	5.23403e-015	2.57359e-005	9.07569e-033	1
10.89	3	1.73205	1.54083e-005	2.5441e-015	1.54083e-005	4.43e-033	1
10.9	6	2.44949	1.18883e-005	1.76955e-015	1.18883e-005	3.09131e-033	1
10.92	1	1	7.03652e-006	8.52075e-016	7.03652e-006	1.50166e-033	1
10.93	1	1	5.39802e-006	5.89882e-016	5.39802e-006	1.04536e-033	1
10.95	1	1	3.15863e-006	2.81383e-016	3.15863e-006	5.05362e-034	1
10.97	1	1	1.83421e-006	1.33386e-016	1.83421e-006	2.43526e-034	1
10.98	4	2	1.39373e-006	9.16207e-017	1.39373e-006	1.68847e-034	1
11	3	1.73205	8.00115e-007	4.30251e-017	8.00115e-007	8.09736e-035	1
11.01	6	2.44949	6.04499e-007	2.94148e-017	6.04499e-007	5.60073e-035	1
11.03	1	1	3.43079e-007	1.3684e-017	3.43079e-007	2.67302e-035	1
11.04	4	2	2.57721e-007	9.31138e-018	2.57721e-007	1.84441e-035	1
11.06	3	1.73205	1.44602e-007	4.29118e-018	1.44602e-007	8.76032e-036	1
11.08	7	2.64575	8.05159e-008	1.96525e-018	8.05159e-008	4.14752e-036	1
11.09	1	1	5.9909e-008	1.32684e-018	5.9909e-008	2.85036e-036	1
11.11	3	1.73205	3.2978e-008	6.01973e-019	3.2978e-008	1.343e-036	1
11.12	1	1	2.43976e-008	4.04516e-019	2.43976e-008	9.20745e-037	1
11.14	0	1	1.32772e-008	1.81808e-019	1.32772e-008	4.31739e-037	1
11.16	4	2	7.17045e-009	8.1202e-020	7.17045e-009	2.01794e-037	1
11.17	4	2	5.2544e-009	5.41406e-020	5.2544e-009	1.37794e-037	1
11.19	2	1.41421	2.80537e-009	2.39549e-020	2.80537e-009	6.40948e-038	1
11.2	2	1.41421	2.04399e-009	1.58968e-020	2.04399e-009	4.36613e-038	1
11.22	1	1	1.07888e-009	6.96786e-021	1.07888e-009	2.02115e-038	1
11.23	2	1.41421	7.8158e-010	4.60228e-021	7.8158e-010	1.37349e-038	1
11.25	2	1.41421	4.0784e-010	1.99839e-021	4.0784e-010	6.32752e-039	1
11.27	2	1.41421	2.11198e-010	8.62312e-022	2.11198e-010	2.90567e-039	1
11.28	2	1.41421	1.51547e-010	5.65114e-022	1.51547e-010	1.96666e-039	1
11.3	3	1.73205	7.75841e-011	2.41567e-022	7.75841e-011	8.98771e-040	1
11.31	6	2.44949	5.53531e-011	1.57568e-022	5.53531e-011	6.06856e-040	1
11.33	0	1	2.80151e-011	6.67249e-023	2.80151e-011	2.76002e-040	1
11.34	3	1.73205	1.98735e-011	4.33189e-023	1.98735e-011	1.8591e-040	1
11.36	3	1.73205	9.94375e-012	1.81725e-023	9.94375e-012	8.41466e-041	1
11.38	2	1.41421	4.93753e-012	7.57581e-024	4.93753e-012	3.79643e-041	1
11.39	3	1.73205	3.46933e-012	4.87996e-024	3.46933e-012	2.54695e-041	1
11.41	7	2.64575	1.70306e-012	2.01534e-024	1.70306e-012	1.14358e-041	1
11.42	3	1.73205	1.18981e-012	1.29209e-024	1.18981e-012	7.65361e-042	1
