#x, y, a, F(x), F[0](x), F[1](x)
2050 250 1 255.649 9.32892e-190 1.22424e-214
2051 291 1 255.482 1.14245e-189 1.48321e-214
2052 269 1 255.316 1.39901e-189 1.7969e-214
2053 227 1 255.15 1.71311e-189 2.17685e-214
2054 234 1 254.983 2.09764e-189 2.63704e-214
2055 248 1 254.817 2.56835e-189 3.1944e-214
2056 259 1 254.651 3.14455e-189 3.86942e-214
2057 233 1 254.485 3.84983e-189 4.6869e-214
2058 259 1 254.319 4.71308e-189 5.67688e-214
2059 250 1 254.152 5.76963e-189 6.87571e-214
2060 274 1 253.986 7.0627e-189 8.32741e-214
2061 247 1 253.82 8.64517e-189 1.00852e-213
2062 237 1 253.655 1.05817e-188 1.22136e-213
2063 244 1 253.489 1.29514e-188 1.47907e-213
2064 258 1 253.323 1.58511e-188 1.79109e-213
2065 239 1 253.157 1.93991e-188 2.16885e-213
2066 240 1 252.992 2.37401e-188 2.62618e-213
2067 264 1 252.826 2.90512e-188 3.17983e-213
2068 219 1 252.661 3.55489e-188 3.85006e-213
2069 233 1 252.495 4.34977e-188 4.66138e-213
2070 224 1 252.33 5.32215e-188 5.64347e-213
2071 260 1 252.164 6.5116e-188 6.83221e-213
2072 247 1 251.999 7.9665e-188 8.27105e-213
2073 263 1 251.834 9.74603e-188 1.00125e-212
2074 270 1 251.669 1.19225e-187 1.21202e-212
2075 253 1 251.504 1.45843e-187 1.46711e-212
2076 257 1 251.339 1.78396e-187 1.77581e-212
2077 245 1 251.174 2.18205e-187 2.14939e-212
2078 239 1 251.009 2.66885e-187 2.60147e-212
2079 262 1 250.844 3.26409e-187 3.14851e-212
2080 218 1 250.679 3.99191e-187 3.81045e-212
2081 248 1 250.514 4.88178e-187 4.61138e-212
2082 254 1 250.35 5.96975e-187 5.58045e-212
2083 255 1 250.185 7.29985e-187 6.75293e-212
2084 241 1 250.021 8.92588e-187 8.17144e-212
2085 220 1 249.856 1.09136e-186 9.88756e-212
2086 251 1 249.692 1.33434e-186 1.19636e-211
2087 221 1 249.528 1.63133e-186 1.44751e-211
2088 249 1 249.363 1.99434e-186 1.75131e-211
2089 263 1 249.199 2.438e-186 2.1188e-211
2090 298 1 249.035 2.98023e-186 2.56331e-211
2091 258 1 248.871 3.64289e-186 3.10095e-211
2092 287 1 248.707 4.45268e-186 3.75122e-211
2093 246 1 248.544 5.44223e-186 4.53769e-211
2094 265 1 248.38 6.65138e-186 5.48884e-211
2095 241 1 248.216 8.1288e-186 6.63912e-211
2096 215 1 248.052 9.93393e-186 8.03016e-211
2097 261 1 247.889 1.21394e-185 9.7123e-211
2098 243 1 247.725 1.48337e-185 1.17464e-210
2099 246 1 247.562 1.81252e-185 1.42059e-210
2100 271 1 247.399 2.21461e-185 1.71798e-210
2101 240 1 247.236 2.70577e-185 2.07755e-210
2102 234 1 247.072 3.3057e-185 2.51229e-210
2103 238 1 246.909 4.03847e-185 3.03788e-210
2104 262 1 246.746 4.93344e-185 3.6733e-210
2105 236 1 246.583 6.02646e-185 4.44146e-210
2106 258 1 246.421 7.3613e-185 5.37006e-210
2107 247 1 246.258 8.99138e-185 6.49256e-210
2108 267 1 246.095 1.09819e-184 7.84941e-210
2109 214 1 245.933 1.34125e-184 9.48948e-210
2110 234 1 245.77 1.63803e-184 1.14718e-209
2111 228 1 245.608 2.00038e-184 1.38677e-209
2112 253 1 245.445 2.44277e-184 1.67634e-209
2113 247 1 245.283 2.98287e-184 2.02629e-209
2114 219 1 245.121 3.6422e-184 2.44921e-209
2115 246 1 244.959 4.44707e-184 2.9603e-209
2116 268 1 244.797 5.42956e-184 3.5779e-209
2117 242 1 244.635 6.62879e-184 4.32419e-209
2118 237 1 244.473 8.09252e-184 5.22595e-209
2119 278 1 244.311 9.879e-184 6.31552e-209
2120 243 1 244.149 1.20593e-183 7.63199e-209
2121 272 1 243.988 1.47201e-183 9.22253e-209
2122 230 1 243.826 1.79672e-183 1.11441e-208
2123 246 1 243.665 2.19294e-183 1.34656e-208
2124 241 1 243.504 2.67643e-183 1.62701e-208
2125 218 1 243.342 3.26636e-183 1.9658e-208
2126 247 1 243.181 3.98613e-183 2.37504e-208
2127 251 1 243.02 4.86428e-183 2.86937e-208
2128 236 1 242.859 5.93562e-183 3.46646e-208
2129 228 1 242.698 7.24257e-183 4.18765e-208
2130 276 1 242.538 8.83689e-183 5.05869e-208
2131 222 1 242.377 1.07817e-182 6.11069e-208
2132 255 1 242.216 1.31538e-182 7.38118e-208
2133 211 1 242.056 1.60472e-182 8.91549e-208
2134 254 1 241.895 1.9576e-182 1.07683e-207
2135 262 1 241.735 2.38797e-182 1.30058e-207
2136 247 1 241.575 2.91283e-182 1.57075e-207
2137 255 1 241.415 3.55288e-182 1.89698e-207
2138 240 1 241.255 4.33336e-182 2.29088e-207
2139 238 1 241.095 5.28506e-182 2.76647e-207
2140 248 1 240.935 6.44546e-182 3.34066e-207
2141 247 1 240.775 7.86028e-182 4.03389e-207
2142 228 1 240.615 9.58522e-182 4.87079e-207
2143 217 1 240.456 1.16882e-181 5.88109e-207
2144 259 1 240.296 1.42518e-181 7.1007e-207
2145 239 1 240.137 1.73769e-181 8.5729e-207
2146 242 1 239.978 2.11863e-181 1.035e-206
2147 243 1 239.819 2.58296e-181 1.24949e-206
2148 273 1 239.66 3.14892e-181 1.50839e-206
2149 231 1 239.501 3.83869e-181 1.82085e-206
2150 244 1 239.342 4.67935e-181 2.19797e-206
2151 253 1 239.183 5.70384e-181 2.65309e-206
2152 263 1 239.024 6.95231e-181 3.20233e-206
2153 234 1 238.866 8.47365e-181 3.86514e-206
2154 266 1 238.707 1.03274e-180 4.66495e-206
2155 243 1 238.549 1.25861e-180 5.63007e-206
2156 264 1 238.391 1.53382e-180 6.7946e-206
2157 249 1 238.232 1.8691e-180 8.1997e-206
2158 239 1 238.074 2.27758e-180 9.89501e-206
2159 233 1 237.916 2.7752e-180 1.19404e-205
2160 225 1 237.758 3.38138e-180 1.4408e-205
2161 254 1 237.601 4.11977e-180 1.7385e-205
2162 233 1 237.443 5.01918e-180 2.09763e-205
2163 255 1 237.285 6.11465e-180 2.53085e-205
2164 243 1 237.128 7.44887e-180 3.05343e-205
2165 216 1 236.971 9.0738e-180 3.68378e-205
2166 248 1 236.813 1.10527e-179 4.44409e-205
2167 251 1 236.656 1.34625e-179 5.36113e-205
2168 228 1 236.499 1.6397e-179 6.46717e-205
2169 255 1 236.342 1.99702e-179 7.8011e-205
2170 222 1 236.186 2.43209e-179 9.40981e-205
2171 223 1 236.029 2.9618e-179 1.13499e-204
2172 206 1 235.872 3.60673e-179 1.36894e-204
2173 234 1 235.716 4.39188e-179 1.65105e-204
2174 223 1 235.559 5.34769e-179 1.99123e-204
2175 200 1 235.403 6.51123e-179 2.40141e-204
2176 251 1 235.247 7.92755e-179 2.89598e-204
2177 220 1 235.091 9.6515e-179 3.49228e-204
2178 221 1 234.935 1.17498e-178 4.2112e-204
2179 237 1 234.779 1.43036e-178 5.07793e-204
2180 238 1 234.623 1.74117e-178 6.12282e-204
2181 247 1 234.468 2.11941e-178 7.38245e-204
2182 226 1 234.312 2.57971e-178 8.90089e-204
2183 227 1 234.157 3.13982e-178 1.07312e-203
2184 231 1 234.002 3.82137e-178 1.29375e-203
2185 249 1 233.846 4.65065e-178 1.55968e-203
2186 241 1 233.691 5.65962e-178 1.8802e-203
2187 258 1 233.536 6.88717e-178 2.2665e-203
2188 223 1 233.382 8.38058e-178 2.73207e-203
2189 232 1 233.227 1.01973e-177 3.29316e-203
2190 225 1 233.072 1.24074e-177 3.96933e-203
2191 223 1 232.918 1.50957e-177 4.78415e-203
2192 254 1 232.763 1.83656e-177 5.76603e-203
2193 228 1 232.609 2.23428e-177 6.94917e-203
2194 228 1 232.455 2.718e-177 8.37477e-203
2195 231 1 232.301 3.30629e-177 1.00925e-202
2196 223 1 232.147 4.02172e-177 1.2162e-202
2197 243 1 231.993 4.89174e-177 1.46554e-202
2198 223 1 231.84 5.94969e-177 1.76593e-202
2199 251 1 231.686 7.23611e-177 2.12781e-202
2200 231 1 231.533 8.80027e-177 2.56375e-202
2201 253 1 231.379 1.0702e-176 3.0889e-202
2202 243 1 231.226 1.30142e-176 3.72147e-202
2203 227 1 231.073 1.58251e-176 4.48343e-202
2204 242 1 230.92 1.92422e-176 5.40119e-202
2205 217 1 230.767 2.33962e-176 6.50658e-202
2206 224 1 230.614 2.84456e-176 7.83791e-202
2207 244 1 230.462 3.45831e-176 9.44129e-202
2208 249 1 230.309 4.20428e-176 1.13723e-201
2209 229 1 230.157 5.11094e-176 1.36976e-201
2210 244 1 230.005 6.21282e-176 1.64979e-201
2211 202 1 229.853 7.55191e-176 1.98699e-201
2212 255 1 229.701 9.17919e-176 2.39302e-201
2213 239 1 229.549 1.11566e-175 2.88192e-201
2214 229 1 229.397 1.35594e-175 3.47056e-201
2215 224 1 229.245 1.64788e-175 4.17929e-201
2216 239 1 229.094 2.0026e-175 5.03257e-201
2217 210 1 228.942 2.43355e-175 6.05983e-201
2218 256 1 228.791 2.9571e-175 7.2965e-201
2219 203 1 228.64 3.59313e-175 8.78523e-201
2220 235 1 228.489 4.36575e-175 1.05773e-200
2221 232 1 228.338 5.30425e-175 1.27345e-200
2222 239 1 228.187 6.44421e-175 1.53311e-200
2223 240 1 228.037 7.82879e-175 1.84564e-200
2224 247 1 227.886 9.51042e-175 2.2218e-200
2225 252 1 227.736 1.15527e-174 2.67453e-200
2226 235 1 227.585 1.4033e-174 3.21939e-200
2227 260 1 227.435 1.70449e-174 3.8751e-200
2228 241 1 227.285 2.07022e-174 4.6642e-200
2229 227 1 227.135 2.51432e-174 5.61377e-200
2230 215 1 226.985 3.05355e-174 6.75642e-200
2231 218 1 226.836 3.70824e-174 8.13135e-200
2232 236 1 226.686 4.5031e-174 9.78571e-200
2233 225 1 226.537 5.46808e-174 1.17762e-199
2234 211 1 226.388 6.63953e-174 1.41711e-199
2235 216 1 226.238 8.06157e-174 1.70524e-199
2236 218 1 226.089 9.78773e-174 2.05187e-199
2237 247 1 225.94 1.18829e-173 2.46888e-199
2238 256 1 225.792 1.4426e-173 2.97053e-199
2239 223 1 225.643 1.75125e-173 3.57397e-199
2240 241 1 225.495 2.12583e-173 4.29984e-199
2241 206 1 225.346 2.58041e-173 5.17294e-199
2242 226 1 225.198 3.13206e-173 6.22309e-199
2243 228 1 225.05 3.80147e-173 7.48616e-199
2244 213 1 224.902 4.61372e-173 9.00526e-199
2245 230 1 224.754 5.59927e-173 1.08322e-198
2246 243 1 224.606 6.79503e-173 1.30293e-198
2247 203 1 224.459 8.24577e-173 1.56715e-198
2248 215 1 224.311 1.00058e-172 1.88488e-198
2249 213 1 224.164 1.21409e-172 2.26694e-198
2250 228 1 224.017 1.47309e-172 2.72635e-198
2251 209 1 223.87 1.78726e-172 3.27873e-198
2252 231 1 223.723 2.16833e-172 3.94289e-198
2253 213 1 223.576 2.63054e-172 4.7414e-198
2254 232 1 223.429 3.19112e-172 5.70142e-198
2255 214 1 223.283 3.87098e-172 6.85557e-198
2256 190 1 223.136 4.69546e-172 8.24305e-198
2257 240 1 222.99 5.69528e-172 9.91097e-198
2258 197 1 222.844 6.90769e-172 1.19159e-197
2259 223 1 222.698 8.37779e-172 1.4326e-197
2260 231 1 222.552 1.01603e-171 1.72228e-197
2261 224 1 222.406 1.23215e-171 2.07047e-197
2262 221 1 222.26 1.49417e-171 2.48895e-197
2263 237 1 222.115 1.81182e-171 2.99191e-197
2264 245 1 221.97 2.1969e-171 3.59637e-197
2265 205 1 221.824 2.6637e-171 4.32279e-197
2266 234 1 221.679 3.22955e-171 5.19574e-197
2267 230 1 221.534 3.9154e-171 6.24475e-197
2268 227 1 221.39 4.74669e-171 7.50528e-197
2269 189 1 221.245 5.75421e-171 9.01991e-197
2270 222 1 221.1 6.97526e-171 1.08398e-196
2271 235 1 220.956 8.45502e-171 1.30264e-196
2272 227 1 220.812 1.02482e-170 1.56535e-196
2273 210 1 220.668 1.24212e-170 1.88098e-196
2274 192 1 220.524 1.50541e-170 2.26016e-196
2275 221 1 220.38 1.82444e-170 2.71568e-196
2276 242 1 220.236 2.21096e-170 3.26288e-196
2277 219 1 220.092 2.67926e-170 3.9202e-196
2278 225 1 219.949 3.24659e-170 4.70977e-196
2279 224 1 219.806 3.93386e-170 5.65815e-196
2280 242 1 219.663 4.76641e-170 6.79725e-196
2281 235 1 219.52 5.77488e-170 8.16537e-196
2282 239 1 219.377 6.9964e-170 9.8085e-196
2283 210 1 219.234 8.47591e-170 1.17818e-195
2284 242 1 219.091 1.02678e-169 1.41517e-195
2285 205 1 218.949 1.24379e-169 1.69976e-195
2286 263 1 218.807 1.5066e-169 2.0415e-195
2287 204 1 218.664 1.82486e-169 2.45186e-195
2288 232 1 218.522 2.21024e-169 2.9446e-195
2289 235 1 218.38 2.67688e-169 3.53623e-195
2290 238 1 218.239 3.2419e-169 4.24657e-195
2291 201 1 218.097 3.92599e-169 5.09942e-195
2292 195 1 217.955 4.75421e-169 6.12332e-195
2293 232 1 217.814 5.75688e-169 7.35253e-195
2294 204 1 217.673 6.97069e-169 8.82818e-195
2295 238 1 217.532 8.44004e-169 1.05996e-194
2296 203 1 217.391 1.02186e-168 1.2726e-194
2297 230 1 217.25 1.23715e-168 1.52784e-194
2298 191 1 217.109 1.49771e-168 1.8342e-194
2299 218 1 216.969 1.81308e-168 2.20191e-194
2300 205 1 216.829 2.19475e-168 2.64325e-194
2301 226 1 216.688 2.65663e-168 3.17292e-194
2302 205 1 216.548 3.21557e-168 3.8086e-194
2303 215 1 216.408 3.89193e-168 4.57146e-194
2304 215 1 216.268 4.71033e-168 5.48691e-194
2305 201 1 216.129 5.70057e-168 6.58545e-194
2306 208 1 215.989 6.89865e-168 7.90364e-194
2307 197 1 215.85 8.34814e-168 9.48532e-194
2308 246 1 215.711 1.01017e-167 1.13831e-193
2309 212 1 215.572 1.22231e-167 1.36601e-193
2310 206 1 215.433 1.47892e-167 1.6392e-193
2311 218 1 215.294 1.78933e-167 1.96695e-193
2312 219 1 215.155 2.16479e-167 2.36014e-193
2313 254 1 215.017 2.61891e-167 2.83183e-193
2314 214 1 214.878 3.16814e-167 3.39766e-193
2315 189 1 214.74 3.83238e-167 4.07639e-193
2316 206 1 214.602 4.63566e-167 4.89054e-193
2317 227 1 214.464 5.60706e-167 5.86707e-193
2318 200 1 214.326 6.7817e-167 7.03834e-193
2319 210 1 214.189 8.20204e-167 8.44312e-193
2320 192 1 214.051 9.91938e-167 1.01279e-192
2321 231 1 213.914 1.19957e-166 1.21484e-192
2322 188 1 213.777 1.45061e-166 1.45715e-192
2323 212 1 213.639 1.75409e-166 1.74772e-192
2324 219 1 213.503 2.12097e-166 2.09616e-192
2325 236 1 213.366 2.56446e-166 2.51397e-192
2326 223 1 213.229 3.10054e-166 3.01496e-192
2327 217 1 213.093 3.7485e-166 3.61564e-192
2328 193 1 212.956 4.53168e-166 4.33584e-192
2329 200 1 212.82 5.47822e-166 5.1993e-192
2330 203 1 212.684 6.62217e-166 6.23449e-192
2331 208 1 212.548 8.00462e-166 7.47551e-192
2332 198 1 212.412 9.67521e-166 8.96323e-192
2333 209 1 212.277 1.16939e-165 1.07466e-191
2334 201 1 212.141 1.41332e-165 1.28844e-191
2335 230 1 212.006 1.70804e-165 1.54468e-191
2336 235 1 211.871 2.06414e-165 1.85182e-191
2337 192 1 211.736 2.49435e-165 2.21995e-191
2338 225 1 211.601 3.01409e-165 2.66115e-191
2339 197 1 211.466 3.64195e-165 3.18993e-191
2340 214 1 211.332 4.4004e-165 3.82364e-191
2341 214 1 211.197 5.31656e-165 4.58306e-191
2342 211 1 211.063 6.42315e-165 5.49312e-191
2343 222 1 210.929 7.75972e-165 6.58364e-191
2344 221 1 210.795 9.37396e-165 7.89037e-191
2345 183 1 210.661 1.13235e-164 9.4561e-191
2346 222 1 210.527 1.36778e-164 1.13321e-190
2347 179 1 210.393 1.65209e-164 1.35798e-190
2348 199 1 210.26 1.9954e-164 1.62727e-190
2349 181 1 210.127 2.40994e-164 1.9499e-190
2350 215 1 209.994 2.91046e-164 2.3364e-190
2351 238 1 209.861 3.51478e-164 2.7994e-190
2352 197 1 209.728 4.24437e-164 3.35404e-190
2353 211 1 209.595 5.12517e-164 4.01841e-190
2354 238 1 209.463 6.18847e-164 4.81421e-190
2355 195 1 209.33 7.47202e-164 5.76739e-190
2356 183 1 209.198 9.02137e-164 6.90904e-190
2357 215 1 209.066 1.08915e-163 8.27637e-190
2358 221 1 208.934 1.31486e-163 9.91393e-190
2359 209 1 208.802 1.58728e-163 1.18751e-189
2360 208 1 208.671 1.91606e-163 1.42236e-189
2361 215 1 208.539 2.31282e-163 1.7036e-189
2362 201 1 208.408 2.79161e-163 2.04038e-189
2363 200 1 208.277 3.36936e-163 2.44363e-189
2364 217 1 208.146 4.06649e-163 2.92648e-189
2365 213 1 208.015 4.90764e-163 3.50461e-189
2366 220 1 207.884 5.9225e-163 4.19679e-189
2367 208 1 207.753 7.14689e-163 5.0255e-189
2368 225 1 207.623 8.624e-163 6.01762e-189
2369 219 1 207.493 1.04059e-162 7.20534e-189
2370 206 1 207.363 1.25554e-162 8.62717e-189
2371 207 1 207.233 1.51482e-162 1.03292e-188
2372 200 1 207.103 1.82757e-162 1.23665e-188
2373 206 1 206.973 2.20477e-162 1.48051e-188
2374 198 1 206.844 2.65971e-162 1.7724e-188
2375 225 1 206.714 3.20837e-162 2.12175e-188
2376 206 1 206.585 3.87003e-162 2.53987e-188
2377 199 1 206.456 4.66792e-162 3.04028e-188
2378 199 1 206.327 5.63006e-162 3.63913e-188
2379 212 1 206.198 6.7902e-162 4.35579e-188
2380 234 1 206.069 8.18901e-162 5.21339e-188
2381 195 1 205.941 9.87552e-162 6.2396e-188
2382 203 1 205.813 1.19088e-161 7.46754e-188
2383 198 1 205.684 1.43601e-161 8.93681e-188
2384 206 1 205.556 1.73151e-161 1.06948e-187
2385 209 1 205.429 2.08772e-161 1.27981e-187
2386 213 1 205.301 2.5171e-161 1.53144e-187
2387 211 1 205.173 3.03464e-161 1.83249e-187
2388 227 1 205.046 3.65843e-161 2.19263e-187
2389 213 1 204.919 4.41023e-161 2.62346e-187
2390 209 1 204.791 5.31629e-161 3.13882e-187
2391 204 1 204.664 6.40818e-161 3.75528e-187
2392 194 1 204.538 7.72398e-161 4.49265e-187
2393 187 1 204.411 9.30951e-161 5.37461e-187
2394 223 1 204.284 1.122e-160 6.42946e-187
2395 212 1 204.158 1.35219e-160 7.69107e-187
2396 213 1 204.032 1.62953e-160 9.19989e-187
2397 182 1 203.906 1.96367e-160 1.10043e-186
2398 207 1 203.78 2.36621e-160 1.31621e-186
2399 218 1 203.654 2.85114e-160 1.57425e-186
2400 219 1 203.528 3.43528e-160 1.88281e-186
2401 185 1 203.403 4.13891e-160 2.25176e-186
2402 206 1 203.278 4.98643e-160 2.69291e-186
2403 196 1 203.152 6.00722e-160 3.22036e-186
2404 208 1 203.027 7.23664e-160 3.85099e-186
2405 212 1 202.903 8.71727e-160 4.60494e-186
2406 193 1 202.778 1.05003e-159 5.50629e-186
2407 228 1 202.653 1.26475e-159 6.58383e-186
2408 212 1 202.529 1.52331e-159 7.87194e-186
2409 202 1 202.405 1.83464e-159 9.41172e-186
2410 218 1 202.28 2.20949e-159 1.12523e-185
2411 211 1 202.156 2.66081e-159 1.34523e-185
2412 194 1 202.033 3.20417e-159 1.60818e-185
2413 165 1 201.909 3.85831e-159 1.92246e-185
2414 205 1 201.786 4.64578e-159 2.29808e-185
2415 202 1 201.662 5.5937e-159 2.74698e-185
2416 201 1 201.539 6.73473e-159 3.28345e-185
2417 212 1 201.416 8.10813e-159 3.92454e-185
2418 210 1 201.293 9.76115e-159 4.69063e-185
2419 212 1 201.17 1.17506e-158 5.60606e-185
2420 234 1 201.048 1.41449e-158 6.6999e-185
2421 196 1 200.925 1.70263e-158 8.00687e-185
2422 208 1 200.803 2.04936e-158 9.56844e-185
2423 198 1 200.681 2.4666e-158 1.14341e-184
2424 194 1 200.559 2.96864e-158 1.36631e-184
2425 208 1 200.437 3.57269e-158 1.6326e-184
2426 193 1 200.315 4.29946e-158 1.95072e-184
2427 199 1 200.194 5.17383e-158 2.33073e-184
2428 190 1 200.072 6.22572e-158 2.78468e-184
2429 198 1 199.951 7.49113e-158 3.32691e-184
2430 224 1 199.83 9.01332e-158 3.97457e-184
2431 194 1 199.709 1.08443e-157 4.74815e-184
2432 182 1 199.588 1.30467e-157 5.67208e-184
2433 219 1 199.468 1.56955e-157 6.77554e-184
2434 208 1 199.347 1.88813e-157 8.09338e-184
2435 173 1 199.227 2.27127e-157 9.66717e-184
2436 186 1 199.107 2.73202e-157 1.15466e-183
2437 221 1 198.987 3.2861e-157 1.37908e-183
2438 199 1 198.867 3.95236e-157 1.64707e-183
2439 203 1 198.747 4.75348e-157 1.96706e-183
2440 183 1 198.628 5.71671e-157 2.34913e-183
2441 182 1 198.508 6.87482e-157 2.80531e-183
2442 201 1 198.389 8.26715e-157 3.34994e-183
2443 206 1 198.27 9.94101e-157 4.00017e-183
2444 205 1 198.151 1.19532e-156 4.77643e-183
2445 199 1 198.032 1.4372e-156 5.70312e-183
2446 205 1 197.913 1.72795e-156 6.80935e-183
2447 202 1 197.795 2.07743e-156 8.12986e-183
2448 195 1 197.676 2.49746e-156 9.70608e-183
2449 225 1 197.558 3.00228e-156 1.15875e-182
2450 208 1 197.44 3.60898e-156 1.3833e-182
2451 192 1 197.322 4.33808e-156 1.65132e-182
2452 178 1 197.205 5.21422e-156 1.97118e-182
2453 199 1 197.087 6.26703e-156 2.35292e-182
2454 210 1 196.97 7.53206e-156 2.80848e-182
2455 218 1 196.852 9.05201e-156 3.35213e-182
2456 193 1 196.735 1.08782e-155 4.00085e-182
2457 207 1 196.618 1.30722e-155 4.77495e-182
2458 207 1 196.501 1.57079e-155 5.69861e-182
2459 172 1 196.385 1.88742e-155 6.8007e-182
2460 185 1 196.268 2.26777e-155 8.11562e-182
2461 187 1 196.152 2.72465e-155 9.68442e-182
2462 215 1 196.035 3.27341e-155 1.15561e-181
2463 199 1 195.919 3.93251e-155 1.37889e-181
2464 210 1 195.803 4.7241e-155 1.64526e-181
2465 198 1 195.688 5.67478e-155 1.96301e-181
2466 166 1 195.572 6.81645e-155 2.34204e-181
2467 198 1 195.456 8.18742e-155 2.79415e-181
2468 200 1 195.341 9.83367e-155 3.33341e-181
2469 179 1 195.226 1.18104e-154 3.97661e-181
2470 187 1 195.111 1.41838e-154 4.74373e-181
2471 182 1 194.996 1.70333e-154 5.65863e-181
2472 203 1 194.881 2.04544e-154 6.74974e-181
2473 198 1 194.767 2.45615e-154 8.05094e-181
2474 169 1 194.652 2.94919e-154 9.60262e-181
2475 177 1 194.538 3.54103e-154 1.14529e-180
2476 186 1 194.424 4.25144e-154 1.36593e-180
2477 200 1 194.31 5.10414e-154 1.62901e-180
2478 161 1 194.196 6.12758e-154 1.94269e-180
2479 175 1 194.082 7.35589e-154 2.31668e-180
2480 221 1 193.969 8.83001e-154 2.76257e-180
2481 185 1 193.855 1.0599e-153 3.29415e-180
2482 204 1 193.742 1.27219e-153 3.92788e-180
2483 192 1 193.629 1.52692e-153 4.68336e-180
2484 188 1 193.516 1.83258e-153 5.58393e-180
2485 211 1 193.403 2.19931e-153 6.65743e-180
2486 190 1 193.291 2.63932e-153 7.93702e-180
2487 211 1 193.178 3.1672e-153 9.46219e-180
2488 180 1 193.066 3.80049e-153 1.128e-179
2489 204 1 192.954 4.56019e-153 1.34466e-179
2490 206 1 192.842 5.47151e-153 1.60287e-179
2491 217 1 192.73 6.56463e-153 1.9106e-179
2492 192 1 192.618 7.87578e-153 2.27732e-179
2493 185 1 192.507 9.44835e-153 2.71433e-179
2494 177 1 192.395 1.13344e-152 3.23507e-179
2495 188 1 192.284 1.35963e-152 3.85558e-179
2496 188 1 192.173 1.63089e-152 4.59494e-179
2497 184 1 192.062 1.95616e-152 5.47588e-179
2498 201 1 191.951 2.34621e-152 6.52548e-179
2499 193 1 191.84 2.8139e-152 7.77596e-179
2500 192 1 191.73 3.37466e-152 9.26573e-179
2501 211 1 191.619 4.04698e-152 1.10405e-178
2502 180 1 191.509 4.85301e-152 1.31548e-178
2503 189 1 191.399 5.81932e-152 1.56733e-178
2504 183 1 191.289 6.9777e-152 1.86734e-178
2505 203 1 191.179 8.36628e-152 2.22468e-178
2506 177 1 191.069 1.00307e-151 2.65031e-178
2507 180 1 190.96 1.20257e-151 3.15726e-178
2508 198 1 190.851 1.44169e-151 3.76104e-178
2509 188 1 190.741 1.72827e-151 4.48012e-178
2510 206 1 190.632 2.07171e-151 5.33648e-178
2511 194 1 190.523 2.48329e-151 6.35629e-178
2512 178 1 190.415 2.9765e-151 7.57071e-178
2513 195 1 190.306 3.56751e-151 9.01683e-178
2514 208 1 190.197 4.27566e-151 1.07388e-177
2515 198 1 190.089 5.12413e-151 1.27891e-177
2516 213 1 189.981 6.1407e-151 1.52303e-177
2517 193 1 189.873 7.3586e-151 1.81368e-177
2518 174 1 189.765 8.81764e-151 2.15972e-177
2519 192 1 189.657 1.05655e-150 2.57169e-177
2520 205 1 189.55 1.26592e-150 3.06213e-177
2521 189 1 189.442 1.51671e-150 3.64596e-177
2522 199 1 189.335 1.8171e-150 4.34095e-177
2523 217 1 189.228 2.17688e-150 5.16822e-177
2524 209 1 189.121 2.60778e-150 6.15292e-177
2525 192 1 189.014 3.12382e-150 7.32496e-177
2526 176 1 188.907 3.7418e-150 8.71994e-177
2527 210 1 188.801 4.48183e-150 1.03802e-176
2528 194 1 188.694 5.36798e-150 1.23561e-176
2529 177 1 188.588 6.42903e-150 1.47076e-176
2530 160 1 188.482 7.69945e-150 1.7506e-176
2531 195 1 188.376 9.22048e-150 2.0836e-176
2532 171 1 188.27 1.10415e-149 2.47985e-176
2533 187 1 188.164 1.32215e-149 2.95136e-176
2534 209 1 188.059 1.58312e-149 3.51238e-176
2535 177 1 187.953 1.89552e-149 4.17989e-176
2536 168 1 187.848 2.26945e-149 4.97408e-176
2537 209 1 187.743 2.71702e-149 5.91895e-176
2538 164 1 187.638 3.25271e-149 7.04304e-176
2539 197 1 187.533 3.89384e-149 8.3803e-176
2540 200 1 187.429 4.66112e-149 9.9711e-176
2541 183 1 187.324 5.57932e-149 1.18634e-175
2542 199 1 187.22 6.6781e-149 1.41144e-175
2543 199 1 187.115 7.9929e-149 1.67918e-175
2544 150 1 187.011 9.56611e-149 1.99763e-175
2545 194 1 186.907 1.14484e-148 2.3764e-175
2546 192 1 186.804 1.37005e-148 2.82687e-175
2547 197 1 186.7 1.63948e-148 3.36262e-175
2548 178 1 186.596 1.96181e-148 3.99974e-175
2549 209 1 186.493 2.3474e-148 4.75741e-175
2550 185 1 186.39 2.80865e-148 5.6584e-175
2551 189 1 186.287 3.36037e-148 6.72978e-175
2552 192 1 186.184 4.02028e-148 8.00371e-175
2553 213 1 186.081 4.80955e-148 9.51844e-175
2554 178 1 185.978 5.75352e-148 1.13194e-174
2555 189 1 185.876 6.88243e-148 1.34607e-174
2556 193 1 185.773 8.23247e-148 1.60064e-174
2557 188 1 185.671 9.84688e-148 1.90329e-174
2558 178 1 185.569 1.17773e-147 2.26307e-174
2559 186 1 185.467 1.40856e-147 2.69077e-174
2560 186 1 185.365 1.68454e-147 3.19918e-174
2561 177 1 185.264 2.01451e-147 3.80351e-174
2562 197 1 185.162 2.40899e-147 4.52184e-174
2563 188 1 185.061 2.88059e-147 5.37563e-174
2564 160 1 184.96 3.44436e-147 6.39039e-174
2565 188 1 184.859 4.11827e-147 7.59642e-174
2566 170 1 184.758 4.9238e-147 9.02973e-174
