Intensität in a.u.,Unsicherheit,Winkel in °,Unsicherheit
0,631,3
1,21.25,0.03
2,15.67 ,0.03
3, 10.69 ,0.03
4, 5.26 ,0.03
5, 1.277 ,0.03
6, 0.1903,0.03
7, 0.515 ,0.03
8, 1.082 ,0.03
9, 1.213 ,0.03
10, 0.833 ,0.03
