# exported by fityk 0.8.7
#8-Mo:x	8-Mo:y	8-Mo:s	8-Mo:F(x)	8-Mo:%_4(x)	8-Mo:%_5(x)	8-Mo:%_6(x)	8-Mo:%_7(x)	8-Mo:a
6.22	20	4.47214	1.12475	0	0	1.12475	1.09745e-014	1
6.23	26	5.09902	1.17981	0	0	1.17981	1.26785e-014	1
6.25	17	4.12311	1.29697	0	0	1.29697	1.69066e-014	1
6.27	10	3.16228	1.42402	0	0	1.42402	2.25186e-014	1
6.28	17	4.12311	1.49145	0	0	1.49145	2.59773e-014	1
6.3	17	4.12311	1.63456	0	0	1.63456	3.45398e-014	1
6.31	15	3.87298	1.7104	0	0	1.7104	3.98102e-014	1
6.33	16	4	1.87109	0	0	1.87109	5.28401e-014	1
6.35	19	4.3589	2.04438	0	0	2.04438	7.00533e-014	1
6.36	15	3.87298	2.13598	0	0	2.13598	8.06254e-014	1
6.38	8	2.82843	2.32953	0	0	2.32953	1.06704e-013	1
6.39	17	4.12311	2.43168	0	0	2.43168	1.227e-013	1
6.41	19	4.3589	2.64718	0	0	2.64718	1.62105e-013	1
6.42	16	4	2.76073	0	0	2.76073	1.86244e-013	1
6.44	20	4.47214	2.9999	0	0	2.9999	2.45627e-013	1
6.46	19	4.3589	3.25582	0	0	3.25582	3.23568e-013	1
6.47	14	3.74166	3.3903	0	0	3.3903	3.71211e-013	1
6.49	14	3.74166	3.67279	0	0	3.67279	4.8815e-013	1
6.5	14	3.74166	3.821	0	0	3.821	5.59539e-013	1
6.52	16	4	4.13181	0	0	4.13181	7.34524e-013	1
6.54	20	4.47214	4.46246	0	0	4.46246	9.63112e-013	1
6.55	21	4.58258	4.63546	0	0	4.63546	1.10236e-012	1
6.57	21	4.58258	4.99726	0	0	4.99726	1.4429e-012	1
6.58	22	4.69042	5.18624	0	0	5.18624	1.65008e-012	1
6.6	13	3.60555	5.58081	0	0	5.58081	2.15607e-012	1
6.61	13	3.60555	5.78656	0	0	5.78656	2.46349e-012	1
6.63	23	4.79583	6.21542	0	0	6.21542	3.2133e-012	1
6.65	11	3.31662	6.66792	0	0	6.66792	4.18646e-012	1
6.66	16	4	6.90322	0	0	6.90322	4.77645e-012	1
6.68	19	4.3589	7.39226	0	0	7.39226	6.21218e-012	1
6.69	17	4.12311	7.64612	0	0	7.64612	7.08148e-012	1
6.71	15	3.87298	8.17281	0	0	8.17281	9.19402e-012	1
6.73	14	3.74166	8.72514	0	0	8.72514	1.19229e-011	1
6.74	16	4	9.01102	0	0	9.01102	1.35716e-011	1
6.76	15	3.87298	9.6024	0	0	9.6024	1.75692e-011	1
6.77	13	3.60555	9.90796	0	0	9.90796	1.99813e-011	1
6.79	20	4.47214	10.5389	0	0	10.5389	2.58218e-011	1
6.8	17	4.12311	10.8643	0	0	10.8643	2.93412e-011	1
6.82	18	4.24264	11.535	0	0	11.535	3.78516e-011	1
6.84	15	3.87298	12.2322	0	0	12.2322	4.87737e-011	1
6.85	22	4.69042	12.5907	0	0	12.5907	5.5341e-011	1
6.87	5	2.23607	13.3273	0	0	13.3273	7.11855e-011	1
6.88	13	3.60555	13.7053	0	0	13.7053	8.07002e-011	1
6.9	16	4	14.4806	0	0	14.4806	1.03625e-010	1
6.91	21	4.58258	14.8777	0	0	14.8777	1.17373e-010	1
6.93	23	4.79583	15.6906	0	0	15.6906	1.50452e-010	1
6.95	16	4	16.5277	0	0	16.5277	1.9263e-010	1
6.96	24	4.89898	16.9551	0	0	16.9551	2.1787e-010	1
6.98	27	5.19615	17.827	0	0	17.827	2.78462e-010	1
6.99	26	5.09902	18.2713	0	0	18.2713	3.14675e-010	1
7.01	14	3.74166	19.1758	0	0	19.1758	4.01489e-010	1
7.03	13	3.60555	20.1005	0	0	20.1005	5.1166e-010	1
7.04	21	4.58258	20.57	0	0	20.57	5.77359e-010	1
7.06	24	4.89898	21.5225	0	0	21.5225	7.34509e-010	1
7.07	21	4.58258	22.0051	0	0	22.0051	8.281e-010	1
7.09	22	4.69042	22.982	0	0	22.982	1.05166e-009	1
7.1	28	5.2915	23.4759	0	0	23.4759	1.18463e-009	1
7.12	20	4.47214	24.4732	0	0	24.4732	1.50183e-009	1
7.14	28	5.2915	25.4818	0	0	25.4818	1.90175e-009	1
7.15	29	5.38516	25.9897	0	0	25.9897	2.13909e-009	1
7.17	36	6	27.0114	0	0	27.0114	2.70399e-009	1
7.18	23	4.79583	27.5246	0	0	27.5246	3.03881e-009	1
7.2	28	5.2915	28.5543	0	0	28.5543	3.83461e-009	1
7.22	31	5.56776	29.5863	1.9901e-320	0	29.5863	4.8332e-009	1
7.23	35	5.91608	30.1025	1.06135e-319	0	30.1025	5.42378e-009	1
7.25	27	5.19615	31.1335	2.02319e-318	0	31.1335	6.82431e-009	1
7.26	42	6.48074	31.6477	8.68315e-318	0	31.6477	7.65153e-009	1
7.28	23	4.79583	32.6719	1.59196e-316	0	32.6719	9.61054e-009	1
7.29	40	6.32456	33.1811	6.80145e-316	0	33.1811	1.07661e-008	1
7.31	36	6	34.1922	1.23608e-314	0	34.1922	1.3499e-008	1
7.33	33	5.74456	35.1912	2.23356e-313	0	35.1912	1.69059e-008	1
7.34	41	6.40312	35.6852	9.47404e-313	0	35.6852	1.89112e-008	1
7.36	36	6	36.6606	1.69722e-311	0	36.6606	2.36429e-008	1
7.37	37	6.08276	37.1413	7.16811e-311	0	37.1413	2.64242e-008	1
7.39	50	7.07107	38.0868	1.2731e-309	0	38.0868	3.29781e-008	1
7.41	35	5.91608	39.0087	2.24815e-308	0	39.0087	4.11098e-008	1
7.42	37	6.08276	39.4599	9.42694e-308	0	39.4599	4.58792e-008	1
7.44	39	6.245	40.3412	1.6504e-306	0	40.3412	5.70924e-008	1
7.45	33	5.74456	40.7706	6.89065e-306	0	40.7706	6.36606e-008	1
7.47	31	5.56776	41.6049	1.196e-304	0	41.6049	7.90818e-008	1
7.48	32	5.65685	42.0092	4.97202e-304	0	42.0092	8.81028e-008	1
7.5	34	5.83095	42.7906	8.55579e-303	0	42.7906	1.09254e-007	1
7.52	44	6.63325	43.5333	1.46383e-301	0	43.5333	1.35326e-007	1
7.53	30	5.47723	43.8894	6.04185e-301	0	43.8894	1.50545e-007	1
7.55	37	6.08276	44.5695	1.02484e-299	0	44.5695	1.86146e-007	1
7.56	46	6.78233	44.893	4.21174e-299	0	44.893	2.06898e-007	1
7.58	48	6.9282	45.5054	7.08276e-298	0	45.5054	2.5538e-007	1
7.6	40	6.32456	46.0698	1.18426e-296	0	46.0698	3.14857e-007	1
7.61	29	5.38516	46.3335	4.83206e-296	0	46.3335	3.49451e-007	1
7.63	45	6.7082	46.8225	8.00998e-295	0	46.8225	4.30086e-007	1
7.64	33	5.74456	47.0474	3.2542e-294	0	47.0474	4.76925e-007	1
7.66	45	6.7082	47.457	5.34809e-293	0	47.457	5.85952e-007	1
7.67	33	5.74456	47.6413	2.16341e-292	0	47.6413	6.492e-007	1
7.69	45	6.7082	47.9683	3.52491e-291	0	47.9683	7.9622e-007	1
7.71	35	5.91608	48.2385	5.71033e-290	0	48.2385	9.75402e-007	1
7.72	52	7.2111	48.3521	2.29341e-289	0	48.3521	1.07912e-006	1
7.74	45	6.7082	48.5357	3.68339e-288	0	48.5357	1.31966e-006	1
7.75	30	5.47723	48.6055	1.47298e-287	0	48.6055	1.45871e-006	1
7.77	50	7.07107	48.7008	2.34541e-286	0	48.7008	1.78076e-006	1
7.79	42	6.48074	48.7368	3.71316e-285	0	48.7368	2.17139e-006	1
7.8	54	7.34847	48.7325	1.47425e-284	0	48.7325	2.3967e-006	1
7.82	54	7.34847	48.6794	2.31394e-283	0	48.6794	2.91735e-006	1
7.83	49	7	48.6306	9.14756e-283	0	48.6306	3.21727e-006	1
7.85	45	6.7082	48.4888	1.42345e-281	0	48.4887	3.90935e-006	1
7.86	67	8.18535	48.3958	5.60303e-281	0	48.3958	4.30749e-006	1
7.88	43	6.55744	48.1665	8.64398e-280	0	48.1665	5.22499e-006	1
7.9	41	6.40312	47.8798	1.32589e-278	0	47.8798	6.33055e-006	1
7.91	48	6.9282	47.7152	5.18166e-278	0	47.7152	6.96515e-006	1
7.93	50	7.07107	47.3445	7.87985e-277	0	47.3445	8.42422e-006	1
7.94	43	6.55744	47.1386	3.06624e-276	0	47.1386	9.26062e-006	1
7.96	57	7.54983	46.6868	4.62286e-275	0	46.6868	1.1181e-005	1
7.97	55	7.4162	46.4413	1.79113e-274	0	46.4413	1.22804e-005	1
7.99	39	6.245	45.9121	2.67723e-273	0	45.9121	1.48013e-005	1
8.01	44	6.63325	45.3336	3.97876e-272	0	45.3336	1.78189e-005	1
8.02	47	6.85565	45.0265	1.53053e-271	0	45.0265	1.95425e-005	1
8.04	43	6.55744	44.3779	2.25507e-270	0	44.3779	2.34858e-005	1
8.05	44	6.63325	44.037	8.6374e-270	0	44.0369	2.57352e-005	1
8.07	37	6.08276	43.3233	1.2617e-268	0	43.3232	3.08741e-005	1
8.09	40	6.32456	42.5692	1.83245e-267	0	42.5691	3.69962e-005	1
8.1	56	7.48331	42.1778	6.9684e-267	0	42.1777	4.04807e-005	1
8.12	56	7.48331	41.3678	1.00338e-265	0	41.3678	4.84232e-005	1
8.13	43	6.55744	40.95	3.79921e-265	0	40.9499	5.29379e-005	1
8.15	39	6.245	40.0902	5.42349e-264	0	40.0901	6.32143e-005	1
8.16	50	7.07107	39.649	2.04473e-263	0	39.6489	6.90479e-005	1
8.18	46	6.78233	38.7455	2.89386e-262	0	38.7455	8.23079e-005	1
8.2	48	6.9282	37.8166	4.07213e-261	0	37.8165	9.80005e-005	1
8.21	38	6.16441	37.3434	1.52425e-260	0	37.3432	0.000106889	1
8.23	47	6.85565	36.3814	2.12646e-259	0	36.3812	0.000127046	1
8.24	31	5.56776	35.8933	7.92537e-259	0	35.8931	0.000138448	1
8.26	41	6.40312	34.9047	1.09616e-257	0	34.9045	0.000164271	1
8.28	36	6	33.902	1.50741e-256	0	33.9018	0.000194683	1
8.29	33	5.74456	33.3962	5.57795e-256	0	33.396	0.000211848	1
8.31	19	4.3589	32.3775	7.60479e-255	0	32.3773	0.000250631	1
8.32	24	4.89898	31.8653	2.80193e-254	0	31.865	0.000272491	1
8.34	25	5	30.8369	3.78726e-253	3.90806e-321	30.8366	0.000321815	1
8.35	30	5.47723	30.3213	1.38938e-252	1.4649e-320	30.321	0.000349578	1
8.37	34	5.83095	29.2891	1.86185e-251	2.13896e-319	29.2887	0.000412136	1
8.39	17	4.12311	28.2575	2.48068e-250	2.98969e-318	28.257	0.000485326	1
8.4	26	5.09902	27.7427	9.03541e-250	1.11422e-317	27.7422	0.00052643	1
8.42	23	4.79583	26.7167	1.19352e-248	1.54174e-316	26.7161	0.000618838	1
8.43	21	4.58258	26.206	4.32846e-248	5.72476e-316	26.2054	0.000670665	1
8.45	21	4.58258	25.1908	5.66851e-247	7.86539e-315	25.19	0.000787017	1
8.47	21	4.58258	24.1853	7.38089e-246	1.07557e-313	24.1844	0.000922483	1
8.48	19	4.3589	23.6869	2.65762e-245	3.9704e-313	23.6859	0.000998289	1
8.5	18	4.24264	22.7	3.43073e-244	5.39126e-312	22.6988	0.00116808	1
8.51	25	5	22.2119	1.22998e-243	1.98313e-311	22.2106	0.00126297	1
8.53	20	4.47214	21.2476	1.57415e-242	2.67389e-310	21.2461	0.00147521	1
8.54	16	4	20.7717	5.61934e-242	9.80108e-310	20.7701	0.00159365	1
8.56	30	5.47723	19.8337	7.13e-241	1.3122e-308	19.8318	0.00185822	1
8.58	13	3.60555	18.915	8.99493e-240	1.74858e-307	18.9128	0.0021642	1
8.59	17	4.12311	18.4633	3.18798e-239	6.37181e-307	18.461	0.00233457	1
8.61	21	4.58258	17.576	3.98729e-238	8.43109e-306	17.5733	0.00271424	1
8.62	16	4	17.1407	1.40709e-237	3.06146e-305	17.1378	0.00292537	1
8.64	18	4.24264	16.2873	1.74478e-236	4.0224e-304	16.2839	0.0033952	1
8.66	25	5	15.4577	2.15111e-235	5.26016e-303	15.4537	0.00393591	1
8.67	16	4	15.052	7.53679e-235	1.89885e-302	15.0477	0.0042359	1
8.69	19	4.3589	14.2594	9.21219e-234	2.4657e-301	14.2545	0.00490196	1
8.7	16	4	13.8726	3.21377e-233	8.8695e-301	13.8673	0.00527099	1
8.72	10	3.16228	13.1183	3.89445e-232	1.14363e-299	13.1123	0.00608917	1
8.73	16	4	12.751	1.35277e-231	4.09932e-299	12.7445	0.00654187	1
8.75	19	4.3589	12.036	1.62522e-230	5.24849e-298	12.0285	0.00754417	1
8.77	18	4.24264	11.3476	1.94134e-229	6.68826e-297	11.3389	0.00868993	1
8.78	12	3.4641	11.0134	6.69513e-229	2.38334e-296	11.0041	0.00932244	1
8.8	24	4.89898	10.365	7.92873e-228	3.0158e-295	10.3543	0.0107196	1
8.81	14	3.74166	10.0508	2.72264e-227	1.07089e-294	10.0393	0.0114898	1
8.83	11	3.31662	9.44238	3.19661e-226	1.34553e-293	9.42919	0.0131887	1
8.85	15	3.87298	8.86049	3.73158e-225	1.68268e-292	8.84536	0.0151213	1
8.86	15	3.87298	8.57942	1.27221e-224	5.94006e-292	8.56323	0.0161843	1
8.88	17	4.12311	8.03686	1.47237e-223	7.37624e-291	8.01834	0.0185235	1
8.89	16	4	7.77529	4.99814e-223	2.59472e-290	7.75548	0.0198083	1
8.91	13	3.60555	7.27134	5.73484e-222	3.19942e-289	7.24871	0.0226319	1
8.92	14	3.74166	7.02885	1.93839e-221	1.12149e-288	7.00467	0.0241806	1
8.94	17	4.12311	6.56257	2.205e-220	1.37313e-287	6.53499	0.0275793	1
8.96	10	3.16228	6.12079	2.49391e-219	1.67334e-286	6.08937	0.0314191	1
8.97	14	3.74166	5.90892	8.36912e-219	5.83116e-286	5.8754	0.0335204	1
8.99	19	4.3589	5.50287	9.3844e-218	7.05609e-285	5.46474	0.0381209	1
9	13	3.60555	5.30853	3.13569e-217	2.45021e-284	5.2679	0.0406351	1
9.02	15	3.87298	4.93688	3.4859e-216	2.94407e-283	4.89075	0.0461315	1
9.03	27	5.19615	4.7594	1.15976e-215	1.01872e-282	4.71027	0.0491312	1
9.05	11	3.31662	4.42073	1.27822e-214	1.21545e-281	4.36505	0.0556797	1
9.07	21	4.58258	4.10322	1.4007e-213	1.44336e-280	4.04019	0.0630279	1
9.08	17	4.12311	3.9522	4.62678e-213	4.96509e-280	3.88517	0.0670287	1
9.1	12	3.4641	3.6652	5.02659e-212	5.85465e-279	3.58946	0.0757425	1
9.11	16	4	3.52905	1.65323e-211	2.00688e-278	3.44857	0.0804803	1
9.13	22	4.69042	3.27105	1.78067e-210	2.34981e-277	3.18027	0.0907843	1
9.15	11	3.31662	3.03155	1.90694e-209	2.73842e-276	2.92926	0.102289	1
9.16	20	4.47214	2.91853	6.22698e-209	9.33185e-276	2.81	0.108529	1
9.18	18	4.24264	2.70555	6.61128e-208	1.07987e-274	2.58348	0.122069	1
9.19	15	3.87298	2.60544	2.14958e-207	3.66696e-274	2.47603	0.129404	1
9.21	12	3.4641	2.41757	2.26264e-206	4.21353e-273	2.27228	0.145295	1
9.22	11	3.31662	2.32967	7.32507e-206	1.42577e-272	2.17578	0.153891	1
9.24	19	4.3589	2.16557	7.64416e-205	1.62676e-271	1.99308	0.172488	1
9.26	16	4	2.01661	7.93142e-204	1.84738e-270	1.8235	0.193108	1
9.27	2	1.41421	1.94763	2.54933e-203	6.21452e-270	1.7434	0.204236	1
9.29	21	4.58258	1.8204	2.62242e-202	7.0077e-269	1.59214	0.228253	1
9.3	14	3.74166	1.76201	8.39274e-202	2.34906e-268	1.52081	0.241195	1
9.32	15	3.87298	1.65542	8.55924e-201	2.63026e-267	1.38633	0.269089	1
9.34	17	4.12311	1.56206	8.67901e-200	2.9313e-266	1.2622	0.29986	1
9.35	21	4.58258	1.52022	2.75773e-199	9.76842e-266	1.20381	0.316404	1
9.37	13	3.60555	1.44599	2.77231e-198	1.08099e-264	1.09402	0.351971	1
9.38	14	3.74166	1.41353	8.77102e-198	3.58967e-264	1.04246	0.371066	1
9.4	17	4.12311	1.35771	8.74168e-197	3.94447e-263	0.945654	0.41206	1
9.41	18	4.24264	1.3343	2.75379e-196	1.30524e-262	0.900262	0.434035	1
9.43	17	4.12311	1.29631	2.72101e-195	1.42416e-261	0.815166	0.481146	1
9.45	17	4.12311	1.26996	2.67321e-194	1.54662e-260	0.737213	0.532751	1
9.46	20	4.47214	1.26111	8.36083e-194	5.08782e-260	0.700758	0.56035	1
9.48	13	3.60555	1.25196	8.14343e-193	5.48649e-259	0.632587	0.619369	1
9.49	13	3.60555	1.25164	2.53601e-192	1.7985e-258	0.600755	0.650887	1
9.51	18	4.24264	1.25951	2.44886e-191	1.92579e-257	0.541322	0.718189	1
9.53	11	3.31662	1.2787	2.35115e-190	2.05241e-256	0.487173	0.791531	1
9.54	19	4.3589	1.29256	7.26946e-190	6.68845e-256	0.461954	0.830602	1
9.56	14	3.74166	1.32881	6.91948e-189	7.07811e-255	0.414984	0.913829	1
9.57	18	4.24264	1.35124	2.13021e-188	2.29851e-254	0.393142	0.958102	1
9.59	18	4.24264	1.40479	2.01025e-187	2.41532e-253	0.352523	1.05227	1
9.6	21	4.58258	1.43595	6.16207e-187	7.81578e-253	0.333663	1.10229	1
9.62	17	4.12311	1.50716	5.76512e-186	8.15522e-252	0.298643	1.20852	1
9.64	16	4	1.59042	5.36282e-185	8.46948e-251	0.266972	1.32345	1
9.65	12	3.4641	1.63665	1.63211e-184	2.72459e-250	0.252304	1.38434	1
9.67	15	3.87298	1.73849	1.50518e-183	2.80969e-249	0.225135	1.51335	1
9.68	16	4	1.79418	4.56114e-183	9.00679e-249	0.212571	1.58161	1
9.7	25	5	1.91533	4.17031e-182	9.22279e-248	0.189334	1.72599	1
9.72	19	4.3589	2.0498	3.79111e-181	9.39966e-247	0.168432	1.88137	1
9.73	17	4.12311	2.12216	1.14059e-180	2.99551e-246	0.15879	1.96337	1
9.75	23	4.79583	2.27739	1.02798e-179	3.0315e-245	0.141001	2.13639	1
9.76	17	4.12311	2.36037	3.07945e-179	9.62684e-245	0.132808	2.22756	1
9.78	21	4.58258	2.53735	2.75158e-178	9.67399e-244	0.117714	2.41964	1
9.79	20	4.47214	2.63148	8.20728e-178	3.06126e-243	0.110773	2.5207	1
9.81	13	3.60555	2.8313	7.27047e-177	3.05463e-242	0.0980039	2.73329	1
9.83	11	3.31662	3.04697	6.40368e-176	3.0337e-241	0.0866012	2.96037	1
9.84	12	3.4641	3.16091	1.89638e-175	9.54365e-241	0.0813702	3.07954	1
9.86	16	4	3.40134	1.65595e-174	9.41164e-240	0.0717714	3.32957	1
9.87	12	3.4641	3.52797	4.88284e-174	2.95036e-239	0.0673746	3.46059	1
9.89	27	5.19615	3.79436	4.22717e-173	2.88909e-238	0.0593181	3.73505	1
9.91	12	3.4641	4.07875	3.63856e-172	2.81582e-237	0.0521613	4.02658	1
9.92	18	4.24264	4.22785	1.06521e-171	8.77528e-237	0.0488912	4.17896	1
9.94	21	4.58258	4.54022	9.09009e-171	8.49261e-236	0.0429139	4.4973	1
9.95	12	3.4641	4.70361	2.64972e-170	2.63733e-235	0.0401867	4.66342	1
9.97	18	4.24264	5.04514	2.24176e-169	2.53443e-234	0.0352091	5.00993	1
9.98	10	3.16228	5.2234	6.50652e-169	7.84283e-234	0.0329414	5.19046	1
10	14	3.74166	5.59523	5.4575e-168	7.48384e-233	0.0288084	5.56642	1
10.02	17	4.12311	5.98785	4.55137e-167	7.10777e-232	0.0251633	5.96268	1
10.03	17	4.12311	6.19209	1.31154e-166	2.18661e-231	0.0235067	6.16858	1
10.05	10	3.16228	6.61669	1.08438e-165	2.06213e-230	0.0204948	6.5962	1
10.06	16	4	6.83715	3.11135e-165	6.32155e-230	0.0191281	6.81803	1
10.08	11	3.31662	7.29462	2.55039e-164	5.91976e-229	0.0166468	7.27797	1
10.1	16	4	7.77439	2.07859e-163	5.5175e-228	0.0144697	7.75992	1
10.11	21	4.58258	8.02273	5.92126e-163	1.68149e-227	0.0134842	8.00924	1
10.13	15	3.87298	8.53644	4.78444e-162	1.55621e-226	0.0116993	8.52475	1
10.14	15	3.87298	8.80187	1.35707e-161	4.72596e-226	0.0108925	8.79098	1
10.16	10	3.16228	9.34994	1.08711e-160	4.3431e-225	0.00943333	9.3405	1
10.17	13	3.60555	9.63259	3.07025e-160	1.31428e-224	0.00877477	9.62382	1
10.19	13	3.60555	10.2152	2.43838e-159	1.19932e-223	0.00758543	10.2076	1
10.21	14	3.74166	10.8208	1.92545e-158	1.08928e-222	0.0065493	10.8142	1
10.22	18	4.24264	11.1321	5.39896e-158	3.27698e-222	0.00608279	11.1261	1
10.24	14	3.74166	11.772	4.22664e-157	2.95538e-221	0.00524231	11.7667	1
10.25	5	2.23607	12.1004	1.18005e-156	8.85965e-221	0.00486445	12.0955	1
10.27	15	3.87298	12.7739	9.15887e-156	7.93399e-220	0.00418465	12.7697	1
10.28	11	3.31662	13.119	2.5461e-155	2.37008e-219	0.00387947	13.1151	1
10.3	14	3.74166	13.8254	1.95917e-154	2.10753e-218	0.00333122	13.822	1
10.32	16	4	14.553	1.49889e-153	1.86527e-217	0.00285696	14.5502	1
10.33	16	4	14.9246	4.13697e-153	5.53937e-217	0.00264457	14.922	1
10.35	14	3.74166	15.683	3.13788e-152	4.86815e-216	0.00226392	15.6807	1
10.36	23	4.79583	16.0695	8.62337e-152	1.44062e-215	0.0020937	16.0674	1
10.38	17	4.12311	16.8568	6.48463e-151	1.25716e-214	0.00178907	16.855	1
10.4	19	4.3589	17.6621	4.84839e-150	1.09191e-213	0.00152689	17.6606	1
10.41	10	3.16228	18.0713	1.32287e-149	3.21233e-213	0.00140994	18.0699	1
10.43	20	4.47214	18.9018	9.80582e-149	2.77047e-212	0.00120112	18.9006	1
10.44	16	4	19.3229	2.66398e-148	8.12183e-212	0.0011081	19.3218	1
10.46	20	4.47214	20.1758	1.95773e-147	6.95542e-211	0.000942264	20.1749	1
10.47	21	4.58258	20.6073	5.29576e-147	2.03185e-210	0.0008685	20.6064	1
10.49	20	4.47214	21.4795	3.85838e-146	1.72781e-209	0.000737168	21.4788	1
10.51	22	4.69042	22.3627	2.79502e-145	1.46238e-208	0.000624934	22.3621	1
10.52	20	4.47214	22.8079	7.50653e-145	4.24692e-208	0.000575134	22.8073	1
10.54	18	4.24264	23.7043	5.39106e-144	3.56921e-207	0.000486678	23.7038	1
10.55	25	5	24.1552	1.44164e-143	1.03289e-206	0.000447486	24.1547	1
10.57	22	4.69042	25.0609	1.02647e-142	8.61965e-206	0.00037797	25.0605	1
10.59	16	4	25.9704	7.26675e-142	7.15947e-205	0.000318864	25.9701	1
10.6	28	5.2915	26.426	1.9293e-141	2.05973e-204	0.000292739	26.4257	1
10.62	26	5.09902	27.3374	1.3541e-140	1.69878e-203	0.00024651	27.3371	1
10.63	29	5.38516	27.7927	3.57962e-140	4.87008e-203	0.000226106	27.7924	1
10.65	42	6.48074	28.7011	2.49081e-139	3.9884e-202	0.000190051	28.701	1
10.66	22	4.69042	29.1538	6.55627e-139	1.13937e-201	0.000174161	29.1536	1
10.68	29	5.38516	30.0543	4.52288e-138	9.26539e-201	0.000146122	30.0542	1
10.7	25	5	30.9467	3.10226e-137	7.49929e-200	0.000122447	30.9466	1
10.71	32	5.65685	31.3891	8.10723e-137	2.12977e-199	0.000112039	31.389	1
10.73	35	5.91608	32.2649	5.51302e-136	1.71169e-198	9.37146e-005	32.2648	1
10.74	31	5.56776	32.6976	1.43454e-135	4.84401e-198	8.56699e-005	32.6975	1
10.76	28	5.2915	33.5513	9.67128e-135	3.86575e-197	7.15275e-005	33.5513	1
10.78	28	5.2915	34.3874	6.48275e-134	3.07057e-196	5.96469e-005	34.3873	1
10.79	23	4.79583	34.798	1.67479e-133	8.63865e-196	5.44436e-005	34.798	1
10.81	31	5.56776	35.6031	1.11299e-132	6.81345e-195	4.53176e-005	35.603	1
10.82	31	5.56776	35.9968	2.86299e-132	1.91013e-194	4.13265e-005	35.9968	1
10.84	45	6.7082	36.7654	1.88628e-131	1.49596e-193	3.43363e-005	36.7654	1
10.85	40	6.32456	37.1397	4.83128e-131	4.17909e-193	3.12837e-005	37.1397	1
10.87	44	6.63325	37.8667	3.15575e-130	3.24994e-192	2.59447e-005	37.8666	1
10.89	25	5	38.563	2.04949e-129	2.51551e-191	2.14907e-005	38.563	1
10.9	49	7	38.899	5.21173e-129	6.98611e-191	1.95502e-005	38.899	1
10.92	27	5.19615	39.5454	3.35568e-128	5.36935e-190	1.61643e-005	39.5454	1
10.93	41	6.40312	39.8552	8.49658e-128	1.48593e-189	1.46914e-005	39.8552	1
10.95	39	6.245	40.4469	5.42373e-127	1.13402e-188	1.21248e-005	40.4469	1
10.97	40	6.32456	40.9997	3.44235e-126	8.61393e-188	9.99438e-006	40.9997	1
10.98	36	6	41.261	8.65362e-126	2.36987e-187	9.06981e-006	41.261	1
11	48	6.9282	41.7521	5.44515e-125	1.78748e-186	7.46251e-006	41.7521	1
11.01	32	5.65685	41.9815	1.36295e-124	4.90041e-186	6.76597e-006	41.9815	1
11.03	41	6.40312	42.4072	8.5025e-124	3.67015e-185	5.55677e-006	42.4072	1
11.04	32	5.65685	42.6031	2.11906e-123	1.00264e-184	5.0335e-006	42.6031	1
11.06	39	6.245	42.9602	1.31059e-122	7.45643e-184	4.12636e-006	42.9602	1
11.08	44	6.63325	43.2699	8.0592e-122	5.5192e-183	3.37859e-006	43.2699	1
11.09	41	6.40312	43.4067	1.9942e-121	1.49893e-182	3.05577e-006	43.4067	1
11.11	44	6.63325	43.6436	1.21576e-120	1.1017e-181	2.49743e-006	43.6436	1
11.12	45	6.7082	43.7434	2.99539e-120	2.98152e-181	2.25674e-006	43.7434	1
11.14	41	6.40312	43.9055	1.81046e-119	2.17597e-180	1.84103e-006	43.9055	1
11.16	38	6.16441	44.017	1.088e-118	1.58062e-179	1.50006e-006	44.017	1
11.17	34	5.83095	44.0536	2.66141e-118	4.25254e-179	1.35343e-006	44.0536	1
11.19	27	5.19615	44.0886	1.58564e-117	3.06731e-178	1.10075e-006	44.0886	1
11.2	39	6.245	44.0869	3.86203e-117	8.22332e-178	9.92239e-007	44.0869	1
11.22	42	6.48074	44.0451	2.28121e-116	5.8897e-177	8.05519e-007	44.0451	1
11.23	29	5.38516	44.005	5.53226e-116	1.57344e-176	7.25448e-007	44.005	1
11.25	29	5.38516	43.8867	3.23972e-115	1.119e-175	5.87856e-007	43.8867	1
11.27	44	6.63325	43.7178	1.88632e-114	7.92082e-175	4.7578e-007	43.7178	1
11.28	38	6.16441	43.6147	4.54184e-114	2.10365e-174	4.27833e-007	43.6147	1
11.3	41	6.40312	43.3712	2.62177e-113	1.47859e-173	3.45632e-007	43.3712	1
11.31	43	6.55744	43.2312	6.28549e-113	3.91309e-173	3.10517e-007	43.2312	1
11.33	47	6.85565	42.915	3.59713e-112	2.73106e-172	2.50398e-007	42.915	1
11.34	50	7.07107	42.7392	8.58675e-112	7.20228e-172	2.24753e-007	42.7392	1
11.36	51	7.14143	42.3527	4.87193e-111	4.99133e-171	1.80907e-007	42.3527	1
11.38	44	6.63325	41.9211	2.74838e-110	3.44287e-170	1.45437e-007	41.9211	1
11.39	42	6.48074	41.6887	6.51371e-110	9.02623e-170	1.30343e-007	41.6887	1
11.41	37	6.08276	41.1919	3.643e-109	6.18224e-169	1.04596e-007	41.1919	1
11.42	47	6.85565	40.9279	8.59683e-109	1.6151e-168	9.36544e-008	40.9279	1
11.44	54	7.34847	40.3698	4.76677e-108	1.09844e-167	7.5017e-008	40.3698	1
11.46	42	6.48074	39.773	2.62793e-107	7.43548e-167	6.00152e-008	39.773	1
