# exported by fityk 0.8.7
#8-Mo:x	8-Mo:y	8-Mo:s	8-Mo:F(x)	8-Mo:%_4(x)	8-Mo:%_5(x)	8-Mo:%_6(x)	8-Mo:%_7(x)	8-Mo:a
11.47	45	6.7082	39.4608	6.15703e-107	1.93112e-166	5.36554e-008	39.4608	1
11.49	61	7.81025	38.8097	3.36524e-106	1.29801e-165	4.2847e-008	38.8097	1
11.5	51	7.14143	38.4715	7.85057e-106	3.35928e-165	3.82714e-008	38.4715	1
11.52	52	7.2111	37.7709	4.25403e-105	2.24208e-164	3.05061e-008	37.7709	1
11.53	52	7.2111	37.4091	9.88129e-105	5.78213e-164	2.72235e-008	37.4091	1
11.55	50	7.07107	36.6639	5.30845e-104	3.83203e-163	2.16602e-008	36.6639	1
11.57	46	6.78233	35.8918	2.83547e-103	2.52771e-162	1.72127e-008	35.8918	1
11.58	41	6.40312	35.4964	6.5391e-103	6.48052e-162	1.53371e-008	35.4964	1
11.6	53	7.28011	34.6884	3.46282e-102	4.24467e-161	1.21657e-008	34.6884	1
11.61	38	6.16441	34.2763	7.95152e-102	1.08441e-160	1.08302e-008	34.2763	1
11.63	32	5.65685	33.4378	4.17463e-101	7.05285e-160	8.57498e-009	33.4378	1
11.65	38	6.16441	32.5818	2.17916e-100	4.56554e-159	6.78112e-009	32.5818	1
11.66	49	7	32.1481	4.96807e-100	1.15955e-158	6.0275e-009	32.1481	1
11.68	35	5.91608	31.2706	2.57107e-099	7.45337e-158	4.75785e-009	31.2706	1
11.69	32	5.65685	30.8275	5.83634e-099	1.88633e-157	4.22521e-009	30.8275	1
11.71	35	5.91608	29.9338	2.99448e-098	1.20397e-156	3.32911e-009	29.9338	1
11.72	38	6.16441	29.4839	6.76823e-098	3.03634e-156	2.95371e-009	29.4839	1
11.74	33	5.74456	28.5794	3.4428e-097	1.92436e-155	2.32302e-009	28.5794	1
11.76	31	5.56776	27.6704	1.74121e-096	1.21388e-154	1.82477e-009	27.6704	1
11.77	34	5.83095	27.2149	3.90736e-096	3.04339e-154	1.61654e-009	27.2149	1
11.79	40	6.32456	26.3035	1.9592e-095	1.90628e-153	1.26749e-009	26.3035	1
11.8	30	5.47723	25.848	4.37763e-095	4.76249e-153	1.12183e-009	25.848	1
11.82	22	4.69042	24.9388	2.17615e-094	2.96209e-152	8.77994e-010	24.9388	1
11.84	38	6.16441	24.0336	1.07558e-093	1.83366e-151	6.8632e-010	24.0336	1
11.85	32	5.65685	23.5832	2.38606e-093	4.55422e-151	6.06521e-010	23.5832	1
11.87	29	5.38516	22.6877	1.1692e-092	2.79944e-150	4.73245e-010	22.6877	1
11.88	24	4.89898	22.243	2.58259e-092	6.92841e-150	4.17838e-010	22.243	1
11.9	20	4.47214	21.3611	1.25464e-091	4.22889e-149	3.25427e-010	21.3611	1
11.91	13	3.60555	20.9243	2.75939e-091	1.04293e-148	2.87063e-010	20.9243	1
11.93	14	3.74166	20.0597	1.32902e-090	6.32101e-148	2.23166e-010	20.0597	1
11.95	19	4.3589	19.2085	6.36432e-090	3.81305e-147	1.73281e-010	19.2085	1
11.96	24	4.89898	18.7883	1.38972e-089	9.34867e-147	1.5262e-010	18.7883	1
11.98	12	3.4641	17.9597	6.59785e-089	5.59979e-146	1.18287e-010	17.9597	1
11.99	29	5.38516	17.5516	1.43451e-088	1.3681e-145	1.04089e-010	17.5516	1
12.01	10	3.16228	16.7483	6.75204e-088	8.1372e-145	8.05258e-011	16.7483	1
12.03	19	4.3589	15.9632	3.15987e-087	4.81716e-144	6.2221e-011	15.9632	1
12.04	18	4.24264	15.5778	6.82104e-087	1.16999e-143	5.46688e-011	15.5778	1
12.06	11	3.31662	14.8218	3.16475e-086	6.87755e-143	4.21645e-011	14.8218	1
12.07	10	3.16228	14.4513	6.80218e-086	1.66454e-142	3.70128e-011	14.4513	1
12.09	12	3.4641	13.726	3.12891e-085	9.71585e-142	2.84947e-011	13.726	1
12.1	13	3.60555	13.3713	6.6962e-085	2.34319e-141	2.49903e-011	13.3713	1
12.12	13	3.60555	12.678	3.05371e-084	1.3581e-140	1.92039e-011	12.678	1
12.14	11	3.31662	12.0068	1.38462e-083	7.83451e-140	1.47393e-011	12.0068	1
12.15	18	4.24264	11.6795	2.94202e-083	1.87839e-139	1.29069e-011	11.6795	1
12.17	21	4.58258	11.0419	1.32252e-082	1.07598e-138	9.88819e-012	11.0419	1
12.18	15	3.87298	10.7316	2.79799e-082	2.57066e-138	8.65097e-012	10.7316	1
12.2	8	2.82843	10.128	1.24698e-081	1.46217e-137	6.61551e-012	10.128	1
12.22	18	4.24264	9.54728	5.52554e-081	8.27764e-137	5.0528e-012	9.54728	1
12.23	16	4	9.26549	1.16064e-080	1.96605e-136	4.41386e-012	9.26549	1
12.25	5	2.23607	8.71902	5.0988e-080	1.1052e-135	3.36506e-012	8.71902	1
12.26	18	4.24264	8.45431	1.06639e-079	2.61576e-135	2.93684e-012	8.45431	1
12.28	10	3.16228	7.94183	4.64455e-079	1.46009e-134	2.23491e-012	7.94183	1
12.29	13	3.60555	7.69401	9.67209e-079	3.44353e-134	1.94873e-012	7.69401	1
12.31	17	4.12311	7.21503	4.17639e-078	1.90863e-133	1.48025e-012	7.21503	1
12.33	14	3.74166	6.75801	1.79302e-077	1.05292e-132	1.12303e-012	6.75801	1
12.34	7	2.64575	6.53762	3.70716e-077	2.46869e-132	9.77732e-013	6.53762	1
12.36	11	3.31662	6.11285	1.57791e-076	1.35231e-131	7.40423e-013	6.11285	1
12.37	21	4.58258	5.90835	3.24836e-076	3.15949e-131	6.44038e-013	5.90835	1
12.39	14	3.74166	5.51484	1.37075e-075	1.71855e-130	4.8683e-013	5.51484	1
12.4	14	3.74166	5.32571	2.80977e-075	4.00102e-130	4.23069e-013	5.32571	1
12.42	11	3.31662	4.96235	1.17549e-074	2.16099e-129	3.19214e-013	4.96235	1
12.44	13	3.60555	4.61841	4.88959e-074	1.1617e-128	2.4056e-013	4.61841	1
12.45	18	4.24264	4.45355	9.95091e-074	2.68872e-128	2.08735e-013	4.45355	1
12.47	12	3.4641	4.13766	4.10365e-073	1.43523e-127	1.57015e-013	4.13766	1
12.48	14	3.74166	3.98648	8.3155e-073	3.31012e-127	1.36118e-013	3.98648	1
12.5	15	3.87298	3.69727	3.39978e-072	1.75451e-126	1.02204e-013	3.69727	1
12.52	13	3.60555	3.42506	1.38203e-071	9.25601e-126	7.66459e-014	3.42506	1
12.53	18	4.24264	3.29512	2.78045e-071	2.12223e-125	6.63439e-014	3.29512	1
12.55	18	4.24264	3.0472	1.12056e-070	1.11172e-124	4.96625e-014	3.0472	1
12.56	10	3.16228	2.92905	2.24471e-070	2.54e-124	4.2948e-014	2.92905	1
12.58	18	4.24264	2.70396	8.96884e-070	1.32122e-123	3.20904e-014	2.70396	1
12.59	12	3.4641	2.59685	1.78891e-069	3.008e-123	2.77264e-014	2.59685	1
12.61	11	3.31662	2.39311	7.0863e-069	1.55365e-122	2.06791e-014	2.39311	1
12.63	17	4.12311	2.2028	2.79096e-068	7.98708e-122	1.54042e-014	2.2028	1
12.64	11	3.31662	2.11247	5.52694e-068	1.80775e-121	1.3289e-014	2.11247	1
12.66	8	2.82843	1.94109	2.15812e-067	9.22802e-121	9.88114e-015	1.94109	1
12.67	14	3.74166	1.85987	4.25533e-067	2.08127e-120	8.51657e-015	1.85987	1
12.69	7	2.64575	1.70601	1.64732e-066	1.05495e-119	6.32096e-015	1.70601	1
12.71	14	3.74166	1.56305	6.34053e-066	5.32226e-119	4.68567e-015	1.56305	1
12.72	14	3.74166	1.49548	1.24126e-065	1.19333e-118	4.03244e-015	1.49548	1
12.74	7	2.64575	1.36778	4.7366e-065	5.97806e-118	2.98374e-015	1.36778	1
12.75	16	4	1.30751	9.23277e-065	1.33565e-117	2.56543e-015	1.30751	1
12.77	16	4	1.19378	3.49293e-064	6.64398e-117	1.89478e-015	1.19378	1
12.78	19	4.3589	1.14018	6.77926e-064	1.47921e-116	1.62765e-015	1.14018	1
12.8	19	4.3589	1.03919	2.5427e-063	7.30635e-116	1.19995e-015	1.03919	1
12.82	18	4.24264	0.94605	9.48226e-063	3.59193e-115	8.83566e-016	0.94605	1
12.83	14	3.74166	0.902264	1.82719e-062	7.95017e-115	7.5784e-016	0.902264	1
12.85	10	3.16228	0.819962	6.75547e-062	3.88097e-114	5.57003e-016	0.819962	1
12.86	17	4.12311	0.781331	1.29615e-061	8.55965e-114	4.77308e-016	0.781331	1
12.88	15	3.87298	0.708824	4.75096e-061	4.14912e-113	3.50174e-016	0.708824	1
12.9	13	3.60555	0.642299	1.73145e-060	2.00176e-112	2.5659e-016	0.642299	1
12.91	20	4.47214	0.611149	3.29829e-060	4.3891e-112	2.19543e-016	0.611149	1
12.93	27	5.19615	0.552827	1.19172e-059	2.10266e-111	1.60576e-016	0.552827	1
12.94	26	5.09902	0.525558	2.26037e-059	4.59408e-111	1.37265e-016	0.525558	1
12.96	23	4.79583	0.474576	8.09692e-059	2.18538e-110	1.00214e-016	0.474576	1
12.97	17	4.12311	0.450774	1.52916e-058	4.75802e-110	8.55877e-017	0.450774	1
12.99	12	3.4641	0.406338	5.43061e-058	2.24745e-109	6.2371e-017	0.406338	1
13.01	20	4.47214	0.365856	1.91755e-057	1.05661e-108	4.53967e-017	0.365856	1
13.02	23	4.79583	0.347003	3.5955e-057	2.28696e-108	3.87121e-017	0.347003	1
13.04	16	4	0.311888	1.25867e-056	1.06762e-107	2.81251e-017	0.311888	1
13.05	17	4.12311	0.295558	2.34992e-056	2.30265e-107	2.39617e-017	0.295558	1
13.07	21	4.58258	0.265187	8.1557e-056	1.06739e-106	1.73768e-017	0.265187	1
13.09	27	5.19615	0.237661	2.81431e-055	4.92463e-106	1.25861e-017	0.237661	1
13.1	20	4.47214	0.22489	5.21665e-055	1.05593e-105	1.07067e-017	0.22489	1
13.12	20	4.47214	0.201196	1.78467e-054	4.83749e-105	7.74074e-018	0.201196	1
13.13	31	5.56776	0.190219	3.29386e-054	1.03359e-104	6.57882e-018	0.190219	1
13.15	22	4.69042	0.169881	1.11719e-053	4.70187e-104	4.74767e-018	0.169881	1
13.16	26	5.09902	0.160473	2.05306e-053	1.00107e-103	4.03133e-018	0.160473	1
13.18	20	4.47214	0.143065	6.90364e-053	4.52195e-103	2.90393e-018	0.143065	1
13.2	17	4.12311	0.127398	2.30812e-052	2.03302e-102	2.08927e-018	0.127398	1
13.21	22	4.69042	0.120168	4.21126e-052	4.30312e-102	1.77133e-018	0.120168	1
13.23	28	5.2915	0.106822	1.39587e-051	1.92104e-101	1.27208e-018	0.106822	1
13.24	12	3.4641	0.100672	2.53587e-051	4.05178e-101	1.07751e-018	0.100672	1
13.26	30	5.47723	0.0893356	8.33331e-051	1.79611e-100	7.72398e-019	0.0893356	1
13.28	24	4.89898	0.0791836	2.72277e-050	7.92463e-100	5.53007e-019	0.0791836	1
13.29	29	5.38516	0.0745163	4.91101e-050	1.66164e-099	4.6771e-019	0.0745163	1
13.31	27	5.19615	0.0659334	1.59081e-049	7.27976e-099	3.34249e-019	0.0659334	1
13.32	26	5.09902	0.0619931	2.85698e-049	1.52104e-098	2.82435e-019	0.0619931	1
13.34	25	5	0.0547571	9.17509e-049	6.61696e-098	2.01474e-019	0.0547571	1
13.35	15	3.87298	0.0514398	1.64069e-048	1.37769e-097	1.70087e-019	0.0514398	1
13.37	22	4.69042	0.0453565	5.22377e-048	5.9512e-097	1.21109e-019	0.0453565	1
13.39	25	5	0.0399462	1.65366e-047	2.55867e-096	8.61292e-020	0.0399462	1
13.4	23	4.79583	0.0374717	2.93589e-047	5.29607e-096	7.26005e-020	0.0374717	1
13.42	22	4.69042	0.0329444	9.21419e-047	2.261e-095	5.15371e-020	0.0329444	1
13.43	28	5.2915	0.0308768	1.62884e-046	4.66345e-095	4.34022e-020	0.0308768	1
13.45	21	4.58258	0.027099	5.06817e-046	1.97692e-094	3.07537e-020	0.027099	1
13.46	26	5.09902	0.0253761	8.92073e-046	4.06316e-094	2.58757e-020	0.0253761	1
13.48	20	4.47214	0.0222326	2.75186e-045	1.71034e-093	1.83013e-020	0.0222326	1
13.5	22	4.69042	0.0194558	8.44028e-045	7.16569e-093	1.29284e-020	0.0194558	1
13.51	26	5.09902	0.0181924	1.47498e-044	1.46413e-092	1.08611e-020	0.0181924	1
13.53	19	4.3589	0.0158925	4.48509e-044	6.09103e-092	7.65848e-021	0.0158925	1
13.54	28	5.2915	0.0148476	7.80418e-044	1.24017e-091	6.42802e-021	0.0148476	1
13.56	24	4.89898	0.012948	2.3527e-043	5.12304e-091	4.52427e-021	0.012948	1
13.58	24	4.89898	0.0112783	7.05197e-043	2.10636e-090	3.18047e-021	0.0112783	1
13.59	20	4.47214	0.0105214	1.21828e-042	4.26352e-090	2.6654e-021	0.0105214	1
13.61	21	4.58258	0.00914869	3.6203e-042	1.74064e-089	1.8703e-021	0.00914869	1
13.62	19	4.3589	0.00852731	6.22741e-042	3.51085e-089	1.56598e-021	0.00852731	1
13.64	19	4.3589	0.00740184	1.83468e-041	1.42328e-088	1.09683e-021	0.00740184	1
13.65	22	4.69042	0.00689309	3.14232e-041	2.86063e-088	9.17521e-022	0.00689309	1
13.67	14	3.74166	0.00597289	9.17824e-041	1.15153e-087	6.41466e-022	0.00597289	1
13.69	20	4.47214	0.00516953	2.66545e-040	4.61363e-087	4.47921e-022	0.00516953	1
13.7	24	4.89898	0.00480722	4.53253e-040	9.21853e-087	3.74125e-022	0.00480722	1
13.72	23	4.79583	0.0041534	1.30499e-039	3.66748e-086	2.60766e-022	0.0041534	1
13.73	15	3.87298	0.00385895	2.20955e-039	7.3022e-086	2.17605e-022	0.00385895	1
13.75	16	4	0.00332829	6.30705e-039	2.88466e-085	1.51394e-022	0.00332829	1
13.77	23	4.79583	0.00286727	1.78999e-038	1.13421e-084	1.052e-022	0.00286727	1
13.78	23	4.79583	0.00266013	3.00904e-038	2.24506e-084	8.76541e-023	0.00266013	1
13.8	20	4.47214	0.00228767	8.46658e-038	8.7652e-084	6.07976e-023	0.00228767	1
13.81	15	3.87298	0.00212055	1.41714e-037	1.72887e-083	5.0611e-023	0.00212055	1
13.83	12	3.4641	0.00182047	3.95318e-037	6.70245e-083	3.504e-023	0.00182047	1
13.84	13	3.60555	0.00168601	6.58838e-037	1.31735e-082	2.91424e-023	0.00168601	1
13.86	18	4.24264	0.0014449	1.82208e-036	5.07118e-082	2.01396e-023	0.0014449	1
13.88	22	4.69042	0.00123683	5.01028e-036	1.943e-081	1.3901e-023	0.00123683	1
13.89	24	4.89898	0.00114382	8.29034e-036	3.79654e-081	1.15437e-023	0.00114382	1
13.91	19	4.3589	0.000977397	2.26007e-035	1.4444e-080	7.95324e-024	0.000977397	1
13.92	15	3.87298	0.000903107	3.72357e-035	2.81237e-080	6.5985e-024	0.000903107	1
13.94	26	5.09902	0.000770366	1.00638e-034	1.06245e-079	4.53786e-024	0.000770366	1
13.96	9	3	0.000656373	2.70439e-034	3.99485e-079	3.11693e-024	0.000656373	1
13.97	18	4.24264	0.000605603	4.42371e-034	7.73268e-079	2.58206e-024	0.000605603	1
13.99	20	4.47214	0.000515092	1.17855e-033	2.88708e-078	1.7703e-024	0.000515092	1
14	22	4.69042	0.000474836	1.91952e-033	5.56874e-078	1.46517e-024	0.000474836	1
14.02	19	4.3589	0.000403166	5.07003e-033	2.06453e-077	1.00271e-024	0.000403166	1
14.03	16	4	0.000371333	8.22209e-033	3.96815e-077	8.29124e-025	0.000371333	1
14.05	19	4.3589	0.000314736	2.15305e-032	1.46079e-076	5.66384e-025	0.000314736	1
14.07	14	3.74166	0.000266455	5.6057e-032	5.35237e-076	3.86432e-025	0.000266455	1
14.08	11	3.31662	0.000245061	9.0257e-032	1.02273e-075	3.19047e-025	0.000245061	1
14.1	31	5.56776	0.000207107	2.32976e-031	3.72094e-075	2.17281e-025	0.000207107	1
14.11	22	4.69042	0.000190312	3.735e-031	7.0849e-075	1.79229e-025	0.000190312	1
14.13	13	3.60555	0.000160558	9.55818e-031	2.55955e-074	1.21837e-025	0.000160558	1
14.15	13	3.60555	0.000135298	2.432e-030	9.20344e-074	8.27222e-026	0.000135298	1
14.16	21	4.58258	0.000124145	3.87099e-030	1.74212e-073	6.8131e-026	0.000124145	1
14.18	19	4.3589	0.000104432	9.76485e-030	6.22015e-073	4.61735e-026	0.000104432	1
14.19	18	4.24264	9.57405e-005	1.54757e-029	1.17326e-072	3.79942e-026	9.57405e-005	1
14.21	19	4.3589	8.03972e-005	3.87035e-029	4.15963e-072	2.57022e-026	8.03972e-005	1
14.22	16	4	7.36419e-005	6.10749e-029	7.8184e-072	2.113e-026	7.36419e-005	1
14.24	12	3.4641	6.17324e-005	1.51432e-028	2.75241e-071	1.42678e-026	6.17324e-005	1
14.26	15	3.87298	5.16889e-005	3.73314e-028	9.64417e-071	9.62246e-027	5.16889e-005	1
14.27	23	4.79583	4.7277e-005	5.84879e-028	1.80208e-070	7.89863e-027	4.7277e-005	1
14.29	10	3.16228	3.95164e-005	1.42948e-027	6.26993e-070	5.31723e-027	3.95164e-005	1
14.3	20	4.47214	3.6112e-005	2.22996e-027	1.16746e-069	4.36068e-027	3.6112e-005	1
14.32	16	4	3.01316e-005	5.40337e-027	4.03333e-069	2.93017e-027	3.01316e-005	1
14.34	18	4.24264	2.51123e-005	1.30177e-026	1.3869e-068	1.96654e-027	2.51123e-005	1
14.35	16	4	2.29156e-005	2.0162e-026	2.56726e-068	1.61031e-027	2.29156e-005	1
14.37	14	3.74166	1.90651e-005	4.8157e-026	8.7657e-068	1.07876e-027	1.90651e-005	1
14.38	13	3.60555	1.73822e-005	7.42653e-026	1.61688e-067	8.82535e-028	1.73822e-005	1
14.4	21	4.58258	1.44363e-005	1.7586e-025	5.48191e-067	5.90136e-028	1.44363e-005	1
14.41	9	3	1.31505e-005	2.70035e-025	1.00761e-066	4.82351e-028	1.31505e-005	1
14.43	18	4.24264	1.09028e-005	6.33951e-025	3.3922e-066	3.2195e-028	1.09028e-005	1
14.45	14	3.74166	9.02875e-006	1.47977e-024	1.13665e-065	2.14627e-028	9.02875e-006	1
14.46	11	3.31662	8.21265e-006	2.25594e-024	2.07699e-065	1.75159e-028	8.21265e-006	1
14.48	8	2.82843	6.78916e-006	5.22061e-024	6.91061e-065	1.16556e-028	6.78916e-006	1
14.49	10	3.16228	6.17012e-006	7.92469e-024	1.25832e-064	9.50354e-029	6.17012e-006	1
14.51	13	3.60555	5.09178e-006	1.81815e-023	4.15728e-064	6.31236e-029	5.09178e-006	1
14.53	19	4.3589	4.19702e-006	4.14747e-023	1.36705e-063	4.18762e-029	4.19702e-006	1
14.54	16	4	3.8088e-006	6.25062e-023	2.4746e-063	3.40924e-029	3.8088e-006	1
14.56	23	4.79583	3.13403e-006	1.41361e-022	8.0801e-063	2.25756e-029	3.13403e-006	1
14.57	20	4.47214	2.84165e-006	2.12128e-022	1.45749e-062	1.83625e-029	2.84165e-006	1
14.59	6	2.44949	2.33415e-006	4.75619e-022	4.72556e-062	1.21372e-029	2.33415e-006	1
14.6	12	3.4641	2.11455e-006	7.10648e-022	8.49397e-062	9.86308e-030	2.11455e-006	1
14.62	16	4	1.73388e-006	1.57969e-021	2.7346e-061	6.50736e-030	1.73388e-006	1
14.64	21	4.58258	1.42009e-006	3.49134e-021	8.76262e-061	4.28812e-030	1.42009e-006	1
14.65	12	3.4641	1.28462e-006	5.17924e-021	1.56581e-060	3.47936e-030	1.28462e-006	1
14.67	14	3.74166	1.0503e-006	1.13486e-020	4.98212e-060	2.28858e-030	1.0503e-006	1
14.68	18	4.24264	9.49277e-007	1.67627e-020	8.87128e-060	1.85525e-030	9.49277e-007	1
14.7	18	4.24264	7.74774e-007	3.64144e-020	2.80284e-059	1.21808e-030	7.74774e-007	1
14.71	6	2.44949	6.99644e-007	5.35553e-020	4.97323e-059	9.86536e-031	6.99644e-007	1
14.73	18	4.24264	5.70036e-007	1.15342e-019	1.56022e-058	6.46533e-031	5.70036e-007	1
14.75	16	4	4.63898e-007	2.46989e-019	4.87182e-058	4.23194e-031	4.63898e-007	1
14.76	14	3.74166	4.18306e-007	3.60649e-019	8.59366e-058	3.42227e-031	4.18306e-007	1
14.78	17	4.12311	3.39827e-007	7.65648e-019	2.66452e-057	2.23598e-031	3.39827e-007	1
14.79	23	4.79583	3.06161e-007	1.11318e-018	4.68354e-057	1.80654e-031	3.06161e-007	1
14.81	13	3.60555	2.48289e-007	2.34295e-018	1.44195e-056	1.17816e-031	2.48289e-007	1
14.83	15	3.87298	2.01122e-007	4.90305e-018	4.41861e-056	7.67423e-032	2.01122e-007	1
14.84	18	4.24264	1.80934e-007	7.07752e-018	7.72123e-056	6.19086e-032	1.80934e-007	1
14.86	17	4.12311	1.46307e-007	1.46838e-017	2.3494e-055	4.02518e-032	1.46307e-007	1
14.87	16	4	1.31507e-007	2.11048e-017	4.09096e-055	3.24417e-032	1.31507e-007	1
14.89	22	4.69042	1.06154e-007	4.34103e-017	1.23604e-054	2.10544e-032	1.06154e-007	1
14.9	14	3.74166	9.53328e-008	6.21245e-017	2.14471e-054	1.69537e-032	9.53328e-008	1
14.92	19	4.3589	7.68199e-008	1.26686e-016	6.43444e-054	1.09827e-032	7.68199e-008	1
14.94	15	3.87298	6.18302e-008	2.56863e-016	1.92137e-053	7.106e-033	6.18302e-008	1
14.95	20	4.47214	5.54465e-008	3.64964e-016	3.31432e-053	5.71326e-033	5.54465e-008	1
14.97	19	4.3589	4.45496e-008	7.33627e-016	9.82719e-053	3.68981e-033	4.45496e-008	1
14.98	20	4.47214	3.99153e-008	1.03789e-015	1.6892e-052	2.96392e-033	3.99153e-008	1
15	19	4.3589	3.20149e-008	2.06839e-015	4.97339e-052	1.9107e-033	3.20149e-008	1
15.02	19	4.3589	2.56484e-008	4.09842e-015	1.45741e-051	1.23023e-033	2.56484e-008	1
15.03	26	5.09902	2.2947e-008	5.75669e-015	2.49046e-051	9.86705e-034	2.2947e-008	1
15.05	16	4	1.83517e-008	1.13087e-014	7.24675e-051	6.34145e-034	1.83517e-008	1
15.06	17	4.12311	1.64045e-008	1.58159e-014	1.23398e-050	5.08148e-034	1.64045e-008	1
15.08	18	4.24264	1.30966e-008	3.08027e-014	3.56541e-050	3.25985e-034	1.30966e-008	1
15.09	20	4.47214	1.16968e-008	4.28943e-014	6.04984e-050	2.60977e-034	1.16967e-008	1
15.11	21	4.58258	9.32194e-009	8.28226e-014	1.73572e-049	1.67114e-034	9.32186e-009	1
15.13	23	4.79583	7.42069e-009	1.59001e-013	4.95648e-049	1.0688e-034	7.42053e-009	1
15.14	24	4.89898	6.618e-009	2.19832e-013	8.36093e-049	8.54354e-035	6.61778e-009	1
15.16	26	5.09902	5.25923e-009	4.18407e-013	2.37074e-048	5.45413e-035	5.25882e-009	1
15.17	18	4.24264	4.68641e-009	5.75991e-013	3.98504e-048	4.35582e-035	4.68583e-009	1
15.19	17	4.12311	3.7182e-009	1.08687e-012	1.12201e-047	2.77564e-035	3.71711e-009	1
15.21	16	4	2.94727e-009	2.03913e-012	3.14427e-047	1.76655e-035	2.94523e-009	1
15.22	19	4.3589	2.62331e-009	2.78702e-012	5.25431e-047	1.40867e-035	2.62052e-009	1
15.24	18	4.24264	2.07792e-009	5.18396e-012	1.46209e-046	8.94904e-036	2.07274e-009	1
15.25	13	3.60555	1.84967e-009	7.05482e-012	2.43466e-046	7.12955e-036	1.84261e-009	1
15.27	15	3.87298	1.46791e-009	1.30095e-011	6.72716e-046	4.52101e-036	1.4549e-009	1
15.28	17	4.12311	1.30987e-009	1.76284e-011	1.11625e-045	3.59852e-036	1.29225e-009	1
15.3	16	4	1.05079e-009	3.22288e-011	3.06262e-045	2.27773e-036	1.01856e-009	1
15.32	24	4.89898	8.60497e-010	5.85839e-011	8.36337e-045	1.43996e-036	8.01913e-010	1
15.33	13	3.60555	7.9004e-010	7.8815e-011	1.37962e-044	1.1444e-036	7.11225e-010	1
15.35	18	4.24264	7.01006e-010	1.42036e-010	3.74096e-044	7.22156e-037	5.58971e-010	1
15.36	17	4.12311	6.85589e-010	1.90264e-010	6.14934e-044	5.73402e-037	4.95325e-010	1
15.38	17	4.12311	7.2855e-010	3.39939e-010	1.65572e-043	3.61176e-037	3.88611e-010	1
15.4	25	5	9.0841e-010	6.03877e-010	4.43716e-043	2.27221e-037	3.04534e-010	1
15.41	13	3.60555	1.0726e-009	8.0313e-010	7.25099e-043	1.80142e-037	2.69467e-010	1
15.43	21	4.58258	1.62525e-009	1.41445e-009	1.92952e-042	1.13123e-037	2.108e-010	1
15.44	20	4.47214	2.05943e-009	1.87307e-009	3.14203e-042	8.96022e-038	1.86364e-010	1
15.46	20	4.47214	3.41601e-009	3.27048e-009	8.3023e-042	5.61641e-038	1.45535e-010	1
15.47	31	5.56776	4.4408e-009	4.31224e-009	1.34718e-041	4.44458e-038	1.28553e-010	1
15.49	32	5.65685	7.56498e-009	7.46476e-009	3.53469e-041	2.78084e-038	1.00215e-010	1
15.51	23	4.79583	1.29259e-008	1.28479e-008	9.23067e-041	1.73777e-038	7.80326e-011	1
15.52	16	4	1.6888e-008	1.68191e-008	1.48905e-040	1.3731e-038	6.88271e-011	1
15.54	19	4.3589	2.8753e-008	2.86995e-008	3.86123e-040	8.56489e-039	5.34992e-011	1
15.55	20	4.47214	3.74559e-008	3.74088e-008	6.20681e-040	6.76135e-039	4.71467e-011	1
15.57	26	5.09902	6.33214e-008	6.32848e-008	1.59817e-039	4.20979e-039	3.65833e-011	1
15.59	26	5.09902	1.06474e-007	1.06446e-007	4.09575e-039	2.61792e-039	2.83536e-011	1
15.6	28	5.2915	1.3778e-007	1.37755e-007	6.54519e-039	2.06351e-039	2.49507e-011	1
15.62	29	5.38516	2.29735e-007	2.29716e-007	1.6656e-038	1.28088e-039	1.93042e-011	1
15.63	20	4.47214	2.96021e-007	2.96004e-007	2.65233e-038	1.0087e-039	1.69726e-011	1
15.65	18	4.24264	4.89382e-007	4.89369e-007	6.70208e-038	6.24982e-040	1.31087e-011	1
15.66	25	5	6.27882e-007	6.27871e-007	1.06349e-037	4.91725e-040	1.15153e-011	1
15.68	24	4.89898	1.02913e-006	1.02912e-006	2.66842e-037	3.04113e-040	8.87834e-012	1
15.7	22	4.69042	1.67712e-006	1.67711e-006	6.66392e-037	1.87853e-040	6.83727e-012	1
15.71	21	4.58258	2.13637e-006	2.13636e-006	1.05124e-036	1.47574e-040	5.99748e-012	1
15.73	23	4.79583	3.45166e-006	3.45166e-006	2.60683e-036	9.09908e-041	4.61065e-012	1
15.74	22	4.69042	4.37792e-006	4.37792e-006	4.09782e-036	7.14156e-041	4.04083e-012	1
15.76	28	5.2915	7.01254e-006	7.01254e-006	1.00902e-035	4.39527e-041	3.10104e-012	1
15.77	22	4.69042	8.85611e-006	8.85611e-006	1.58055e-035	3.44654e-041	2.71541e-012	1
15.79	27	5.19615	1.40639e-005	1.40639e-005	3.86449e-035	2.1173e-041	2.08025e-012	1
15.81	26	5.09902	2.22061e-005	2.22061e-005	9.40445e-035	1.29913e-041	1.59181e-012	1
15.82	38	6.16441	2.78431e-005	2.78431e-005	1.46449e-034	1.01715e-041	1.39184e-012	1
15.84	24	4.89898	4.35852e-005	4.35852e-005	3.53887e-034	6.22961e-042	1.06318e-012	1
15.85	33	5.74456	5.44144e-005	5.44144e-005	5.49145e-034	4.87303e-042	9.28812e-013	1
15.87	23	4.79583	8.44481e-005	8.44481e-005	1.31765e-033	2.97905e-042	7.08255e-013	1
15.89	33	5.74456	0.000130307	0.000130307	3.14681e-033	1.81898e-042	5.39444e-013	1
15.9	26	5.09902	0.000161519	0.000161519	4.85444e-033	1.4207e-042	4.70582e-013	1
