# exported by fityk 0.8.7
#5-Zn-EdelStahl:x	5-Zn-EdelStahl:y	5-Zn-EdelStahl:s	5-Zn-EdelStahl:F(x)	5-Zn-EdelStahl:%_1(x)	5-Zn-EdelStahl:%_2(x)	5-Zn-EdelStahl:%_3(x)	5-Zn-EdelStahl:a
5.41	44	6.63325	6.72983	2.83512e-031	1.55196e-068	6.72983	1
5.43	11	3.31662	7.87542	7.62648e-031	7.47299e-068	7.87542	1
5.44	33	5.74456	8.50932	1.2479e-030	1.63515e-067	8.50932	1
5.46	34	5.83095	9.91082	3.32545e-030	7.78385e-067	9.91082	1
5.48	27	5.19615	11.5068	8.80642e-030	3.67719e-066	11.5068	1
5.49	32	5.65685	12.3841	1.42973e-029	7.96953e-066	12.3841	1
5.51	33	5.74456	14.3105	3.75076e-029	3.72203e-065	14.3105	1
5.52	26	5.09902	15.3651	6.06082e-029	8.02064e-065	15.3651	1
5.54	24	4.89898	17.6714	1.57512e-028	3.70323e-064	17.6714	1
5.55	33	5.74456	18.9289	2.53329e-028	7.93457e-064	18.9289	1
5.57	32	5.65685	21.6674	6.52207e-028	3.62177e-063	21.6674	1
5.59	37	6.08276	24.724	1.66864e-027	1.6406e-062	24.724	1
5.6	32	5.65685	26.3792	2.66276e-027	3.48176e-062	26.3792	1
5.62	27	5.19615	29.9584	6.74882e-027	1.55921e-061	29.9584	1
5.63	33	5.74456	31.8884	1.0719e-026	3.29014e-061	31.8884	1
5.65	35	5.91608	36.0442	2.69134e-026	1.45662e-060	36.0442	1
5.67	28	5.2915	40.6133	6.7152e-026	6.39971e-060	40.6133	1
5.68	45	6.7082	43.0597	1.05824e-025	1.33759e-059	43.0597	1
5.7	46	6.78233	48.2891	2.61572e-025	5.80984e-059	48.2891	1
5.71	43	6.55744	51.0768	4.10275e-025	1.20737e-058	51.0768	1
5.73	46	6.78233	57.0095	1.00462e-024	5.1845e-058	57.0095	1
5.74	43	6.55744	60.1583	1.56835e-024	1.07126e-057	60.1583	1
5.76	44	6.63325	66.8289	3.8044e-024	4.54765e-057	66.8289	1
5.78	58	7.61577	74.0055	9.17078e-024	1.91585e-056	74.0055	1
5.79	57	7.54983	77.7857	1.42052e-023	3.92107e-056	77.7857	1
5.81	69	8.30662	85.7323	3.39222e-023	1.63307e-055	85.7323	1
5.82	60	7.74597	89.8986	5.22977e-023	3.32323e-055	89.8986	1
5.84	97	9.84886	98.615	1.23719e-022	1.36831e-054	98.615	1
5.85	58	7.61577	103.163	1.89843e-022	2.76856e-054	103.163	1
5.87	85	9.21954	112.631	4.44905e-022	1.12695e-053	112.631	1
5.89	97	9.84886	122.582	1.03614e-021	4.55239e-053	122.582	1
5.9	101	10.0499	127.73	1.57751e-021	9.12352e-053	127.73	1
5.92	95	9.74679	138.358	3.63949e-021	3.64352e-052	138.358	1
5.93	95	9.74679	143.829	5.5151e-021	7.26035e-052	143.829	1
5.95	122	11.0454	155.062	1.26049e-020	2.86644e-051	155.062	1
5.97	147	12.1244	166.644	2.86287e-020	1.12308e-050	166.644	1
5.98	130	11.4018	172.552	4.3044e-020	2.21667e-050	172.552	1
6	155	12.4499	184.566	9.68486e-020	8.58607e-050	184.566	1
6.01	153	12.3693	190.658	1.44931e-019	1.68499e-049	190.658	1
6.03	177	13.3041	202.97	3.23043e-019	6.45232e-049	202.97	1
6.04	216	14.6969	209.174	4.81159e-019	1.25902e-048	209.174	1
6.06	247	15.7162	221.631	1.06244e-018	4.76624e-048	221.631	1
6.08	236	15.3623	234.091	2.33129e-018	1.79062e-047	234.091	1
6.09	246	15.6844	240.296	3.44526e-018	3.46078e-047	240.296	1
6.11	211	14.5258	252.607	7.48915e-018	1.28537e-046	252.607	1
6.12	258	16.0624	258.691	1.10158e-017	2.47007e-046	258.691	1
6.14	303	17.4069	270.661	2.37216e-017	9.06959e-046	270.661	1
6.16	340	18.4391	282.293	5.07633e-017	3.30483e-045	282.293	1
6.17	340	18.4391	287.954	7.40853e-017	6.29052e-045	287.954	1
6.19	386	19.6469	298.912	1.57056e-016	2.26607e-044	298.912	1
6.2	410	20.2485	304.186	2.28137e-016	4.28868e-044	304.186	1
6.22	357	18.8944	314.271	4.7911e-016	1.52734e-043	314.271	1
6.23	359	18.9473	319.061	6.92684e-016	2.87408e-043	319.061	1
6.25	421	20.5183	328.083	1.44109e-015	1.0119e-042	328.083	1
6.27	383	19.5704	336.299	2.97939e-015	3.53556e-042	336.299	1
6.28	451	21.2368	340.081	4.2739e-015	6.58984e-042	340.081	1
6.3	438	20.9284	346.951	8.75341e-015	2.27626e-041	346.951	1
6.31	451	21.2368	350.024	1.24978e-014	4.21843e-041	350.024	1
6.33	431	20.7605	355.41	2.53573e-014	1.44053e-040	355.41	1
6.35	500	22.3607	359.742	5.11271e-014	4.88178e-040	359.742	1
6.36	475	21.7945	361.5	7.24276e-014	8.96112e-040	361.5	1
6.38	443	21.0476	364.18	1.44667e-013	3.00222e-039	364.18	1
6.39	420	20.4939	365.095	2.03977e-013	5.47949e-039	365.095	1
6.41	468	21.6333	366.066	4.03612e-013	1.81487e-038	366.066	1
6.42	497	22.2935	366.118	5.66414e-013	3.29348e-038	366.118	1
6.44	431	20.7605	365.359	1.11028e-012	1.07842e-037	365.359	1
6.46	419	20.4695	363.453	2.16278e-012	3.5043e-037	363.453	1
6.47	473	21.7486	362.075	3.01148e-012	6.29891e-037	362.075	1
6.49	385	19.6214	358.486	5.81132e-012	2.02351e-036	358.486	1
6.5	443	21.0476	356.284	8.05382e-012	3.61645e-036	356.284	1
6.52	397	19.9249	351.087	1.53962e-011	1.14854e-035	351.087	1
6.54	359	18.9473	344.877	2.92485e-011	3.6199e-035	344.877	1
6.55	408	20.199	341.41	4.02188e-011	6.40808e-035	341.41	1
6.57	354	18.8149	333.788	7.56896e-011	1.99665e-034	333.788	1
6.58	313	17.6918	329.651	1.0359e-010	3.51436e-034	329.651	1
6.6	346	18.6011	320.771	1.93128e-010	1.08254e-033	320.771	1
6.61	270	16.4317	316.047	2.63079e-010	1.89453e-033	316.047	1
6.63	282	16.7929	306.082	4.85879e-010	5.76935e-033	306.082	1
6.65	248	15.748	295.497	8.91761e-010	1.74355e-032	295.497	1
6.66	252	15.8745	290	1.20528e-009	3.02236e-032	290	1
6.68	242	15.5563	278.65	2.19142e-009	9.02984e-032	278.65	1
6.69	201	14.1774	272.82	2.94797e-009	1.55634e-031	272.82	1
6.71	219	14.7986	260.906	5.30979e-009	4.59687e-031	260.906	1
6.73	216	14.6969	248.726	9.50409e-009	1.34743e-030	248.726	1
6.74	186	13.6382	242.563	1.26855e-008	2.30029e-030	242.563	1
6.76	180	13.4164	230.148	2.24935e-008	6.66578e-030	230.148	1
6.77	150	12.2474	223.916	2.98821e-008	1.13147e-029	223.916	1
6.79	146	12.083	211.453	5.24901e-008	3.24142e-029	211.453	1
6.8	159	12.6095	205.241	6.9405e-008	5.47064e-029	205.241	1
6.82	122	11.0454	192.902	1.20774e-007	1.54938e-028	192.902	1
6.84	117	10.8167	180.734	2.08852e-007	4.35471e-028	180.734	1
6.85	166	12.8841	174.735	2.73999e-007	7.27975e-028	174.735	1
6.87	107	10.3441	162.94	4.69384e-007	2.02276e-027	162.94	1
6.88	109	10.4403	157.159	6.12911e-007	3.36213e-027	157.159	1
6.9	115	10.7238	145.859	1.04015e-006	9.23564e-027	145.859	1
6.91	111	10.5357	140.351	1.35183e-006	1.52633e-026	140.351	1
6.93	98	9.89949	129.645	2.27267e-006	4.14503e-026	129.645	1
6.95	95	9.74679	119.379	3.7969e-006	1.11709e-025	119.379	1
6.96	95	9.74679	114.419	4.89614e-006	1.82863e-025	114.419	1
6.98	101	10.0499	104.861	8.10333e-006	4.87208e-025	104.861	1
6.99	88	9.38083	100.267	1.04003e-005	7.92983e-025	100.267	1
7.01	106	10.2956	91.4575	1.7052e-005	2.0887e-024	91.4574	1
7.03	88	9.38083	83.1592	2.7783e-005	5.45974e-024	83.1592	1
7.04	90	9.48683	79.2032	3.53803e-005	8.8019e-024	79.2031	1
7.06	93	9.64365	71.6769	5.71063e-005	2.27456e-023	71.6769	1
7.07	85	9.21954	68.1058	7.23809e-005	3.64598e-023	68.1057	1
7.09	82	9.05539	61.3432	0.000115735	9.31454e-023	61.3431	1
7.1	90	9.48683	58.1493	0.000146003	1.48454e-022	58.1491	1
7.12	70	8.3666	52.1282	0.00023127	3.74941e-022	52.1279	1
7.14	89	9.43398	46.5834	0.000364044	9.39763e-022	46.5831	1
7.15	95	9.74679	43.9843	0.00045567	1.48355e-021	43.9839	1
7.17	81	9	39.1205	0.000710563	3.67606e-021	39.1198	1
7.18	55	7.4162	36.8506	0.000885234	5.77005e-021	36.8497	1
7.2	75	8.66025	32.6213	0.0013675	1.41347e-020	32.6199	1
7.22	47	6.85565	28.7868	0.0020993	3.43618e-020	28.7847	1
7.23	76	8.7178	27.0103	0.00259494	5.34228e-020	27.0077	1
7.25	63	7.93725	23.7238	0.00394632	1.28393e-019	23.7198	1
7.26	66	8.12404	22.2078	0.00485516	1.98475e-019	22.2029	1
7.28	65	8.06226	19.4153	0.00731451	4.71569e-019	19.408	1
7.29	57	7.54983	18.1328	0.00895686	7.24806e-019	18.1239	1
7.31	58	7.61577	15.781	0.0133676	1.7025e-018	15.7676	1
7.33	59	7.68115	13.6943	0.0198258	3.96859e-018	13.6745	1
7.34	52	7.2111	12.7436	0.0240879	6.04181e-018	12.7195	1
7.36	64	8	11.0144	0.0353911	1.39233e-017	10.979	1
7.37	51	7.14143	10.2309	0.0427977	2.10759e-017	10.1881	1
7.39	48	6.9282	8.81473	0.062292	4.80159e-017	8.75244	1
7.41	58	7.61577	7.58551	0.0900994	1.0856e-016	7.49541	1
7.42	63	7.93725	7.03622	0.108105	1.62767e-016	6.92812	1
7.44	47	6.85565	6.06	0.154901	3.6381e-016	5.9051	1
7.45	49	7	5.63025	0.184985	5.42357e-016	5.44527	1
7.47	51	7.14143	4.88188	0.262579	1.19845e-015	4.6193	1
7.48	53	7.28011	4.56164	0.312105	1.77641e-015	4.24954	1
7.5	47	6.85565	4.02681	0.438877	3.88062e-015	3.58793	1
7.52	57	7.54983	3.63308	0.613285	8.41287e-015	3.01979	1
7.53	45	6.7082	3.4904	0.723272	1.23516e-014	2.76713	1
7.55	51	7.14143	3.31921	1.00124	2.64722e-014	2.31797	1
7.56	50	7.07107	3.29428	1.17527	3.86439e-014	2.11901	1
7.58	52	7.2111	3.3784	1.61172	8.18793e-014	1.76668	1
7.6	48	6.9282	3.66474	2.19645	1.72167e-013	1.46829	1
7.61	48	6.9282	3.89508	2.5581	2.48941e-013	1.33698	1
7.63	55	7.4162	4.55948	3.45356	5.17485e-013	1.10592	1
7.64	50	7.07107	5.00796	4.00332	7.4397e-013	1.00464	1
7.66	47	6.85565	6.1812	5.35411	1.52891e-012	0.827094	1
7.67	70	8.3666	6.92689	6.17732	2.18551e-012	0.749573	1
7.69	41	6.40312	8.79853	8.18434	4.44023e-012	0.614192	1
7.71	54	7.34847	11.2774	10.7757	8.95246e-012	0.501678	1
7.72	64	8	12.7883	12.3355	1.26755e-011	0.452868	1
7.74	63	7.93725	16.4574	16.0892	2.52655e-011	0.36816	1
7.75	66	8.12404	18.6633	18.3318	3.55685e-011	0.331556	1
7.77	75	8.66025	23.9547	23.6865	7.00895e-011	0.268267	1
7.79	67	8.18535	30.6305	30.4141	1.37064e-010	0.216376	1
7.8	78	8.83176	34.5769	34.3828	1.91124e-010	0.194096	1
7.82	72	8.48528	43.8912	43.7354	3.69497e-010	0.155813	1
7.83	92	9.59166	49.35	49.2106	5.12289e-010	0.139439	1
7.85	94	9.69536	62.1222	62.0108	9.79121e-010	0.111408	1
7.86	135	11.619	69.5461	69.4466	1.34975e-009	0.0994646	1
7.88	122	11.0454	86.7708	86.6917	2.55035e-009	0.0790945	1
7.9	131	11.4455	107.606	107.543	4.78222e-009	0.0626981	1
7.91	157	12.53	119.554	119.499	6.52982e-009	0.0557564	1
7.93	171	13.0767	146.898	146.854	1.21048e-008	0.0439894	1
7.94	195	13.9642	162.454	162.414	1.64339e-008	0.0390267	1
7.96	231	15.1987	197.757	197.726	3.01177e-008	0.030645	1
7.97	266	16.3095	217.679	217.652	4.06554e-008	0.0271235	1
7.99	288	16.9706	262.514	262.493	7.36587e-008	0.0211978	1
8.01	320	17.8885	314.612	314.595	1.32438e-007	0.0165145	1
8.02	354	18.8149	343.611	343.596	1.77078e-007	0.0145592	1
8.04	374	19.3391	407.955	407.944	3.1476e-007	0.0112891	1
8.05	501	22.383	443.471	443.461	4.1845e-007	0.00992899	1
8.07	523	22.8692	521.591	521.583	7.35332e-007	0.0076625	1
8.09	556	23.5797	609.642	609.636	1.28235e-006	0.00589476	1
8.1	637	25.2389	657.546	657.541	1.68859e-006	0.00516417	1
8.12	825	28.7228	761.359	761.355	2.91122e-006	0.00395404	1
8.13	761	27.5862	817.335	817.331	3.81158e-006	0.0034558	1
8.15	927	30.4467	937.52	937.518	6.4965e-006	0.00263351	1
8.16	949	30.8058	1001.73	1001.73	8.45713e-006	0.00229623	1
8.18	1083	32.909	1138.28	1138.28	1.42503e-005	0.00174159	1
8.2	1172	34.2345	1285.36	1285.36	2.3829e-005	0.00131677	1
8.21	1304	36.1109	1362.67	1362.67	3.07258e-005	0.00114361	1
8.23	1549	39.3573	1524.35	1524.35	5.0794e-005	0.000860565	1
8.24	1492	38.6264	1608.47	1608.47	6.51213e-005	0.000745631	1
8.26	1626	40.3237	1782.47	1782.47	0.000106428	0.00055844	1
8.28	1937	44.0114	1962.96	1962.96	0.000172613	0.000416927	1
8.29	1856	43.0813	2055.11	2055.11	0.000219199	0.000359822	1
8.31	2278	47.7284	2242.03	2242.03	0.000351465	0.000267373	1
8.32	2232	47.244	2336.28	2336.28	0.000443772	0.000230206	1
8.34	2466	49.6588	2524.92	2524.92	0.000703441	0.000170252	1
8.35	2518	50.1797	2618.72	2618.72	0.000883116	0.00014624	1
8.37	2888	53.7401	2803.69	2803.69	0.00138392	0.000107643	1
8.39	2730	52.2494	2982.97	2982.97	0.00215223	7.89831e-005	1
8.4	3018	54.9363	3069.64	3069.64	0.00267629	6.75765e-005	1
8.42	3206	56.6216	3235.37	3235.37	0.00411467	4.93504e-005	1
8.43	3301	57.4543	3313.76	3313.76	0.00508736	4.21235e-005	1
8.45	3652	60.4318	3459.99	3459.99	0.0077325	3.06172e-005	1
8.47	3311	57.5413	3590.11	3590.09	0.0116636	2.21838e-005	1
8.48	3774	61.4329	3648.4	3648.39	0.0142838	1.88607e-005	1
8.5	3768	61.384	3750.18	3750.16	0.0213	1.36011e-005	1
8.51	3484	59.0254	3793.2	3793.18	0.025936	1.15364e-005	1
8.53	4004	63.2772	3862.54	3862.51	0.0382354	8.28e-006	1
8.54	3781	61.4898	3888.54	3888.49	0.0462916	7.00645e-006	1
8.56	3891	62.3779	3922.58	3922.52	0.0674667	5.00501e-006	1
8.58	4298	65.5591	3932.21	3932.11	0.0975799	3.56404e-006	1
8.59	3993	63.1902	3927.8	3927.68	0.117018	3.00398e-006	1
8.61	3994	63.1981	3900.61	3900.45	0.16732	2.12902e-006	1
8.62	4362	66.0454	3877.98	3877.78	0.199504	1.79023e-006	1
8.64	3677	60.6383	3815.14	3814.86	0.282016	1.2628e-006	1
8.66	3913	62.554	3729.91	3729.52	0.39562	8.87962e-007	1
8.67	3731	61.0819	3679.37	3678.91	0.467236	7.43721e-007	1
8.69	3788	61.5467	3563.6	3562.95	0.647987	5.20492e-007	1
8.7	3610	60.0833	3498.88	3498.12	0.760918	4.34913e-007	1
8.72	3328	57.6888	3357.21	3356.16	1.04326	3.02936e-007	1
8.73	3630	60.2495	3280.86	3279.64	1.21808	2.5253e-007	1
8.75	3158	56.1961	3118.76	3117.11	1.65104	1.75068e-007	1
8.77	3011	54.8726	2946.34	2944.12	2.22086	1.20985e-007	1
8.78	3023	54.9818	2857.11	2854.55	2.56839	1.00457e-007	1
8.8	2693	51.8941	2674.32	2670.9	3.41547	6.90958e-008	1
8.81	2741	52.3546	2581.42	2577.49	3.92736	5.72365e-008	1
8.83	2420	49.1935	2394.27	2389.11	5.16316	3.91822e-008	1
8.85	2336	48.3322	2207.39	2200.66	6.73619	2.67384e-008	1
8.86	2137	46.2277	2114.79	2107.12	7.6722	2.2062e-008	1
8.88	2361	48.5901	1932.65	1922.75	9.89563	1.49843e-008	1
8.89	1359	36.8646	1843.6	1832.4	11.2063	1.23344e-008	1
8.91	1692	41.1339	1670.71	1656.42	14.2893	8.33786e-009	1
8.92	1505	38.7943	1587.26	1571.17	16.0895	6.84714e-009	1
8.94	1458	38.1838	1427.28	1406.99	20.2822	4.60672e-009	1
8.96	1274	35.6931	1277.47	1252.1	25.3731	3.08961e-009	1
8.97	1056	32.4962	1206.69	1178.39	28.2982	2.52724e-009	1
8.99	1109	33.3017	1073.85	1038.85	34.9979	1.68696e-009	1
9	997	31.5753	1011.93	973.117	38.8097	1.37664e-009	1
9.02	771	27.7669	897.308	849.857	47.4513	9.14584e-010	1
9.03	825	28.7228	844.666	792.347	52.3189	7.44581e-010	1
9.05	621	24.9199	748.749	685.509	63.2401	4.92335e-010	1
9.07	641	25.318	665.231	589.371	75.8595	3.24519e-010	1
9.08	593	24.3516	628.047	545.2	82.8467	2.63157e-010	1
9.1	537	23.1733	562.601	464.354	98.2467	1.72639e-010	1
9.11	484	22	534.221	427.538	106.683	1.39665e-010	1
9.13	536	23.1517	485.806	360.733	125.073	9.11923e-011	1
9.15	394	19.8494	447.982	302.464	145.517	5.93552e-011	1
9.16	409	20.2237	432.822	276.311	156.512	4.78294e-011	1
9.18	400	20	409.532	229.511	180.021	3.09842e-011	1
9.19	436	20.8806	401.199	208.682	192.517	2.49086e-011	1
9.21	382	19.5448	390.628	171.715	218.913	1.60598e-011	1
9.22	379	19.4679	388.17	155.399	232.771	1.28802e-011	1
9.24	407	20.1742	388.345	126.674	261.671	8.2653e-012	1
9.26	426	20.6398	394.536	102.614	291.922	5.2872e-012	1
9.27	372	19.2873	399.592	92.1395	307.453	4.22372e-012	1
9.29	461	21.4709	413.03	73.9403	339.09	2.6891e-012	1
9.3	465	21.5639	421.172	66.0813	355.091	2.14314e-012	1
9.32	488	22.0907	439.702	52.5329	387.169	1.35802e-012	1
9.34	460	21.4476	460.436	41.5013	418.934	8.57817e-013	1
9.35	493	22.2036	471.336	36.8007	434.535	6.80966e-013	1
9.37	475	21.7945	493.632	28.8008	464.831	4.28113e-013	1
9.38	588	24.2487	504.807	25.419	479.388	3.39048e-013	1
9.4	481	21.9317	526.678	19.7071	506.971	2.12148e-013	1
9.41	552	23.4947	537.172	17.3115	519.861	1.67616e-013	1
9.43	576	24	556.807	13.2959	543.511	1.04385e-013	1
9.45	567	23.8118	574.062	10.148	563.914	6.48028e-014	1
9.46	581	24.1039	581.603	8.8448	572.758	5.09985e-014	1
9.48	575	23.9792	594.179	6.68753	587.491	3.15106e-014	1
9.49	657	25.632	599.099	5.80142	593.298	2.47396e-014	1
9.51	631	25.1197	605.973	4.3454	601.628	1.52138e-014	1
9.53	553	23.516	608.669	3.23447	605.434	9.32639e-015	1
9.54	609	24.6779	608.394	2.784	605.61	7.29352e-015	1
9.56	544	23.3238	604.553	2.05286	602.5	4.44998e-015	1
9.57	574	23.9583	600.991	1.75867	599.232	3.4718e-015	1
9.59	594	24.3721	590.65	1.28467	589.366	2.10824e-015	1
9.6	604	24.5764	583.917	1.0954	582.822	1.64093e-015	1
9.62	539	23.2164	567.489	0.792683	566.697	9.9175e-016	1
9.64	607	24.6374	547.396	0.570036	546.826	5.97508e-016	1
9.65	478	21.8632	536.099	0.482262	535.617	4.63235e-016	1
9.67	468	21.6333	511.293	0.343561	510.95	2.77772e-016	1
9.68	474	21.7715	497.907	0.289296	497.618	2.14842e-016	1
9.7	471	21.7025	469.498	0.204165	469.294	1.28219e-016	1
9.72	461	21.4709	439.359	0.143185	439.215	7.62806e-017	1
9.73	444	21.0713	423.812	0.119628	423.692	5.87668e-017	1
9.75	426	20.6398	392.103	0.0831124	392.02	3.47969e-017	1
9.76	391	19.7737	376.074	0.0691133	376.005	2.67443e-017	1
9.78	313	17.6918	343.983	0.0475677	343.935	1.5761e-017	1
9.79	354	18.8149	328.04	0.0393701	328	1.2085e-017	1
9.81	267	16.3401	296.635	0.0268432	296.608	7.08838e-018	1
9.83	281	16.7631	266.198	0.0181877	266.18	4.14454e-018	1
9.84	274	16.5529	251.451	0.0149359	251.436	3.16539e-018	1
9.86	246	15.6844	223.082	0.0100252	223.072	1.84205e-018	1
9.87	198	14.0712	209.52	0.00819416	209.512	1.40354e-018	1
9.89	230	15.1658	183.766	0.00544859	183.76	8.12917e-019	1
9.91	150	12.2474	159.951	0.00360033	159.948	4.6935e-019	1
9.92	150	12.2474	148.801	0.00291978	148.798	3.56212e-019	1
9.94	137	11.7047	128.043	0.00191129	128.041	2.04694e-019	1
9.95	104	10.198	118.437	0.00154274	118.435	1.54985e-019	1
9.97	102	10.0995	100.754	0.00100043	100.753	8.864e-020	1
9.98	82	9.05539	92.663	0.000803731	92.6622	6.69556e-020	1
10	71	8.42615	77.9305	0.000516322	77.93	3.8113e-020	1
10.02	70	8.3666	65.0418	0.000329616	65.0415	2.16267e-020	1
10.03	50	7.07107	59.2504	0.000262743	59.2502	1.62718e-020	1
10.05	47	6.85565	48.888	0.000166164	48.8878	9.18963e-021	1
10.06	42	6.48074	44.2806	0.000131831	44.2805	6.89788e-021	1
10.08	55	7.4162	36.1201	8.25925e-005	36.1201	3.87725e-021	1
10.1	29	5.38516	29.2394	5.14211e-005	29.2394	2.17251e-021	1
10.11	31	5.56776	26.2322	4.04781e-005	26.2322	1.6243e-021	1
10.13	17	4.12311	20.9933	2.49654e-005	20.9933	9.05838e-022	1
10.14	22	4.69042	18.7266	1.95603e-005	18.7266	6.75661e-022	1
10.16	16	4	14.8159	1.19512e-005	14.8159	3.75023e-022	1
10.17	14	3.74166	13.1408	9.31983e-006	13.1408	2.79067e-022	1
10.19	10	3.16228	10.2782	5.64105e-006	10.2782	1.54164e-022	1
10.21	4	2	7.97803	3.39305e-006	7.97803	8.4896e-023	1
10.22	6	2.44949	7.00877	2.62533e-006	7.00877	6.29254e-023	1
10.24	13	3.60555	5.37832	1.56434e-006	5.37832	3.44886e-023	1
10.25	5	2.23607	4.69791	1.20472e-006	4.69791	2.55028e-023	1
10.27	6	2.44949	3.56398	7.11131e-007	3.56398	1.39118e-023	1
10.28	2	1.41421	3.09533	5.45081e-007	3.09532	1.02628e-023	1
10.3	7	2.64575	2.32146	3.18745e-007	2.32146	5.57196e-024	1
10.32	8	2.82843	1.72783	1.85227e-007	1.72783	3.01564e-024	1
10.33	7	2.64575	1.48637	1.40868e-007	1.48637	2.2159e-024	1
10.35	2	1.41421	1.09368	8.10942e-008	1.09368	1.19362e-024	1
10.36	2	1.41421	0.935467	6.13844e-008	0.935467	8.75008e-025	1
10.38	3	1.73205	0.680484	3.50068e-008	0.680484	4.69109e-025	1
10.4	5	2.23607	0.491237	1.98392e-008	0.491237	2.50707e-025	1
10.41	2	1.41421	0.416182	1.49001e-008	0.416182	1.83062e-025	1
10.43	3	1.73205	0.297017	8.36528e-009	0.297017	9.73725e-026	1
10.44	4	2	0.2502	6.25323e-009	0.2502	7.09318e-026	1
10.46	2	1.41421	0.176527	3.47786e-009	0.176527	3.75512e-026	1
10.47	1	1	0.147853	2.58758e-009	0.147853	2.72899e-026	1
10.49	4	2	0.103128	1.42567e-009	0.103128	1.43791e-026	1
10.51	7	2.64575	0.0713856	7.80587e-010	0.0713856	7.55248e-027	1
10.52	3	1.73205	0.059222	5.76238e-010	0.059222	5.46708e-027	1
10.54	3	1.73205	0.0405267	3.12551e-010	0.0405267	2.85798e-027	1
10.55	6	2.44949	0.0334292	2.29647e-010	0.0334292	2.06394e-027	1
10.57	4	2	0.0226157	1.23395e-010	0.0226157	1.07386e-027	1
10.59	0	1	0.0151836	6.58889e-011	0.0151836	5.56964e-028	1
10.6	5	2.23607	0.0124055	4.8034e-011	0.0124055	4.00639e-028	1
10.62	2	1.41421	0.00823393	2.54086e-011	0.00823393	2.06813e-028	1
10.63	3	1.73205	0.00668898	1.84364e-011	0.00668898	1.48415e-028	1
10.65	1	1	0.00438911	9.66109e-012	0.00438911	7.62514e-029	1
10.66	2	1.41421	0.00354521	6.97718e-012	0.00354521	5.45908e-029	1
10.68	2	1.41421	0.00229977	3.62199e-012	0.00229977	2.79149e-029	1
10.7	3	1.73205	0.00148051	1.86849e-012	0.00148051	1.42292e-029	1
10.71	5	2.23607	0.00118449	1.33889e-012	0.00118449	1.01471e-029	1
10.73	3	1.73205	0.000753844	6.84235e-013	0.000753844	5.14794e-030	1
10.74	4	2	0.000599672	4.87995e-013	0.000599672	3.6624e-030	1
10.76	3	1.73205	0.000377303	2.47056e-013	0.000377303	1.84928e-030	1
10.78	2	1.41421	0.000235587	1.24295e-013	0.000235587	9.30829e-031	1
10.79	7	2.64575	0.000185625	8.7955e-014	0.000185625	6.59614e-031	1
10.81	3	1.73205	0.000114584	4.38364e-014	0.000114584	3.30448e-031	1
10.82	4	2	8.9768e-005	3.08746e-014	8.9768e-005	2.33612e-031	1
10.84	4	2	5.47813e-005	1.52438e-014	5.47813e-005	1.16481e-031	1
10.85	1	1	4.26721e-005	1.06861e-014	4.26721e-005	8.21522e-032	1
10.87	0	1	2.57443e-005	5.2267e-015	2.57443e-005	4.07683e-032	1
10.89	3	1.73205	1.54135e-005	2.54047e-015	1.54135e-005	2.01677e-032	1
10.9	6	2.44949	1.18923e-005	1.767e-015	1.18923e-005	1.4168e-032	1
10.92	1	1	7.03901e-006	8.50829e-016	7.03901e-006	6.97572e-033	1
10.93	1	1	5.39996e-006	5.89011e-016	5.39996e-006	4.88895e-033	1
10.95	1	1	3.15981e-006	2.80961e-016	3.15981e-006	2.39574e-033	1
10.97	1	1	1.83491e-006	1.33182e-016	1.83491e-006	1.17029e-033	1
10.98	4	2	1.39427e-006	9.14796e-017	1.39427e-006	8.16975e-034	1
11	3	1.73205	8.00438e-007	4.29577e-017	8.00438e-007	3.972e-034	1
11.01	6	2.44949	6.04747e-007	2.93683e-017	6.04747e-007	2.76628e-034	1
11.03	1	1	3.43224e-007	1.3662e-017	3.43224e-007	1.33857e-034	1
11.04	4	2	2.57832e-007	9.29629e-018	2.57832e-007	9.30038e-035	1
11.06	3	1.73205	1.44666e-007	4.28412e-018	1.44666e-007	4.47911e-035	1
11.08	7	2.64575	8.05527e-008	1.96196e-018	8.05527e-008	2.15037e-035	1
11.09	1	1	5.99367e-008	1.3246e-018	5.99367e-008	1.4882e-035	1
11.11	3	1.73205	3.29938e-008	6.00941e-019	3.29938e-008	7.11095e-036	1
11.12	1	1	2.44094e-008	4.03817e-019	2.44094e-008	4.90961e-036	1
11.14	0	1	1.32838e-008	1.81488e-019	1.32838e-008	2.33485e-036	1
11.16	4	2	7.17413e-009	8.1057e-020	7.17413e-009	1.10688e-036	1
11.17	4	2	5.25714e-009	5.40432e-020	5.25714e-009	7.61219e-037	1
11.19	2	1.41421	2.80687e-009	2.39111e-020	2.80687e-009	3.59168e-037	1
11.2	2	1.41421	2.0451e-009	1.58675e-020	2.0451e-009	2.46421e-037	1
11.22	1	1	1.07948e-009	6.95482e-021	1.07948e-009	1.15721e-037	1
11.23	2	1.41421	7.82022e-010	4.5936e-021	7.82022e-010	7.92072e-038	1
11.25	2	1.41421	4.08077e-010	1.99456e-021	4.08077e-010	3.70206e-038	1
11.27	2	1.41421	2.11324e-010	8.60636e-022	2.11324e-010	1.72485e-038	1
11.28	2	1.41421	1.51638e-010	5.64007e-022	1.51638e-010	1.17596e-038	1
