# exported by fityk 0.8.7
#12-X:x	12-X:y	12-X:s	12-X:F(x)	12-X:%_1(x)	12-X:%_2(x)	12-X:%_4(x)	12-X:%_6(x)	12-X:a
9.41	53	7.28011	53.9325	0.175133	1.24002e-023	4.34771e-046	53.7573	1
9.43	46	6.78233	51.7283	0.240534	2.62953e-023	9.75587e-046	51.4878	1
9.45	40	6.32456	49.5034	0.328424	5.54945e-023	2.18254e-045	49.1749	1
9.46	53	7.28011	48.3898	0.382921	8.04741e-023	3.26077e-045	48.0069	1
9.48	42	6.48074	46.1747	0.518255	1.68621e-022	7.26195e-045	45.6565	1
9.49	53	7.28011	45.0793	0.601596	2.43646e-022	1.0825e-044	44.4777	1
9.51	52	7.2111	42.9283	0.807079	5.0687e-022	2.39993e-044	42.1212	1
9.53	43	6.55744	40.8534	1.07641	1.04944e-021	5.30466e-044	39.777	1
9.54	41	6.40312	39.8538	1.24037	1.50732e-021	7.87765e-044	38.6134	1
9.56	42	6.48074	37.9501	1.6398	3.09848e-021	1.73338e-043	36.3103	1
9.57	20	4.47214	37.0547	1.88128	4.43447e-021	2.56832e-043	35.1734	1
9.59	43	6.55744	35.4009	2.46528	9.05038e-021	5.62577e-043	32.9356	1
9.6	43	6.55744	34.6528	2.8159	1.29063e-020	8.31682e-043	31.8369	1
9.62	37	6.08276	33.343	3.65769	2.61523e-020	1.81353e-042	29.6853	1
9.64	46	6.78233	32.3243	4.72332	5.274e-020	3.94262e-042	27.601	1
9.65	31	5.56776	31.9418	5.35564	7.47612e-020	5.80663e-042	26.5862	1
9.67	47	6.85565	31.4703	6.85532	1.49689e-019	1.25666e-041	24.615	1
9.68	36	6	31.3987	7.73891	2.1143e-019	1.84661e-041	23.6598	1
9.7	40	6.32456	31.632	9.81911	4.20305e-019	3.97839e-041	21.8129	1
9.72	51	7.14143	32.439	12.3855	8.3154e-019	8.54536e-041	20.0534	1
9.73	50	7.07107	33.087	13.8797	1.16752e-018	1.25098e-040	19.2073	1
9.75	58	7.61577	34.9373	17.354	2.29332e-018	2.67491e-040	17.5833	1
9.76	47	6.85565	36.1679	19.3621	3.20839e-018	3.90704e-040	16.8058	1
9.78	39	6.245	39.3163	23.9965	6.25708e-018	8.31654e-040	15.3198	1
9.79	58	7.61577	41.267	26.6557	8.72238e-018	1.21199e-039	14.6114	1
9.81	52	7.2111	46.0093	32.7462	1.6889e-017	2.56821e-039	13.2631	1
9.83	70	8.3666	51.9981	39.9929	3.25456e-017	5.42565e-039	12.0053	1
9.84	61	7.81025	55.5096	44.0999	4.50981e-017	7.8772e-039	11.4097	1
9.86	78	8.83176	63.671	53.387	8.62843e-017	1.65665e-038	10.284	1
9.87	74	8.60233	68.364	58.6109	1.19135e-016	2.39976e-038	9.75316	1
9.89	99	9.94987	79.0856	70.3319	2.26305e-016	5.02415e-038	8.7537	1
9.91	70	8.3666	91.7373	83.9028	4.27832e-016	1.04869e-037	7.83449	1
9.92	120	10.9545	98.8432	91.4393	5.87195e-016	1.51338e-037	7.4039	1
9.94	112	10.583	114.725	108.127	1.10216e-015	3.14463e-037	6.59841	1
9.95	135	11.619	123.544	117.321	1.50728e-015	4.52783e-037	6.22255	1
9.97	150	12.2474	143.038	137.516	2.80892e-015	9.36585e-037	5.52214	1
9.98	143	11.9583	153.751	148.555	3.82765e-015	1.3455e-036	5.19656	1
10	188	13.7113	177.191	172.599	7.08205e-015	2.77063e-036	4.59213	1
10.02	170	13.0384	203.408	199.362	1.30409e-014	5.68804e-036	4.04655	1
10.03	210	14.4914	217.585	213.79	1.76646e-014	8.14075e-036	3.79455	1
10.05	249	15.7797	248.105	244.775	3.2295e-014	1.66374e-035	3.32959	1
10.06	236	15.3623	264.453	261.337	4.35885e-014	2.37577e-035	3.11563	1
10.08	281	16.7631	299.312	296.59	7.91202e-014	4.83349e-035	2.7223	1
10.1	312	17.6635	337	334.628	1.4293e-013	9.80412e-035	2.37192	1
10.11	362	19.0263	356.869	354.657	1.91763e-013	1.39473e-034	2.21167	1
10.13	372	19.2873	398.554	396.635	3.43941e-013	2.81628e-034	1.91886	1
10.14	463	21.5174	420.315	418.529	4.59796e-013	3.99739e-034	1.78544	1
10.16	397	19.9249	465.506	463.964	8.18782e-013	8.03519e-034	1.54251	1
10.17	496	22.2711	488.856	487.424	1.09066e-012	1.13793e-033	1.43221	1
10.19	516	22.7156	536.833	535.6	1.92831e-012	2.27704e-033	1.23211	1
10.21	570	23.8747	586.151	585.094	3.39301e-012	4.54274e-033	1.05697	1
10.22	564	23.7487	611.164	610.186	4.49273e-012	6.40916e-033	0.977939	1
10.24	656	25.6125	661.563	660.728	7.84877e-012	1.27287e-032	0.835384	1
10.25	690	26.2679	686.808	686.036	1.03554e-011	1.79178e-032	0.771282	1
10.27	731	27.037	737.005	736.349	1.79615e-011	3.54245e-032	0.656065	1
10.28	736	27.1293	761.8	761.195	2.36129e-011	4.97534e-032	0.604441	1
10.3	842	29.0172	810.37	809.858	4.06638e-011	9.79215e-032	0.511973	1
10.32	802	28.3196	857.021	856.589	6.96926e-011	1.92143e-031	0.432428	1
10.33	931	30.5123	879.416	879.019	9.10746e-011	2.68848e-031	0.396997	1
10.35	932	30.5287	921.923	921.59	1.54974e-010	5.25157e-031	0.333897	1
10.36	962	31.0161	941.873	941.567	2.01796e-010	7.33145e-031	0.30589	1
10.38	1001	31.6386	978.77	978.513	3.40924e-010	1.42563e-030	0.256184	1
10.4	1043	32.2955	1011.17	1010.96	5.73225e-010	2.76387e-030	0.213949	1
10.41	945	30.7409	1025.52	1025.32	7.41958e-010	3.84398e-030	0.195312	1
10.43	1025	32.0156	1050.19	1050.03	1.2386e-009	7.41869e-030	0.162423	1
10.44	1061	32.573	1060.42	1060.27	1.59744e-009	1.02946e-029	0.147961	1
10.46	1091	33.0303	1076.43	1076.31	2.64764e-009	1.97784e-029	0.122525	1
10.47	1039	32.2335	1082.14	1082.03	3.40249e-009	2.73836e-029	0.111379	1
10.49	1126	33.5559	1088.85	1088.76	5.59904e-009	5.23732e-029	0.0918416	1
10.51	1133	33.6601	1089.2	1089.12	9.16963e-009	9.98661e-029	0.0755179	1
10.52	1223	34.9714	1086.98	1086.91	1.17136e-008	1.37747e-028	0.0684061	1
10.54	1024	32	1077.8	1077.74	1.90464e-008	2.61473e-028	0.0560099	1
10.55	1168	34.176	1070.88	1070.83	2.42435e-008	3.59839e-028	0.0506279	1
10.57	1106	33.2566	1052.53	1052.49	3.91381e-008	6.7997e-028	0.041278	1
10.59	1073	32.7567	1028.44	1028.4	6.2882e-008	1.28104e-027	0.0335599	1
10.6	1055	32.4808	1014.37	1014.34	7.95629e-008	1.75633e-027	0.0302282	1
10.62	1063	32.6037	982.463	982.439	1.26917e-007	3.29394e-027	0.0244723	1
10.63	955	30.9031	964.764	964.742	1.6001e-007	4.50587e-027	0.0219961	1
10.65	1147	33.8674	926.231	926.213	2.53419e-007	8.41245e-027	0.0177324	1
10.66	867	29.4449	905.55	905.534	3.18351e-007	1.14816e-026	0.0159044	1
10.68	878	29.6311	861.761	861.749	5.00589e-007	2.13395e-026	0.0127673	1
10.7	835	28.8964	815.29	815.28	7.83392e-007	3.95418e-026	0.01022	1
10.71	838	28.9482	791.26	791.251	9.78248e-007	5.37651e-026	0.00913417	1
10.73	753	27.4408	742.029	742.022	1.51995e-006	9.91764e-026	0.00728086	1
10.74	657	25.632	716.994	716.988	1.89122e-006	1.34546e-025	0.00649351	1
10.76	718	26.7955	666.49	666.485	2.91746e-006	2.47067e-025	0.0051541	1
10.78	672	25.923	615.917	615.913	4.4791e-006	4.52324e-025	0.00407942	1
10.79	533	23.0868	590.786	590.783	5.53993e-006	6.11331e-025	0.00362545	1
10.81	511	22.6053	541.172	541.169	8.44449e-006	1.11416e-024	0.00285738	1
10.82	466	21.587	516.811	516.808	1.04071e-005	1.50242e-024	0.00253402	1
10.84	466	21.587	469.259	469.257	1.575e-005	2.72583e-024	0.00198873	1
10.85	378	19.4422	446.166	446.165	1.93409e-005	3.66742e-024	0.00175994	1
10.87	376	19.3907	401.563	401.562	2.90611e-005	6.62375e-024	0.00137538	1
10.89	358	18.9209	359.303	359.302	4.34579e-005	1.19272e-023	0.00107182	1
10.9	356	18.868	339.125	339.124	5.30479e-005	1.59869e-023	0.000945169	1
10.92	226	15.0333	300.776	300.775	7.87605e-005	2.86572e-023	0.000733444	1
10.93	235	15.3297	282.637	282.636	9.57963e-005	3.83247e-023	0.00064541	1
10.95	223	14.9332	248.478	248.478	0.000141212	6.83888e-023	0.000498715	1
10.97	206	14.3527	217.17	217.169	0.000207165	1.2167e-022	0.000384275	1
10.98	206	14.3527	202.581	202.58	0.000250473	1.62103e-022	0.000336959	1
11	143	11.9583	175.503	175.503	0.000364828	2.87093e-022	0.000258539	1
11.01	144	12	162.995	162.994	0.000439514	3.81636e-022	0.000226225	1
11.03	122	11.0454	139.97	139.97	0.000635601	6.7285e-022	0.000172842	1
11.04	122	11.0454	129.423	129.422	0.000762975	8.92406e-022	0.000150919	1
11.06	99	9.94987	110.167	110.166	0.00109548	1.56628e-021	0.000114819	1
11.08	76	8.7178	93.2276	93.226	0.00156538	2.74072e-021	8.71074e-005	1
11.09	70	8.3666	85.5728	85.5708	0.00186788	3.62136e-021	7.57907e-005	1
11.11	79	8.88819	71.7806	71.7779	0.00265002	6.30819e-021	5.72555e-005	1
11.12	72	8.48528	65.5977	65.5945	0.00315079	8.3163e-021	4.97116e-005	1
11.14	56	7.48331	54.5437	54.5392	0.00443814	1.44211e-020	3.73954e-005	1
11.16	69	8.30662	45.088	45.0818	0.00622165	2.49321e-020	2.80512e-005	1
11.17	56	7.48331	40.9043	40.897	0.00735324	3.27452e-020	2.42694e-005	1
11.19	55	7.4162	33.5191	33.5088	0.0102345	5.63565e-020	1.81281e-005	1
11.2	38	6.16441	30.2768	30.2647	0.0120526	7.385e-020	1.56509e-005	1
11.22	41	6.40312	24.5966	24.58	0.0166552	1.26527e-019	1.1641e-005	1
11.23	35	5.91608	22.1223	22.1028	0.0195437	1.65428e-019	1.0029e-005	1
11.25	46	6.78233	17.8206	17.7937	0.0268139	2.82148e-019	7.42797e-006	1
11.27	50	7.07107	14.2775	14.2409	0.036613	4.79773e-019	5.486e-006	1
11.28	47	6.85565	12.7548	12.7121	0.0427064	6.24919e-019	4.70965e-006	1
11.3	41	6.40312	10.1426	10.0847	0.0578964	1.05784e-018	3.46364e-006	1
11.31	51	7.14143	9.02984	8.96255	0.0672902	1.37476e-018	2.96719e-006	1
11.33	44	6.63325	7.13838	7.04781	0.0905718	2.31663e-018	2.17295e-006	1
11.34	49	7	6.34094	6.23605	0.10489	3.00388e-018	1.85756e-006	1
11.36	35	5.91608	5.00098	4.86081	0.140171	5.03907e-018	1.35459e-006	1
11.38	35	5.91608	3.9531	3.76667	0.186426	8.42769e-018	9.85016e-007	1
11.39	36	6	3.52308	3.30847	0.21461	1.08867e-017	8.39077e-007	1
11.41	50	7.07107	2.82466	2.54128	0.283386	1.81256e-017	6.07573e-007	1
11.42	40	6.32456	2.54739	2.22233	0.325061	2.33613e-017	5.1646e-007	1
11.44	35	5.91608	2.1182	1.69204	0.426164	3.87194e-017	3.72386e-007	1
11.46	59	7.68115	1.83679	1.28074	0.556047	6.39809e-017	2.67746e-007	1
11.47	32	5.65685	1.74583	1.11182	0.634015	8.21524e-017	2.26791e-007	1
11.49	37	6.08276	1.65551	0.834182	0.821329	1.35138e-016	1.62374e-007	1
11.5	42	6.48074	1.65411	0.720973	0.933139	1.73128e-016	1.37246e-007	1
11.52	36	6	1.73638	0.536196	1.20018	2.83505e-016	9.78471e-008	1
11.53	35	5.91608	1.82007	0.461391	1.35868	3.62382e-016	8.25301e-008	1
11.55	34	5.83095	2.07514	0.340134	1.73501	5.9074e-016	5.85895e-008	1
11.57	44	6.63325	2.45427	0.249276	2.20499	9.60103e-016	4.14764e-008	1
11.58	32	5.65685	2.69424	0.212932	2.48131	1.22261e-015	3.48603e-008	1
11.6	42	6.48074	3.28559	0.154685	3.1309	1.97808e-015	2.45738e-008	1
11.61	35	5.91608	3.64218	0.131551	3.51063	2.51323e-015	2.06102e-008	1
11.63	45	6.7082	4.49274	0.0947278	4.39801	4.04786e-015	1.44671e-008	1
11.65	37	6.08276	5.55121	0.0678127	5.4834	6.49995e-015	1.01264e-008	1
11.66	53	7.28011	6.16903	0.0572495	6.11178	8.22737e-015	8.46314e-009	1
11.68	41	6.40312	7.60624	0.0406239	7.56562	1.31517e-014	5.8988e-009	1
11.69	36	6	8.43655	0.0341453	8.4024	1.66093e-014	4.91949e-009	1
11.71	46	6.78233	10.3508	0.0240169	10.3267	2.64306e-014	3.41438e-009	1
11.72	57	7.54983	11.4479	0.020098	11.4278	3.33039e-014	2.8415e-009	1
11.74	56	7.48331	13.9586	0.0140125	13.9446	5.27579e-014	1.96381e-009	1
11.76	45	6.7082	16.9442	0.00971241	16.9345	8.33242e-014	1.35339e-009	1
11.77	60	7.74597	18.6364	0.00806821	18.6284	1.04598e-013	1.12235e-009	1
11.79	54	7.34847	22.4662	0.00554327	22.4607	1.64453e-013	7.70213e-010	1
11.8	40	6.32456	24.6234	0.00458463	24.6188	2.05973e-013	6.37372e-010	1
11.82	55	7.4162	29.4743	0.00312226	29.4712	3.22379e-013	4.35549e-010	1
11.84	65	8.06226	35.1137	0.0021139	35.1116	5.03052e-013	2.96793e-010	1
11.85	78	8.83176	38.2576	0.00173554	38.2559	6.27691e-013	2.44738e-010	1
11.87	64	8	45.2528	0.00116473	45.2516	9.75054e-013	1.66065e-010	1
11.88	78	8.83176	49.1282	0.000952064	49.1273	1.21389e-012	1.36649e-010	1
11.9	52	7.2111	57.6961	0.000633334	57.6955	1.87715e-012	9.23299e-011	1
11.91	87	9.32738	62.4131	0.000515419	62.4126	2.33167e-012	7.58141e-011	1
11.93	74	8.60233	72.774	0.000339863	72.7736	3.5894e-012	5.10089e-011	1
11.95	77	8.77496	84.4499	0.000222791	84.4497	5.50895e-012	3.42227e-011	1
11.96	105	10.247	90.8096	0.000179986	90.8094	6.81712e-012	2.8002e-011	1
11.98	112	10.583	104.626	0.000116952	104.626	1.04156e-011	1.87075e-011	1
11.99	129	11.3578	112.102	9.4067e-005	112.102	1.28598e-011	1.52746e-011	1
12.01	129	11.3578	128.234	6.05876e-005	128.234	1.95592e-011	1.01615e-011	1
12.03	136	11.6619	145.987	3.87954e-005	145.987	2.96593e-011	6.74091e-012	1
12.04	151	12.2882	155.486	3.09758e-005	155.486	3.64817e-011	5.48452e-012	1
12.06	128	11.3137	175.746	1.96605e-005	175.746	5.50707e-011	3.62292e-012	1
12.07	211	14.5258	186.511	1.56288e-005	186.511	6.75853e-011	2.94143e-012	1
12.09	200	14.1421	209.306	9.83272e-006	209.306	1.01563e-010	1.93481e-012	1
12.1	209	14.4568	221.331	7.78202e-006	221.331	1.24361e-010	1.56754e-012	1
12.12	241	15.5242	246.606	4.85307e-006	246.606	1.86038e-010	1.02673e-012	1
12.14	253	15.906	273.455	3.00879e-006	273.455	2.77466e-010	6.7061e-013	1
12.15	257	16.0312	287.441	2.36387e-006	287.441	3.38473e-010	5.41397e-013	1
12.17	306	17.4929	316.457	1.4527e-006	316.457	5.02538e-010	3.52118e-013	1
12.18	250	15.8114	331.451	1.1363e-006	331.451	6.11646e-010	2.8367e-013	1
12.2	307	17.5214	362.3	6.92185e-007	362.3	9.04027e-010	1.83715e-013	1
12.22	329	18.1384	394.13	4.1918e-007	394.13	1.33215e-009	1.18645e-013	1
12.23	437	20.9045	410.342	3.25487e-007	410.342	1.61528e-009	9.52448e-014	1
12.25	402	20.0499	443.201	1.95383e-007	443.201	2.3695e-009	6.12499e-014	1
12.26	408	20.199	459.778	1.51046e-007	459.778	2.86662e-009	4.90656e-014	1
12.28	502	22.4054	493.044	8.98749e-008	493.044	4.18614e-009	3.14196e-014	1
12.29	464	21.5407	509.653	6.91747e-008	509.653	5.05295e-009	2.51161e-014	1
12.31	480	21.9089	542.619	4.07994e-008	542.619	7.34557e-009	1.60153e-014	1
12.33	549	23.4307	574.96	2.39227e-008	574.96	1.06462e-008	1.01834e-014	1
12.34	537	23.1733	590.785	1.82782e-008	590.785	1.28024e-008	8.11166e-015	1
12.36	638	25.2587	621.52	1.06235e-008	621.52	1.84714e-008	5.136e-015	1
12.37	581	24.1039	636.339	8.0812e-009	636.339	2.21621e-008	4.08247e-015	1
12.39	624	24.98	664.656	4.6557e-009	664.656	3.18314e-008	2.57394e-015	1
12.4	658	25.6515	678.066	3.52601e-009	678.066	3.81054e-008	2.04162e-015	1
12.42	688	26.2298	703.175	2.01358e-009	703.175	5.44836e-008	1.28177e-015	1
12.44	679	26.0576	725.733	1.14315e-009	725.733	7.7667e-008	8.0245e-016	1
12.45	765	27.6586	735.96	8.5944e-010	735.96	9.26256e-008	6.34252e-016	1
12.47	751	27.4044	754.138	4.83645e-010	754.138	1.31443e-007	3.95393e-016	1
12.48	823	28.688	762.026	3.62015e-010	762.026	1.56405e-007	3.11855e-016	1
12.5	834	28.8791	775.263	2.01936e-010	775.263	2.2095e-007	1.93589e-016	1
12.52	725	26.9258	784.966	1.11983e-010	784.966	3.11191e-007	1.19834e-016	1
12.53	883	29.7153	788.447	8.32081e-011	788.447	3.68895e-007	9.41823e-017	1
12.55	815	28.5482	792.605	4.57383e-011	792.605	5.17217e-007	5.80536e-017	1
12.56	813	28.5132	793.268	3.38362e-011	793.268	6.1174e-007	4.55301e-017	1
12.58	832	28.8444	791.749	1.84362e-011	791.749	8.53834e-007	2.79459e-017	1
12.59	827	28.7576	789.573	1.35788e-011	789.573	1.00759e-006	2.18709e-017	1
12.61	844	29.0517	782.425	7.33376e-012	782.425	1.4e-006	1.33673e-017	1
12.63	881	29.6816	771.641	3.93771e-012	771.641	1.93937e-006	8.14698e-018	1
12.64	827	28.7576	764.932	2.87903e-012	764.932	2.28001e-006	6.35349e-018	1
12.66	770	27.7489	748.994	1.53228e-012	748.994	3.14417e-006	3.85588e-018	1
12.67	884	29.7321	739.821	1.1154e-012	739.821	3.68808e-006	3.00068e-018	1
12.69	738	27.1662	719.226	5.88435e-013	719.226	5.06297e-006	1.81338e-018	1
12.71	793	28.1603	695.867	3.08616e-013	695.867	6.9295e-006	1.09278e-018	1
12.72	733	27.074	683.247	2.23009e-013	683.247	8.09765e-006	8.47413e-019	1
12.74	712	26.6833	656.328	1.15936e-013	656.328	1.10329e-005	5.08509e-019	1
12.75	664	25.7682	642.117	8.34084e-014	642.117	1.28637e-005	3.93496e-019	1
12.77	630	25.0998	612.408	4.29815e-014	612.408	1.74476e-005	2.35127e-019	1
12.78	644	25.3772	597.001	3.07866e-014	597.001	2.02969e-005	1.81562e-019	1
12.8	593	24.3516	565.307	1.57257e-014	565.307	2.74053e-005	1.0803e-019	1
12.82	533	23.0868	532.742	7.98561e-015	532.741	3.68918e-005	6.40976e-020	1
12.83	525	22.9129	516.242	5.67807e-015	516.242	4.2755e-005	4.93207e-020	1
12.85	488	22.0907	483.023	2.85809e-015	483.023	5.72953e-005	2.91396e-020	1
12.86	508	22.5389	466.387	2.02328e-015	466.387	6.62512e-005	2.23744e-020	1
12.88	455	21.3307	433.256	1.0095e-015	433.256	8.83816e-005	1.31633e-020	1
12.9	380	19.4936	400.557	5.00736e-016	400.557	0.00011755	7.72242e-021	1
12.91	362	19.0263	384.455	3.51887e-016	384.454	0.000135413	5.90863e-021	1
12.93	402	20.0499	352.897	1.73014e-016	352.897	0.000179289	3.45171e-021	1
12.94	303	17.4069	337.497	1.21049e-016	337.497	0.000206068	2.63541e-021	1
12.96	291	17.0587	307.579	5.89951e-017	307.579	0.000271608	1.53304e-021	1
12.97	270	16.4317	293.103	4.10948e-017	293.103	0.000311471	1.16801e-021	1
12.99	258	16.0624	265.21	1.98525e-017	265.209	0.000408681	6.76571e-022	1
13.01	238	15.4272	238.826	9.53445e-018	238.825	0.000534617	3.90798e-022	1
13.02	166	12.8841	226.228	6.59295e-018	226.228	0.000610775	2.96696e-022	1
13.04	188	13.7113	202.266	3.1386e-018	202.265	0.000795382	1.70652e-022	1
13.05	176	13.2665	190.911	2.16077e-018	190.91	0.000906634	1.29286e-022	1
13.07	133	11.5326	169.468	1.01962e-018	169.467	0.00117534	7.40471e-023	1
13.09	149	12.2066	149.716	4.78324e-019	149.715	0.00151909	4.22902e-023	1
13.1	114	10.6771	140.469	3.26894e-019	140.467	0.00172506	3.1926e-023	1
13.12	93	9.64365	123.21	1.52008e-019	123.207	0.00221953	1.81567e-023	1
13.13	95	9.74679	115.186	1.03428e-019	115.183	0.00251478	1.3678e-023	1
13.15	80	8.94427	100.311	4.76732e-020	100.308	0.00322102	7.74589e-024	1
13.16	78	8.83176	93.4424	3.2295e-020	93.4387	0.00364124	5.82286e-024	1
13.18	79	8.88819	80.7942	1.47552e-020	80.7895	0.00464279	3.28357e-024	1
13.2	69	8.30662	69.5252	6.70205e-021	69.5193	0.00590201	1.84642e-024	1
13.21	58	7.61577	64.3793	4.50695e-021	64.3726	0.00664691	1.38312e-024	1
13.23	42	6.48074	55.0048	2.02918e-021	54.9964	0.00841157	7.74468e-025	1
13.24	50	7.07107	50.7519	1.35857e-021	50.7425	0.0094518	5.78915e-025	1
13.26	38	6.16441	43.0535	6.06311e-022	43.0416	0.0119071	3.22787e-025	1
13.28	29	5.38516	36.3501	2.69005e-022	36.3351	0.0149552	1.7947e-025	1
13.29	43	6.55744	33.3414	1.78787e-022	33.3247	0.0167414	1.33681e-025	1
13.31	25	5	27.952	7.86278e-023	27.9311	0.0209321	7.40123e-026	1
13.32	22	4.69042	25.5486	5.20284e-023	25.5252	0.0233793	5.50124e-026	1
13.34	24	4.89898	21.27	2.26807e-023	21.2409	0.0290997	3.03288e-026	1
13.35	22	4.69042	19.3742	1.4942e-023	19.3418	0.0324284	2.24953e-026	1
13.37	25	5	16.0204	6.45655e-024	15.9803	0.0401808	1.23494e-026	1
13.39	18	4.24264	13.1896	2.7736e-024	13.1399	0.0496366	6.7604e-027	1
13.4	11	3.31662	11.9489	1.81388e-024	11.8937	0.0551065	4.99661e-027	1
13.42	21	4.58258	9.77758	7.72374e-025	9.70982	0.0677676	2.72372e-027	1
13.43	17	4.12311	8.83252	5.02899e-025	8.75746	0.0750656	2.00884e-027	1
13.45	13	3.60555	7.19018	2.12264e-025	7.09829	0.0918961	1.09041e-027	1
13.46	11	3.31662	6.4807	1.376e-025	6.37914	0.101563	8.02516e-028	1
13.48	15	3.87298	5.25735	5.75689e-026	5.13358	0.123773	4.3377e-028	1
13.5	14	3.74166	4.26189	2.39447e-026	4.11151	0.150386	2.33796e-028	1
13.51	13	3.60555	3.8385	1.54086e-026	3.67292	0.16558	1.71462e-028	1
13.53	10	3.16228	3.1209	6.35276e-027	2.92062	0.200276	9.20248e-029	1
13.54	14	3.74166	2.81974	4.0701e-027	2.59973	0.220012	6.73463e-029	1
13.56	10	3.16228	2.31737	1.66333e-027	2.05246	0.264912	3.59924e-029	1
13.58	11	3.31662	1.93068	6.75776e-028	1.61266	0.318015	1.91815e-029	1
13.59	9	3	1.77496	4.29793e-028	1.42692	0.348041	1.3988e-029	1
13.61	12	3.4641	1.52906	1.73085e-028	1.11314	0.415922	7.42313e-030	1
13.62	8	2.82843	1.43556	1.09598e-028	0.981401	0.454163	5.40184e-030	1
13.64	8	2.82843	1.30041	4.37502e-029	0.760118	0.540294	2.85451e-030	1
13.65	7	2.64575	1.2564	2.75811e-029	0.667758	0.588639	2.07284e-030	1
13.67	11	3.31662	1.21061	1.09135e-029	0.513496	0.697113	1.09073e-030	1
13.69	14	3.74166	1.21608	4.29306e-030	0.392986	0.823092	5.72318e-031	1
13.7	8	2.82843	1.23654	2.68666e-030	0.343176	0.893368	4.14132e-031	1
13.72	7	2.64575	1.31081	1.04759e-030	0.260759	1.05005	2.16382e-031	1
13.73	3	1.73205	1.36403	6.52718e-031	0.226893	1.13713	1.56243e-031	1
13.75	9	3	1.50171	2.52279e-031	0.17117	1.33054	8.1291e-032	1
13.77	8	2.82843	1.68068	9.69363e-032	0.128516	1.55217	4.21752e-032	1
13.78	6	2.44949	1.78572	5.99561e-032	0.111158	1.67456	3.03462e-032	1
13.8	3	1.73205	2.02753	2.28357e-032	0.0828612	1.94467	1.56775e-032	1
13.81	11	3.31662	2.16469	1.40621e-032	0.071413	2.09328	1.12565e-032	1
13.83	5	2.23607	2.47281	5.30894e-033	0.0528532	2.41996	5.79079e-033	1
13.84	4	2	2.6444	3.25485e-033	0.0453878	2.59901	4.14901e-033	1
13.86	5	2.23607	3.02441	1.21805e-033	0.0333515	2.99106	2.12539e-033	1
13.88	9	3	3.45628	4.53157e-034	0.0243901	3.43189	1.08568e-033	1
13.89	4	2	3.69276	2.75794e-034	0.0208202	3.67194	7.75134e-034	1
13.91	12	3.4641	4.20923	1.01706e-034	0.015117	4.19411	3.94278e-034	1
13.92	8	2.82843	4.49021	6.16268e-035	0.0128581	4.47735	2.80902e-034	1
13.94	10	3.16228	5.10025	2.25272e-035	0.00926922	5.09098	1.42279e-034	1
13.96	11	3.31662	5.77793	8.18641e-036	0.00665013	5.77128	7.18618e-035	1
13.97	7	2.64575	6.14348	4.92415e-036	0.00562269	6.13786	5.10173e-035	1
13.99	7	2.64575	6.93067	1.77376e-036	0.00400511	6.92667	2.56587e-035	1
14	6	2.44949	7.35337	1.06223e-036	0.00337419	7.34999	1.81775e-035	1
14.02	10	3.16228	8.25954	3.79279e-037	0.00238629	8.25716	9.10355e-036	1
14.03	2	1.41421	8.74401	2.26138e-037	0.00200318	8.74201	6.4356e-036	1
14.05	10	3.16228	9.77808	8.00365e-038	0.00140655	9.77667	3.20942e-036	1
14.07	15	3.87298	10.9019	2.81614e-038	0.000982912	10.9009	1.59601e-036	1
14.08	18	4.24264	11.4984	1.66679e-038	0.00082019	11.4976	1.1243e-036	1
14.1	19	4.3589	12.7624	5.81331e-039	0.000569057	12.7618	5.56737e-037	1
14.11	12	3.4641	13.4304	3.42561e-039	0.000473148	13.43	3.91358e-037	1
14.13	9	3	14.8398	1.18428e-039	0.000325927	14.8394	1.92976e-037	1
14.15	13	3.60555	16.3477	4.07028e-040	0.000223443	16.3475	9.48867e-038	1
14.16	15	3.87298	17.1389	2.38097e-040	0.000184676	17.1387	6.64655e-038	1
14.18	14	3.74166	18.7953	8.11144e-041	0.000125701	18.7952	3.2543e-038	1
14.19	26	5.09902	19.6604	4.72405e-041	0.00010352	19.6603	2.27472e-038	1
14.21	21	4.58258	21.4634	1.59527e-041	6.9958e-005	21.4633	1.10905e-038	1
14.22	16	4	22.4006	9.24995e-042	5.74069e-005	22.4006	7.73571e-039	1
14.24	24	4.89898	24.3446	3.09625e-042	3.85176e-005	24.3445	3.75561e-039	1
14.26	26	5.09902	26.3776	1.03035e-042	2.57204e-005	26.3775	1.81817e-039	1
14.27	30	5.47723	27.4258	5.93063e-043	2.098e-005	27.4258	1.26372e-039	1
14.29	31	5.56776	29.5821	1.95625e-043	1.39093e-005	29.5821	6.09206e-040	1
14.3	34	5.83095	30.6883	1.12106e-043	1.13052e-005	30.6883	4.22533e-040	1
14.32	26	5.09902	32.9517	3.66547e-044	7.44151e-006	32.9517	2.0283e-040	1
14.34	25	5	35.2756	1.19146e-044	4.8749e-006	35.2756	9.7091e-041	1
14.35	29	5.38516	36.457	6.77796e-045	3.93858e-006	36.457	6.7103e-041	1
14.37	32	5.65685	38.852	2.18386e-045	2.5617e-006	38.852	3.1985e-041	1
14.38	42	6.48074	40.0626	1.23689e-045	2.06226e-006	40.0626	2.20592e-041	1
14.4	39	6.245	42.5018	3.95034e-046	1.33172e-006	42.5018	1.04702e-041	1
