# exported by fityk 0.8.7
#12-X:x	12-X:y	12-X:s	12-X:F(x)	12-X:%_1(x)	12-X:%_2(x)	12-X:%_4(x)	12-X:%_6(x)	12-X:a
4.97	12	3.4641	3.29689e-025	3.52077e-095	1.53243e-147	2.03328e-156	3.29689e-025	1
4.98	12	3.4641	4.41657e-025	7.922e-095	3.7977e-147	4.2578e-156	4.41657e-025	1
5	6	2.44949	7.90906e-025	3.99316e-094	2.32404e-146	1.86286e-155	7.90906e-025	1
5.02	14	3.74166	1.41234e-024	2.00102e-093	1.41543e-145	8.12578e-155	1.41234e-024	1
5.03	18	4.24264	1.88532e-024	4.46952e-093	3.48683e-145	1.69518e-154	1.88532e-024	1
5.05	12	3.4641	3.35241e-024	2.22009e-092	2.10842e-144	7.36103e-154	3.35241e-024	1
5.06	10	3.16228	4.46564e-024	4.93707e-092	5.17538e-144	1.53218e-153	4.46564e-024	1
5.08	12	3.4641	7.90707e-024	2.43083e-091	3.10708e-143	6.62318e-153	7.90707e-024	1
5.1	18	4.24264	1.39611e-023	1.18984e-090	1.85646e-142	2.8544e-152	1.39611e-023	1
5.11	19	4.3589	1.85316e-023	2.62665e-090	4.52972e-142	5.91901e-152	1.85316e-023	1
5.13	17	4.12311	3.2582e-023	1.27442e-089	2.68712e-141	2.53942e-151	3.2582e-023	1
5.14	7	2.64575	4.31569e-023	2.80101e-089	6.53304e-141	5.25394e-151	4.31569e-023	1
5.16	9	3	7.55571e-023	1.34711e-088	3.84781e-140	2.24392e-150	7.55571e-023	1
5.17	11	3.31662	9.98682e-023	2.94775e-088	9.32146e-140	4.63208e-150	9.98682e-023	1
5.19	16	4	1.74105e-022	1.40525e-087	5.45086e-139	1.9694e-149	1.74105e-022	1
5.21	17	4.12311	3.02669e-022	6.65991e-087	3.17226e-138	8.34798e-149	3.02669e-022	1
5.22	12	3.4641	3.98645e-022	1.44667e-086	7.63908e-138	1.71678e-148	3.98645e-022	1
5.24	12	3.4641	6.90085e-022	6.79611e-086	4.41395e-137	7.24434e-148	6.90085e-022	1
5.25	22	4.69042	9.06987e-022	1.46977e-085	1.05911e-136	1.48645e-147	9.06987e-022	1
5.27	13	3.60555	1.56343e-021	6.84411e-085	6.0759e-136	6.24411e-147	1.56343e-021	1
5.29	9	3	2.68736e-021	3.16836e-084	3.46898e-135	2.61506e-146	2.68736e-021	1
5.3	13	3.60555	3.51958e-021	6.802e-084	8.27406e-135	5.3456e-146	3.51958e-021	1
5.32	15	3.87298	6.0242e-021	3.12126e-083	4.69022e-134	2.22866e-145	6.0242e-021	1
5.33	10	3.16228	7.87306e-021	6.67146e-083	1.11468e-133	4.54545e-145	7.87306e-021	1
5.35	5	2.23607	1.34187e-020	3.03452e-082	6.27349e-133	1.88652e-144	1.34187e-020	1
5.36	16	4	1.74999e-020	6.45757e-082	1.48562e-132	3.83894e-144	1.74999e-020	1
5.38	16	4	2.97005e-020	2.91149e-081	8.30136e-132	1.5861e-143	2.97005e-020	1
5.4	9	3	5.02648e-020	1.305e-080	4.61649e-131	6.53345e-143	5.02648e-020	1
5.41	9	3	6.53212e-020	2.75678e-080	1.08671e-130	1.32451e-142	6.53212e-020	1
5.43	11	3.31662	1.10082e-019	1.22483e-079	6.00011e-130	5.4313e-142	1.10082e-019	1
5.44	21	4.58258	1.42753e-019	2.57605e-079	1.40735e-129	1.09859e-141	1.42753e-019	1
5.46	15	3.87298	2.39555e-019	1.1345e-078	7.71492e-129	4.48455e-141	2.39555e-019	1
5.48	12	3.4641	4.00864e-019	4.96709e-078	4.20903e-128	1.82513e-140	4.00864e-019	1
5.49	14	3.74166	5.18005e-019	1.03704e-077	9.8136e-128	3.67781e-140	5.18005e-019	1
5.51	9	3	8.6315e-019	4.5006e-077	5.31572e-127	1.49004e-139	8.6315e-019	1
5.52	17	4.12311	1.11302e-018	9.35517e-077	1.23495e-126	2.9958e-139	1.11302e-018	1
5.54	16	4	1.84678e-018	4.02441e-076	6.6415e-126	1.20826e-138	1.84678e-018	1
5.55	16	4	2.37635e-018	8.3286e-076	1.53743e-125	2.42377e-138	2.37635e-018	1
5.57	10	3.16228	3.92628e-018	3.5514e-075	8.2091e-125	9.73137e-138	3.92628e-018	1
5.59	22	4.69042	6.46884e-018	1.50549e-074	4.36232e-124	3.89536e-137	6.46884e-018	1
5.6	20	4.47214	8.29446e-018	3.09285e-074	1.0038e-123	7.78472e-137	8.29446e-018	1
5.62	20	4.47214	1.36079e-017	1.29961e-073	5.29607e-123	3.10208e-136	1.36079e-017	1
5.63	12	3.4641	1.74114e-017	2.65818e-073	1.2143e-122	6.18538e-136	1.74114e-017	1
5.65	13	3.60555	2.84445e-017	1.10717e-072	6.36084e-122	2.45365e-135	2.84445e-017	1
5.67	15	3.87298	4.63377e-017	4.58452e-072	3.31608e-121	9.70394e-135	4.63377e-017	1
5.68	16	4	5.90803e-017	9.30846e-072	7.55788e-121	1.92764e-134	5.90803e-017	1
5.7	13	3.60555	9.58383e-017	3.82062e-071	3.91195e-120	7.58924e-134	9.58383e-017	1
5.71	17	4.12311	1.21935e-016	7.72337e-071	8.88404e-120	1.50416e-133	1.21935e-016	1
5.73	9	3	1.96962e-016	3.14224e-070	4.56548e-119	5.89525e-133	1.96962e-016	1
5.74	5	2.23607	2.50064e-016	6.32411e-070	1.03311e-118	1.16578e-132	2.50064e-016	1
5.76	25	5	4.02222e-016	2.5504e-069	5.27113e-118	4.54842e-132	4.02222e-016	1
5.78	13	3.60555	6.45141e-016	1.02251e-068	2.67661e-117	1.76928e-131	6.45141e-016	1
5.79	18	4.24264	8.16185e-016	2.04287e-068	6.02069e-117	3.48557e-131	8.16185e-016	1
5.81	16	4	1.30358e-015	8.11849e-068	3.03536e-116	1.34973e-130	1.30358e-015	1
5.82	15	3.87298	1.6457e-015	1.61487e-067	6.80319e-116	2.65302e-130	1.6457e-015	1
5.84	15	3.87298	2.61732e-015	6.36133e-067	3.40534e-115	1.0227e-129	2.61732e-015	1
5.85	15	3.87298	3.29725e-015	1.25979e-066	7.60509e-115	2.00568e-129	3.29725e-015	1
5.87	13	3.60555	5.22178e-015	4.91909e-066	3.7795e-114	7.69673e-129	5.22178e-015	1
5.89	16	4	8.24628e-015	1.90951e-065	1.86933e-113	2.9447e-128	8.24628e-015	1
5.9	11	3.31662	1.03519e-014	3.75392e-065	4.14986e-113	5.75331e-128	1.03519e-014	1
5.92	15	3.87298	1.62786e-014	1.44444e-064	2.03783e-112	2.19124e-127	1.62786e-014	1
5.93	14	3.74166	2.03919e-014	2.82716e-064	4.50772e-112	4.27154e-127	2.03919e-014	1
5.95	19	4.3589	3.19313e-014	1.0783e-063	2.19773e-111	1.61954e-126	3.19313e-014	1
5.97	13	3.60555	4.98596e-014	4.08865e-063	1.06639e-110	6.12195e-126	4.98596e-014	1
5.98	14	3.74166	6.22379e-014	7.9441e-063	2.3448e-110	1.18891e-125	6.22379e-014	1
6	11	3.31662	9.67712e-014	2.9858e-062	1.12961e-109	4.47386e-125	9.67712e-014	1
6.01	17	4.12311	1.2054e-013	5.77582e-062	2.47492e-109	8.6688e-125	1.2054e-013	1
6.03	19	4.3589	1.86631e-013	2.15182e-061	1.18377e-108	3.24736e-124	1.86631e-013	1
6.04	14	3.74166	2.31979e-013	4.14425e-061	2.58429e-108	6.27804e-124	2.31979e-013	1
6.06	18	4.24264	3.57651e-013	1.53043e-060	1.22724e-107	2.34116e-123	3.57651e-013	1
6.08	22	4.69042	5.49849e-013	5.61868e-060	5.80018e-107	8.7042e-123	5.49849e-013	1
6.09	24	4.89898	6.81044e-013	1.07421e-059	1.25869e-106	1.67644e-122	6.81044e-013	1
6.11	19	4.3589	1.0426e-012	3.90916e-059	5.90626e-106	6.2047e-122	1.0426e-012	1
6.12	26	5.09902	1.28864e-012	7.44089e-059	1.27712e-105	1.19233e-121	1.28864e-012	1
6.14	22	4.69042	1.96441e-012	2.68408e-058	5.94987e-105	4.39306e-121	1.96441e-012	1
6.16	13	3.60555	2.98613e-012	9.62538e-058	2.75872e-104	1.61372e-120	2.98613e-012	1
6.17	29	5.38516	3.67779e-012	1.81875e-057	5.92963e-104	3.08935e-120	3.67779e-012	1
6.19	13	3.60555	5.56701e-012	6.46504e-057	2.72967e-103	1.1297e-119	5.56701e-012	1
6.2	14	3.74166	6.84195e-012	1.21623e-056	5.84617e-103	2.15785e-119	6.84195e-012	1
6.22	17	4.12311	1.03128e-011	4.28537e-056	2.672e-102	7.85517e-119	1.03128e-011	1
6.23	31	5.56776	1.26477e-011	8.02637e-056	5.70218e-102	1.49703e-118	1.26477e-011	1
6.25	29	5.38516	1.89831e-011	2.8033e-055	2.58755e-101	5.42501e-118	1.89831e-011	1
6.27	25	5	2.84115e-011	9.73352e-055	1.16858e-100	1.96002e-117	2.84115e-011	1
6.28	27	5.19615	3.47215e-011	1.80973e-054	2.47894e-100	3.72135e-117	3.47215e-011	1
6.3	26	5.09902	5.1747e-011	6.22861e-054	1.11152e-099	1.33843e-116	5.1747e-011	1
6.31	32	5.65685	6.31058e-011	1.15298e-053	2.34945e-099	2.53544e-116	6.31058e-011	1
6.33	30	5.47723	9.36517e-011	3.93347e-053	1.04593e-098	9.07792e-116	9.36517e-011	1
6.35	23	4.79583	1.38591e-010	1.33407e-052	4.63406e-098	3.24048e-115	1.38591e-010	1
6.36	22	4.69042	1.68417e-010	2.45146e-052	9.73669e-098	6.11548e-115	1.68417e-010	1
6.38	27	5.19615	2.48179e-010	8.24147e-052	4.28305e-097	2.17315e-114	2.48179e-010	1
6.39	26	5.09902	3.0095e-010	1.50778e-051	8.96695e-097	4.09194e-114	3.0095e-010	1
6.41	24	4.89898	4.41604e-010	5.02451e-051	3.91624e-096	1.44752e-113	4.41604e-010	1
6.42	30	5.47723	5.3437e-010	9.15199e-051	8.16963e-096	2.71946e-113	5.3437e-010	1
6.44	31	5.56776	7.80801e-010	3.02306e-050	3.5425e-095	9.57666e-113	7.80801e-010	1
6.46	16	4	1.13766e-009	9.92726e-050	1.52876e-094	3.3623e-112	1.13766e-009	1
6.47	33	5.74456	1.37179e-009	1.795e-049	3.17012e-094	6.293e-112	1.37179e-009	1
6.49	17	4.12311	1.9903e-009	5.84282e-049	1.35828e-093	2.19946e-111	1.9903e-009	1
6.5	22	4.69042	2.39483e-009	1.05183e-048	2.8065e-093	4.10729e-111	2.39483e-009	1
6.52	20	4.47214	3.45991e-009	3.39375e-048	1.19388e-092	1.42906e-110	3.45991e-009	1
6.54	22	4.69042	4.98457e-009	1.08859e-047	5.0545e-092	4.9572e-110	4.98457e-009	1
6.55	21	4.58258	5.97654e-009	1.94537e-047	1.03814e-091	9.22228e-110	5.97654e-009	1
6.57	24	4.89898	8.57379e-009	6.18532e-047	4.36374e-091	3.18464e-109	8.57379e-009	1
6.58	24	4.89898	1.02583e-008	1.10049e-046	8.93058e-091	5.91127e-109	1.02583e-008	1
6.6	21	4.58258	1.4654e-008	3.46836e-046	3.72704e-090	2.03207e-108	1.4654e-008	1
6.61	31	5.56776	1.7496e-008	6.14379e-046	7.60022e-090	3.76337e-108	1.7496e-008	1
6.63	13	3.60555	2.48874e-008	1.91933e-045	3.14915e-089	1.28787e-107	2.48874e-008	1
6.65	18	4.24264	3.53017e-008	5.96091e-045	1.29862e-088	4.39397e-107	3.53017e-008	1
6.66	9	3	4.19994e-008	1.04819e-044	2.63237e-088	8.10698e-107	4.19994e-008	1
6.68	20	4.47214	5.93222e-008	3.22685e-044	1.07775e-087	2.75347e-106	5.93222e-008	1
6.69	17	4.12311	7.04279e-008	5.64927e-044	2.17683e-087	5.06875e-106	7.04279e-008	1
6.71	17	4.12311	9.90556e-008	1.72388e-043	8.84872e-087	1.71379e-105	9.90556e-008	1
6.73	16	4	1.38927e-007	5.22967e-043	3.57979e-086	5.77706e-105	1.38927e-007	1
6.74	16	4	1.64354e-007	9.08869e-043	7.18731e-086	1.05947e-104	1.64354e-007	1
6.76	15	3.87298	2.29534e-007	2.73303e-042	2.88686e-085	3.55529e-104	2.29534e-007	1
6.77	19	4.3589	2.70969e-007	4.72889e-042	5.77533e-085	6.50544e-104	2.70969e-007	1
6.79	24	4.89898	3.76831e-007	1.40954e-041	2.30314e-084	2.17319e-103	3.76831e-007	1
6.8	14	3.74166	4.43915e-007	2.42818e-041	4.59105e-084	3.9675e-103	4.43915e-007	1
6.82	13	3.60555	6.14732e-007	7.17422e-041	1.81777e-083	1.31939e-102	6.14732e-007	1
6.84	27	5.19615	8.48877e-007	2.10727e-040	7.16286e-083	4.37444e-102	8.48877e-007	1
6.85	27	5.19615	9.9647e-007	3.6036e-040	1.41932e-082	7.95619e-102	9.9647e-007	1
6.87	24	4.89898	1.3702e-006	1.0492e-039	5.5528e-082	2.62597e-101	1.3702e-006	1
6.88	16	4	1.60503e-006	1.78633e-039	1.09635e-081	4.7653e-101	1.60503e-006	1
6.9	17	4.12311	2.19766e-006	5.15536e-039	4.25856e-081	1.56571e-100	2.19766e-006	1
6.91	22	4.69042	2.56885e-006	8.7388e-039	8.378e-081	2.83485e-100	2.56885e-006	1
6.93	25	5	3.50249e-006	2.49991e-038	3.231e-080	9.27228e-100	3.50249e-006	1
6.95	14	3.74166	4.76198e-006	7.10966e-038	1.2401e-079	3.02367e-099	4.76198e-006	1
6.96	20	4.47214	5.54667e-006	1.19634e-037	2.42514e-079	5.45402e-099	5.54667e-006	1
6.98	27	5.19615	7.50936e-006	3.37252e-037	9.24142e-079	1.77052e-098	7.50936e-006	1
6.99	18	4.24264	8.72826e-006	5.65e-037	1.80078e-078	3.1864e-098	8.72826e-006	1
7.01	22	4.69042	1.17668e-005	1.57879e-036	6.81312e-078	1.02972e-097	1.17668e-005	1
7.03	24	4.89898	1.58183e-005	4.38582e-036	2.56539e-077	3.31765e-097	1.58183e-005	1
7.04	20	4.47214	1.83211e-005	7.29388e-036	4.9691e-077	5.94833e-097	1.83211e-005	1
7.06	15	3.87298	2.45253e-005	2.00845e-035	1.85767e-076	1.90784e-096	2.45253e-005	1
7.07	19	4.3589	2.83456e-005	3.32549e-035	3.58537e-076	3.41291e-096	2.83456e-005	1
7.09	21	4.58258	3.77839e-005	9.07684e-035	1.33078e-075	1.0897e-095	3.77839e-005	1
7.1	30	5.47723	4.3577e-005	1.4963e-034	2.55926e-075	1.94495e-095	4.3577e-005	1
7.12	17	4.12311	5.78414e-005	4.0483e-034	9.43128e-075	6.18197e-095	5.78414e-005	1
7.14	21	4.58258	7.65585e-005	1.08888e-033	3.45899e-074	1.95901e-094	7.65585e-005	1
7.15	24	4.89898	8.79854e-005	1.78186e-033	6.61239e-074	3.48338e-094	8.79854e-005	1
7.17	19	4.3589	0.000115964	4.75068e-033	2.4078e-073	1.09887e-093	0.000115964	1
7.18	21	4.58258	0.000132991	7.74e-033	4.58639e-073	1.94953e-093	0.000132991	1
7.2	33	5.74456	0.00017454	2.04549e-032	1.65812e-072	6.12225e-093	0.00017454	1
7.22	30	5.47723	0.000228424	5.37411e-032	5.96598e-072	1.91683e-092	0.000228424	1
7.23	15	3.87298	0.000261039	8.69169e-032	1.12963e-071	3.38789e-092	0.000261039	1
7.25	14	3.74166	0.000340182	2.26354e-031	4.03539e-071	1.05594e-091	0.000340182	1
7.26	29	5.38516	0.000387931	3.6448e-031	7.61344e-071	1.8621e-091	0.000387931	1
7.28	28	5.2915	0.000503408	9.4088e-031	2.70031e-070	5.77761e-091	0.000503408	1
7.29	21	4.58258	0.000572852	1.50837e-030	5.07634e-070	1.01655e-090	0.000572852	1
7.31	21	4.58258	0.000740232	3.85962e-030	1.78758e-069	3.13987e-090	0.000740232	1
7.33	27	5.19615	0.000953819	9.81818e-030	6.26474e-069	9.66906e-090	0.000953819	1
7.34	22	4.69042	0.00108157	1.56249e-029	1.17069e-068	1.69484e-089	0.00108157	1
7.36	25	5	0.00138776	3.93987e-029	4.07346e-068	5.19563e-089	0.00138776	1
7.37	24	4.89898	0.0015703	6.24247e-029	7.5848e-068	9.0866e-089	0.0015703	1
7.39	23	4.79583	0.00200631	1.56026e-028	2.62028e-067	2.77298e-088	0.00200631	1
7.41	28	5.2915	0.00255617	3.8769e-028	9.00894e-067	8.43688e-088	0.00255617	1
7.42	20	4.47214	0.0028822	6.09781e-028	1.66747e-066	1.46997e-087	0.0028822	1
7.44	23	4.79583	0.00365658	1.50189e-027	5.69201e-066	4.45226e-087	0.00365658	1
7.45	20	4.47214	0.00411424	2.35189e-027	1.04976e-065	7.73972e-087	0.00411424	1
7.47	23	4.79583	0.00519755	5.74193e-027	3.55781e-065	2.33364e-086	0.00519755	1
7.48	30	5.47723	0.00583571	8.95205e-027	6.53806e-065	4.04759e-086	0.00583571	1
7.5	24	4.89898	0.00734112	2.16641e-026	2.2e-064	1.2149e-085	0.00734112	1
7.52	19	4.3589	0.00920883	5.21204e-026	7.3675e-064	3.6356e-085	0.00920883	1
7.53	28	5.2915	0.010303	8.06652e-026	1.34583e-063	6.28206e-085	0.010303	1
7.55	27	5.19615	0.0128697	1.92367e-025	4.47475e-063	1.87143e-084	0.0128697	1
7.56	28	5.2915	0.0143684	2.96413e-025	8.14478e-063	3.2264e-084	0.0143684	1
7.58	20	4.47214	0.0178718	7.00675e-025	2.6887e-062	9.56809e-084	0.0178718	1
7.6	24	4.89898	0.0221668	1.6466e-024	8.83338e-062	2.82894e-083	0.0221668	1
7.61	28	5.2915	0.024661	2.51865e-024	1.59823e-061	4.85883e-083	0.024661	1
7.63	30	5.47723	0.0304582	5.86698e-024	5.21324e-061	1.4301e-082	0.0304582	1
7.64	23	4.79583	0.0338135	8.93474e-024	9.39859e-061	2.45071e-082	0.0338135	1
7.66	21	4.58258	0.0415857	2.06303e-023	3.04378e-060	7.18064e-082	0.0415857	1
7.67	32	5.65685	0.0460692	3.12795e-023	5.46776e-060	1.22774e-081	0.0460692	1
7.69	26	5.09902	0.0564187	7.15911e-023	1.7581e-059	3.58108e-081	0.0564187	1
7.71	38	6.16441	0.0688984	1.62895e-022	5.62599e-059	1.04139e-080	0.0688984	1
7.72	22	4.69042	0.0760575	2.45176e-022	1.00461e-058	1.77386e-080	0.0760575	1
7.74	33	5.74456	0.0924885	5.52973e-022	3.19181e-058	5.13515e-080	0.0924885	1
7.75	26	5.09902	0.101883	8.2863e-022	5.67907e-058	8.72728e-080	0.101883	1
7.77	29	5.38516	0.123369	1.85252e-021	1.79143e-057	2.51506e-079	0.123369	1
7.79	30	5.47723	0.148965	4.11732e-021	5.62397e-057	7.2262e-079	0.148965	1
7.8	34	5.83095	0.163517	6.1247e-021	9.94685e-057	1.22349e-078	0.163517	1
7.82	36	6	0.196607	1.34931e-020	3.10036e-056	3.49942e-078	0.196607	1
7.83	26	5.09902	0.215357	1.99835e-020	5.46383e-056	5.91158e-078	0.215357	1
7.85	27	5.19615	0.257843	4.36391e-020	1.69086e-055	1.6832e-077	0.257843	1
7.86	31	5.56776	0.281834	6.43461e-020	2.96915e-055	2.83702e-077	0.281834	1
7.88	27	5.19615	0.336009	1.39284e-019	9.12275e-055	8.0414e-077	0.336009	1
7.9	26	5.09902	0.399466	2.99732e-019	2.78959e-054	2.27244e-076	0.399466	1
7.91	28	5.2915	0.435096	4.38726e-019	4.86933e-054	3.81576e-076	0.435096	1
7.93	38	6.16441	0.515079	9.35837e-019	1.47831e-053	1.07344e-075	0.515079	1
7.94	26	5.09902	0.559833	1.36379e-018	2.57121e-053	1.79839e-075	0.559833	1
7.96	27	5.19615	0.659944	2.88357e-018	7.75029e-053	5.03636e-075	0.659944	1
7.97	38	6.16441	0.715767	4.18376e-018	1.34316e-052	8.41864e-075	0.715767	1
7.99	37	6.08276	0.840194	8.76851e-018	4.0197e-052	2.34699e-074	0.840194	1
8.01	30	5.47723	0.98347	1.82699e-017	1.19724e-051	6.52334e-074	0.98347	1
8.02	19	4.3589	1.0629	2.63139e-017	2.0625e-051	1.08632e-073	1.0629	1
8.04	24	4.89898	1.23889	5.43464e-017	6.09905e-051	3.00576e-073	1.23889	1
8.05	29	5.38516	1.33611	7.79305e-017	1.04693e-050	4.99415e-073	1.33611	1
8.07	33	5.74456	1.55076	1.5954e-016	3.07376e-050	1.3756e-072	1.55076	1
8.09	30	5.47723	1.7948	3.247e-016	8.9814e-050	3.7776e-072	1.7948	1
8.1	27	5.19615	1.92883	4.62203e-016	1.53251e-049	6.25297e-072	1.92883	1
8.12	34	5.83095	2.22293	9.32441e-016	4.4459e-049	1.70941e-071	2.22293	1
8.13	34	5.83095	2.38387	1.32148e-015	7.5589e-049	2.82315e-071	2.38387	1
8.15	20	4.47214	2.73574	2.64256e-015	2.1772e-048	7.68296e-071	2.73574	1
8.16	26	5.09902	2.9276	3.72864e-015	3.68842e-048	1.266e-070	2.9276	1
8.18	39	6.245	3.34552	7.3908e-015	1.05478e-047	3.42978e-070	3.34552	1
8.2	25	5	3.81231	1.45641e-014	3.00199e-047	9.26379e-070	3.81231	1
8.21	33	5.74456	4.06529	2.03996e-014	5.05536e-047	1.52075e-069	4.06529	1
8.23	34	5.83095	4.61292	3.98464e-014	1.4285e-046	4.089e-069	4.61292	1
8.24	27	5.19615	4.90861	5.5567e-014	2.39699e-046	6.69738e-069	4.90861	1
8.26	24	4.89898	5.54629	1.07587e-013	6.72476e-046	1.79267e-068	5.54629	1
8.28	28	5.2915	6.24913	2.07088e-013	1.87763e-045	4.78393e-068	6.24913	1
8.29	29	5.38516	6.62625	2.86679e-013	3.13183e-045	7.80614e-068	6.62625	1
8.31	27	5.19615	7.43438	5.46973e-013	8.68189e-045	2.07376e-067	7.43438	1
8.32	16	4	7.86635	7.53867e-013	1.44292e-044	3.3762e-067	7.86635	1
8.34	29	5.38516	8.7884	1.42574e-012	3.97139e-044	8.92864e-067	8.7884	1
8.35	20	4.47214	9.27935	1.9564e-012	6.57678e-044	1.45035e-066	9.27935	1
8.37	28	5.2915	10.3232	3.66759e-012	1.7972e-043	3.81827e-066	10.3232	1
8.39	19	4.3589	11.452	6.83523e-012	4.88765e-043	1.00219e-065	11.452	1
8.4	26	5.09902	12.0492	9.31072e-012	8.04587e-043	1.62182e-065	12.0492	1
8.42	25	5	13.3102	1.72002e-011	2.1725e-042	4.23763e-065	13.3102	1
8.43	19	4.3589	13.9746	2.33266e-011	3.56349e-042	6.84216e-065	13.9746	1
8.45	33	5.74456	15.3719	4.27145e-011	9.55313e-042	1.77971e-064	15.3719	1
8.47	22	4.69042	16.8612	7.77591e-011	2.54881e-041	4.61528e-064	16.8612	1
8.48	24	4.89898	17.6404	1.04685e-010	4.15581e-041	7.42388e-064	17.6404	1
8.5	24	4.89898	19.2677	1.88901e-010	1.10086e-040	1.91653e-063	19.2677	1
8.51	30	5.47723	20.1154	2.53194e-010	1.7885e-040	3.07585e-063	20.1154	1
8.53	25	5	21.8781	4.52879e-010	4.70379e-040	7.90471e-063	21.8781	1
8.54	22	4.69042	22.7924	6.04351e-010	7.61462e-040	1.26577e-062	22.7924	1
8.56	27	5.19615	24.6848	1.0715e-009	1.98834e-039	3.23826e-062	24.6848	1
8.58	32	5.65685	26.6589	1.88863e-009	5.16718e-039	8.25959e-062	26.6589	1
8.59	21	4.58258	27.6751	2.50189e-009	8.31489e-039	1.31762e-061	27.6751	1
8.61	19	4.3589	29.7619	4.37118e-009	2.14537e-038	3.3456e-061	29.7619	1
8.62	32	5.65685	30.8309	5.76512e-009	3.43991e-038	5.32507e-061	30.8309	1
8.64	25	5	33.0156	9.98422e-009	8.81205e-038	1.346e-060	33.0156	1
8.66	29	5.38516	35.2552	1.71898e-008	2.24662e-037	3.39199e-060	35.2552	1
8.67	36	6	36.3928	2.25058e-008	3.58076e-037	5.3786e-060	36.3928	1
8.69	32	5.65685	38.6973	3.84085e-008	9.0638e-037	1.34932e-059	38.6973	1
8.7	37	6.08276	39.8614	5.00654e-008	1.43946e-036	2.13475e-059	39.8614	1
8.72	27	5.19615	42.2062	8.46928e-008	3.61756e-036	5.33127e-059	42.2062	1
8.73	30	5.47723	43.3839	1.09912e-007	5.72461e-036	8.41552e-059	43.3839	1
8.75	32	5.65685	45.7416	1.84302e-007	1.42839e-035	2.09218e-058	45.7416	1
8.77	36	6	48.0915	3.07231e-007	3.54707e-035	5.18573e-058	48.0915	1
8.78	49	7	49.2591	3.95802e-007	5.57958e-035	8.15499e-058	49.2591	1
8.8	44	6.63325	51.5706	6.54017e-007	1.37565e-034	2.01219e-057	51.5706	1
8.81	45	6.7082	52.7109	8.38859e-007	2.15616e-034	3.1572e-057	52.7109	1
8.83	45	6.7082	54.951	1.37397e-006	5.27801e-034	7.75503e-057	54.951	1
8.85	55	7.4162	57.1248	2.23725e-006	1.28582e-033	1.89914e-056	57.1248	1
8.86	56	7.48331	58.182	2.84858e-006	2.00335e-033	2.9686e-056	58.182	1
8.88	81	9	60.2278	4.59773e-006	4.84565e-033	7.23704e-056	60.2278	1
8.89	44	6.63325	61.2126	5.82833e-006	7.52262e-033	1.12869e-055	61.2126	1
8.91	56	7.48331	63.097	9.3247e-006	1.80654e-032	2.73918e-055	63.097	1
8.92	53	7.28011	63.993	1.17686e-005	2.79451e-032	4.26237e-055	63.993	1
8.94	71	8.42615	65.684	1.86634e-005	6.66294e-032	1.02975e-054	65.684	1
8.96	59	7.68115	67.2296	2.94244e-005	1.58106e-031	2.48031e-054	67.2295	1
8.97	64	8	67.9439	3.68647e-005	2.43114e-031	3.84504e-054	67.9439	1
8.99	77	8.77496	69.2485	5.76108e-005	5.72763e-031	9.21953e-054	69.2484	1
9	56	7.48331	69.8362	7.18612e-005	8.77562e-031	1.42601e-053	69.8361	1
9.02	71	8.42615	70.8761	0.000111317	2.0527e-030	3.40382e-053	70.876	1
9.03	75	8.66025	71.3263	0.000138243	3.1338e-030	5.25289e-053	71.3262	1
9.05	70	8.3666	72.0824	0.000212269	7.27783e-030	1.24819e-052	72.0822	1
9.07	67	8.18535	72.641	0.000324029	1.68211e-029	2.957e-052	72.6407	1
9.08	76	8.7178	72.8447	0.000399462	2.55272e-029	4.54617e-052	72.8443	1
9.1	63	7.93725	73.0989	0.000604432	5.85786e-029	1.07214e-051	73.0983	1
9.11	82	9.05539	73.1488	0.000741869	8.85784e-029	1.64462e-051	73.1481	1
9.13	82	9.05539	73.0938	0.00111269	2.01812e-028	3.86109e-051	73.0927	1
9.15	72	8.48528	72.833	0.0016591	4.57602e-028	9.03743e-051	72.8313	1
9.16	74	8.60233	72.626	0.00202147	6.87828e-028	1.38109e-050	72.624	1
9.18	60	7.74597	72.0612	0.00298773	1.54847e-027	3.21805e-050	72.0583	1
9.19	70	8.3666	71.7047	0.00362429	2.31919e-027	4.90667e-050	71.701	1
9.21	85	9.21954	70.847	0.00530975	5.18375e-027	1.13814e-049	70.8417	1
9.22	66	8.12404	70.3477	0.00641273	7.73604e-027	1.73144e-049	70.3413	1
9.24	78	8.83176	69.2136	0.00931258	1.71676e-026	3.99807e-049	69.2043	1
9.26	69	8.30662	67.907	0.0134446	3.79159e-026	9.20417e-049	67.8936	1
9.27	61	7.81025	67.1925	0.0161187	5.62469e-026	1.39496e-048	67.1764	1
9.29	81	9	65.6485	0.0230666	1.23337e-025	3.19692e-048	65.6254	1
9.3	64	8	64.8222	0.027533	1.82311e-025	4.83421e-048	64.7947	1
9.32	75	8.66025	63.0701	0.0390556	3.96909e-025	1.10289e-047	63.031	1
9.34	65	8.06226	61.1974	0.0550762	8.59985e-025	2.50859e-047	61.1424	1
9.35	70	8.3666	60.2209	0.0652601	1.26361e-024	3.77909e-047	60.1556	1
9.37	50	7.07107	58.1976	0.0912229	2.71829e-024	8.55698e-047	58.1063	1
9.38	70	8.3666	57.1552	0.107616	3.97977e-024	1.28616e-046	57.0476	1
9.4	55	7.4162	55.0203	0.14911	8.50011e-024	2.89912e-046	54.8712	1
