# exported by fityk 0.8.7
#7-Ti:x	7-Ti:y	7-Ti:s	7-Ti:F(x)	7-Ti:%_1(x)	7-Ti:%_2(x)	7-Ti:%_3(x)	7-Ti:%_4(x)	7-Ti:a
10.79	4	2	8.30114e-046	8.49418e-114	1.14638e-046	7.15476e-046	0	1
10.81	4	2	4.66979e-046	1.53009e-114	4.25933e-047	4.24385e-046	0	1
10.82	4	2	3.5261e-046	6.4807e-115	2.59187e-047	3.26691e-046	0	1
10.84	2	1.41421	2.02975e-046	1.15784e-115	9.56506e-048	1.9341e-046	0	1
10.85	3	1.73205	1.54546e-046	4.88395e-116	5.80083e-048	1.48745e-046	0	1
10.87	1	1	9.00202e-047	8.65428e-117	2.12631e-048	8.78939e-047	0	1
10.89	5	2.23607	5.2647e-047	1.52515e-117	7.75897e-049	5.18711e-047	0	1
10.9	1	1	4.02972e-047	6.38942e-118	4.67905e-049	3.98293e-047	0	1
10.92	3	1.73205	2.36305e-047	1.1168e-118	1.69589e-049	2.34609e-047	0	1
10.93	2	1.41421	1.80993e-047	4.65951e-119	1.01925e-049	1.79974e-047	0	1
10.95	3	1.73205	1.06177e-047	8.07768e-120	3.66929e-050	1.0581e-047	0	1
10.97	2	1.41421	6.22605e-048	1.39269e-120	1.31499e-050	6.2129e-048	0	1
10.98	4	2	4.76638e-048	5.77095e-121	7.85887e-051	4.75853e-048	0	1
11	5	2.23607	2.79159e-048	9.86843e-122	2.79746e-051	2.78879e-048	0	1
11.01	3	1.73205	2.1356e-048	4.07246e-122	1.66621e-051	2.13393e-048	0	1
11.03	4	2	1.24883e-048	6.90701e-123	5.89108e-052	1.24825e-048	0	1
11.04	2	1.41421	9.5458e-049	2.83867e-123	3.49698e-052	9.5423e-049	0	1
11.06	2	1.41421	5.57241e-049	4.77508e-124	1.22806e-052	5.57118e-049	0	1
11.08	4	2	3.24899e-049	7.98855e-125	4.29326e-053	3.24857e-049	0	1
11.09	10	3.16228	2.47972e-049	3.26077e-125	2.53417e-053	2.47946e-049	0	1
11.11	3	1.73205	1.44313e-049	5.41053e-126	8.79964e-054	1.44304e-049	0	1
11.12	8	2.82843	1.1004e-049	2.19942e-126	5.1766e-054	1.10035e-049	0	1
11.14	3	1.73205	6.39203e-050	3.6196e-127	1.7854e-054	6.39185e-050	0	1
11.16	3	1.73205	3.70834e-050	5.92427e-128	6.13009e-055	3.70828e-050	0	1
11.17	4	2	2.82322e-050	2.39183e-128	3.5859e-055	2.82318e-050	0	1
11.19	5	2.23607	1.63479e-050	3.88273e-129	1.2229e-055	1.63478e-050	0	1
11.2	4	2	1.24342e-050	1.56116e-129	7.12941e-056	1.24341e-050	0	1
11.22	4	2	7.18642e-051	2.51355e-130	2.41495e-056	7.18639e-051	0	1
11.23	2	1.41421	5.46077e-051	1.0065e-130	1.40314e-056	5.46076e-051	0	1
11.25	8	2.82843	3.15011e-051	1.60726e-131	4.72083e-057	3.1501e-051	0	1
11.27	4	2	1.81488e-051	2.55259e-132	1.58116e-057	1.81488e-051	0	1
11.28	4	2	1.3769e-051	1.01516e-132	9.13524e-058	1.3769e-051	0	1
11.3	2	1.41421	7.91772e-052	1.59905e-133	3.03906e-058	7.91771e-052	0	1
11.31	3	1.73205	6.00126e-052	6.33334e-134	1.7499e-058	6.00126e-052	0	1
11.33	8	2.82843	3.44442e-052	9.89444e-135	5.78222e-059	3.44442e-052	0	1
11.34	6	2.44949	2.60823e-052	3.90282e-135	3.31818e-059	2.60823e-052	0	1
11.36	3	1.73205	1.49415e-052	6.04741e-136	1.08904e-059	1.49415e-052	0	1
11.38	9	3	8.54857e-053	9.31928e-137	3.55817e-060	8.54857e-053	0	1
11.39	6	2.44949	6.46304e-053	3.65087e-137	2.03041e-060	6.46304e-053	0	1
11.41	4	2	3.69072e-053	5.5801e-138	6.58914e-061	3.69072e-053	0	1
11.42	3	1.73205	2.78767e-053	2.17707e-138	3.74728e-061	2.78767e-053	0	1
11.44	6	2.44949	1.58888e-053	3.30028e-139	1.20788e-061	1.58888e-053	0	1
11.46	6	2.44949	9.04465e-054	4.97566e-140	3.87588e-062	9.04465e-054	0	1
11.47	5	2.23607	6.8208e-054	1.928e-140	2.19185e-062	6.8208e-054	0	1
11.49	7	2.64575	3.87535e-054	2.88297e-141	6.98585e-063	3.87535e-054	0	1
11.5	5	2.23607	2.91973e-054	1.11254e-141	3.93722e-063	2.91973e-054	0	1
11.52	7	2.64575	1.65575e-054	1.64998e-142	1.24641e-063	1.65575e-054	0	1
11.53	3	1.73205	1.24627e-054	6.34117e-143	7.00101e-064	1.24627e-054	0	1
11.55	0	1	7.05406e-055	9.32752e-144	2.20137e-064	7.05406e-055	0	1
11.57	3	1.73205	3.98764e-055	1.36454e-144	6.89076e-065	3.98764e-055	0	1
11.58	6	2.44949	2.99673e-055	5.20838e-145	3.84875e-065	2.99673e-055	0	1
11.6	4	2	1.69083e-055	7.55708e-146	1.19661e-065	1.69083e-055	0	1
11.61	3	1.73205	1.26946e-055	2.87268e-146	6.66097e-066	1.26946e-055	0	1
11.63	5	2.23607	7.14904e-056	4.13401e-147	2.057e-066	7.14904e-056	0	1
11.65	3	1.73205	4.02092e-056	5.91666e-148	6.32371e-067	4.02092e-056	0	1
11.66	4	2	3.0141e-056	2.23377e-148	3.50031e-067	3.0141e-056	0	1
11.68	5	2.23607	1.69204e-056	3.17085e-149	1.06882e-067	1.69204e-056	0	1
11.69	5	2.23607	1.26716e-056	1.19221e-149	5.89618e-068	1.26716e-056	0	1
11.71	3	1.73205	7.10004e-057	1.67851e-150	1.78826e-068	7.10004e-057	0	1
11.72	1	1	5.31213e-057	6.28517e-151	9.83168e-069	5.31213e-057	0	1
11.74	6	2.44949	2.9708e-057	8.77647e-152	2.96176e-069	2.9708e-057	0	1
11.76	3	1.73205	1.65931e-057	1.21883e-152	8.88206e-070	1.65931e-057	0	1
11.77	5	2.23607	1.23951e-057	4.53278e-153	4.8558e-070	1.23951e-057	0	1
11.79	5	2.23607	6.91e-058	6.24342e-154	1.44639e-070	6.91e-058	0	1
11.8	3	1.73205	5.15688e-058	2.31238e-154	7.88069e-071	5.15688e-058	0	1
11.82	3	1.73205	2.86941e-058	3.15899e-155	2.33158e-071	2.86941e-058	0	1
11.84	3	1.73205	1.59459e-058	4.29201e-156	6.86719e-072	1.59459e-058	0	1
11.85	2	1.41421	1.18815e-058	1.57879e-156	3.72056e-072	1.18815e-058	0	1
11.87	0	1	6.59023e-059	2.12749e-157	1.08842e-072	6.59023e-059	0	1
11.88	3	1.73205	4.9058e-059	7.79378e-158	5.87703e-073	4.9058e-059	0	1
11.9	4	2	2.71592e-059	1.04166e-158	1.70769e-073	2.71592e-059	0	1
11.91	7	2.64575	2.01982e-059	3.80033e-159	9.18968e-074	2.01982e-059	0	1
11.93	3	1.73205	1.11608e-059	5.03768e-160	2.65224e-074	1.11608e-059	0	1
11.95	1	1	6.15925e-060	6.64142e-161	7.62021e-075	6.15925e-060	0	1
11.96	4	2	4.57339e-060	2.40649e-161	4.07764e-075	4.57339e-060	0	1
11.98	5	2.23607	2.5191e-060	3.14664e-162	1.16366e-075	2.5191e-060	0	1
11.99	2	1.41421	1.86872e-060	1.1355e-162	6.2058e-076	1.86872e-060	0	1
12.01	3	1.73205	1.02737e-060	1.47259e-163	1.75904e-076	1.02737e-060	0	1
12.03	9	3	5.64105e-061	1.89933e-164	4.96355e-077	5.64105e-061	0	1
12.04	5	2.23607	4.17802e-061	6.80719e-165	2.63219e-077	4.17802e-061	0	1
12.06	4	2	2.2897e-061	8.70798e-166	7.37729e-078	2.2897e-061	0	1
12.07	1	1	1.69425e-061	3.10814e-166	3.89899e-078	1.69425e-061	0	1
12.09	4	2	9.26748e-062	3.94351e-167	1.08541e-078	9.26748e-062	0	1
12.1	8	2.82843	6.8509e-062	1.40179e-167	5.71714e-079	6.8509e-062	0	1
12.12	1	1	3.74031e-062	1.764e-168	1.58082e-079	3.74031e-062	0	1
12.14	1	1	2.03947e-062	2.20767e-169	4.35137e-080	2.03947e-062	0	1
12.15	1	1	1.50528e-062	7.79401e-170	2.2791e-080	1.50528e-062	0	1
12.17	6	2.44949	8.19222e-063	9.67454e-171	6.23116e-081	8.19222e-063	0	1
12.18	5	2.23607	6.04072e-063	3.40152e-171	3.25265e-081	6.04072e-063	0	1
12.2	9	3	3.28133e-063	4.18769e-172	8.83291e-082	3.28133e-063	0	1
12.22	8	2.82843	1.78017e-063	5.12741e-173	2.38788e-082	1.78017e-063	0	1
12.23	5	2.23607	1.31057e-063	1.79047e-173	1.23946e-082	1.31057e-063	0	1
12.25	5	2.23607	7.09654e-064	2.17432e-174	3.32814e-083	7.09654e-064	0	1
12.26	4	2	5.21956e-064	7.56154e-175	1.72168e-083	5.21956e-064	0	1
12.28	6	2.44949	2.82095e-064	9.10749e-176	4.5918e-084	2.82095e-064	0	1
12.29	7	2.64575	2.07286e-064	3.15429e-176	2.36736e-084	2.07286e-064	0	1
12.31	4	2	1.11817e-064	3.7681e-177	6.27129e-085	1.11817e-064	0	1
12.33	5	2.23607	6.02416e-065	4.47677e-178	1.65383e-085	6.02416e-065	0	1
12.34	5	2.23607	4.41961e-065	1.53991e-178	8.47859e-086	4.41961e-065	0	1
12.36	4	2	2.37655e-065	1.81455e-179	2.22085e-086	2.37655e-065	0	1
12.37	4	2	1.7419e-065	6.21606e-180	1.1347e-086	1.7419e-065	0	1
12.39	6	2.44949	9.34892e-066	7.26479e-181	2.95216e-087	9.34892e-066	0	1
12.4	5	2.23607	6.84581e-066	2.47848e-181	1.50326e-087	6.84581e-066	0	1
12.42	8	2.82843	3.66724e-066	2.87293e-182	3.88466e-088	3.66724e-066	0	1
12.44	3	1.73205	1.96202e-066	3.31198e-183	9.99338e-089	1.96202e-066	0	1
12.45	6	2.44949	1.43443e-066	1.12222e-183	5.06008e-089	1.43443e-066	0	1
12.47	2	1.41421	7.65983e-067	1.28313e-184	1.29294e-089	7.65983e-067	0	1
12.48	6	2.44949	5.59478e-067	4.32988e-185	6.52462e-090	5.59478e-067	0	1
12.5	3	1.73205	2.98194e-067	4.91025e-186	1.65592e-090	2.98194e-067	0	1
12.52	5	2.23607	1.58732e-067	5.53799e-187	4.18372e-091	1.58732e-067	0	1
12.53	4	2	1.15755e-067	1.85603e-187	2.09938e-091	1.15755e-067	0	1
12.55	10	3.16228	6.15009e-068	2.07618e-188	5.26836e-092	6.15009e-068	0	1
12.56	8	2.82843	4.4807e-068	6.9297e-189	2.63472e-092	4.4807e-068	0	1
12.58	8	2.82843	2.37609e-068	7.68826e-190	6.56722e-093	2.37609e-068	0	1
12.59	10	3.16228	1.72948e-068	2.5556e-190	3.27318e-093	1.72948e-068	0	1
12.61	9	3	9.15391e-069	2.81216e-191	8.10363e-094	9.15391e-069	0	1
12.63	4	2	4.83893e-069	3.07757e-192	1.99724e-094	4.83893e-069	0	1
12.64	8	2.82843	3.51653e-069	1.01601e-192	9.89851e-095	3.51653e-069	0	1
12.66	7	2.64575	1.85537e-069	1.10281e-193	2.42316e-095	1.85537e-069	0	1
12.67	3	1.73205	1.34705e-069	3.62584e-194	1.19689e-095	1.34705e-069	0	1
12.69	7	2.64575	7.09378e-070	3.90339e-195	2.91022e-096	7.09378e-070	0	1
12.71	1	1	3.73096e-070	4.17923e-196	7.04434e-097	3.73096e-070	0	1
12.72	5	2.23607	2.7045e-070	1.36468e-196	3.45989e-097	2.7045e-070	0	1
12.74	3	1.73205	1.41973e-070	1.44917e-197	8.31838e-098	1.41973e-070	0	1
12.75	6	2.44949	1.02815e-070	4.71271e-198	4.07185e-098	1.02815e-070	0	1
12.77	1	1	5.38707e-071	4.96353e-199	9.72365e-099	5.38707e-071	0	1
12.78	3	1.73205	3.89757e-071	1.60753e-199	4.74366e-099	3.89757e-071	0	1
12.8	7	2.64575	2.03828e-071	1.67923e-200	1.12516e-099	2.03828e-071	0	1
12.82	4	2	1.06459e-071	1.74455e-201	2.65676e-100	1.06459e-071	0	1
12.83	3	1.73205	7.6902e-072	5.61151e-202	1.28881e-100	7.6902e-072	0	1
12.85	2	1.41421	4.00897e-072	5.78211e-203	3.02266e-101	4.00897e-072	0	1
12.86	5	2.23607	2.89317e-072	1.85224e-203	1.46136e-101	2.89317e-072	0	1
12.88	3	1.73205	1.50538e-072	1.89294e-204	3.40423e-102	1.50538e-072	0	1
12.9	6	2.44949	7.82288e-073	1.92397e-205	7.89449e-103	7.82288e-073	0	1
12.91	9	3	5.63665e-073	6.12119e-206	3.79526e-103	5.63665e-073	0	1
12.93	5	2.23607	2.9236e-073	6.17062e-207	8.74193e-104	2.9236e-073	0	1
12.94	2	1.41421	2.10455e-073	1.95517e-207	4.18847e-104	2.10455e-073	0	1
12.96	3	1.73205	1.08951e-073	1.95483e-208	9.5826e-105	1.08951e-073	0	1
12.97	4	2	7.83542e-074	6.16851e-209	4.57575e-105	7.83542e-074	0	1
12.99	7	2.64575	4.04864e-074	6.117e-210	1.0398e-105	4.04864e-074	0	1
13.01	3	1.73205	2.08933e-074	6.0328e-211	2.35224e-106	2.08933e-074	0	1
13.02	4	2	1.5002e-074	1.89068e-211	1.1169e-106	1.5002e-074	0	1
13.04	5	2.23607	7.72722e-075	1.84939e-212	2.5096e-107	7.72722e-075	0	1
13.05	7	2.64575	5.54312e-075	5.77223e-213	1.18759e-107	5.54312e-075	0	1
13.07	2	1.41421	2.84972e-075	5.60001e-214	2.65045e-108	2.84972e-075	0	1
13.09	3	1.73205	1.46319e-075	5.40325e-215	5.88862e-109	1.46319e-075	0	1
13.1	8	2.82843	1.04796e-075	1.67493e-215	2.77094e-109	1.04796e-075	0	1
13.12	6	2.44949	5.37056e-076	1.60286e-216	6.1148e-110	5.37056e-076	0	1
13.13	5	2.23607	3.84283e-076	4.94828e-217	2.86765e-110	3.84283e-076	0	1
13.15	3	1.73205	1.96562e-076	4.69662e-218	6.28555e-111	1.96562e-076	0	1
13.16	4	2	1.40514e-076	1.44397e-218	2.93777e-111	1.40514e-076	0	1
13.18	4	2	7.17372e-077	1.35933e-219	6.39583e-112	7.17372e-077	0	1
13.2	1	1	3.6578e-077	1.27265e-220	1.38617e-112	3.6578e-077	0	1
13.21	7	2.64575	2.61067e-077	3.88607e-221	6.44233e-113	2.61067e-077	0	1
13.23	10	3.16228	1.32863e-077	3.60852e-222	1.38684e-113	1.32863e-077	0	1
13.24	4	2	9.47376e-078	1.09735e-222	6.42364e-114	9.47376e-078	0	1
13.26	6	2.44949	4.81226e-078	1.01064e-223	1.37349e-114	4.81226e-078	0	1
13.28	4	2	2.44133e-078	9.257e-225	2.92354e-115	2.44133e-078	0	1
13.29	6	2.44949	1.73803e-078	2.79586e-225	1.34653e-115	1.73803e-078	0	1
13.31	4	2	8.80056e-079	2.53992e-226	2.84684e-116	8.80056e-079	0	1
13.32	8	2.82843	6.25936e-079	7.63978e-227	1.30678e-116	6.25936e-079	0	1
13.34	7	2.64575	3.16343e-079	6.88365e-228	2.74416e-117	3.16343e-079	0	1
13.35	3	1.73205	2.24784e-079	2.06203e-228	1.25539e-117	2.24784e-079	0	1
13.37	8	2.82843	1.13388e-079	1.84275e-229	2.61848e-118	1.13388e-079	0	1
13.39	3	1.73205	5.71245e-080	1.63779e-230	5.437e-119	5.71245e-080	0	1
13.4	0	1	4.05268e-080	4.87261e-231	2.47332e-119	4.05268e-080	0	1
13.42	0	1	2.03785e-080	4.29523e-232	5.10096e-120	2.03785e-080	0	1
13.43	5	2.23607	1.44437e-080	1.27264e-232	2.31262e-120	1.44437e-080	0	1
13.45	6	2.44949	7.2491e-081	1.11266e-233	4.73737e-121	7.2491e-081	0	1
13.46	4	2	5.13311e-081	3.28322e-234	2.14052e-121	5.13311e-081	0	1
13.48	6	2.44949	2.57134e-081	2.84702e-235	4.35526e-122	2.57134e-081	0	1
13.5	5	2.23607	1.28644e-081	2.45528e-236	8.82167e-123	1.28644e-081	0	1
13.51	3	1.73205	9.09492e-082	7.19556e-237	3.96355e-123	9.09492e-082	0	1
13.53	4	2	4.54155e-082	6.15472e-238	7.97411e-124	4.54155e-082	0	1
13.54	3	1.73205	3.20775e-082	1.79634e-238	3.57065e-124	3.20775e-082	0	1
13.56	6	2.44949	1.59876e-082	1.52393e-239	7.1352e-125	1.59876e-082	0	1
13.58	5	2.23607	7.95817e-083	1.28577e-240	1.41941e-125	7.95817e-083	0	1
13.59	2	1.41421	5.61206e-083	3.72709e-241	6.32008e-126	5.61206e-083	0	1
13.61	3	1.73205	2.78823e-083	3.11889e-242	1.24878e-126	2.78823e-083	0	1
13.62	0	1	1.96438e-083	9.00376e-243	5.54155e-127	1.96438e-083	0	1
13.64	4	2	9.74111e-084	7.47286e-244	1.08756e-127	9.74111e-084	0	1
13.65	3	1.73205	6.85636e-084	2.14846e-244	4.80986e-128	6.85636e-084	0	1
13.67	4	2	3.39353e-084	1.76857e-245	9.37601e-129	3.39353e-084	0	1
13.69	1	1	1.67749e-084	1.4479e-246	1.81947e-129	1.67749e-084	0	1
13.7	4	2	1.17885e-084	4.13434e-247	8.00153e-130	1.17885e-084	0	1
13.72	2	1.41421	5.81621e-085	3.35703e-248	1.54227e-130	5.81621e-085	0	1
13.73	5	2.23607	4.08343e-085	9.54638e-249	6.75959e-131	4.08343e-085	0	1
13.75	1	1	2.01087e-085	7.68813e-250	1.29411e-131	2.01087e-085	0	1
13.77	1	1	9.88993e-086	6.15779e-251	2.46639e-132	9.88993e-086	0	1
13.78	3	1.73205	6.93253e-086	1.73914e-251	1.07491e-132	6.93253e-086	0	1
13.8	6	2.44949	3.40311e-086	1.38156e-252	2.03481e-133	3.40311e-086	0	1
13.81	2	1.41421	2.38321e-086	3.88595e-253	8.83824e-134	2.38321e-086	0	1
13.83	1	1	1.16768e-086	3.06173e-254	1.6618e-134	1.16768e-086	0	1
13.84	6	2.44949	8.16951e-087	8.57648e-255	7.19369e-135	8.16951e-087	0	1
13.86	2	1.41421	3.99513e-087	6.7021e-256	1.34347e-135	3.99513e-087	0	1
13.88	5	2.23607	1.95127e-087	5.20875e-257	2.49772e-136	1.95127e-087	0	1
13.89	3	1.73205	1.36302e-087	1.44912e-257	1.07515e-136	1.36302e-087	0	1
13.91	4	2	6.64454e-088	1.11702e-258	1.98539e-137	6.64454e-088	0	1
13.92	3	1.73205	4.63702e-088	3.09489e-259	8.51727e-138	4.63702e-088	0	1
13.94	2	1.41421	2.25619e-088	2.3661e-260	1.56221e-138	2.25619e-088	0	1
13.96	4	2	1.09638e-088	1.79905e-261	2.85247e-139	1.09638e-088	0	1
13.97	1	1	7.63923e-089	4.95059e-262	1.21682e-139	7.63923e-089	0	1
13.99	1	1	3.7052e-089	3.73335e-263	2.20683e-140	3.7052e-089	0	1
14	5	2.23607	2.57921e-089	1.02312e-263	9.38223e-141	2.57921e-089	0	1
14.02	0	1	1.2486e-089	7.6525e-265	1.69009e-141	1.2486e-089	0	1
14.03	4	2	8.68335e-090	2.08857e-265	7.16106e-142	8.68335e-090	0	1
14.05	0	1	4.19566e-090	1.54937e-266	1.28128e-142	4.19566e-090	0	1
14.07	7	2.64575	2.02471e-090	1.1431e-267	2.28218e-143	2.02471e-090	0	1
14.08	1	1	1.40585e-090	3.09855e-268	9.61542e-144	1.40585e-090	0	1
14.1	2	1.41421	6.7714e-091	2.26736e-269	1.70113e-144	6.7714e-091	0	1
14.11	5	2.23607	4.69723e-091	6.12081e-270	7.14309e-145	4.69723e-091	0	1
14.13	6	2.44949	2.25817e-091	4.44225e-271	1.25521e-145	2.25817e-091	0	1
14.15	5	2.23607	1.08423e-091	3.20641e-272	2.19577e-146	1.08423e-091	0	1
14.16	2	1.41421	7.50925e-092	8.59677e-273	9.16828e-147	7.50925e-092	0	1
14.18	2	1.41421	3.59863e-092	6.15437e-274	1.59302e-147	3.59863e-092	0	1
14.19	5	2.23607	2.49001e-092	1.6433e-274	6.62907e-148	2.49001e-092	0	1
14.21	2	1.41421	1.19101e-092	1.1668e-275	1.14405e-148	1.19101e-092	0	1
14.22	1	1	8.23318e-093	3.10274e-276	4.7447e-149	8.23318e-093	0	1
14.24	2	1.41421	3.9306e-093	2.18504e-277	8.13326e-150	3.9306e-093	0	1
14.26	2	1.41421	1.87413e-093	1.53036e-278	1.38791e-150	1.87413e-093	0	1
14.27	3	1.73205	1.29349e-093	4.04176e-279	5.72368e-151	1.29349e-093	0	1
14.29	5	2.23607	6.15575e-094	2.80762e-280	9.70139e-152	6.15575e-094	0	1
14.3	6	2.44949	4.24457e-094	7.38465e-281	3.9873e-152	4.24457e-094	0	1
14.32	5	2.23607	2.01616e-094	5.0878e-282	6.71272e-153	2.01616e-094	0	1
14.34	9	3	9.56462e-095	3.4862e-283	1.12502e-153	9.56462e-095	0	1
14.35	7	2.64575	6.58465e-095	9.10691e-284	4.59786e-154	6.58465e-095	0	1
14.37	4	2	3.11782e-095	6.18907e-285	7.65382e-155	3.11782e-095	0	1
14.38	1	1	2.14439e-095	1.61013e-285	3.11749e-155	2.14439e-095	0	1
14.4	1	1	1.01344e-095	1.0853e-286	5.15453e-156	1.01344e-095	0	1
14.41	4	2	6.96366e-096	2.8119e-287	2.09241e-156	6.96366e-096	0	1
14.43	6	2.44949	3.28478e-096	1.87983e-288	3.43631e-157	3.28478e-096	0	1
14.45	1	1	1.54748e-096	1.24986e-289	5.61797e-158	1.54748e-096	0	1
14.46	4	2	1.06164e-096	3.21617e-290	2.26771e-158	1.06164e-096	0	1
14.48	7	2.64575	4.99198e-097	2.12086e-291	3.68245e-159	4.99198e-097	0	1
14.49	4	2	3.42148e-097	5.4351e-292	1.48141e-159	3.42148e-097	0	1
14.51	0	1	1.60577e-097	3.55479e-293	2.38939e-160	1.60577e-097	0	1
14.53	5	2.23607	7.52669e-098	2.31229e-294	3.83653e-161	7.52669e-098	0	1
14.54	5	2.23607	5.1506e-098	5.88523e-295	1.53472e-161	5.1506e-098	0	1
14.56	3	1.73205	2.40965e-098	3.79686e-296	2.44761e-162	2.40965e-098	0	1
14.57	8	2.82843	1.64739e-098	9.62415e-297	9.75806e-163	1.64739e-098	0	1
14.59	4	2	7.69248e-099	6.15822e-298	1.54575e-163	7.69248e-099	0	1
14.6	6	2.44949	5.25407e-099	1.55457e-298	6.14173e-164	5.25407e-099	0	1
14.62	1	1	2.44874e-099	9.86587e-300	9.66333e-165	2.44874e-099	0	1
14.64	5	2.23607	1.13983e-099	6.22706e-301	1.51357e-165	1.13983e-099	0	1
14.65	6	2.44949	7.77287e-100	1.56122e-301	5.98009e-166	7.77287e-100	0	1
14.67	3	1.73205	3.61122e-100	9.77337e-303	9.3035e-167	3.61122e-100	0	1
14.68	6	2.44949	2.46028e-100	2.44029e-303	3.66337e-167	2.46028e-100	0	1
14.7	3	1.73205	1.14086e-100	1.51515e-304	5.66085e-168	1.14086e-100	0	1
14.71	6	2.44949	7.76514e-101	3.76763e-305	2.2215e-168	7.76514e-101	0	1
14.73	2	1.41421	3.59395e-101	2.32014e-306	3.40964e-169	3.59395e-101	0	1
14.75	5	2.23607	1.66129e-101	1.42095e-307	5.20969e-170	1.66129e-101	0	1
14.76	6	2.44949	1.12895e-101	3.5093e-308	2.03296e-170	1.12895e-101	0	1
14.78	5	2.23607	5.20865e-102	2.13167e-309	3.08527e-171	5.20865e-102	0	1
14.79	4	2	3.53625e-102	5.24297e-310	1.19989e-171	3.53625e-102	0	1
14.81	7	2.64575	1.62843e-102	3.15871e-311	1.8087e-172	1.62843e-102	0	1
14.83	4	2	7.48932e-103	1.89262e-312	2.71415e-173	7.48932e-103	0	1
14.84	4	2	5.07661e-103	4.62325e-313	1.04962e-173	5.07661e-103	0	1
14.86	5	2.23607	2.33036e-103	2.74747e-314	1.56445e-174	2.33036e-103	0	1
14.87	4	2	1.57813e-103	6.68396e-315	6.02964e-175	1.57813e-103	0	1
14.89	3	1.73205	7.2305e-104	3.93956e-316	8.92652e-176	7.2305e-104	0	1
14.9	5	2.23607	4.89187e-104	9.5444e-317	3.4288e-176	4.89187e-104	0	1
14.92	7	2.64575	2.23705e-104	5.57935e-318	5.0419e-177	2.23705e-104	0	1
14.94	4	2	1.02171e-104	3.19942e-319	7.38053e-178	1.02171e-104	0	1
14.95	3	1.73205	6.90155e-105	7.29686e-320	2.81903e-178	6.90155e-105	0	1
14.97	6	2.44949	3.1461e-105	0	4.09878e-179	3.1461e-105	0	1
14.98	2	1.41421	2.12315e-105	0	1.56026e-179	2.12315e-105	0	1
15	4	2	9.66012e-106	0	2.25327e-180	9.66012e-106	0	1
15.02	3	1.73205	4.3897e-106	0	3.23944e-181	4.3897e-106	0	1
15.03	8	2.82843	2.95771e-106	0	1.22621e-181	2.95771e-106	0	1
15.05	6	2.44949	1.34148e-106	0	1.75099e-182	1.34148e-106	0	1
15.06	5	2.23607	9.03006e-107	0	6.60554e-183	9.03006e-107	0	1
15.08	9	3	4.08784e-107	0	9.3689e-184	4.08784e-107	0	1
15.09	4	2	2.74909e-107	0	3.52245e-184	2.74909e-107	0	1
15.11	3	1.73205	1.24213e-107	0	4.96234e-185	1.24213e-107	0	1
15.13	3	1.73205	5.60528e-108	0	6.95937e-186	5.60528e-108	0	1
15.14	9	3	3.76362e-108	0	2.60182e-186	3.76362e-108	0	1
15.16	4	2	1.69516e-108	0	3.62428e-187	1.69516e-108	0	1
15.17	3	1.73205	1.13712e-108	0	1.35039e-187	1.13712e-108	0	1
15.19	3	1.73205	5.11194e-109	0	1.86838e-188	5.11194e-109	0	1
15.21	4	2	2.29518e-109	0	2.57343e-189	2.29518e-109	0	1
15.22	4	2	1.53718e-109	0	9.53459e-190	1.53718e-109	0	1
15.24	4	2	6.8886e-110	0	1.3044e-190	6.8886e-110	0	1
15.25	6	2.44949	4.60922e-110	0	4.8165e-191	4.60922e-110	0	1
15.27	1	1	2.06162e-110	0	6.54488e-192	2.06162e-110	0	1
15.28	4	2	1.37814e-110	0	2.40853e-192	1.37814e-110	0	1
15.3	9	3	6.15247e-111	0	3.25076e-193	6.15247e-111	0	1
15.32	1	1	2.74319e-111	0	4.36775e-194	2.74319e-111	0	1
15.33	3	1.73205	1.83085e-111	0	1.59831e-194	1.83085e-111	0	1
15.35	13	3.60555	8.14772e-112	0	2.13302e-195	8.14772e-112	0	1
15.36	8	2.82843	5.43277e-112	0	7.77907e-196	5.43277e-112	0	1
15.38	6	2.44949	2.41312e-112	0	1.03116e-196	2.41312e-112	0	1
15.4	4	2	1.0705e-112	0	1.3607e-197	1.0705e-112	0	1
15.41	3	1.73205	7.12664e-113	0	4.93453e-198	7.12664e-113	0	1
15.43	3	1.73205	3.1555e-113	0	6.46763e-199	3.1555e-113	0	1
15.44	4	2	2.09872e-113	0	2.33755e-199	2.09872e-113	0	1
15.46	6	2.44949	9.27497e-114	0	3.04313e-200	9.27497e-114	0	1
15.47	2	1.41421	6.16291e-114	0	1.09614e-200	6.16291e-114	0	1
15.49	9	3	2.71844e-114	0	1.41739e-201	2.71844e-114	0	1
15.51	5	2.23607	1.19758e-114	0	1.82454e-202	1.19758e-114	0	1
15.52	2	1.41421	7.94495e-115	0	6.53506e-203	7.94495e-115	0	1
15.54	1	1	3.49342e-115	0	8.35554e-204	3.49342e-115	0	1
15.55	2	1.41421	2.31539e-115	0	2.98265e-204	2.31539e-115	0	1
15.57	5	2.23607	1.01616e-115	0	3.78782e-205	1.01616e-115	0	1
15.59	5	2.23607	4.45396e-116	0	4.78869e-206	4.45396e-116	0	1
15.6	6	2.44949	2.94736e-116	0	1.69979e-206	2.94736e-116	0	1
15.62	2	1.41421	1.28942e-116	0	2.13445e-207	1.28942e-116	0	1
15.63	2	1.41421	8.5245e-117	0	7.55084e-208	8.5245e-117	0	1
15.65	3	1.73205	3.72225e-117	0	9.41773e-209	3.72225e-117	0	1
