# exported by fityk 0.8.7
#7-Ti:x	7-Ti:y	7-Ti:s	7-Ti:F(x)	7-Ti:%_1(x)	7-Ti:%_2(x)	7-Ti:%_3(x)	7-Ti:%_4(x)	7-Ti:a
5.76	4	2	1.04551	0.0427594	1.00275	2.81384e-006	0	1
5.78	2	1.41421	1.18898	0.0305332	1.15845	2.29464e-006	0	1
5.79	0	1	1.26879	0.0257485	1.24304	2.07118e-006	0	1
5.81	3	1.73205	1.4446	0.0182358	1.42637	1.68581e-006	0	1
5.82	2	1.41421	1.54067	0.0153151	1.52535	1.52019e-006	0	1
5.84	5	2.23607	1.74927	0.0107579	1.73851	1.235e-006	0	1
5.85	2	1.41421	1.86188	0.00899784	1.85288	1.11261e-006	0	1
5.87	3	1.73205	2.10385	0.0062687	2.09758	9.02166e-007	0	1
5.89	2	1.41421	2.36824	0.00434348	2.3639	7.306e-007	0	1
5.9	5	2.23607	2.50885	0.00360808	2.50524	6.57158e-007	0	1
5.92	0	1	2.80677	0.00247953	2.80429	5.31176e-007	0	1
5.93	0	1	2.96398	0.00205128	2.96192	4.77328e-007	0	1
5.95	6	2.44949	3.29452	0.00139814	3.29312	3.85088e-007	0	1
5.97	3	1.73205	3.64583	0.000947757	3.64488	3.10281e-007	0	1
5.98	5	2.23607	3.82891	0.000778716	3.82813	2.78385e-007	0	1
6	5	2.23607	4.20898	0.000523551	4.20846	2.2388e-007	0	1
6.01	11	3.31662	4.40554	0.000428407	4.40511	2.00675e-007	0	1
6.03	7	2.64575	4.8104	0.000285673	4.81012	1.61079e-007	0	1
6.04	5	2.23607	5.01811	0.0002328	5.01788	1.44247e-007	0	1
6.06	8	2.82843	5.44243	0.000153967	5.44227	1.15565e-007	0	1
6.08	15	3.87298	5.8761	0.000101273	5.876	9.24692e-008	0	1
6.09	3	1.73205	6.09541	8.19665e-005	6.09533	8.26754e-008	0	1
6.11	6	2.44949	6.53678	5.34731e-005	6.53672	6.60271e-008	0	1
6.12	9	3	6.75787	4.31016e-005	6.75782	5.89779e-008	0	1
6.14	7	2.64575	7.19835	2.78885e-005	7.19832	4.70123e-008	0	1
6.16	12	3.4641	7.63304	1.79464e-005	7.63302	3.74268e-008	0	1
6.17	5	2.23607	7.84685	1.43669e-005	7.84684	3.33782e-008	0	1
6.19	6	2.44949	8.26461	9.16957e-006	8.2646	2.65223e-008	0	1
6.2	9	3	8.46742	7.31055e-006	8.46741	2.36308e-008	0	1
6.22	17	4.12311	8.85808	4.62774e-006	8.85807	1.87414e-008	0	1
6.23	8	2.82843	9.0448	3.6744e-006	9.0448	1.66823e-008	0	1
6.25	13	3.60555	9.3983	2.30694e-006	9.39829	1.32055e-008	0	1
6.27	11	3.31662	9.72166	1.44049e-006	9.72166	1.04401e-008	0	1
6.28	14	3.74166	9.87078	1.13594e-006	9.87078	9.27837e-009	0	1
6.3	8	2.82843	10.1415	7.03492e-007	10.1415	7.32142e-009	0	1
6.31	14	3.74166	10.2623	5.52484e-007	10.2623	6.50057e-009	0	1
6.33	15	3.87298	10.4727	3.39357e-007	10.4727	5.11978e-009	0	1
6.35	19	4.3589	10.6394	2.07308e-007	10.6394	4.02718e-009	0	1
6.36	21	4.58258	10.7056	1.61698e-007	10.7056	3.57001e-009	0	1
6.38	14	3.74166	10.8025	9.79707e-008	10.8025	2.80282e-009	0	1
6.39	19	4.3589	10.833	7.61027e-008	10.833	2.48228e-009	0	1
6.41	19	4.3589	10.8575	4.57325e-008	10.8575	1.94514e-009	0	1
6.42	11	3.31662	10.8513	3.5379e-008	10.8513	1.72106e-009	0	1
6.44	14	3.74166	10.8025	2.10864e-008	10.8025	1.34608e-009	0	1
6.46	21	4.58258	10.7055	1.24992e-008	10.7055	1.05147e-009	0	1
6.47	11	3.31662	10.6393	9.60347e-009	10.6393	9.28872e-010	0	1
6.49	3	1.73205	10.4726	5.64598e-009	10.4726	7.24199e-010	0	1
6.5	11	3.31662	10.3727	4.32019e-009	10.3727	6.3915e-010	0	1
6.52	7	2.64575	10.1413	2.51911e-009	10.1413	4.9737e-010	0	1
6.54	15	3.87298	9.87055	1.46087e-009	9.87055	3.86552e-010	0	1
6.55	10	3.16228	9.72142	1.1102e-009	9.72142	3.40616e-010	0	1
6.57	15	3.87298	9.39803	6.38558e-010	9.39803	2.64221e-010	0	1
6.58	8	2.82843	9.22478	4.8329e-010	9.22478	2.32602e-010	0	1
6.6	11	3.31662	8.85778	2.75701e-010	8.85778	1.80091e-010	0	1
6.61	11	3.31662	8.66512	2.07807e-010	8.66512	1.58389e-010	0	1
6.63	8	2.82843	8.26428	1.17577e-010	8.26428	1.22399e-010	0	1
6.65	11	3.31662	7.84651	6.6162e-011	7.84651	9.44677e-011	0	1
6.66	6	2.44949	7.63269	4.95289e-011	7.63269	8.29524e-011	0	1
6.68	6	2.44949	7.19798	2.76424e-011	7.19798	6.39012e-011	0	1
6.69	3	1.73205	6.97819	2.06083e-011	6.97819	5.60586e-011	0	1
6.71	13	3.60555	6.53638	1.14076e-011	6.53638	4.3102e-011	0	1
6.73	4	2	6.09499	6.28006e-012	6.09499	3.30981e-011	0	1
6.74	8	2.82843	5.87565	4.65005e-012	5.87565	2.89901e-011	0	1
6.76	5	2.23607	5.44194	2.53899e-012	5.44194	2.22193e-011	0	1
6.77	3	1.73205	5.22839	1.87228e-012	5.22839	1.94431e-011	0	1
6.79	6	2.44949	4.8098	1.01393e-012	4.8098	1.48738e-011	0	1
6.8	8	2.82843	4.60544	7.44619e-013	4.60544	1.3003e-011	0	1
6.82	2	1.41421	4.20816	3.99948e-013	4.20816	9.9283e-012	0	1
6.84	4	2	3.82784	2.13645e-013	3.82784	7.57106e-012	0	1
6.85	5	2.23607	3.6446	1.55829e-013	3.6446	6.60833e-012	0	1
6.87	4	2	3.29286	8.25601e-014	3.29286	5.02978e-012	0	1
6.88	5	2.23607	3.12464	5.99708e-014	3.12464	4.38603e-012	0	1
6.9	2	1.41421	2.80404	3.15134e-014	2.80404	3.332e-012	0	1
6.91	1	1	2.65181	2.27972e-014	2.65181	2.90279e-012	0	1
6.93	3	1.73205	2.36368	1.18815e-014	2.36368	2.20102e-012	0	1
6.95	2	1.41421	2.09738	6.15856e-015	2.09738	1.66679e-012	0	1
6.96	8	2.82843	1.97236	4.42479e-015	1.97236	1.44979e-012	0	1
6.98	2	1.41421	1.73834	2.27476e-015	1.73834	1.09582e-012	0	1
6.99	0	1	1.6292	1.62766e-015	1.6292	9.52248e-013	0	1
7.01	6	2.44949	1.42622	8.29925e-016	1.42622	7.18389e-013	0	1
7.03	3	1.73205	1.2429	4.20858e-016	1.2429	5.41277e-013	0	1
7.04	5	2.23607	1.15832	2.99083e-016	1.15832	4.69616e-013	0	1
7.06	4	2	1.00263	1.50425e-016	1.00263	3.53166e-013	0	1
7.07	7	2.64575	0.931245	1.06462e-016	0.931245	3.06119e-013	0	1
7.09	0	1	0.800643	5.31075e-017	0.800643	2.29774e-013	0	1
7.1	2	1.41421	0.741125	3.74321e-017	0.741125	1.98976e-013	0	1
7.12	6	2.44949	0.63289	1.85199e-017	0.63289	1.49069e-013	0	1
7.14	5	2.23607	0.538029	9.11285e-018	0.538029	1.11538e-013	0	1
7.15	4	2	0.495233	6.37926e-018	0.495233	9.6435e-014	0	1
7.17	3	1.73205	0.418166	3.11328e-018	0.418166	7.20189e-014	0	1
7.18	2	1.41421	0.383605	2.17046e-018	0.383605	6.2208e-014	0	1
7.2	4	2	0.321725	1.05059e-018	0.321725	4.63696e-014	0	1
7.22	0	1	0.268613	5.05748e-019	0.268613	3.452e-014	0	1
7.23	6	2.44949	0.245026	3.50182e-019	0.245026	2.97703e-014	0	1
7.25	2	1.41421	0.203197	1.67197e-019	0.203197	2.21206e-014	0	1
7.26	5	2.23607	0.184728	1.15293e-019	0.184728	1.90589e-014	0	1
7.28	1	1	0.152159	5.45975e-020	0.152159	1.41347e-014	0	1
7.29	1	1	0.137863	3.74942e-020	0.137863	1.21667e-014	0	1
7.31	2	1.41421	0.112791	1.76102e-020	0.112791	9.00612e-015	0	1
7.33	0	1	0.091863	8.22595e-021	0.091863	6.65813e-015	0	1
7.34	0	1	0.0827637	5.61055e-021	0.0827637	5.72207e-015	0	1
7.36	0	1	0.0669529	2.59932e-021	0.0669529	4.22224e-015	0	1
7.37	2	1.41421	0.0601173	1.76561e-021	0.0601173	3.6252e-015	0	1
7.39	3	1.73205	0.0483048	8.11301e-022	0.0483048	2.66991e-015	0	1
7.41	2	1.41421	0.0386387	3.70758e-022	0.0386387	1.96387e-015	0	1
7.42	2	1.41421	0.0344988	2.50123e-022	0.0344988	1.6835e-015	0	1
7.44	1	1	0.0274093	1.13369e-022	0.0274093	1.23596e-015	0	1
7.45	4	2	0.0243899	7.6168e-023	0.0243899	1.05851e-015	0	1
7.47	2	1.41421	0.0192471	3.4241e-023	0.0192471	7.7564e-016	0	1
7.48	3	1.73205	0.017069	2.29108e-023	0.017069	6.63647e-016	0	1
7.5	1	1	0.013379	1.02152e-023	0.013379	4.85376e-016	0	1
7.52	4	2	0.0104396	4.52976e-024	0.0104396	3.54544e-016	0	1
7.53	2	1.41421	0.00920612	3.01021e-024	0.00920612	3.02873e-016	0	1
7.55	2	1.41421	0.00713503	1.32391e-024	0.00713503	2.20815e-016	0	1
7.56	2	1.41421	0.00627077	8.76185e-025	0.00627077	1.88454e-016	0	1
7.58	3	1.73205	0.00482728	3.82198e-025	0.00482728	1.37135e-016	0	1
7.6	3	1.73205	0.00369934	1.65807e-025	0.00369934	9.96648e-017	0	1
7.61	2	1.41421	0.00323296	1.08985e-025	0.00323296	8.49243e-017	0	1
7.63	6	2.44949	0.00246085	4.68938e-026	0.00246085	6.16029e-017	0	1
7.64	3	1.73205	0.00214334	3.06971e-026	0.00214334	5.2442e-017	0	1
7.66	4	2	0.00162045	1.31002e-026	0.00162045	3.79685e-017	0	1
7.67	5	2.23607	0.00140661	8.54034e-027	0.00140661	3.22916e-017	0	1
7.69	4	2	0.00105629	3.61482e-027	0.00105629	2.3335e-017	0	1
7.71	1	1	0.000789641	1.52167e-027	0.000789641	1.68414e-017	0	1
7.72	4	2	0.000681583	9.85249e-028	0.000681583	1.43007e-017	0	1
7.74	3	1.73205	0.000506091	4.11351e-028	0.000506091	1.03015e-017	0	1
7.75	1	1	0.00043536	2.65249e-028	0.00043536	8.73915e-018	0	1
7.77	8	2.82843	0.000321085	1.09838e-028	0.000321085	6.28333e-018	0	1
7.79	3	1.73205	0.000235739	4.52348e-029	0.000235739	4.51191e-018	0	1
7.8	1	1	0.000201653	2.89695e-029	0.000201653	3.82155e-018	0	1
7.82	2	1.41421	0.000147054	1.1833e-029	0.000147054	2.73896e-018	0	1
7.83	2	1.41421	0.000125366	7.54708e-030	0.000125366	2.31768e-018	0	1
7.85	6	2.44949	9.08061e-005	3.05749e-030	9.08061e-005	1.65797e-018	0	1
7.86	2	1.41421	7.71522e-005	1.94207e-030	7.71522e-005	1.40162e-018	0	1
7.88	1	1	5.55067e-005	7.8034e-031	5.55067e-005	1.00075e-018	0	1
7.9	7	2.64575	3.97542e-005	3.11834e-031	3.97542e-005	7.13633e-019	0	1
7.91	5	2.23607	3.35867e-005	1.96721e-031	3.35867e-005	6.02342e-019	0	1
7.93	7	2.64575	2.38928e-005	7.79694e-032	2.38928e-005	4.28712e-019	0	1
7.94	3	1.73205	2.01179e-005	4.89856e-032	2.01179e-005	3.61511e-019	0	1
7.96	3	1.73205	1.42149e-005	1.92563e-032	1.42149e-005	2.56815e-019	0	1
7.97	3	1.73205	1.19286e-005	1.20485e-032	1.19286e-005	2.16353e-019	0	1
7.99	8	2.82843	8.37168e-006	4.69755e-033	8.37168e-006	1.53404e-019	0	1
8.01	5	2.23607	5.84893e-006	1.8215e-033	5.84893e-006	1.08633e-019	0	1
8.02	5	2.23607	4.88061e-006	1.13193e-033	4.88061e-006	9.13728e-020	0	1
8.04	2	1.41421	3.38688e-006	4.35321e-034	3.38688e-006	6.45828e-020	0	1
8.05	3	1.73205	2.81662e-006	2.6941e-034	2.81662e-006	5.42701e-020	0	1
8.07	9	3	1.9414e-006	1.02763e-034	1.9414e-006	3.82856e-020	0	1
8.09	7	2.64575	1.33212e-006	3.89837e-035	1.33212e-006	2.6975e-020	0	1
8.1	1	1	1.1016e-006	2.39615e-035	1.1016e-006	2.26317e-020	0	1
8.12	6	2.44949	7.50779e-007	9.01556e-036	7.50779e-007	1.59154e-020	0	1
8.13	4	2	6.18761e-007	5.51874e-036	6.18761e-007	1.33402e-020	0	1
8.15	1	1	4.18865e-007	2.05945e-036	4.18865e-007	9.36352e-021	0	1
8.16	8	2.82843	3.44045e-007	1.25549e-036	3.44045e-007	7.84099e-021	0	1
8.18	5	2.23607	2.31328e-007	4.64684e-037	2.31328e-007	5.49317e-021	0	1
8.2	2	1.41421	1.5484e-007	1.7105e-037	1.5484e-007	3.84348e-021	0	1
8.21	3	1.73205	1.26466e-007	1.03565e-037	1.26466e-007	3.21344e-021	0	1
8.23	2	1.41421	8.40795e-008	3.78104e-038	8.40795e-008	2.24413e-021	0	1
8.24	2	1.41421	6.84405e-008	2.27991e-038	6.84405e-008	1.87448e-021	0	1
8.26	1	1	4.5195e-008	8.25559e-039	4.5195e-008	1.30657e-021	0	1
8.28	2	1.41421	2.97104e-008	2.97303e-039	2.97104e-008	9.0957e-022	0	1
8.29	3	1.73205	2.40483e-008	1.78047e-039	2.40483e-008	7.58545e-022	0	1
8.31	4	2	1.57023e-008	6.35943e-040	1.57023e-008	5.2706e-022	0	1
8.32	2	1.41421	1.26669e-008	3.79287e-040	1.26669e-008	4.3913e-022	0	1
8.34	3	1.73205	8.21505e-009	1.34365e-040	8.21505e-009	3.04542e-022	0	1
8.35	2	1.41421	6.6046e-009	7.9809e-041	6.6046e-009	2.53494e-022	0	1
8.37	1	1	4.25451e-009	2.80415e-041	4.25451e-009	1.75468e-022	0	1
8.39	1	1	2.72831e-009	9.79879e-042	2.72831e-009	1.21305e-022	0	1
8.4	1	1	2.18113e-009	5.78051e-042	2.18113e-009	1.00812e-022	0	1
8.42	2	1.41421	1.38927e-009	2.00341e-042	1.38927e-009	6.95611e-023	0	1
8.43	3	1.73205	1.10689e-009	1.17701e-042	1.10689e-009	5.77548e-023	0	1
8.45	2	1.41421	7.00282e-010	4.0459e-043	7.00282e-010	3.97758e-023	0	1
8.47	1	1	4.41043e-010	1.38316e-043	4.41043e-010	2.7359e-023	0	1
8.48	1	1	3.49422e-010	8.07068e-044	3.49422e-010	2.26795e-023	0	1
8.5	4	2	2.18585e-010	2.73653e-044	2.18585e-010	1.55701e-023	0	1
8.51	1	1	1.72592e-010	1.59021e-044	1.72592e-010	1.28947e-023	0	1
8.53	1	1	1.07239e-010	5.34782e-045	1.07239e-010	8.83578e-024	0	1
8.54	1	1	8.43886e-011	3.0949e-045	8.43886e-011	7.31063e-024	0	1
8.56	2	1.41421	5.20807e-011	1.03229e-045	5.20807e-011	4.99991e-024	0	1
8.58	1	1	3.19972e-011	3.42436e-046	3.19972e-011	3.41523e-024	0	1
8.59	1	1	2.50377e-011	1.96823e-046	2.50377e-011	2.82125e-024	0	1
8.61	1	1	1.52788e-011	6.47567e-047	1.52788e-011	1.92343e-024	0	1
8.62	3	1.73205	1.19153e-011	3.70679e-047	1.19153e-011	1.5874e-024	0	1
8.64	5	2.23607	7.22205e-012	1.2096e-047	7.22205e-012	1.08018e-024	0	1
8.66	2	1.41421	4.35772e-012	3.92558e-048	4.35772e-012	7.34096e-025	0	1
8.67	3	1.73205	3.37928e-012	2.23174e-048	3.37928e-012	6.0489e-025	0	1
8.69	3	1.73205	2.02528e-012	7.18357e-049	2.02528e-012	4.10309e-025	0	1
8.7	4	2	1.56524e-012	4.06721e-049	1.56524e-012	3.3777e-025	0	1
8.72	5	2.23607	9.31754e-013	1.29845e-049	9.31754e-013	2.28682e-025	0	1
8.73	2	1.41421	7.17675e-013	7.32146e-050	7.17675e-013	1.88074e-025	0	1
8.75	1	1	4.24337e-013	2.31824e-050	4.24337e-013	1.27091e-025	0	1
8.77	3	1.73205	2.49767e-013	7.30033e-051	2.49767e-013	8.5773e-026	0	1
8.78	4	2	1.91299e-013	4.08829e-051	1.91299e-013	7.04307e-026	0	1
8.8	3	1.73205	1.1184e-013	1.2769e-051	1.1184e-013	4.74431e-026	0	1
8.81	2	1.41421	8.53704e-014	7.12153e-052	8.53704e-014	3.89199e-026	0	1
8.83	3	1.73205	4.95741e-014	2.20608e-052	4.95741e-014	2.61673e-026	0	1
8.85	4	2	2.86579e-014	6.79659e-053	2.86579e-014	1.75709e-026	0	1
8.86	6	2.44949	2.17522e-014	3.76473e-053	2.17522e-014	1.43915e-026	0	1
8.88	3	1.73205	1.24897e-014	1.15037e-053	1.24897e-014	9.64538e-027	0	1
8.89	1	1	9.44809e-015	6.34594e-054	9.44809e-015	7.89258e-027	0	1
8.91	1	1	5.38835e-015	1.92323e-054	5.38835e-015	5.27967e-027	0	1
8.92	3	1.73205	4.06235e-015	1.05659e-054	4.06235e-015	4.31613e-027	0	1
8.94	3	1.73205	2.30118e-015	3.17595e-055	2.30118e-015	2.88176e-027	0	1
8.96	1	1	1.29767e-015	9.49429e-056	1.29767e-015	1.92163e-027	0	1
8.97	1	1	9.72832e-016	5.18042e-056	9.72832e-016	1.56845e-027	0	1
8.99	5	2.23607	5.44897e-016	1.53598e-056	5.44897e-016	1.0439e-027	0	1
9	5	2.23607	4.07116e-016	8.34653e-057	4.07116e-016	8.51232e-028	0	1
9.02	2	1.41421	2.26493e-016	2.45448e-057	2.26493e-016	5.65473e-028	0	1
9.03	4	2	1.68651e-016	1.3283e-057	1.68651e-016	4.60668e-028	0	1
9.05	3	1.73205	9.31942e-017	3.8742e-058	9.31942e-017	3.05441e-028	0	1
9.07	3	1.73205	5.1266e-017	1.1238e-058	5.1266e-017	2.02263e-028	0	1
9.08	2	1.41421	3.7959e-017	6.04021e-059	3.7959e-017	1.64515e-028	0	1
9.1	4	2	2.07404e-017	1.73777e-059	2.07404e-017	1.08735e-028	0	1
9.11	2	1.41421	1.5305e-017	9.3019e-060	1.5305e-017	8.83584e-029	0	1
9.13	3	1.73205	8.3061e-018	2.65427e-060	8.3061e-018	5.82893e-029	0	1
9.15	3	1.73205	4.48747e-018	7.53251e-061	4.48747e-018	3.84043e-029	0	1
9.16	2	1.41421	3.29283e-018	4.00447e-061	3.29283e-018	3.1158e-029	0	1
9.18	6	2.44949	1.767e-018	1.12713e-061	1.767e-018	2.04897e-029	0	1
9.19	2	1.41421	1.29221e-018	5.96754e-062	1.29221e-018	1.66078e-029	0	1
9.21	5	2.23607	6.8875e-019	1.66592e-062	6.8875e-019	1.09007e-029	0	1
9.22	5	2.23607	5.01986e-019	8.78402e-063	5.01986e-019	8.82712e-030	0	1
9.24	4	2	2.65755e-019	2.43213e-063	2.65755e-019	5.78278e-030	0	1
9.26	5	2.23607	1.40059e-019	6.69731e-064	1.40059e-019	3.78359e-030	0	1
9.27	1	1	1.01506e-019	3.50724e-064	1.01506e-019	3.05902e-030	0	1
9.29	3	1.73205	5.31354e-020	9.57883e-065	5.31354e-020	1.99768e-030	0	1
9.3	1	1	3.83792e-020	4.99567e-065	3.83792e-020	1.61358e-030	0	1
9.32	2	1.41421	1.99549e-020	1.35323e-065	1.99549e-020	1.05174e-030	0	1
9.34	5	2.23607	1.03287e-020	3.64564e-066	1.03287e-020	6.84664e-031	0	1
9.35	1	1	7.41834e-021	1.88835e-066	7.41834e-021	5.52149e-031	0	1
9.37	3	1.73205	3.81384e-021	5.04564e-067	3.81384e-021	3.58757e-031	0	1
9.38	4	2	2.72996e-021	2.6028e-067	2.72996e-021	2.89045e-031	0	1
9.4	3	1.73205	1.39404e-021	6.89775e-068	1.39404e-021	1.8745e-031	0	1
9.41	4	2	9.94487e-022	3.54363e-068	9.94487e-022	1.50883e-031	0	1
9.43	3	1.73205	5.04404e-022	9.31423e-069	5.04404e-022	9.76641e-032	0	1
9.45	1	1	2.54683e-022	2.43482e-069	2.54683e-022	6.31365e-032	0	1
9.46	4	2	1.80665e-022	1.24233e-069	1.80665e-022	5.07396e-032	0	1
9.48	4	2	9.0606e-023	3.22098e-070	9.0606e-023	3.27392e-032	0	1
9.49	7	2.64575	6.40566e-023	1.63671e-070	6.40566e-023	2.62858e-032	0	1
9.51	5	2.23607	3.19086e-023	4.2088e-071	3.19086e-023	1.69285e-032	0	1
9.53	3	1.73205	1.58231e-023	1.07638e-071	1.58231e-023	1.08884e-032	0	1
9.54	2	1.41421	1.11237e-023	5.43222e-072	1.11237e-023	8.72835e-033	0	1
9.56	3	1.73205	5.47894e-024	1.3779e-072	5.47894e-024	5.60343e-033	0	1
9.57	4	2	3.83871e-024	6.92539e-073	3.83871e-024	4.48755e-033	0	1
9.59	3	1.73205	1.87799e-024	1.74227e-073	1.87799e-024	2.87545e-033	0	1
9.6	4	2	1.31133e-024	8.72089e-074	1.31133e-024	2.30064e-033	0	1
9.62	5	2.23607	6.3721e-025	2.17603e-074	6.3721e-025	1.47137e-033	0	1
9.64	3	1.73205	3.08243e-025	5.39997e-075	3.08243e-025	9.39821e-034	0	1
9.65	7	2.64575	2.14025e-025	2.6845e-075	2.14025e-025	7.50759e-034	0	1
9.67	4	2	1.02834e-025	6.60726e-076	1.02834e-025	4.78629e-034	0	1
9.68	6	2.44949	7.11603e-026	3.27122e-076	7.11603e-026	3.81982e-034	0	1
9.7	1	1	3.39603e-026	7.98547e-077	3.39603e-026	2.43062e-034	0	1
9.72	3	1.73205	1.61342e-026	1.93871e-077	1.61342e-026	1.54469e-034	0	1
9.73	3	1.73205	1.1102e-026	9.53297e-078	1.1102e-026	1.23083e-034	0	1
9.75	5	2.23607	5.23886e-027	2.29548e-078	5.23886e-027	7.80723e-035	0	1
9.76	2	1.41421	3.59269e-027	1.1241e-078	3.59269e-027	6.215e-035	0	1
9.78	3	1.73205	1.68391e-027	2.68462e-079	1.68391e-027	3.93474e-035	0	1
9.79	2	1.41421	1.15089e-027	1.30927e-079	1.15089e-027	3.1293e-035	0	1
9.81	8	2.82843	5.35788e-028	3.10128e-080	5.35788e-028	1.97742e-035	0	1
9.83	8	2.82843	2.4831e-028	7.30588e-081	2.4831e-028	1.24796e-035	0	1
9.84	5	2.23607	1.68756e-028	3.53873e-081	1.68756e-028	9.90932e-036	0	1
9.86	2	1.41421	7.76823e-029	8.26821e-082	7.76822e-029	6.24195e-036	0	1
9.87	3	1.73205	5.26161e-029	3.98843e-082	5.26161e-029	4.95168e-036	0	1
9.89	5	2.23607	2.40571e-029	9.24272e-083	2.40571e-029	3.11318e-036	0	1
9.91	0	1	1.09498e-029	2.13019e-083	1.09498e-029	1.95482e-036	0	1
9.92	3	1.73205	7.37489e-030	1.02055e-083	7.37489e-030	1.54829e-036	0	1
9.94	5	2.23607	3.33413e-030	2.33286e-084	3.33413e-030	9.70351e-037	0	1
9.95	4	2	2.23801e-030	1.11307e-084	2.238e-030	7.67824e-037	0	1
9.97	3	1.73205	1.00496e-030	2.52351e-085	1.00496e-030	4.80303e-037	0	1
9.98	2	1.41421	6.72294e-031	1.1991e-085	6.72294e-031	3.79695e-037	0	1
10	5	2.23607	2.99854e-031	2.69633e-086	2.99853e-031	2.37063e-037	0	1
10.02	2	1.41421	1.33137e-031	6.02991e-087	1.33137e-031	1.47823e-037	0	1
10.03	3	1.73205	8.85648e-032	2.84569e-087	8.85647e-032	1.16674e-037	0	1
10.05	2	1.41421	3.90584e-032	6.31188e-088	3.90583e-032	7.26156e-038	0	1
10.06	4	2	2.58944e-032	2.96655e-088	2.58944e-032	5.726e-038	0	1
10.08	2	1.41421	1.13428e-032	6.52613e-089	1.13428e-032	3.55698e-038	0	1
10.1	0	1	4.94625e-033	1.42784e-089	4.94623e-033	2.20679e-038	0	1
10.11	3	1.73205	3.26077e-033	6.66502e-090	3.26075e-033	1.73738e-038	0	1
10.13	3	1.73205	1.41233e-033	1.4463e-090	1.41232e-033	1.07585e-038	0	1
10.14	2	1.41421	9.27923e-034	6.7235e-091	9.27915e-034	8.46198e-039	0	1
10.16	2	1.41421	3.99202e-034	1.44706e-091	3.99196e-034	5.23001e-039	0	1
10.17	0	1	2.61395e-034	6.69945e-092	2.61391e-034	4.10972e-039	0	1
10.19	3	1.73205	1.11697e-034	1.43008e-092	1.11694e-034	2.53524e-039	0	1
10.21	8	2.82843	4.75146e-035	3.03603e-093	4.7513e-035	1.56198e-039	0	1
10.22	3	1.73205	3.09375e-035	1.396e-093	3.09363e-035	1.22545e-039	0	1
10.24	1	1	1.30718e-035	2.93943e-094	1.30711e-035	7.5358e-040	0	1
10.25	5	2.23607	8.48258e-036	1.34604e-094	8.48199e-036	5.90662e-040	0	1
10.27	1	1	3.55997e-036	2.81105e-095	3.55961e-036	3.62532e-040	0	1
10.28	3	1.73205	2.30236e-036	1.28198e-095	2.30208e-036	2.83886e-040	0	1
10.3	3	1.73205	9.59764e-037	2.65536e-096	9.5959e-037	1.73911e-040	0	1
10.32	3	1.73205	3.98298e-037	5.46999e-097	3.98192e-037	1.06405e-040	0	1
10.33	4	2	2.56155e-037	2.47757e-097	2.56072e-037	8.31899e-041	0	1
10.35	0	1	1.05594e-037	5.06201e-098	1.05543e-037	5.08018e-041	0	1
10.36	5	2.23607	6.76837e-038	2.28338e-098	6.76441e-038	3.96806e-041	0	1
10.38	1	1	2.77165e-038	4.62708e-099	2.76924e-038	2.41859e-041	0	1
10.4	0	1	1.13005e-038	9.32519e-100	1.12858e-038	1.4723e-041	0	1
10.41	2	1.41421	7.20402e-039	4.17774e-100	7.19254e-039	1.14817e-041	0	1
10.43	2	1.41421	2.91846e-039	8.35072e-101	2.91149e-039	6.97617e-042	0	1
10.44	0	1	1.85469e-039	3.72583e-101	1.84925e-039	5.43521e-042	0	1
10.46	2	1.41421	7.46813e-040	7.3865e-102	7.43517e-040	3.29611e-042	0	1
10.47	1	1	4.73222e-040	3.28212e-102	4.70656e-040	2.56559e-042	0	1
10.49	4	2	1.8951e-040	6.4536e-103	1.87958e-040	1.55292e-042	0	1
10.51	5	2.23607	7.56622e-041	1.26204e-103	7.47234e-041	9.38771e-043	0	1
10.52	3	1.73205	4.77645e-041	5.56948e-104	4.7035e-041	7.29557e-043	0	1
10.54	1	1	1.90131e-041	1.08023e-104	1.85729e-041	4.40195e-043	0	1
10.55	6	2.44949	1.19931e-041	4.74762e-105	1.16513e-041	3.41769e-043	0	1
10.57	0	1	4.77559e-042	9.13293e-106	4.56977e-042	2.05823e-043	0	1
10.59	3	1.73205	1.90805e-042	1.7473e-106	1.78425e-042	1.23796e-043	0	1
10.6	5	2.23607	1.20898e-042	7.62698e-107	1.11302e-042	9.59636e-044	0	1
10.62	0	1	4.89253e-043	1.44724e-107	4.31643e-043	5.76095e-044	0	1
10.63	1	1	3.12965e-043	6.29135e-108	2.6835e-043	4.46151e-044	0	1
10.65	4	2	1.30101e-043	1.18404e-108	1.03368e-043	2.67328e-044	0	1
10.66	2	1.41421	8.47296e-044	5.12607e-109	6.40463e-044	2.06833e-044	0	1
10.68	4	2	3.68739e-044	9.56837e-110	2.45042e-044	1.23697e-044	0	1
10.7	3	1.73205	1.67215e-044	1.77629e-110	9.33313e-045	7.38836e-045	0	1
10.71	2	1.41421	1.14576e-044	7.63764e-111	5.75024e-045	5.70737e-045	0	1
10.73	1	1	5.5779e-045	1.40627e-111	2.17538e-045	3.40252e-045	0	1
10.74	4	2	3.96164e-045	6.02184e-112	1.33575e-045	2.62589e-045	0	1
10.76	1	1	2.06441e-045	1.09969e-112	5.01921e-046	1.56249e-045	0	1
10.78	3	1.73205	1.1163e-045	1.99725e-113	1.87753e-046	9.28552e-046	0	1
