Frequenz/GHz	Spannung/V
2.500000	0.510236
2.505000	0.506706
2.510000	0.505766
2.515000	0.498596
2.520000	0.501706
2.525000	0.498276
2.530000	0.494851
2.535000	0.490891
2.540000	0.486711
2.545000	0.483136
2.550000	0.474206
2.555000	0.436016
2.560000	0.425711
2.565000	0.411646
2.570000	0.248316
2.575000	0.301381
2.580000	0.451226
2.585000	0.471066
2.590000	0.463461
2.595000	0.445321
2.600000	0.505246
2.605000	0.506821
2.610000	0.511731
2.615000	0.519221
2.620000	0.523746
2.625000	0.523746
2.630000	0.521056
2.635000	0.522161
2.640000	0.528746
2.645000	0.527306
2.650000	0.525521
2.655000	0.509606
2.660000	0.450571
2.665000	0.180602
2.670000	0.403366
2.675000	0.504451
2.680000	0.530226
2.685000	0.539491
2.690000	0.542031
2.695000	0.542126
2.700000	0.541891
2.705000	0.541801
2.710000	0.538516
2.715000	0.518641
2.720000	0.526001
2.725000	0.520011
2.730000	0.497996
2.735000	0.495816
2.740000	0.499966
2.745000	0.486601
2.750000	0.454631
2.755000	0.388601
2.760000	0.138555
2.765000	0.391656
2.770000	0.454346
2.775000	0.471316
2.780000	0.480671
2.785000	0.481116
2.790000	0.483281
2.795000	0.489611
2.800000	0.488296
2.805000	0.486726
2.810000	0.488926
2.815000	0.493926
2.820000	0.495511
2.825000	0.493851
2.830000	0.495501
2.835000	0.495491
2.840000	0.488241
2.845000	0.462861
2.850000	0.346121
2.855000	0.204366
2.860000	0.442971
2.865000	0.496911
2.870000	0.514191
2.875000	0.522976
2.880000	0.522706
2.885000	0.524131
2.890000	0.525571
2.895000	0.526061
2.900000	0.524446
2.905000	0.523001
2.910000	0.520856
2.915000	0.517746
2.920000	0.513756
2.925000	0.508786
2.930000	0.500816
2.935000	0.486611
2.940000	0.439426
2.945000	0.235731
2.950000	0.306021
2.955000	0.452476
2.960000	0.484856
2.965000	0.495551
2.970000	0.499456
2.975000	0.500111
2.980000	0.500311
2.985000	0.500581
2.990000	0.501266
2.995000	0.502271
3.000000	0.502711
3.005000	0.502776
3.010000	0.502211
3.015000	0.501146
3.020000	0.498391
3.025000	0.490756
3.030000	0.473966
3.035000	0.403501
3.040000	0.133021
3.045000	0.373211
3.050000	0.477961
3.055000	0.505766
3.060000	0.515361
3.065000	0.519856
3.070000	0.523761
3.075000	0.499606
3.080000	0.501916
3.085000	0.501451
3.090000	0.507701
3.095000	0.501951
3.100000	0.498721
3.105000	0.495801
3.110000	0.491211
3.115000	0.484356
3.120000	0.468371
3.125000	0.434896
3.130000	0.327036
3.135000	0.120837
3.140000	0.384836
3.145000	0.448331
3.150000	0.462601
3.155000	0.466461
3.160000	0.467721
3.165000	0.487826
3.170000	0.483656
3.175000	0.495836
3.180000	0.477551
3.185000	0.477766
3.190000	0.478211
3.195000	0.479506
3.200000	0.479316
3.205000	0.477841
3.210000	0.473366
3.215000	0.460016
3.220000	0.425641
3.225000	0.279076
3.230000	0.194366
3.235000	0.415826
3.240000	0.470186
3.245000	0.488646
3.250000	0.502046
3.255000	0.510086
3.260000	0.507551
3.265000	0.502971
3.270000	0.466606
3.275000	0.467261
3.280000	0.467211
3.285000	0.466591
3.290000	0.474181
3.295000	0.515646
3.300000	0.509396
3.305000	0.505461
3.310000	0.470306
3.315000	0.397821
3.320000	0.192847
3.325000	0.285421
3.330000	0.431516
3.335000	0.470741
3.340000	0.453566
3.345000	0.462236
3.350000	0.450136
3.355000	0.451586
3.360000	0.455051
3.365000	0.472836
3.370000	0.486231
3.375000	0.482446
3.380000	0.481311
3.385000	0.479766
3.390000	0.459991
3.395000	0.475741
3.400000	0.468546
3.405000	0.449351
3.410000	0.363931
3.415000	0.108995
3.420000	0.347891
3.425000	0.452496
3.430000	0.478226
3.435000	0.486391
3.440000	0.500501
3.445000	0.502301
3.450000	0.487586
3.455000	0.467161
3.460000	0.474141
3.465000	0.507446
3.470000	0.535336
3.475000	0.514171
3.480000	0.509536
3.485000	0.509456
3.490000	0.495121
3.495000	0.485956
3.500000	0.459096
