Frequenz/GHz	Spannung/V
0.250000	0.001355
0.295000	0.000551
0.340000	0.000316
0.385000	0.000949
0.430000	0.000557
0.475000	0.000223
0.520000	0.000028
0.565000	0.000398
0.610000	0.000196
0.655000	0.000204
0.700000	0.000211
0.745000	0.000377
0.790000	0.000367
0.835000	0.000290
0.880000	0.000281
0.925000	0.000292
0.970000	0.000296
1.015000	0.000081
1.060000	0.000092
1.105000	0.000101
1.150000	0.000105
1.195000	0.000018
1.240000	0.000027
1.285000	0.000037
1.330000	0.000095
1.375000	0.000147
1.420000	0.000255
1.465000	0.000353
1.510000	0.000588
1.555000	0.000479
1.600000	0.000491
1.645000	0.000742
1.690000	0.000750
1.735000	0.000905
1.780000	0.000601
1.825000	0.000543
1.870000	0.000557
1.915000	0.000471
1.960000	0.000329
2.005000	0.000213
2.050000	0.000143
2.095000	0.000134
2.140000	0.000130
2.185000	0.000185
2.230000	0.000319
2.275000	0.000570
2.320000	0.000814
2.365000	0.000996
2.410000	0.001285
2.455000	0.001690
2.500000	0.001959
2.545000	0.001961
2.590000	0.002063
2.635000	0.002339
2.680000	0.002432
2.725000	0.002192
2.770000	0.001972
2.815000	0.001927
2.860000	0.001843
2.905000	0.001549
2.950000	0.001238
2.995000	0.001031
3.040000	0.000882
3.085000	0.000725
3.130000	0.000564
3.175000	0.000479
3.220000	0.000478
3.265000	0.000518
3.310000	0.000528
3.355000	0.000586
3.400000	0.000678
3.445000	0.000783
3.490000	0.000824
3.535000	0.000823
3.580000	0.000828
3.625000	0.000836
3.670000	0.000839
3.715000	0.000770
3.760000	0.000698
3.805000	0.000656
3.850000	0.000642
3.895000	0.000568
3.940000	0.000513
3.985000	0.000505
4.030000	0.000503
4.075000	0.000503
4.120000	0.000500
4.165000	0.000490
4.210000	0.000485
4.255000	0.000435
4.300000	0.000374
4.345000	0.000313
4.390000	0.000250
4.435000	0.000175
4.480000	0.000110
4.525000	0.000052
4.570000	0.000049
4.615000	0.000049
4.660000	0.000125
4.705000	0.000220
4.750000	0.000359
4.795000	0.000555
4.840000	0.000780
4.885000	0.000969
4.930000	0.001153
4.975000	0.001378
5.020000	0.001588
5.065000	0.001675
5.110000	0.001671
5.155000	0.001664
5.200000	0.001409
5.245000	0.001264
5.290000	0.001042
5.335000	0.000807
5.380000	0.000600
5.425000	0.000422
5.470000	0.000308
5.515000	0.000244
5.560000	0.000284
5.605000	0.000428
5.650000	0.000681
5.695000	0.001010
5.740000	0.001407
5.785000	0.001844
5.830000	0.002265
5.875000	0.002646
5.920000	0.002954
5.965000	0.003152
6.010000	0.003224
6.055000	0.003166
6.100000	0.002981
6.145000	0.002648
6.190000	0.002070
6.235000	0.001614
6.280000	0.001137
6.325000	0.000688
6.370000	0.000320
6.415000	0.000076
6.460000	0.000008
6.505000	0.000140
6.550000	0.000493
6.595000	0.001060
6.640000	0.001790
6.685000	0.002668
6.730000	0.003625
6.775000	0.004617
6.820000	0.005294
6.865000	0.006000
6.910000	0.006509
6.955000	0.006973
7.000000	0.007302
7.045000	0.007307
7.090000	0.007008
7.135000	0.006529
7.180000	0.005815
7.225000	0.004980
7.270000	0.004151
7.315000	0.003235
7.360000	0.002313
7.405000	0.001609
7.450000	0.001099
7.495000	0.000768
7.540000	0.000707
7.585000	0.000941
7.630000	0.001411
7.675000	0.002046
7.720000	0.002830
7.765000	0.003661
7.810000	0.004464
7.855000	0.005259
7.900000	0.005934
7.945000	0.006348
7.990000	0.006542
8.035000	0.006800
8.080000	0.006927
8.125000	0.006461
8.170000	0.005932
8.215000	0.005719
8.260000	0.005190
8.305000	0.004309
8.350000	0.003695
8.395000	0.003228
8.440000	0.002661
8.485000	0.002242
8.530000	0.001974
8.575000	0.001832
8.620000	0.001845
8.665000	0.001993
8.710000	0.002095
8.755000	0.002262
8.800000	0.002617
8.845000	0.002860
8.890000	0.002857
8.935000	0.002914
8.980000	0.003248
9.025000	0.003345
9.070000	0.003097
9.115000	0.003085
9.160000	0.003199
9.205000	0.003127
9.250000	0.003013
9.295000	0.003002
9.340000	0.002998
9.385000	0.003084
9.430000	0.003182
9.475000	0.003121
9.520000	0.003114
9.565000	0.003206
9.610000	0.003216
9.655000	0.002988
9.700000	0.002742
9.745000	0.002617
9.790000	0.002374
9.835000	0.001925
9.880000	0.001529
9.925000	0.001211
9.970000	0.000854
10.015000	0.000521
10.060000	0.000269
10.105000	0.000097
10.150000	0.000017
10.195000	0.000023
10.240000	0.000130
10.285000	0.000298
10.330000	0.000541
10.375000	0.000820
10.420000	0.001051
10.465000	0.001269
10.510000	0.001500
10.555000	0.001662
10.600000	0.001705
10.645000	0.001701
10.690000	0.001689
10.735000	0.001596
10.780000	0.001497
10.825000	0.001380
10.870000	0.001301
10.915000	0.001289
10.960000	0.001294
11.005000	0.001388
11.050000	0.001498
11.095000	0.001689
11.140000	0.001943
11.185000	0.002167
11.230000	0.002306
11.275000	0.002431
11.320000	0.002539
11.365000	0.002544
11.410000	0.002417
11.455000	0.002172
11.500000	0.001884
11.545000	0.001576
11.590000	0.001206
11.635000	0.000827
11.680000	0.000518
11.725000	0.000324
11.770000	0.000269
11.815000	0.000390
11.860000	0.000689
11.905000	0.001162
11.950000	0.001794
11.995000	0.002489
12.040000	0.003244
12.085000	0.004264
12.130000	0.005243
12.175000	0.005908
12.220000	0.006267
12.265000	0.006727
12.310000	0.007082
12.355000	0.006895
12.400000	0.006449
12.445000	0.005899
12.490000	0.005157
12.535000	0.004258
12.580000	0.003273
12.625000	0.002326
12.670000	0.001518
12.715000	0.000905
12.760000	0.000541
12.805000	0.000438
12.850000	0.000594
12.895000	0.001036
12.940000	0.001789
12.985000	0.002619
13.030000	0.003512
13.075000	0.004724
13.120000	0.005918
13.165000	0.006677
13.210000	0.007305
13.255000	0.007887
13.300000	0.008193
13.345000	0.008186
13.390000	0.007907
