Frequenz/GHz	Spannung/V
0.250000	0.029798
0.295000	0.017191
0.340000	0.029012
0.385000	0.046204
0.430000	0.063587
0.475000	0.042149
0.520000	0.032621
0.565000	0.066251
0.610000	0.060322
0.655000	0.076657
0.700000	0.068301
0.745000	0.075930
0.790000	0.067677
0.835000	0.065310
0.880000	0.066551
0.925000	0.098818
0.970000	0.087431
1.015000	0.056810
1.060000	0.076739
1.105000	0.096826
1.150000	0.105176
1.195000	0.078947
1.240000	0.068906
1.285000	0.094201
1.330000	0.111139
1.375000	0.094161
1.420000	0.099881
1.465000	0.102652
1.510000	0.134396
1.555000	0.108314
1.600000	0.096779
1.645000	0.126583
1.690000	0.133063
1.735000	0.148487
1.780000	0.112981
1.825000	0.110603
1.870000	0.128936
1.915000	0.131424
1.960000	0.125419
2.005000	0.112127
2.050000	0.118255
2.095000	0.131714
2.140000	0.127527
2.185000	0.119378
2.230000	0.122898
2.275000	0.135318
2.320000	0.137788
2.365000	0.130544
2.410000	0.132491
2.455000	0.144303
2.500000	0.151314
2.545000	0.145051
2.590000	0.147964
2.635000	0.159431
2.680000	0.166788
2.725000	0.159812
2.770000	0.152814
2.815000	0.158411
2.860000	0.167889
2.905000	0.164383
2.950000	0.154600
2.995000	0.154113
3.040000	0.162026
3.085000	0.162999
3.130000	0.154144
3.175000	0.150393
3.220000	0.156751
3.265000	0.161547
3.310000	0.157761
3.355000	0.153080
3.400000	0.162400
3.445000	0.157339
3.490000	0.160372
3.535000	0.164202
3.580000	0.161819
3.625000	0.165956
3.670000	0.171046
3.715000	0.168145
3.760000	0.163251
3.805000	0.165323
3.850000	0.169137
3.895000	0.166223
3.940000	0.159767
3.985000	0.157758
4.030000	0.160651
4.075000	0.158283
4.120000	0.151438
4.165000	0.149438
4.210000	0.152008
4.255000	0.152355
4.300000	0.150067
4.345000	0.149640
4.390000	0.152653
4.435000	0.156140
4.480000	0.157313
4.525000	0.156592
4.570000	0.160802
4.615000	0.165677
4.660000	0.167792
4.705000	0.165391
4.750000	0.165820
4.795000	0.170849
4.840000	0.172871
4.885000	0.169212
4.930000	0.166846
4.975000	0.168807
5.020000	0.170448
5.065000	0.167300
5.110000	0.162632
5.155000	0.161416
5.200000	0.162622
5.245000	0.161695
5.290000	0.157685
5.335000	0.155283
5.380000	0.157441
5.425000	0.160030
5.470000	0.159021
5.515000	0.157861
5.560000	0.160386
5.605000	0.163176
5.650000	0.163126
5.695000	0.162978
5.740000	0.164333
5.785000	0.165422
5.830000	0.164966
5.875000	0.164369
5.920000	0.163398
5.965000	0.161323
6.010000	0.158764
6.055000	0.156292
6.100000	0.153476
6.145000	0.149820
6.190000	0.146988
6.235000	0.145637
6.280000	0.143939
6.325000	0.142667
6.370000	0.142815
6.415000	0.143523
6.460000	0.144405
6.505000	0.146146
6.550000	0.148434
6.595000	0.150424
6.640000	0.152819
6.685000	0.155096
6.730000	0.157004
6.775000	0.159329
6.820000	0.161180
6.865000	0.161756
6.910000	0.161534
6.955000	0.161690
7.000000	0.161283
7.045000	0.159283
7.090000	0.157104
7.135000	0.156038
7.180000	0.154441
7.225000	0.152682
7.270000	0.152590
7.315000	0.152383
7.360000	0.150659
7.405000	0.151071
7.450000	0.153631
7.495000	0.153252
7.540000	0.152374
7.585000	0.154824
7.630000	0.157843
7.675000	0.158630
7.720000	0.159474
7.765000	0.161086
7.810000	0.162730
7.855000	0.164039
7.900000	0.164358
7.945000	0.163051
7.990000	0.161040
8.035000	0.161514
8.080000	0.161958
8.125000	0.156860
8.170000	0.153184
8.215000	0.156244
8.260000	0.156742
8.305000	0.150279
8.350000	0.148903
8.395000	0.152277
8.440000	0.151179
8.485000	0.148063
8.530000	0.147449
8.575000	0.149650
8.620000	0.152237
8.665000	0.152426
8.710000	0.150535
8.755000	0.152037
8.800000	0.157889
8.845000	0.159360
8.890000	0.154369
8.935000	0.154894
8.980000	0.162944
9.025000	0.163176
9.070000	0.156202
9.115000	0.157106
9.160000	0.162322
9.205000	0.160196
9.250000	0.156227
9.295000	0.156338
9.340000	0.157769
9.385000	0.158101
9.430000	0.156854
9.475000	0.154139
9.520000	0.153847
9.565000	0.155812
9.610000	0.155193
9.655000	0.152025
9.700000	0.152237
9.745000	0.155032
9.790000	0.155024
9.835000	0.153787
9.880000	0.156072
9.925000	0.157694
9.970000	0.157354
10.015000	0.159374
10.060000	0.160501
10.105000	0.158485
10.150000	0.160379
10.195000	0.163131
10.240000	0.160015
10.285000	0.157829
10.330000	0.159568
10.375000	0.159022
10.420000	0.155063
10.465000	0.153555
10.510000	0.153839
10.555000	0.152771
10.600000	0.150978
10.645000	0.149903
10.690000	0.148538
