Profile 1;Profile 1;
x;y;
[m];[];
0;0.060162447;
0.00010717933;0.060308786;
0.00021435865;0.067540858;
0.00032153798;0.088211606;
0.0004287173;0.087486114;
0.00053589663;0.067031952;
0.00064307595;0.064912763;
0.00075025528;0.078730536;
0.00085743461;0.074673537;
0.00096461393;0.074958948;
0.0010717933;0.074011612;
0.0011789726;0.061686485;
0.0012861519;0.0693356;
0.0013933312;0.070083743;
0.0015005106;0.062989637;
0.0016076899;0.069334347;
0.0017148692;0.075209783;
0.0018220485;0.095993828;
0.0019292279;0.12543571;
0.0020364072;0.12127037;
0.0021435865;0.075887094;
0.0022507658;0.079781543;
0.0023579452;0.05930171;
0.0024651245;0.066677077;
0.0025723038;0.077046933;
0.0026794831;0.073967955;
0.0027866625;0.088120827;
0.0028938418;0.076733682;
0.0030010211;0.10675768;
0.0031082004;0.15491203;
0.0032153798;0.1364166;
0.0033225591;0.15610831;
0.0034297384;0.13397004;
0.0035369178;0.1249296;
0.0036440971;0.18193176;
0.0037512764;0.13012373;
0.0038584557;0.13272869;
0.0039656351;0.17755119;
0.0040728144;0.15252963;
0.0041799937;0.13066765;
0.004287173;0.1169582;
0.0043943524;0.10063486;
0.0045015317;0.10057298;
0.004608711;0.083294816;
0.0047158903;0.1332641;
0.0048230697;0.21810838;
0.004930249;0.2032849;
0.0050374283;0.40101261;
0.0051446076;0.36974743;
0.005251787;0.42874663;
0.0053589663;0.47634451;
0.0054661456;0.19515396;
0.0055733249;0.14723172;
0.0056805043;0.17123547;
0.0057876836;0.15414301;
0.0058948629;0.14524128;
0.0060020422;0.12864642;
0.0061092216;0.19335788;
0.0062164009;0.26051373;
0.0063235802;0.4768409;
0.0064307595;0.64507064;
0.0065379389;0.23963921;
0.0066451182;0.19305558;
0.0067522975;0.20377459;
0.0068594769;0.16444404;
0.0069666562;0.15457876;
0.0070738355;0.14797848;
0.0071810148;0.17435339;
0.0072881942;0.21999711;
0.0073953735;0.22895446;
0.0075025528;0.13018828;
0.0076097321;0.17246387;
0.0077169115;0.2413312;
0.0078240908;0.36732474;
0.0079312701;0.71064824;
0.0080384494;0.50198875;
0.0081456288;0.31656844;
0.0082528081;0.25962886;
0.0083599874;0.28040667;
0.0084671667;0.24430741;
0.0085743461;0.2536597;
0.0086815254;0.34720509;
0.0087887047;0.20571868;
0.008895884;0.2414576;
0.0090030634;0.39028514;
0.0091102427;0.5569002;
0.009217422;0.76737754;
0.0093246013;0.73167023;
0.0094317807;0.59580814;
0.00953896;0.98403707;
0.0096461393;0.92278733;
0.0097533186;0.77690389;
0.009860498;0.52333244;
0.0099676773;0.44103453;
0.010074857;0.46632106;
0.010182036;0.60909229;
0.010289215;0.89175124;
0.010396395;0.76498235;
0.010503574;0.3610419;
0.010610753;0.44801205;
0.010717933;0.53989616;
0.010825112;0.39312974;
0.010932291;0.39635615;
0.011039471;0.57212412;
0.01114665;0.61455719;
0.011253829;0.72316051;
0.011361009;0.37873124;
0.011468188;0.23461569;
0.011575367;0.29177525;
0.011682547;0.47234541;
0.011789726;0.66679983;
0.011896905;0.9789564;
0.012004084;1;
0.012111264;1;
0.012218443;0.94502474;
0.012325622;0.83513246;
0.012432802;0.78352662;
0.012539981;0.56593257;
0.01264716;0.59306704;
0.01275434;0.86282139;
0.012861519;1;
0.012968698;1;
0.013075878;1;
0.013183057;1;
0.013290236;1;
0.013397416;1;
0.013504595;1;
0.013611774;1;
0.013718954;1;
0.013826133;1;
0.013933312;1;
0.014040492;1;
0.014147671;1;
0.01425485;1;
0.01436203;1;
0.014469209;1;
0.014576388;1;
0.014683568;1;
0.014790747;1;
0.014897926;1;
0.015005106;1;
0.015112285;1;
0.015219464;1;
0.015326644;1;
0.015433823;1;
0.015541002;1;
0.015648182;1;
0.015755361;1;
0.01586254;1;
0.01596972;1;
0.016076899;1;
0.016184078;1;
0.016291258;1;
0.016398437;1;
0.016505616;1;
0.016612795;1;
0.016719975;1;
0.016827154;1;
0.016934333;1;
0.017041513;0.99821818;
0.017148692;0.99662813;
0.017255871;1;
0.017363051;1;
0.01747023;1;
0.017577409;1;
0.017684589;1;
0.017791768;1;
0.017898947;0.85319834;
0.018006127;0.5743108;
0.018113306;0.51074753;
0.018220485;0.33275341;
0.018327665;0.28055691;
0.018434844;0.28819147;
0.018542023;0.41814761;
0.018649203;0.83795165;
0.018756382;0.85831911;
0.018863561;0.58952068;
0.018970741;0.52400036;
0.01907792;0.44169313;
0.019185099;0.65323137;
0.019292279;0.88374703;
0.019399458;0.72556802;
0.019506637;0.42770084;
0.019613817;0.41507209;
0.019720996;0.44493966;
0.019828175;0.34498117;
0.019935355;0.2728376;
0.020042534;0.25122401;
0.020149713;0.24436261;
0.020256893;0.46245516;
0.020364072;0.57700142;
0.020471251;0.47293879;
0.020578431;0.22151035;
0.02068561;0.12465163;
0.020792789;0.11148984;
0.020899969;0.11220184;
0.021007148;0.11566169;
0.021114327;0.13009148;
0.021221507;0.17048641;
0.021328686;0.17271484;
0.021435865;0.22703767;
0.021543044;0.26109597;
0.021650224;0.15523972;
0.021757403;0.14213253;
0.021864582;0.14662135;
0.021971762;0.17343508;
0.022078941;0.1049765;
0.02218612;0.082790964;
0.0222933;0.086389714;
0.022400479;0.10339271;
0.022507658;0.11238681;
0.022614838;0.094949378;
0.022722017;0.14997194;
0.022829196;0.17742228;
0.022936376;0.10224911;
0.023043555;0.087538336;
0.023150734;0.090348875;
0.023257914;0.12585411;
0.023365093;0.13195584;
0.023472272;0.088006881;
0.023579452;0.1123066;
0.023686631;0.11486527;
0.02379381;0.09373452;
0.02390099;0.085252722;
0.024008169;0.10368444;
0.024115348;0.11261654;
0.024222528;0.11713744;
0.024329707;0.10524712;
0.024436886;0.10392278;
0.024544066;0.097794029;
0.024651245;0.089163829;
0.024758424;0.077567017;
0.024865604;0.08196016;
0.024972783;0.080053114;
0.025079962;0.073566094;
0.025187142;0.073883261;
0.025294321;0.072560695;
0.0254015;0.076871676;
0.02550868;0.07833349;
0.025615859;0.090901893;
0.025723038;0.11411193;
0.025830218;0.094890949;
0.025937397;0.071519769;
0.026044576;0.071837236;
0.026151755;0.080284257;
0.026258935;0.085373059;
0.026366114;0.067014396;
0.026473293;0.059271338;
0.026580473;0.063368818;
0.026687652;0.06455862;
0.026794831;0.065893158;
0.026902011;0.071053736;
0.02700919;0.074309894;
0.027116369;0.091980819;
0.027223549;0.10126154;
0.027330728;0.073658085;
0.027437907;0.058204943;
0.027545087;0.059654187;
0.027652266;0.060091237;
0.027759445;0.058252264;
0.027866625;0.061160148;
0.027973804;0.065973177;
0.028080983;0.066989294;
0.028188163;0.087154113;
0.028295342;0.096623145;
0.028402521;0.069070933;
0.028509701;0.060686809;
0.02861688;0.059865927;
0.028724059;0.059764335;
0.028831239;0.056005338;
0.028938418;0.058099572;
0.029045597;0.05831988;
0.029152777;0.066236887;
0.029259956;0.069996391;
0.029367135;0.059023957;
0.029474315;0.058705667;
0.029581494;0.054362092;
0.029688673;0.054688114;
0.029795853;0.055684558;
0.029903032;0.05541014;
0.030010211;0.055607274;
0.030117391;0.05433308;
0.03022457;0.053038803;
0.030331749;0.055640618;
0.030438929;0.056384862;
0.030546108;0.05217134;
0.030653287;0.055935216;
0.030760467;0.057792551;
0.030867646;0.058425428;
0.030974825;0.060639034;
0.031082004;0.057713344;
0.031189184;0.055280165;
0.031296363;0.057058605;
0.031403542;0.059829088;
0.031510722;0.058533427;
0.031617901;0.055898903;
0.03172508;0.05625049;
0.03183226;0.054901961;
0.031939439;0.057553606;
0.032046618;0.061123215;
