Filename:	C:\Program Files\Pyris\Data\F-Praktikum\WS1819\BA-C-04\blei_50k-m.dsd

Temperature (°C)	Heat Flow Endo Up (mW)
145.00	-3.8220
144.83	-3.8198
144.67	-3.8177
144.50	-3.8155
144.33	-3.8133
144.17	-3.8112
144.00	-3.8090
143.83	-3.8069
143.67	-3.8047
143.50	-3.8025
143.33	-3.8004
143.17	-3.7982
143.00	-3.7961
142.83	-3.7936
142.67	-3.7914
142.50	-3.7893
142.33	-3.7868
142.17	-3.7846
142.00	-3.7825
141.83	-3.7803
141.67	-3.7778
141.50	-3.7757
141.33	-3.7732
141.17	-3.7707
141.00	-3.7683
140.83	-3.7658
140.67	-3.7633
140.50	-3.7609
140.33	-3.7584
140.17	-3.7559
140.00	-3.7535
139.83	-3.7510
139.67	-3.7485
139.50	-3.7457
139.33	-3.7433
139.17	-3.7405
139.00	-3.7380
138.83	-3.7355
138.67	-3.7331
138.50	-3.7306
138.33	-3.7281
138.17	-3.7257
138.00	-3.7229
137.83	-3.7204
137.67	-3.7180
137.50	-3.7155
137.33	-3.7130
137.17	-3.7105
137.00	-3.7081
136.83	-3.7056
136.67	-3.7031
136.50	-3.7010
136.33	-3.6985
136.17	-3.6960
136.00	-3.6933
135.83	-3.6908
135.67	-3.6880
135.50	-3.6849
135.33	-3.6821
135.17	-3.6794
135.00	-3.6763
134.83	-3.6735
134.67	-3.6707
134.50	-3.6679
134.33	-3.6655
134.17	-3.6627
134.00	-3.6599
133.83	-3.6568
133.67	-3.6544
133.50	-3.6516
133.33	-3.6488
133.17	-3.6460
133.00	-3.6432
132.83	-3.6405
132.67	-3.6374
132.50	-3.6343
132.33	-3.6309
132.17	-3.6278
132.00	-3.6247
131.83	-3.6219
131.67	-3.6189
131.50	-3.6158
131.33	-3.6130
131.17	-3.6099
131.00	-3.6068
130.83	-3.6037
130.67	-3.6010
130.50	-3.5979
130.33	-3.5948
130.17	-3.5917
130.00	-3.5886
129.83	-3.5855
129.67	-3.5824
129.50	-3.5793
129.33	-3.5763
129.17	-3.5735
129.00	-3.5704
128.83	-3.5676
128.67	-3.5645
128.50	-3.5614
128.33	-3.5587
128.17	-3.5556
128.00	-3.5525
127.83	-3.5494
127.67	-3.5460
127.50	-3.5432
127.33	-3.5401
127.17	-3.5371
127.00	-3.5340
126.83	-3.5312
126.67	-3.5284
126.50	-3.5256
126.33	-3.5229
126.17	-3.5201
126.00	-3.5170
125.83	-3.5142
125.67	-3.5111
125.50	-3.5080
125.33	-3.5046
125.17	-3.5016
125.00	-3.4982
124.83	-3.4948
124.67	-3.4917
124.50	-3.4883
124.33	-3.4846
124.17	-3.4812
124.00	-3.4775
123.83	-3.4741
123.67	-3.4707
123.50	-3.4670
123.33	-3.4636
123.17	-3.4602
123.00	-3.4565
122.83	-3.4528
122.67	-3.4491
122.50	-3.4454
122.33	-3.4414
122.17	-3.4373
122.00	-3.4336
121.83	-3.4296
121.67	-3.4256
121.50	-3.4216
121.33	-3.4179
121.17	-3.4139
121.00	-3.4099
120.83	-3.4059
120.67	-3.4018
120.50	-3.3978
120.33	-3.3935
120.17	-3.3895
120.00	-3.3852
119.83	-3.3809
119.67	-3.3768
119.50	-3.3728
119.33	-3.3685
119.17	-3.3645
119.00	-3.3605
118.83	-3.3562
118.67	-3.3521
118.50	-3.3481
118.33	-3.3438
118.17	-3.3398
118.00	-3.3355
117.83	-3.3312
117.67	-3.3268
117.50	-3.3222
117.33	-3.3179
117.17	-3.3129
117.00	-3.3083
116.83	-3.3037
116.67	-3.2987
116.50	-3.2938
116.33	-3.2889
116.17	-3.2836
116.00	-3.2787
115.83	-3.2737
115.67	-3.2688
115.50	-3.2639
115.33	-3.2586
115.17	-3.2534
115.00	-3.2484
114.83	-3.2432
114.67	-3.2379
114.50	-3.2327
114.33	-3.2274
114.17	-3.2222
114.00	-3.2169
113.83	-3.2114
113.67	-3.2061
113.50	-3.2006
113.33	-3.1950
113.17	-3.1898
113.00	-3.1842
112.83	-3.1790
112.67	-3.1734
112.50	-3.1675
112.33	-3.1620
112.17	-3.1558
112.00	-3.1499
111.83	-3.1441
111.67	-3.1379
111.50	-3.1317
111.33	-3.1256
111.17	-3.1194
111.00	-3.1132
110.83	-3.1070
110.67	-3.1006
110.50	-3.0941
110.33	-3.0876
110.17	-3.0811
110.00	-3.0746
109.83	-3.0681
109.67	-3.0614
109.50	-3.0549
109.33	-3.0481
109.17	-3.0413
109.00	-3.0342
108.83	-3.0274
108.67	-3.0203
108.50	-3.0132
108.33	-3.0061
108.17	-2.9990
108.00	-2.9916
107.83	-2.9839
107.67	-2.9765
107.50	-2.9687
107.33	-2.9610
107.17	-2.9530
107.00	-2.9447
106.83	-2.9363
106.67	-2.9280
106.50	-2.9194
106.33	-2.9107
106.17	-2.9021
106.00	-2.8931
105.83	-2.8842
105.67	-2.8752
105.50	-2.8663
105.33	-2.8573
105.17	-2.8480
105.00	-2.8391
104.83	-2.8301
104.67	-2.8209
104.50	-2.8119
104.33	-2.8030
104.17	-2.7937
104.00	-2.7848
103.83	-2.7755
103.67	-2.7662
103.50	-2.7570
103.33	-2.7477
103.17	-2.7381
103.00	-2.7286
102.83	-2.7190
102.67	-2.7091
102.50	-2.6992
102.33	-2.6897
102.17	-2.6798
102.00	-2.6699
101.83	-2.6600
101.67	-2.6502
101.50	-2.6400
101.33	-2.6298
101.17	-2.6196
101.00	-2.6094
100.83	-2.5992
100.67	-2.5890
100.50	-2.5785
100.33	-2.5681
100.17	-2.5576
100.00	-2.5468
100.00	-2.5363
