Filename:	C:\Program Files\Pyris\Data\F-Praktikum\WS1819\BA-C-04\Pd-Ni-P_50k-m.dsd
447.84	-2.2294
448.00	-2.2835
448.17	-2.3390
448.34	-2.3961
448.50	-2.4542
448.67	-2.5138
448.84	-2.5743
449.00	-2.6363
449.17	-2.6996
449.34	-2.7641
449.50	-2.8295
449.67	-2.8959
449.84	-2.9638
450.00	-3.0327
450.17	-3.1027
450.34	-3.1734
450.50	-3.2457
450.67	-3.3192
450.84	-3.3939
451.00	-3.4695
451.17	-3.5464
451.34	-3.6245
451.50	-3.7035
451.67	-3.7834
451.84	-3.8643
452.00	-3.9461
452.17	-4.0292
452.34	-4.1128
452.50	-4.1974
452.67	-4.2820
452.84	-4.3675
453.00	-4.4539
453.17	-4.5407
453.34	-4.6280
453.50	-4.7160
453.67	-4.8040
453.84	-4.8929
454.00	-4.9818
454.17	-5.0710
454.34	-5.1608
454.50	-5.2504
454.67	-5.3405
454.84	-5.4307
455.00	-5.5211
455.17	-5.6113
455.34	-5.7017
455.50	-5.7922
455.67	-5.8823
455.84	-5.9715
456.00	-6.0610
456.17	-6.1496
456.34	-6.2379
456.50	-6.3253
456.67	-6.4123
456.84	-6.4984
457.00	-6.5836
457.17	-6.6676
457.34	-6.7506
457.50	-6.8328
457.67	-6.9139
457.84	-6.9933
458.00	-7.0720
458.17	-7.1486
458.34	-7.2242
458.50	-7.2983
458.67	-7.3699
458.84	-7.4403
459.00	-7.5082
459.17	-7.5742
459.34	-7.6382
459.50	-7.7002
459.67	-7.7595
459.84	-7.8166
460.00	-7.8709
460.17	-7.9231
460.34	-7.9725
460.50	-8.0185
460.67	-8.0620
460.84	-8.1021
461.00	-8.1395
461.17	-8.1731
461.34	-8.2040
461.50	-8.2318
461.67	-8.2562
461.84	-8.2777
462.00	-8.2954
462.17	-8.3102
462.34	-8.3213
462.50	-8.3290
462.67	-8.3333
462.84	-8.3342
463.00	-8.3318
463.17	-8.3256
463.34	-8.3163
463.50	-8.3037
463.67	-8.2873
463.84	-8.2676
464.00	-8.2444
464.17	-8.2179
464.34	-8.1879
464.50	-8.1546
464.67	-8.1178
464.84	-8.0780
465.00	-8.0351
465.17	-7.9894
465.34	-7.9410
465.50	-7.8897
465.67	-7.8360
465.84	-7.7795
466.00	-7.7203
466.17	-7.6585
466.34	-7.5943
466.50	-7.5279
466.67	-7.4591
466.84	-7.3887
467.00	-7.3159
467.17	-7.2418
467.34	-7.1658
467.50	-7.0887
467.67	-7.0099
467.84	-6.9300
468.00	-6.8488
468.17	-6.7667
468.34	-6.6833
468.50	-6.5991
468.67	-6.5139
468.84	-6.4281
469.00	-6.3416
469.17	-6.2543
469.34	-6.1672
469.50	-6.0795
469.67	-5.9912
469.84	-5.9030
470.00	-5.8144
470.17	-5.7261
470.34	-5.6375
470.50	-5.5492
470.67	-5.4606
470.84	-5.3723
471.00	-5.2846
471.17	-5.1973
471.34	-5.1102
471.50	-5.0241
471.67	-4.9380
471.84	-4.8528
472.00	-4.7682
472.17	-4.6842
472.34	-4.6015
472.50	-4.5194
472.67	-4.4385
472.84	-4.3585
473.00	-4.2795
473.17	-4.2017
473.34	-4.1239
473.50	-4.0455
473.67	-3.9656
473.84	-3.8844
474.00	-3.8023
474.17	-3.7201
474.34	-3.6380
474.50	-3.5550
474.67	-3.4701
474.84	-3.3837
475.00	-3.2969
475.17	-3.2105
475.34	-3.1259
475.50	-3.0438
475.67	-2.9651
475.84	-2.8904
476.00	-2.8203
476.17	-2.7539
476.34	-2.6919
476.50	-2.6339
476.67	-2.5792
476.84	-2.5280
477.00	-2.4795
477.17	-2.4335
477.34	-2.3897
477.50	-2.3477
477.67	-2.3066
477.84	-2.2674
478.00	-2.2294
478.17	-2.1924
478.34	-2.1566
478.50	-2.1214
478.67	-2.0871
478.84	-2.0541
479.00	-2.0214
479.17	-1.9899
479.34	-1.9590
479.50	-1.9291
479.67	-1.9001
479.84	-1.8720
480.00	-1.8445
480.17	-1.8180
480.34	-1.7917
480.50	-1.7661
480.67	-1.7408
480.84	-1.7164
481.00	-1.6917
481.17	-1.6676
481.34	-1.6439
481.50	-1.6207
481.67	-1.5975
481.84	-1.5753
482.00	-1.5534
482.17	-1.5321
482.34	-1.5111
482.50	-1.4910
482.67	-1.4713
482.84	-1.4518
483.00	-1.4324
483.17	-1.4142
483.34	-1.3960
483.50	-1.3781
483.67	-1.3611
483.84	-1.3441
484.00	-1.3277
484.17	-1.3111
484.34	-1.2944
484.50	-1.2780
484.67	-1.2623
484.84	-1.2465
485.00	-1.2314
485.17	-1.2169
485.34	-1.2021
485.50	-1.1882
485.67	-1.1746
485.84	-1.1613
486.00	-1.1487
486.17	-1.1360
486.34	-1.1246
486.50	-1.1129
486.67	-1.1015
486.84	-1.0903
487.00	-1.0792
487.17	-1.0690
487.34	-1.0586
487.50	-1.0484
487.67	-1.0385
487.84	-1.0292
488.00	-1.0203
488.17	-1.0116
488.34	-1.0033
488.50	-0.9953
488.67	-0.9869
488.84	-0.9792
489.00	-0.9718
489.17	-0.9641
489.34	-0.9567
489.50	-0.9496
489.67	-0.9425
489.84	-0.9354
490.00	-0.9286
490.17	-0.9218
490.34	-0.9147
490.50	-0.9073
490.67	-0.8999
490.84	-0.8922
491.00	-0.8848
491.17	-0.8770
491.34	-0.8693
491.50	-0.8619
491.67	-0.8545
491.84	-0.8477
492.00	-0.8409
492.17	-0.8341
492.34	-0.8273
492.50	-0.8212
492.67	-0.8147
492.84	-0.8088
493.00	-0.8030
493.17	-0.7971
493.34	-0.7916
493.50	-0.7863
493.67	-0.7811
493.84	-0.7764
494.00	-0.7715
494.17	-0.7669
494.34	-0.7629
494.50	-0.7585
494.67	-0.7542
494.84	-0.7502
495.00	-0.7462
495.17	-0.7425
495.34	-0.7382
495.50	-0.7344
495.67	-0.7304
495.84	-0.7261
496.00	-0.7224
496.17	-0.7181
496.34	-0.7138
496.50	-0.7091
496.67	-0.7048
496.84	-0.7005
497.00	-0.6958
497.17	-0.6912
497.34	-0.6869
497.50	-0.6819
497.67	-0.6767
497.84	-0.6718
498.00	-0.6668
498.17	-0.6616
498.34	-0.6563
498.50	-0.6517
498.67	-0.6471
498.84	-0.6425
499.00	-0.6381
499.17	-0.6338
499.34	-0.6298
499.50	-0.6255
499.67	-0.6209
499.84	-0.6162
500.00	-0.6116
500.17	-0.6063
500.34	-0.6008
500.50	-0.5952
500.67	-0.5894
500.84	-0.5832
501.00	-0.5770
501.17	-0.5708
501.34	-0.5644
501.50	-0.5579
501.67	-0.5514
501.84	-0.5449
502.00	-0.5384
502.17	-0.5320
502.34	-0.5258
502.50	-0.5193
502.67	-0.5131
502.84	-0.5076
503.00	-0.5020
503.17	-0.4967
503.34	-0.4918
503.50	-0.4872
503.67	-0.4832
503.84	-0.4798
504.00	-0.4770
504.17	-0.4742
504.34	-0.4724
504.50	-0.4705
504.67	-0.4687
504.84	-0.4677
505.00	-0.4668
505.17	-0.4659
505.34	-0.4653
505.50	-0.4646
505.67	-0.4643
505.84	-0.4643
506.00	-0.4643
506.17	-0.4646
506.34	-0.4649
506.50	-0.4653
506.67	-0.4659
506.84	-0.4665
507.00	-0.4668
507.17	-0.4671
507.34	-0.4674
507.50	-0.4680
507.67	-0.4680
507.84	-0.4686
508.00	-0.4689
508.17	-0.4689
508.34	-0.4689
508.50	-0.4686
508.67	-0.4686
508.84	-0.4686
509.00	-0.4683
509.17	-0.4677
509.34	-0.4671
509.50	-0.4668
509.67	-0.4655
509.84	-0.4643
510.00	-0.4634
510.17	-0.4618
510.34	-0.4603
510.50	-0.4585
510.67	-0.4566
510.84	-0.4544
511.00	-0.4520
511.17	-0.4495
511.34	-0.4470
511.50	-0.4442
511.67	-0.4412
511.84	-0.4381
512.00	-0.4347
512.17	-0.4316
512.34	-0.4282
512.50	-0.4248
512.67	-0.4217
512.84	-0.4186
513.00	-0.4155
513.17	-0.4125
513.34	-0.4094
513.50	-0.4060
513.67	-0.4026
513.84	-0.3989
514.00	-0.3955
514.17	-0.3918
514.34	-0.3878
514.50	-0.3834
514.67	-0.3785
514.84	-0.3730
515.00	-0.3671
515.17	-0.3609
515.34	-0.3544
515.50	-0.3479
515.67	-0.3408
515.84	-0.3340
516.00	-0.3270
516.17	-0.3202
516.34	-0.3125
516.50	-0.3053
516.67	-0.2976
516.84	-0.2899
517.00	-0.2816
517.17	-0.2732
517.34	-0.2643
517.50	-0.2553
517.67	-0.2461
517.84	-0.2371
518.00	-0.2276
518.17	-0.2183
518.34	-0.2087
518.50	-0.1995
518.67	-0.1896
518.84	-0.1800
519.00	-0.1701
519.17	-0.1600
519.34	-0.1498
519.50	-0.1390
519.67	-0.1285
519.84	-0.1170
520.00	-0.1056
520.17	-0.0939
520.34	-0.0812
520.50	-0.0683
520.67	-0.0547
520.84	-0.0411
521.00	-0.0269
521.17	-0.0124
521.34	0.0021
521.50	0.0169
521.67	0.0324
521.84	0.0484
522.00	0.0645
522.17	0.0815
522.34	0.0987
522.50	0.1163
522.67	0.1349
522.84	0.1537
523.00	0.1728
523.17	0.1926
523.34	0.2136
523.50	0.2343
523.67	0.2565
523.84	0.2787
524.00	0.3016
524.17	0.3250
524.34	0.3485
524.50	0.3726
524.67	0.3969
524.84	0.4216
525.00	0.4463
525.17	0.4717
525.34	0.4970
525.50	0.5223
525.67	0.5476
525.84	0.5738
526.00	0.5998
526.17	0.6257
526.34	0.6522
526.50	0.6785
526.67	0.7053
526.84	0.7316
527.00	0.7584
527.17	0.7853
527.34	0.8124
527.50	0.8399
527.67	0.8680
527.84	0.8967
528.00	0.9261
528.17	0.9557
528.34	0.9859
528.50	1.0162
528.67	1.0471
528.84	1.0783
529.00	1.1094
529.17	1.1409
529.34	1.1727
529.50	1.2042
529.67	1.2357
529.84	1.2669
530.00	1.2980
530.17	1.3286
530.34	1.3585
530.50	1.3888
530.67	1.4181
530.84	1.4468
531.00	1.4746
531.17	1.5015
531.34	1.5274
531.50	1.5518
531.67	1.5756
531.84	1.5978
532.00	1.6191
532.17	1.6389
532.34	1.6577
532.50	1.6753
532.67	1.6923
532.84	1.7077
533.00	1.7219
533.17	1.7349
533.34	1.7463
533.50	1.7568
533.67	1.7657
533.84	1.7735
534.00	1.7799
534.17	1.7846
534.34	1.7877
534.50	1.7889
534.67	1.7883
534.84	1.7858
535.00	1.7808
535.17	1.7738
535.34	1.7651
535.50	1.7540
535.67	1.7410
535.84	1.7259
536.00	1.7089
536.17	1.6901
536.34	1.6694
536.50	1.6469
536.67	1.6228
536.84	1.5975
537.00	1.5703
537.17	1.5422
537.34	1.5126
537.50	1.4814
537.67	1.4493
537.84	1.4157
538.00	1.3811
538.17	1.3450
538.34	1.3079
538.50	1.2697
538.67	1.2311
538.84	1.1909
539.00	1.1505
539.17	1.1091
539.34	1.0671
539.50	1.0252
539.67	0.9832
539.84	0.9412
540.00	0.8989
540.17	0.8575
540.34	0.8162
540.50	0.7754
540.67	0.7350
540.84	0.6955
541.00	0.6569
541.17	0.6186
541.34	0.5816
541.50	0.5458
541.67	0.5103
541.84	0.4763
542.00	0.4430
542.17	0.4109
542.34	0.3797
542.50	0.3491
542.67	0.3204
542.84	0.2926
543.00	0.2664
543.17	0.2411
543.34	0.2170
543.50	0.1938
543.67	0.1716
543.84	0.1500
544.00	0.1293
544.17	0.1096
544.34	0.0910
544.50	0.0731
544.67	0.0561
544.84	0.0398
545.00	0.0243
545.17	0.0098
545.34	-0.0040
545.50	-0.0167
545.67	-0.0290
545.84	-0.0402
546.00	-0.0503
546.17	-0.0599
546.34	-0.0685
546.50	-0.0763
546.67	-0.0834
546.84	-0.0898
547.00	-0.0957
547.17	-0.1009
547.34	-0.1056
547.50	-0.1099
547.67	-0.1136
547.84	-0.1173
548.00	-0.1210
548.17	-0.1244
548.34	-0.1275
548.50	-0.1303
548.67	-0.1331
548.84	-0.1362
549.00	-0.1389
549.17	-0.1414
549.34	-0.1445
549.50	-0.1476
549.67	-0.1510
549.84	-0.1544
550.00	-0.1584
