Filename:	C:\Program Files\Pyris\Data\F-Praktikum\WS1819\BA-C-04\Pd-Ni-P_20k-m.dsd
302.67	0.5377
302.73	0.5395
302.80	0.5417
302.87	0.5438
302.93	0.5460
303.00	0.5479
303.07	0.5503
303.13	0.5522
303.20	0.5544
303.27	0.5569
303.33	0.5590
303.40	0.5612
303.47	0.5637
303.53	0.5661
303.60	0.5683
303.67	0.5711
303.73	0.5739
303.80	0.5761
303.87	0.5788
303.93	0.5813
304.00	0.5841
304.07	0.5866
304.13	0.5891
304.20	0.5918
304.27	0.5940
304.33	0.5968
304.40	0.5993
304.47	0.6018
304.53	0.6042
304.60	0.6070
304.67	0.6092
304.73	0.6117
304.80	0.6138
304.87	0.6160
304.93	0.6185
305.00	0.6207
305.07	0.6228
305.13	0.6250
305.20	0.6275
305.27	0.6299
305.33	0.6324
305.40	0.6349
305.47	0.6377
305.53	0.6399
305.60	0.6426
305.67	0.6454
305.73	0.6479
305.80	0.6507
305.87	0.6535
305.93	0.6556
306.00	0.6584
306.07	0.6609
306.13	0.6637
306.20	0.6665
306.27	0.6693
306.33	0.6721
306.40	0.6749
306.47	0.6776
306.53	0.6804
306.60	0.6835
306.67	0.6863
306.73	0.6891
306.80	0.6922
306.87	0.6950
306.93	0.6981
307.00	0.7012
307.07	0.7040
307.13	0.7071
307.20	0.7098
307.27	0.7129
307.33	0.7160
307.40	0.7191
307.47	0.7219
307.53	0.7250
307.60	0.7278
307.67	0.7309
307.73	0.7340
307.80	0.7371
307.87	0.7402
307.93	0.7433
308.00	0.7464
308.07	0.7495
308.13	0.7526
308.20	0.7557
308.27	0.7588
308.33	0.7616
308.40	0.7644
308.47	0.7671
308.53	0.7702
308.60	0.7730
308.67	0.7758
308.73	0.7789
308.80	0.7823
308.87	0.7854
308.93	0.7891
309.00	0.7925
309.07	0.7956
309.13	0.7994
309.20	0.8031
309.27	0.8065
309.33	0.8102
309.40	0.8136
309.47	0.8170
309.53	0.8204
309.60	0.8238
309.67	0.8272
309.73	0.8303
309.80	0.8340
309.87	0.8374
309.93	0.8412
310.00	0.8449
310.07	0.8486
310.13	0.8523
310.20	0.8563
310.27	0.8601
310.33	0.8641
310.40	0.8678
310.47	0.8715
310.53	0.8749
310.60	0.8789
310.67	0.8830
310.73	0.8864
310.80	0.8904
310.87	0.8944
310.93	0.8981
311.00	0.9025
311.07	0.9068
311.13	0.9108
311.20	0.9152
311.27	0.9195
311.33	0.9239
311.40	0.9282
311.47	0.9322
311.53	0.9362
311.60	0.9403
311.67	0.9446
311.73	0.9483
311.80	0.9520
311.87	0.9558
311.93	0.9598
312.00	0.9638
312.07	0.9675
312.13	0.9715
312.20	0.9756
312.27	0.9793
312.33	0.9833
312.40	0.9873
312.47	0.9911
312.53	0.9951
312.60	0.9991
312.67	1.0034
312.73	1.0078
312.80	1.0121
312.87	1.0165
312.93	1.0208
313.00	1.0248
313.07	1.0295
313.13	1.0338
313.20	1.0381
313.27	1.0422
313.33	1.0465
313.40	1.0511
313.47	1.0555
313.53	1.0595
313.60	1.0638
313.67	1.0679
313.73	1.0719
313.80	1.0762
313.87	1.0803
313.93	1.0846
314.00	1.0883
314.07	1.0920
314.13	1.0961
314.20	1.1001
314.27	1.1038
314.33	1.1075
314.40	1.1112
314.47	1.1153
314.53	1.1193
314.60	1.1236
314.67	1.1273
314.73	1.1314
314.80	1.1357
314.87	1.1397
314.93	1.1441
315.00	1.1484
315.07	1.1527
315.13	1.1571
315.20	1.1611
315.27	1.1654
315.33	1.1698
315.40	1.1741
315.47	1.1781
315.53	1.1825
315.60	1.1871
315.67	1.1914
315.73	1.1955
315.80	1.1995
315.87	1.2035
315.93	1.2079
316.00	1.2119
316.07	1.2156
316.13	1.2199
316.20	1.2237
316.27	1.2277
316.33	1.2314
316.40	1.2351
316.47	1.2391
316.53	1.2425
316.60	1.2463
316.67	1.2497
316.73	1.2534
316.80	1.2568
316.87	1.2608
316.93	1.2645
317.00	1.2679
317.07	1.2717
317.13	1.2751
317.20	1.2788
317.27	1.2825
317.33	1.2859
317.40	1.2893
317.47	1.2924
317.53	1.2961
317.60	1.2992
317.67	1.3026
317.73	1.3057
317.80	1.3088
317.87	1.3122
317.93	1.3150
318.00	1.3181
318.07	1.3212
318.13	1.3240
318.20	1.3271
318.27	1.3302
318.33	1.3330
318.40	1.3361
318.47	1.3392
318.53	1.3426
318.60	1.3457
318.67	1.3485
318.73	1.3512
318.80	1.3540
318.87	1.3568
318.93	1.3593
319.00	1.3621
319.07	1.3649
319.13	1.3674
319.20	1.3698
319.27	1.3723
319.33	1.3748
319.40	1.3773
319.47	1.3794
319.53	1.3819
319.60	1.3841
319.67	1.3862
319.73	1.3887
319.80	1.3906
319.87	1.3931
319.93	1.3949
320.00	1.3968
320.07	1.3983
320.13	1.3999
320.20	1.4014
320.27	1.4030
320.33	1.4039
320.40	1.4051
320.47	1.4064
320.53	1.4073
320.60	1.4082
320.67	1.4095
320.73	1.4104
320.80	1.4113
320.87	1.4120
320.93	1.4126
321.00	1.4132
321.07	1.4138
321.13	1.4141
321.20	1.4144
321.27	1.4147
321.33	1.4154
321.40	1.4154
321.47	1.4160
321.53	1.4160
321.60	1.4166
321.67	1.4166
321.73	1.4169
321.80	1.4172
321.87	1.4175
321.93	1.4172
322.00	1.4175
322.07	1.4172
322.13	1.4166
322.20	1.4166
322.27	1.4160
322.33	1.4154
322.40	1.4147
322.47	1.4144
322.53	1.4138
322.60	1.4132
322.67	1.4126
322.73	1.4123
322.80	1.4120
322.87	1.4116
322.93	1.4110
323.00	1.4107
323.07	1.4101
323.13	1.4092
323.20	1.4085
323.27	1.4076
323.33	1.4067
323.40	1.4061
323.47	1.4054
323.53	1.4042
323.60	1.4036
323.67	1.4027
323.73	1.4017
323.80	1.4008
323.87	1.4002
323.93	1.3989
324.00	1.3980
324.07	1.3968
324.13	1.3958
324.20	1.3949
324.27	1.3937
324.33	1.3928
324.40	1.3915
324.47	1.3909
324.53	1.3897
324.60	1.3884
324.67	1.3875
324.73	1.3866
324.80	1.3853
324.87	1.3841
324.93	1.3831
325.00	1.3816
325.07	1.3804
325.13	1.3791
325.20	1.3779
325.27	1.3766
325.33	1.3751
325.40	1.3739
325.47	1.3726
325.53	1.3714
325.60	1.3698
325.67	1.3689
325.73	1.3674
325.80	1.3664
325.87	1.3649
325.93	1.3639
326.00	1.3624
326.07	1.3615
326.13	1.3602
326.20	1.3590
326.27	1.3578
326.33	1.3565
326.40	1.3556
326.47	1.3547
326.53	1.3537
326.60	1.3525
326.67	1.3516
326.73	1.3506
326.80	1.3494
326.87	1.3482
326.93	1.3469
327.00	1.3457
327.07	1.3441
327.13	1.3429
327.20	1.3413
327.27	1.3401
327.33	1.3392
327.40	1.3379
327.47	1.3367
327.53	1.3355
327.60	1.3345
327.67	1.3336
327.73	1.3327
327.80	1.3320
327.87	1.3314
327.93	1.3305
328.00	1.3299
328.07	1.3296
328.13	1.3290
328.20	1.3280
328.27	1.3277
328.33	1.3268
328.40	1.3262
328.47	1.3259
328.53	1.3252
328.60	1.3243
328.67	1.3237
328.73	1.3231
328.80	1.3224
328.87	1.3218
328.93	1.3209
329.00	1.3203
329.07	1.3197
329.13	1.3190
329.20	1.3181
329.27	1.3169
329.33	1.3163
329.40	1.3150
329.47	1.3144
329.53	1.3135
329.60	1.3125
329.67	1.3116
329.73	1.3107
329.80	1.3097
329.87	1.3088
329.93	1.3079
330.00	1.3070
330.07	1.3060
330.13	1.3057
330.20	1.3048
330.27	1.3039
330.33	1.3036
330.40	1.3029
330.47	1.3023
330.53	1.3017
330.60	1.3014
330.67	1.3008
330.73	1.3001
330.80	1.2995
330.87	1.2989
330.93	1.2986
331.00	1.2980
331.07	1.2974
331.13	1.2971
331.20	1.2967
331.27	1.2967
331.33	1.2961
331.40	1.2958
331.47	1.2958
331.53	1.2952
331.60	1.2952
331.67	1.2949
331.73	1.2946
331.80	1.2943
331.87	1.2940
331.93	1.2936
332.00	1.2933
332.07	1.2930
332.13	1.2930
332.20	1.2927
332.27	1.2924
332.33	1.2921
332.40	1.2918
332.47	1.2915
332.53	1.2915
332.60	1.2912
332.67	1.2909
332.73	1.2905
332.80	1.2905
332.87	1.2899
332.93	1.2899
333.00	1.2896
333.07	1.2893
333.13	1.2890
333.20	1.2887
333.27	1.2884
333.33	1.2881
333.40	1.2878
333.47	1.2875
333.53	1.2868
333.60	1.2868
333.67	1.2862
333.73	1.2859
333.80	1.2859
333.87	1.2853
333.93	1.2850
334.00	1.2844
334.07	1.2837
334.13	1.2831
334.20	1.2828
334.27	1.2819
334.33	1.2816
334.40	1.2806
334.47	1.2800
334.53	1.2794
334.60	1.2788
334.67	1.2782
334.73	1.2772
334.80	1.2769
334.87	1.2763
334.93	1.2760
335.00	1.2754
335.07	1.2751
335.13	1.2751
335.20	1.2748
335.27	1.2744
335.33	1.2744
335.40	1.2741
335.47	1.2735
335.53	1.2732
335.60	1.2729
335.67	1.2726
335.73	1.2720
335.80	1.2717
335.87	1.2713
335.93	1.2713
336.00	1.2710
336.07	1.2707
336.13	1.2707
336.20	1.2701
336.27	1.2698
336.33	1.2695
336.40	1.2692
336.47	1.2689
336.53	1.2686
336.60	1.2682
336.67	1.2679
336.73	1.2679
336.80	1.2679
336.87	1.2679
336.93	1.2679
337.00	1.2679
337.07	1.2676
337.13	1.2676
337.20	1.2670
337.27	1.2667
337.33	1.2667
337.40	1.2664
337.47	1.2661
337.53	1.2658
337.60	1.2658
337.67	1.2658
337.73	1.2658
337.80	1.2655
337.87	1.2652
337.93	1.2648
338.00	1.2648
338.07	1.2645
338.13	1.2642
338.20	1.2639
338.27	1.2636
338.33	1.2630
338.40	1.2627
338.47	1.2624
338.53	1.2617
338.60	1.2614
338.67	1.2611
338.73	1.2608
338.80	1.2608
338.87	1.2605
338.93	1.2605
339.00	1.2599
339.07	1.2596
339.13	1.2593
339.20	1.2593
339.27	1.2590
339.33	1.2580
339.40	1.2577
339.47	1.2577
339.53	1.2574
339.60	1.2571
339.67	1.2568
339.73	1.2565
339.80	1.2568
339.87	1.2565
339.93	1.2565
340.00	1.2565
340.07	1.2562
340.13	1.2565
340.20	1.2562
340.27	1.2565
340.33	1.2562
340.40	1.2562
340.47	1.2562
340.53	1.2559
340.60	1.2559
340.67	1.2556
340.73	1.2559
340.80	1.2556
340.87	1.2552
340.93	1.2552
341.00	1.2549
341.07	1.2549
341.13	1.2549
341.20	1.2549
341.27	1.2549
341.33	1.2549
341.40	1.2549
341.47	1.2552
341.53	1.2556
341.60	1.2556
341.67	1.2556
341.73	1.2556
341.80	1.2552
341.87	1.2552
341.93	1.2552
342.00	1.2546
342.07	1.2546
342.13	1.2546
342.20	1.2543
342.27	1.2543
342.33	1.2540
342.40	1.2540
342.47	1.2540
342.53	1.2537
342.60	1.2537
342.67	1.2531
342.73	1.2531
342.80	1.2528
342.87	1.2525
342.93	1.2521
343.00	1.2518
343.07	1.2518
343.13	1.2512
343.20	1.2509
343.27	1.2506
343.33	1.2503
343.40	1.2500
343.47	1.2494
343.53	1.2487
343.60	1.2484
343.67	1.2481
343.73	1.2478
343.80	1.2478
343.87	1.2475
343.93	1.2478
344.00	1.2475
344.07	1.2478
344.13	1.2475
344.20	1.2478
344.27	1.2481
344.33	1.2481
344.40	1.2478
344.47	1.2481
344.53	1.2481
344.60	1.2481
344.67	1.2478
344.73	1.2481
344.80	1.2481
344.87	1.2481
344.93	1.2481
345.00	1.2478
345.07	1.2478
345.13	1.2478
345.20	1.2475
345.27	1.2475
345.33	1.2472
345.40	1.2469
345.47	1.2469
345.53	1.2466
345.60	1.2463
345.67	1.2463
345.73	1.2456
345.80	1.2456
345.87	1.2453
345.93	1.2450
346.00	1.2450
346.07	1.2447
346.13	1.2447
346.20	1.2441
346.27	1.2438
346.33	1.2438
346.40	1.2435
346.47	1.2432
346.53	1.2432
346.60	1.2432
346.67	1.2425
346.73	1.2425
346.80	1.2425
346.87	1.2425
346.93	1.2425
347.00	1.2425
347.07	1.2425
347.13	1.2425
347.20	1.2425
347.27	1.2422
347.33	1.2419
347.40	1.2416
347.47	1.2416
347.53	1.2416
347.60	1.2413
347.67	1.2413
347.73	1.2413
347.80	1.2413
347.87	1.2410
347.93	1.2410
348.00	1.2407
348.07	1.2407
348.13	1.2407
348.20	1.2404
348.27	1.2404
348.33	1.2404
348.40	1.2404
348.47	1.2407
348.53	1.2407
348.60	1.2407
348.67	1.2404
348.73	1.2404
348.80	1.2398
348.87	1.2398
348.93	1.2398
349.00	1.2398
349.07	1.2398
349.13	1.2401
349.20	1.2401
349.27	1.2401
349.33	1.2404
349.40	1.2404
349.47	1.2404
349.53	1.2407
349.60	1.2407
349.67	1.2404
349.73	1.2407
349.80	1.2407
349.87	1.2407
349.93	1.2410
350.00	1.2410
350.07	1.2410
350.13	1.2410
350.20	1.2413
350.27	1.2410
350.33	1.2410
350.40	1.2410
350.47	1.2410
350.53	1.2410
350.60	1.2410
350.67	1.2410
350.73	1.2410
350.80	1.2410
350.87	1.2407
350.93	1.2404
351.00	1.2407
351.07	1.2410
351.13	1.2413
351.20	1.2413
351.27	1.2419
351.33	1.2425
351.40	1.2425
351.47	1.2425
351.53	1.2429
351.60	1.2429
351.67	1.2425
351.73	1.2425
351.80	1.2422
351.87	1.2419
351.93	1.2416
352.00	1.2413
352.07	1.2410
352.13	1.2410
352.20	1.2407
352.27	1.2410
352.33	1.2407
352.40	1.2410
352.47	1.2410
352.53	1.2410
352.60	1.2410
352.67	1.2410
352.73	1.2407
352.80	1.2407
352.87	1.2404
352.93	1.2401
353.00	1.2401
353.07	1.2398
353.13	1.2398
353.20	1.2401
353.27	1.2401
353.33	1.2401
353.40	1.2401
353.47	1.2401
353.53	1.2401
353.60	1.2404
353.67	1.2404
353.73	1.2407
353.80	1.2413
353.87	1.2413
353.93	1.2419
354.00	1.2422
354.07	1.2429
354.13	1.2432
354.20	1.2438
354.27	1.2441
354.33	1.2444
354.40	1.2450
354.47	1.2453
354.53	1.2456
354.60	1.2456
354.67	1.2456
354.73	1.2456
354.80	1.2456
354.87	1.2453
354.93	1.2453
355.00	1.2453
355.07	1.2453
355.13	1.2456
355.20	1.2456
355.27	1.2459
355.33	1.2459
355.40	1.2463
355.47	1.2463
355.53	1.2466
355.60	1.2466
355.67	1.2469
355.73	1.2469
355.80	1.2472
355.87	1.2475
355.93	1.2475
356.00	1.2475
356.07	1.2475
356.13	1.2475
356.20	1.2475
356.27	1.2472
356.33	1.2469
356.40	1.2463
356.47	1.2456
356.53	1.2450
356.60	1.2441
356.67	1.2432
356.73	1.2419
356.80	1.2410
356.87	1.2401
356.93	1.2394
357.00	1.2385
357.07	1.2379
357.13	1.2370
357.20	1.2363
357.27	1.2357
357.33	1.2357
357.40	1.2351
357.47	1.2348
357.53	1.2348
357.60	1.2345
357.67	1.2342
357.73	1.2342
357.80	1.2339
357.87	1.2339
357.93	1.2336
358.00	1.2329
358.07	1.2329
358.13	1.2326
358.20	1.2323
358.27	1.2320
358.33	1.2323
358.40	1.2320
358.47	1.2317
358.53	1.2317
358.60	1.2314
358.67	1.2308
358.73	1.2305
358.80	1.2298
358.87	1.2289
358.93	1.2283
359.00	1.2274
359.07	1.2261
359.13	1.2255
359.20	1.2243
359.27	1.2237
359.33	1.2227
359.40	1.2221
359.47	1.2215
359.53	1.2206
359.60	1.2199
359.67	1.2193
359.73	1.2190
359.80	1.2184
359.87	1.2178
359.93	1.2175
360.00	1.2171
360.07	1.2165
360.13	1.2156
360.20	1.2150
360.27	1.2144
360.33	1.2137
360.40	1.2131
360.47	1.2125
360.53	1.2122
360.60	1.2116
360.67	1.2113
360.73	1.2110
360.80	1.2106
360.87	1.2103
360.93	1.2100
361.00	1.2097
361.07	1.2094
361.13	1.2094
361.20	1.2091
361.27	1.2088
361.33	1.2088
361.40	1.2085
361.47	1.2085
361.53	1.2085
361.60	1.2085
361.67	1.2082
361.73	1.2085
361.80	1.2079
361.87	1.2079
361.93	1.2075
362.00	1.2075
362.07	1.2069
362.13	1.2069
362.20	1.2069
362.27	1.2066
362.33	1.2069
362.40	1.2069
362.47	1.2069
362.53	1.2069
362.60	1.2069
362.67	1.2069
362.73	1.2069
362.80	1.2069
362.87	1.2066
362.93	1.2066
363.00	1.2060
363.07	1.2057
363.13	1.2054
363.20	1.2044
363.27	1.2038
363.33	1.2029
363.40	1.2023
363.47	1.2020
363.53	1.2010
363.60	1.2004
363.67	1.1998
363.73	1.1992
363.80	1.1983
363.87	1.1976
363.93	1.1967
364.00	1.1961
364.07	1.1958
364.13	1.1952
364.20	1.1948
364.27	1.1942
364.33	1.1939
364.40	1.1936
364.47	1.1930
364.53	1.1927
364.60	1.1924
364.67	1.1921
364.73	1.1921
364.80	1.1911
364.87	1.1908
364.93	1.1905
365.00	1.1899
365.07	1.1896
365.13	1.1893
365.20	1.1890
365.27	1.1880
365.33	1.1877
365.40	1.1874
365.47	1.1871
365.53	1.1868
365.60	1.1859
365.67	1.1852
365.73	1.1849
365.80	1.1840
365.87	1.1834
365.93	1.1825
366.00	1.1818
366.07	1.1812
366.13	1.1806
366.20	1.1797
366.27	1.1791
366.33	1.1781
366.40	1.1778
366.47	1.1772
366.53	1.1769
366.60	1.1766
366.67	1.1760
366.73	1.1756
366.80	1.1753
366.87	1.1747
366.93	1.1741
367.00	1.1735
367.07	1.1729
367.13	1.1722
367.20	1.1719
367.27	1.1707
367.33	1.1701
367.40	1.1695
367.47	1.1682
367.53	1.1676
367.60	1.1670
367.67	1.1660
367.73	1.1648
367.80	1.1642
367.87	1.1633
367.93	1.1626
368.00	1.1620
368.07	1.1614
368.13	1.1611
368.20	1.1605
368.27	1.1595
368.33	1.1589
368.40	1.1583
368.47	1.1580
368.53	1.1574
368.60	1.1568
368.67	1.1558
368.73	1.1552
368.80	1.1546
368.87	1.1537
368.93	1.1527
369.00	1.1521
369.07	1.1512
369.13	1.1506
369.20	1.1496
369.27	1.1490
369.33	1.1481
369.40	1.1472
369.47	1.1465
369.53	1.1456
369.60	1.1450
369.67	1.1444
369.73	1.1434
369.80	1.1428
369.87	1.1419
369.93	1.1413
370.00	1.1400
370.07	1.1391
370.13	1.1382
370.20	1.1376
370.27	1.1366
370.33	1.1357
370.40	1.1348
370.47	1.1335
370.53	1.1326
370.60	1.1314
370.67	1.1298
370.73	1.1289
370.80	1.1276
370.87	1.1264
370.93	1.1252
371.00	1.1239
371.07	1.1230
371.13	1.1218
371.20	1.1205
371.27	1.1196
371.33	1.1187
371.40	1.1177
371.47	1.1168
371.53	1.1159
371.60	1.1149
371.67	1.1143
371.73	1.1131
371.80	1.1125
371.87	1.1112
371.93	1.1103
372.00	1.1087
372.07	1.1078
372.13	1.1066
372.20	1.1050
372.27	1.1041
372.33	1.1029
372.40	1.1013
372.47	1.1001
372.53	1.0988
372.60	1.0973
372.67	1.0961
372.73	1.0945
372.80	1.0936
372.87	1.0920
372.93	1.0911
373.00	1.0895
373.07	1.0883
373.13	1.0874
373.20	1.0861
373.27	1.0849
373.33	1.0837
373.40	1.0827
373.47	1.0815
373.53	1.0803
373.60	1.0790
373.67	1.0781
373.73	1.0765
373.80	1.0756
373.87	1.0744
373.93	1.0731
374.00	1.0719
374.07	1.0710
374.13	1.0694
374.20	1.0679
374.27	1.0663
374.33	1.0648
374.40	1.0629
374.47	1.0611
374.53	1.0592
374.60	1.0573
374.67	1.0552
374.73	1.0533
374.80	1.0515
374.87	1.0493
374.93	1.0471
375.00	1.0450
375.07	1.0428
375.13	1.0409
375.20	1.0391
375.27	1.0369
375.33	1.0347
375.40	1.0326
375.47	1.0310
375.53	1.0288
375.60	1.0270
375.67	1.0251
375.73	1.0236
375.80	1.0217
375.87	1.0199
375.93	1.0177
376.00	1.0155
376.07	1.0134
376.13	1.0109
376.20	1.0084
376.27	1.0056
376.33	1.0028
376.40	0.9997
376.47	0.9969
376.53	0.9935
376.60	0.9908
376.67	0.9877
376.73	0.9849
376.80	0.9818
376.87	0.9787
376.93	0.9756
377.00	0.9725
377.07	0.9691
377.13	0.9663
377.20	0.9629
377.27	0.9598
377.33	0.9570
377.40	0.9536
377.47	0.9505
377.53	0.9474
377.60	0.9443
377.67	0.9412
377.73	0.9381
377.80	0.9347
377.87	0.9313
377.93	0.9276
378.00	0.9239
378.07	0.9201
378.13	0.9164
378.20	0.9124
378.27	0.9087
378.33	0.9047
378.40	0.9006
378.47	0.8966
378.53	0.8926
378.60	0.8889
378.67	0.8848
378.73	0.8811
378.80	0.8774
378.87	0.8734
378.93	0.8693
379.00	0.8653
379.07	0.8616
379.13	0.8573
379.20	0.8532
379.27	0.8492
379.33	0.8446
379.40	0.8399
379.47	0.8353
379.53	0.8306
379.60	0.8260
379.67	0.8207
379.73	0.8158
379.80	0.8105
379.87	0.8052
379.93	0.8000
380.00	0.7947
380.07	0.7894
380.13	0.7842
380.20	0.7792
380.27	0.7740
380.33	0.7687
380.40	0.7634
380.47	0.7585
380.53	0.7532
380.60	0.7476
380.67	0.7424
380.73	0.7371
380.80	0.7318
380.87	0.7266
380.93	0.7210
381.00	0.7151
381.07	0.7098
381.13	0.7037
381.20	0.6978
381.27	0.6919
381.33	0.6857
381.40	0.6795
381.47	0.6730
381.53	0.6668
381.60	0.6597
381.67	0.6532
381.73	0.6467
381.80	0.6395
381.87	0.6324
381.93	0.6253
382.00	0.6182
382.07	0.6111
382.13	0.6033
382.20	0.5956
382.27	0.5875
382.33	0.5798
382.40	0.5720
382.47	0.5637
382.53	0.5556
382.60	0.5473
382.67	0.5389
382.73	0.5302
382.80	0.5215
382.87	0.5129
382.93	0.5042
383.00	0.4952
383.07	0.4869
383.13	0.4779
383.20	0.4689
383.27	0.4599
383.33	0.4509
383.40	0.4413
383.47	0.4317
383.53	0.4221
383.60	0.4119
383.67	0.4020
383.73	0.3918
383.80	0.3816
383.87	0.3713
383.93	0.3608
384.00	0.3503
384.07	0.3394
384.13	0.3283
384.20	0.3174
384.27	0.3063
384.33	0.2948
384.40	0.2831
384.47	0.2713
384.53	0.2595
384.60	0.2478
384.67	0.2357
384.73	0.2236
384.80	0.2115
384.87	0.1988
384.93	0.1864
385.00	0.1737
385.07	0.1610
385.13	0.1477
385.20	0.1347
385.27	0.1220
385.33	0.1087
385.40	0.0957
385.47	0.0827
385.53	0.0691
385.60	0.0557
385.67	0.0421
385.73	0.0282
385.80	0.0146
385.87	6.1941e-004
385.93	-0.0133
386.00	-0.0279
386.07	-0.0424
386.13	-0.0570
386.20	-0.0719
386.27	-0.0873
386.33	-0.1025
386.40	-0.1177
386.47	-0.1335
386.53	-0.1490
386.60	-0.1648
386.67	-0.1806
386.73	-0.1967
386.80	-0.2128
386.87	-0.2286
386.93	-0.2453
387.00	-0.2617
387.07	-0.2784
387.13	-0.2952
387.20	-0.3122
387.27	-0.3295
387.33	-0.3472
387.40	-0.3648
387.47	-0.3828
387.53	-0.4008
387.60	-0.4190
387.67	-0.4373
387.73	-0.4559
387.80	-0.4745
387.87	-0.4931
387.93	-0.5119
388.00	-0.5305
388.07	-0.5491
388.13	-0.5680
388.20	-0.5869
388.27	-0.6058
388.33	-0.6247
388.40	-0.6442
388.47	-0.6634
388.53	-0.6829
388.60	-0.7027
388.67	-0.7222
388.73	-0.7421
388.80	-0.7619
388.87	-0.7820
388.93	-0.8021
389.00	-0.8223
389.07	-0.8427
389.13	-0.8628
389.20	-0.8836
389.27	-0.9043
389.33	-0.9251
389.40	-0.9465
389.47	-0.9672
389.53	-0.9883
389.60	-1.0100
389.67	-1.0313
389.73	-1.0530
389.80	-1.0747
389.87	-1.0964
389.93	-1.1187
390.00	-1.1410
390.07	-1.1636
390.13	-1.1862
390.20	-1.2091
390.27	-1.2326
390.33	-1.2559
390.40	-1.2794
390.47	-1.3032
390.53	-1.3271
390.60	-1.3516
390.67	-1.3757
390.73	-1.4002
390.80	-1.4250
390.87	-1.4497
390.93	-1.4748
391.00	-1.4999
391.07	-1.5256
391.13	-1.5513
391.20	-1.5773
391.27	-1.6034
391.33	-1.6297
391.40	-1.6560
391.47	-1.6826
391.53	-1.7090
391.60	-1.7356
391.67	-1.7619
391.73	-1.7886
391.80	-1.8152
391.87	-1.8421
391.93	-1.8691
392.00	-1.8966
392.07	-1.9239
392.13	-1.9515
392.20	-1.9790
392.27	-2.0069
392.33	-2.0354
392.40	-2.0633
392.47	-2.0918
392.53	-2.1203
392.60	-2.1487
392.67	-2.1782
392.73	-2.2070
392.80	-2.2364
392.87	-2.2658
392.93	-2.2955
393.00	-2.3256
393.07	-2.3559
393.13	-2.3863
393.20	-2.4166
393.27	-2.4473
393.33	-2.4783
393.40	-2.5092
393.47	-2.5402
393.53	-2.5712
393.60	-2.6025
393.67	-2.6341
393.73	-2.6656
393.80	-2.6969
393.87	-2.7288
393.93	-2.7610
394.00	-2.7926
394.07	-2.8245
394.13	-2.8567
394.20	-2.8889
394.27	-2.9215
394.33	-2.9543
394.40	-2.9871
394.47	-3.0203
394.53	-3.0537
394.60	-3.0872
394.67	-3.1212
394.73	-3.1553
394.80	-3.1900
394.87	-3.2244
394.93	-3.2594
395.00	-3.2947
395.07	-3.3303
395.13	-3.3659
395.20	-3.4021
395.27	-3.4384
395.33	-3.4749
395.40	-3.5118
395.47	-3.5492
395.53	-3.5867
395.60	-3.6242
395.67	-3.6623
395.73	-3.7004
395.80	-3.7388
395.87	-3.7772
395.93	-3.8159
396.00	-3.8546
396.07	-3.8939
396.13	-3.9330
396.20	-3.9729
396.27	-4.0126
396.33	-4.0528
396.40	-4.0928
396.47	-4.1337
396.53	-4.1745
396.60	-4.2154
396.67	-4.2572
396.73	-4.2990
396.80	-4.3408
396.87	-4.3836
396.93	-4.4260
397.00	-4.4691
397.07	-4.5124
397.13	-4.5558
397.20	-4.5995
397.27	-4.6434
397.33	-4.6883
397.40	-4.7332
397.47	-4.7785
397.53	-4.8240
397.60	-4.8698
397.67	-4.9160
397.73	-4.9621
397.80	-5.0086
397.87	-5.0557
397.93	-5.1027
398.00	-5.1501
398.07	-5.1978
398.13	-5.2458
398.20	-5.2941
398.27	-5.3431
398.33	-5.3920
398.40	-5.4412
398.47	-5.4914
398.53	-5.5413
398.60	-5.5921
398.67	-5.6432
398.73	-5.6946
398.80	-5.7469
398.87	-5.7989
398.93	-5.8519
399.00	-5.9049
399.07	-5.9584
399.13	-6.0123
399.20	-6.0665
399.27	-6.1217
399.33	-6.1768
399.40	-6.2322
399.47	-6.2883
399.53	-6.3450
399.60	-6.4016
399.67	-6.4589
399.73	-6.5165
399.80	-6.5748
399.87	-6.6336
399.93	-6.6928
400.00	-6.7525
400.07	-6.8126
400.13	-6.8730
400.20	-6.9340
400.27	-6.9953
400.33	-7.0573
400.40	-7.1195
400.47	-7.1824
400.53	-7.2456
400.60	-7.3094
400.67	-7.3732
400.73	-7.4379
400.80	-7.5030
400.87	-7.5683
400.93	-7.6343
401.00	-7.7009
401.07	-7.7681
401.13	-7.8356
401.20	-7.9037
401.27	-7.9718
401.33	-8.0409
401.40	-8.1097
401.47	-8.1794
401.53	-8.2493
401.60	-8.3196
401.67	-8.3906
401.73	-8.4621
401.80	-8.5340
401.87	-8.6061
401.93	-8.6786
402.00	-8.7517
402.07	-8.8251
402.13	-8.8988
402.20	-8.9731
402.27	-9.0478
402.33	-9.1227
402.40	-9.1977
402.47	-9.2735
402.53	-9.3497
402.60	-9.4262
402.67	-9.5033
402.73	-9.5808
402.80	-9.6588
402.87	-9.7369
402.93	-9.8158
403.00	-9.8945
403.07	-9.9741
403.13	-10.0534
403.20	-10.1336
403.27	-10.2141
403.33	-10.2943
403.40	-10.3755
403.47	-10.4566
403.53	-10.5378
403.60	-10.6192
403.67	-10.7010
403.73	-10.7827
403.80	-10.8645
