Filename:	C:\Program Files\Pyris\Data\F-Praktikum\WS1819\BA-C-04\blei_50k-m.dsd

Temperature (°C)	Heat Flow Endo Up (mW)
352.17	1.4416
352.34	1.4413
352.50	1.4410
352.67	1.4410
352.84	1.4407
353.00	1.4407
353.17	1.4407
353.34	1.4404
353.50	1.4404
353.67	1.4401
353.84	1.4398
354.00	1.4391
354.17	1.4388
354.34	1.4385
354.50	1.4379
354.67	1.4376
354.84	1.4376
355.00	1.4373
355.17	1.4373
355.34	1.4376
355.50	1.4379
355.67	1.4382
355.84	1.4385
356.00	1.4391
356.17	1.4395
356.34	1.4398
356.50	1.4401
356.67	1.4404
356.84	1.4407
357.00	1.4410
357.17	1.4413
357.34	1.4419
357.50	1.4422
357.67	1.4425
357.84	1.4425
358.00	1.4425
358.17	1.4425
358.34	1.4425
358.50	1.4422
358.67	1.4419
358.84	1.4416
359.00	1.4413
359.17	1.4407
359.34	1.4404
359.50	1.4398
359.67	1.4388
359.84	1.4382
360.00	1.4373
360.17	1.4364
360.34	1.4354
360.50	1.4345
360.67	1.4339
360.84	1.4333
361.00	1.4327
361.17	1.4320
361.34	1.4317
361.50	1.4314
361.67	1.4311
361.84	1.4308
362.00	1.4305
362.17	1.4302
362.34	1.4299
362.50	1.4296
362.67	1.4296
362.84	1.4296
363.00	1.4293
363.17	1.4290
363.34	1.4287
363.50	1.4280
363.67	1.4277
363.84	1.4271
364.00	1.4265
364.17	1.4259
364.34	1.4256
364.50	1.4253
364.67	1.4249
364.84	1.4246
365.00	1.4243
365.17	1.4240
365.34	1.4240
365.50	1.4237
365.67	1.4234
365.84	1.4234
366.00	1.4231
366.17	1.4231
366.34	1.4231
366.50	1.4228
366.67	1.4228
366.84	1.4228
367.00	1.4228
367.17	1.4225
367.34	1.4225
367.50	1.4225
367.67	1.4225
367.84	1.4225
368.00	1.4225
368.17	1.4225
368.34	1.4228
368.50	1.4228
368.67	1.4228
368.84	1.4231
369.00	1.4231
369.17	1.4231
369.34	1.4231
369.50	1.4231
369.67	1.4231
369.84	1.4231
370.00	1.4231
