# exported by fityk 0.8.7
#19-X:x	19-X:y	19-X:s	19-X:F(x)	19-X:%_9(x)	19-X:%_10(x)	19-X:%_12(x)	19-X:a
1.35	27	5.19615	1.25364e-035	2.05854e-101	1.7202e-055	1.25364e-035	1
1.36	19	4.3589	1.69321e-035	5.37275e-101	3.30822e-055	1.69321e-035	1
1.38	22	4.69042	3.08391e-035	3.63883e-100	1.21765e-054	3.08391e-035	1
1.39	21	4.58258	4.15866e-035	9.44253e-100	2.33043e-054	4.15866e-035	1
1.41	19	4.3589	7.55042e-035	6.32163e-099	8.4949e-054	7.55042e-035	1
1.42	21	4.58258	1.01657e-034	1.63096e-098	1.61796e-053	1.01657e-034	1
1.44	16	4	1.83984e-034	1.07934e-097	5.84091e-053	1.83984e-034	1
1.46	22	4.69042	3.32285e-034	7.08805e-097	2.09503e-052	3.32285e-034	1
1.47	14	3.74166	4.46202e-034	1.81115e-096	3.95814e-052	4.46202e-034	1
1.49	17	4.12311	8.03318e-034	1.1757e-095	1.40602e-051	8.03318e-034	1
1.5	14	3.74166	1.07702e-033	2.98684e-095	2.64357e-051	1.07702e-033	1
1.52	17	4.12311	1.93288e-033	1.9166e-094	9.30003e-051	1.93288e-033	1
1.54	27	5.19615	3.46156e-033	1.22039e-093	3.25066e-050	3.46156e-033	1
1.55	24	4.89898	4.62874e-033	3.07064e-093	6.06267e-050	4.62874e-033	1
1.57	21	4.58258	8.26337e-033	1.93274e-092	2.09867e-049	8.26337e-033	1
1.58	22	4.69042	1.10322e-032	4.83492e-092	3.89523e-049	1.10322e-032	1
1.6	13	3.60555	1.96328e-032	3.00822e-091	1.33538e-048	1.96328e-032	1
1.61	23	4.79583	2.61698e-032	7.48194e-091	2.46655e-048	2.61698e-032	1
1.63	18	4.24264	4.64246e-032	4.60162e-090	8.37441e-048	4.64246e-032	1
1.65	23	4.79583	8.21827e-032	2.80839e-089	2.82497e-047	8.21827e-032	1
1.66	17	4.12311	1.09258e-031	6.91792e-089	5.17597e-047	1.09258e-031	1
1.68	13	3.60555	1.92803e-031	4.17348e-088	1.72919e-046	1.92803e-031	1
1.69	24	4.89898	2.55917e-031	1.02212e-087	3.15296e-046	2.55917e-031	1
1.71	14	3.74166	4.5018e-031	6.0954e-087	1.04319e-045	4.5018e-031	1
1.73	15	3.87298	7.90236e-031	3.60704e-086	3.42927e-045	7.90236e-031	1
1.74	17	4.12311	1.04616e-030	8.74922e-086	6.20253e-045	1.04616e-030	1
1.76	16	4	1.83062e-030	5.11793e-085	2.0193e-044	1.83062e-030	1
1.77	12	3.4641	2.41965e-030	1.23424e-084	3.63466e-044	2.41965e-030	1
1.79	11	3.31662	4.22063e-030	7.13676e-084	1.17189e-043	4.22063e-030	1
1.8	18	4.24264	5.56989e-030	1.71118e-083	2.09917e-043	5.56989e-030	1
1.82	20	4.47214	9.68497e-030	9.78074e-083	6.7029e-043	9.68497e-030	1
1.84	20	4.47214	1.68048e-029	5.54752e-082	2.12654e-042	1.68048e-029	1
1.85	22	4.69042	2.21187e-029	1.31737e-081	3.77857e-042	2.21187e-029	1
1.87	20	4.47214	3.8258e-029	7.38599e-081	1.18722e-041	3.8258e-029	1
1.88	17	4.12311	5.0276e-029	1.74383e-080	2.09932e-041	5.0276e-029	1
1.9	12	3.4641	8.66864e-029	9.66457e-080	6.53243e-041	8.66864e-029	1
1.92	17	4.12311	1.49151e-028	5.3151e-079	2.0196e-040	1.49151e-028	1
1.93	16	4	1.95488e-028	1.24285e-078	3.54249e-040	1.95488e-028	1
1.95	11	3.31662	3.3529e-028	6.75655e-078	1.08465e-039	3.3529e-028	1
1.96	15	3.87298	4.38761e-028	1.5708e-077	1.89334e-039	4.38761e-028	1
1.98	17	4.12311	7.50165e-028	8.44116e-077	5.74122e-039	7.50165e-028	1
1.99	10	3.16228	9.80116e-028	1.95113e-076	9.97332e-039	9.80116e-028	1
2.01	10	3.16228	1.67045e-027	1.03644e-075	2.99507e-038	1.67045e-027	1
2.03	10	3.16228	2.84101e-027	5.46323e-075	8.93652e-038	2.84101e-027	1
2.04	10	3.16228	3.70211e-027	1.25068e-074	1.53992e-037	3.70211e-027	1
2.06	7	2.64575	6.27648e-027	6.51673e-074	4.55042e-037	6.27648e-027	1
2.07	12	3.4641	8.16593e-027	1.48325e-073	7.80326e-037	8.16593e-027	1
2.09	20	4.47214	1.38006e-026	7.63965e-073	2.28361e-036	1.38006e-026	1
2.11	11	3.31662	2.32744e-026	3.90465e-072	6.63993e-036	2.32744e-026	1
2.12	14	3.74166	3.02011e-026	8.80199e-072	1.12949e-035	3.02011e-026	1
2.14	17	4.12311	5.07725e-026	4.44698e-071	3.25249e-035	5.07725e-026	1
2.15	14	3.74166	6.57791e-026	9.96671e-071	5.50593e-035	6.57791e-026	1
2.17	12	3.4641	1.10235e-025	4.97751e-070	1.5702e-034	1.10235e-025	1
2.18	9	3	1.42591e-025	1.10914e-069	2.64525e-034	1.42591e-025	1
2.2	11	3.31662	2.38205e-025	5.47549e-069	7.47111e-034	2.38205e-025	1
2.22	11	3.31662	3.97095e-025	2.68232e-068	2.09651e-033	3.97095e-025	1
2.23	11	3.31662	5.12298e-025	5.91967e-068	3.5035e-033	5.12298e-025	1
2.25	16	4	8.51321e-025	2.86655e-067	9.7366e-033	8.51321e-025	1
2.26	14	3.74166	1.09657e-024	6.28977e-067	1.61923e-032	1.09657e-024	1
2.28	16	4	1.81649e-024	3.01074e-066	4.45661e-032	1.81649e-024	1
2.3	12	3.4641	3.00271e-024	1.43009e-065	1.2187e-031	3.00271e-024	1
2.31	14	3.74166	3.85755e-024	3.10778e-065	2.01044e-031	3.85755e-024	1
2.33	9	3	6.35653e-024	1.4592e-064	5.44472e-031	6.35653e-024	1
2.34	15	3.87298	8.15326e-024	3.15277e-064	8.93853e-031	8.15325e-024	1
2.36	14	3.74166	1.33927e-023	1.4633e-063	2.39741e-030	1.33926e-023	1
2.37	13	3.60555	1.71511e-023	3.14338e-063	3.91678e-030	1.71511e-023	1
2.39	6	2.44949	2.80836e-023	1.44216e-062	1.04039e-029	2.80836e-023	1
2.41	17	4.12311	4.58881e-023	6.56568e-062	2.74576e-029	4.58881e-023	1
2.42	10	3.16228	5.86112e-023	1.39687e-061	4.44982e-029	5.86112e-023	1
2.44	15	3.87298	9.54673e-023	6.28637e-061	1.16305e-028	9.54672e-023	1
2.45	16	4	1.21744e-022	1.32973e-060	1.87575e-028	1.21744e-022	1
2.47	17	4.12311	1.97674e-022	5.91539e-060	4.85537e-028	1.97674e-022	1
2.48	17	4.12311	2.51685e-022	1.24405e-059	7.79282e-028	2.51684e-022	1
2.5	12	3.4641	4.07367e-022	5.47055e-059	1.99772e-027	4.07365e-022	1
2.52	20	4.47214	6.57959e-022	2.38713e-058	5.08828e-027	6.57954e-022	1
2.53	10	3.16228	8.35531e-022	4.97212e-058	8.10096e-027	8.35523e-022	1
2.55	18	4.24264	1.34525e-021	2.14468e-057	2.04345e-026	1.34523e-021	1
2.56	11	3.31662	1.70562e-021	4.44137e-057	3.23762e-026	1.70559e-021	1
2.58	11	3.31662	2.73749e-021	1.89371e-056	8.0881e-026	2.73741e-021	1
2.6	6	2.44949	4.3844e-021	8.01234e-056	2.00753e-025	4.3842e-021	1
2.61	12	3.4641	5.5443e-021	1.64334e-055	3.15513e-025	5.54398e-021	1
2.63	11	3.31662	8.85192e-021	6.87305e-055	7.75575e-025	8.85114e-021	1
2.64	12	3.4641	1.11761e-020	1.40154e-054	1.21304e-024	1.11749e-020	1
2.66	13	3.60555	1.77878e-020	5.79433e-054	2.95308e-024	1.77848e-020	1
2.67	14	3.74166	2.24232e-020	1.17475e-053	4.59645e-024	2.24186e-020	1
2.69	10	3.16228	3.55774e-020	4.80088e-053	1.10819e-023	3.55663e-020	1
2.71	18	4.24264	5.63326e-020	1.94691e-052	2.65461e-023	5.6306e-020	1
2.72	11	3.31662	7.08306e-020	3.90932e-052	4.09866e-023	7.07896e-020	1
2.74	17	4.12311	1.11812e-019	1.56712e-051	9.72346e-023	1.11715e-019	1
2.75	12	3.4641	1.40379e-019	3.12857e-051	1.49403e-022	1.4023e-019	1
2.77	11	3.31662	2.20953e-019	1.23972e-050	3.51018e-022	2.20602e-019	1
2.79	6	2.44949	3.47128e-019	4.87471e-050	8.19399e-022	3.46309e-019	1
2.8	17	4.12311	4.34807e-019	9.63843e-050	1.2489e-021	4.33558e-019	1
2.82	11	3.31662	6.81354e-019	3.74636e-049	2.88725e-021	6.78466e-019	1
2.83	15	3.87298	8.52437e-019	7.36468e-049	4.37937e-021	8.48058e-019	1
2.85	13	3.60555	1.33295e-018	2.82965e-048	1.00268e-020	1.32292e-018	1
2.86	15	3.87298	1.66612e-018	5.53052e-048	1.51351e-020	1.65099e-018	1
2.88	14	3.74166	2.60163e-018	2.10049e-047	3.43185e-020	2.56731e-018	1
2.9	13	3.60555	4.06112e-018	7.91634e-047	7.73153e-020	3.9838e-018	1
2.91	14	3.74166	5.07443e-018	1.53239e-046	1.15766e-019	4.95866e-018	1
2.93	6	2.44949	7.92856e-018	5.70888e-046	2.58293e-019	7.67027e-018	1
2.94	12	3.4641	9.91702e-018	1.09872e-045	3.8488e-019	9.53214e-018	1
2.96	19	4.3589	1.55486e-017	4.04615e-045	8.50447e-019	1.46982e-017	1
2.98	13	3.60555	2.44834e-017	1.47859e-044	1.86709e-018	2.26163e-017	1
2.99	9	3	3.07919e-017	2.81835e-044	2.75976e-018	2.80322e-017	1
3.01	10	3.16228	4.89977e-017	1.01807e-043	6.0004e-018	4.29973e-017	1
3.02	12	3.4641	6.2036e-017	1.92936e-043	8.82638e-018	5.32096e-017	1
3.04	6	2.44949	1.00364e-016	6.88924e-043	1.90057e-017	8.13582e-017	1
3.05	18	4.24264	1.28344e-016	1.29806e-042	2.78217e-017	1.00523e-016	1
3.07	9	3	2.12546e-016	4.58172e-042	5.93303e-017	1.53215e-016	1
3.09	15	3.87298	3.58746e-016	1.60477e-041	1.25709e-016	2.33037e-016	1
3.1	18	4.24264	4.69713e-016	2.99467e-041	1.8254e-016	2.87173e-016	1
3.12	15	3.87298	8.1844e-016	1.03684e-040	3.83035e-016	4.35405e-016	1
3.13	20	4.47214	1.08922e-015	1.92369e-040	5.53512e-016	5.35704e-016	1
3.15	15	3.87298	1.95993e-015	6.58371e-040	1.15027e-015	8.09657e-016	1
3.17	11	3.31662	3.59616e-015	2.23592e-039	2.37502e-015	1.22113e-015	1
3.18	14	3.74166	4.90295e-015	4.1086e-039	3.40448e-015	1.49848e-015	1
3.2	12	3.4641	9.2145e-015	1.37929e-038	6.96162e-015	2.25288e-015	1
3.21	11	3.31662	1.26911e-014	2.51989e-038	9.9309e-015	2.76019e-015	1
3.23	12	3.4641	2.4248e-014	8.3622e-038	2.01113e-014	4.1367e-015	1
3.24	17	4.12311	3.36108e-014	1.51891e-037	2.85506e-014	5.0602e-015	1
3.26	19	4.3589	6.4821e-014	4.9825e-037	5.72612e-014	7.55979e-015	1
3.28	16	4	1.25374e-013	1.62186e-036	1.14104e-013	1.12703e-014	1
3.29	15	3.87298	1.74432e-013	2.91768e-036	1.60682e-013	1.37501e-014	1
3.31	8	2.82843	3.37537e-013	9.38812e-036	3.17103e-013	2.04343e-014	1
3.32	13	3.60555	4.6928e-013	1.67916e-035	4.44389e-013	2.4891e-014	1
3.34	20	4.47214	9.0541e-013	5.34083e-035	8.68536e-013	3.68742e-014	1
3.36	21	4.58258	1.74109e-012	1.68568e-034	1.68658e-012	5.45115e-014	1
3.37	18	4.24264	2.4108e-012	2.98609e-034	2.34458e-012	6.62258e-014	1
3.39	17	4.12311	4.60655e-012	9.31634e-034	4.50895e-012	9.7593e-014	1
3.4	14	3.74166	6.35615e-012	1.64082e-033	6.23777e-012	1.18378e-013	1
3.42	13	3.60555	1.20544e-011	5.06033e-033	1.18805e-011	1.73896e-013	1
3.43	21	4.58258	1.65668e-011	8.86098e-033	1.63562e-011	2.10599e-013	1
3.45	13	3.60555	3.11601e-011	2.70132e-032	3.08517e-011	3.08391e-013	1
3.47	13	3.60555	5.82695e-011	8.17185e-032	5.78188e-011	4.50641e-013	1
3.48	17	4.12311	7.95054e-011	1.41722e-031	7.8961e-011	5.44318e-013	1
3.5	18	4.24264	1.47346e-010	4.23796e-031	1.46553e-010	7.92884e-013	1
3.51	17	4.12311	2.00131e-010	7.30737e-031	1.99175e-010	9.56192e-013	1
3.53	16	4	3.67498e-010	2.16002e-030	3.66109e-010	1.38845e-012	1
3.54	10	3.16228	4.96833e-010	3.70296e-030	4.95161e-010	1.67177e-012	1
3.56	13	3.60555	9.03812e-010	1.08198e-029	9.01392e-010	2.41985e-012	1
3.58	21	4.58258	1.63383e-009	3.13721e-029	1.63033e-009	3.49529e-012	1
3.59	11	3.31662	2.19148e-009	5.32658e-029	2.18728e-009	4.19747e-012	1
3.61	20	4.47214	3.924e-009	1.52668e-028	3.91796e-009	6.04379e-012	1
3.62	22	4.69042	5.23825e-009	2.57715e-028	5.23101e-009	7.24649e-012	1
3.64	21	4.58258	9.29006e-009	7.30153e-028	9.27966e-009	1.0401e-011	1
3.66	16	4	1.63708e-008	2.05276e-027	1.63559e-008	1.48974e-011	1
3.67	18	4.24264	2.16795e-008	3.43198e-027	2.16617e-008	1.78149e-011	1
3.69	13	3.60555	3.78372e-008	9.53773e-027	3.78117e-008	2.54357e-011	1
3.7	18	4.24264	4.98662e-008	1.5854e-026	4.98358e-008	3.0369e-011	1
3.72	26	5.09902	8.61958e-008	4.35527e-026	8.61525e-008	4.32233e-011	1
3.73	17	4.12311	1.13052e-007	7.19776e-026	1.13e-007	5.15251e-011	1
3.75	13	3.60555	1.93536e-007	1.95456e-025	1.93463e-007	7.31026e-011	1
3.77	15	3.87298	3.29191e-007	5.26686e-025	3.29087e-007	1.03498e-010	1
3.78	19	4.3589	4.28293e-007	8.62078e-025	4.2817e-007	1.23052e-010	1
3.8	19	4.3589	7.21483e-007	2.29628e-024	7.21309e-007	1.73665e-010	1
3.81	14	3.74166	9.34154e-007	3.73687e-024	9.33947e-007	2.0615e-010	1
3.83	13	3.60555	1.55848e-006	9.83925e-024	1.55819e-006	2.90025e-010	1
3.85	15	3.87298	2.58334e-006	2.57079e-023	2.58293e-006	4.07167e-010	1
3.86	12	3.4641	3.31796e-006	4.14345e-023	3.31747e-006	4.82057e-010	1
3.88	13	3.60555	5.44686e-006	1.07015e-022	5.44619e-006	6.74624e-010	1
3.89	15	3.87298	6.96198e-006	1.71485e-022	6.96118e-006	7.97445e-010	1
3.91	19	4.3589	1.13189e-005	4.37807e-022	1.13178e-005	1.11248e-009	1
3.92	14	3.74166	1.43975e-005	6.97517e-022	1.43962e-005	1.31294e-009	1
3.94	24	4.89898	2.3182e-005	1.7603e-021	2.31802e-005	1.82584e-009	1
3.96	7	2.64575	3.70861e-005	4.40828e-021	3.70835e-005	2.53375e-009	1
3.97	11	3.31662	4.67939e-005	6.95592e-021	4.67909e-005	2.98244e-009	1
3.99	14	3.74166	7.41382e-005	1.72192e-020	7.41341e-005	4.12573e-009	1
4	18	4.24264	9.3093e-005	2.70138e-020	9.30882e-005	4.84867e-009	1
4.02	12	3.4641	0.000146071	6.61027e-020	0.000146064	6.68619e-009	1
4.04	22	4.69042	0.000227722	1.60511e-019	0.000227713	9.20067e-009	1
4.05	15	3.87298	0.000283644	2.49396e-019	0.000283633	1.07844e-008	1
4.07	15	3.87298	0.000437933	5.98619e-019	0.000437918	1.47933e-008	1
4.08	20	4.47214	0.000542842	9.2475e-019	0.000542824	1.73123e-008	1
4.1	13	3.60555	0.000830042	2.19412e-018	0.000830018	2.36728e-008	1
4.11	14	3.74166	0.00102391	3.36994e-018	0.00102388	2.76601e-008	1
4.13	10	3.16228	0.00155053	7.90377e-018	0.0015505	3.77029e-008	1
4.15	15	3.87298	0.0023329	1.83949e-017	0.00233285	5.12838e-008	1
4.16	14	3.74166	0.00285464	2.79815e-017	0.00285458	5.9764e-008	1
4.18	16	4	0.00425361	6.43739e-017	0.00425353	8.1035e-008	1
4.19	16	4	0.00517976	9.73583e-017	0.00517966	9.42857e-008	1
4.21	17	4.12311	0.00764379	2.21405e-016	0.00764366	1.2744e-007	1
4.23	13	3.60555	0.0112073	4.99633e-016	0.0112072	1.7189e-007	1
4.24	14	3.74166	0.0135378	7.48389e-016	0.0135376	1.99471e-007	1
4.26	12	3.4641	0.0196578	1.66943e-015	0.0196575	2.68195e-007	1
4.27	15	3.87298	0.0236307	2.48617e-015	0.0236304	3.10736e-007	1
4.29	12	3.4641	0.0339825	5.48211e-015	0.0339821	4.16476e-007	1
4.3	21	4.58258	0.040653	8.11707e-015	0.0406525	4.81777e-007	1
4.32	18	4.24264	0.0578981	1.76926e-014	0.0578974	6.43681e-007	1
4.34	9	3	0.0819276	3.82678e-014	0.0819268	8.58184e-007	1
4.35	19	4.3589	0.0972213	5.61175e-014	0.0972203	9.90129e-007	1
4.37	26	5.09902	0.136245	1.19982e-013	0.136244	1.31592e-006	1
4.38	17	4.12311	0.160897	1.74932e-013	0.160895	1.51584e-006	1
4.4	9	3	0.223305	3.69712e-013	0.223303	2.00824e-006	1
4.42	22	4.69042	0.307924	7.75368e-013	0.307922	2.655e-006	1
4.43	21	4.58258	0.360716	1.11963e-012	0.360713	3.05032e-006	1
4.45	22	4.69042	0.49261	2.3211e-012	0.492606	4.01994e-006	1
4.46	17	4.12311	0.574275	3.33233e-012	0.57427	4.6112e-006	1
4.48	30	5.47723	0.776695	6.8288e-012	0.776689	6.05781e-006	1
4.49	24	4.89898	0.90108	9.74734e-012	0.901073	6.93782e-006	1
4.51	27	5.19615	1.20694	1.9745e-011	1.20693	9.08555e-006	1
4.53	16	4	1.60621	3.96899e-011	1.6062	1.18731e-005	1
4.54	19	4.3589	1.84846	5.61094e-011	1.84845	1.35621e-005	1
4.56	12	3.4641	2.43624	1.11489e-010	2.43622	1.76672e-005	1
4.57	26	5.09902	2.79012	1.56703e-010	2.7901	2.01486e-005	1
4.59	21	4.58258	3.64188	3.07787e-010	3.64185	2.61644e-005	1
4.6	25	5	4.15073	4.30112e-010	4.1507	2.97921e-005	1
4.62	38	6.16441	5.3656	8.35085e-010	5.36557	3.85652e-005	1
4.64	18	4.24264	6.89141	1.60891e-009	6.89136	4.98165e-005	1
4.65	23	4.79583	7.79113	2.22677e-009	7.79108	5.65743e-005	1
4.67	26	5.09902	9.91019	4.24083e-009	9.91012	7.28491e-005	1
4.68	20	4.47214	11.1499	5.83556e-009	11.1498	8.26007e-005	1
4.7	30	5.47723	14.0457	1.09859e-008	14.0456	0.000106027	1
4.72	27	5.19615	17.5798	2.05228e-008	17.5796	0.00013581	1
4.73	36	6	19.6199	2.79693e-008	19.6197	0.000153585	1
4.75	25	5	24.3196	5.16488e-008	24.3194	0.000196106	1
4.76	23	4.79583	27.0107	6.9983e-008	27.0104	0.000221421	1
4.78	41	6.40312	33.158	1.27746e-007	33.1577	0.000281832	1
4.79	33	5.74456	36.6491	1.72095e-007	36.6488	0.000317711	1
4.81	43	6.55744	44.5563	3.10525e-007	44.5559	0.000403115	1
4.83	74	8.60233	53.8207	5.56003e-007	53.8202	0.0005104	1
4.84	55	7.4162	59.0089	7.41842e-007	59.0083	0.000573864	1
4.86	55	7.4162	70.5911	1.31301e-006	70.5904	0.000724298	1
4.87	69	8.30662	77.022	1.74176e-006	77.0211	0.000813071	1
4.89	70	8.3666	91.2514	3.04734e-006	91.2504	0.00102297	1
4.91	94	9.69536	107.414	5.29058e-006	107.412	0.00128435	1
4.92	139	11.7898	116.257	6.95085e-006	116.255	0.00143797	1
4.94	117	10.8167	135.528	1.19288e-005	135.526	0.00179969	1
4.95	146	12.083	145.977	1.55818e-005	145.975	0.00201177	1
4.97	138	11.7473	168.535	2.64334e-005	168.532	0.00250988	1
4.98	194	13.9284	180.651	3.43292e-005	180.648	0.00280121	1
5	190	13.784	206.555	5.75669e-005	206.552	0.00348375	1
5.02	202	14.2127	234.654	9.57929e-005	234.65	0.00432347	1
5.03	236	15.3623	249.501	0.000123213	249.496	0.00481262	1
5.05	264	16.2481	280.709	0.000202672	280.703	0.0059538	1
5.06	273	16.5227	297.028	0.000259182	297.021	0.00661694	1
5.08	341	18.4662	330.959	0.000421421	330.951	0.00816012	1
5.1	318	17.8326	366.392	0.000679953	366.382	0.010042	1
5.11	359	18.9473	384.575	0.0008612	384.563	0.0111311	1
5.13	409	20.2237	421.644	0.00137354	421.629	0.0136549	1
5.14	454	21.3073	440.429	0.00172964	440.412	0.015112	1
5.16	466	21.587	478.227	0.0027269	478.206	0.0184799	1
5.17	486	22.0454	497.12	0.00341405	497.096	0.0204195	1
5.19	537	23.1733	534.58	0.00532058	534.549	0.0248914	1
5.21	626	25.02	571.162	0.00822809	571.124	0.0302787	1
5.22	566	23.7908	588.954	0.0102026	588.911	0.0333687	1
5.24	690	26.2679	623.194	0.0155966	623.138	0.0404627	1
5.25	648	25.4558	639.503	0.0192278	639.439	0.0445215	1
5.27	710	26.6458	670.162	0.0290551	670.079	0.0538161	1
5.29	718	26.7955	697.775	0.0435677	697.667	0.0649142	1
5.3	738	27.1662	710.285	0.0531961	710.161	0.0712377	1
5.32	763	27.6225	732.434	0.0788492	732.269	0.0856573	1
5.33	864	29.3939	741.971	0.0957195	741.781	0.093853	1
5.35	705	26.5518	757.752	0.140247	757.499	0.112494	1
5.36	818	28.6007	763.923	0.169272	763.63	0.123063	1
5.38	800	28.2843	772.685	0.245163	772.292	0.14704	1
5.4	857	29.2746	776.552	0.35235	776.024	0.175318	1
5.41	786	28.0357	776.627	0.42119	776.015	0.191285	1
5.43	776	27.8568	773.071	0.598376	772.246	0.227352	1
5.44	817	28.5832	769.463	0.711158	768.504	0.247666	1
5.46	792	28.1425	758.69	0.998706	757.398	0.293435	1
5.48	660	25.6905	743.385	1.39174	741.647	0.346931	1
5.49	746	27.313	734.134	1.63819	732.119	0.376934	1
5.51	697	26.4008	712.681	2.25664	709.981	0.444246	1
5.52	712	26.6833	700.595	2.64092	697.472	0.481902	1
5.54	674	25.9615	674.023	3.59608	669.86	0.566166	1
5.55	622	24.9399	659.676	4.18418	654.879	0.613187	1
5.57	639	25.2784	629.239	5.63196	622.889	0.718132	1
5.59	675	25.9808	597.009	7.52245	588.647	0.839267	1
5.6	496	22.2711	580.429	8.66869	570.854	0.906578	1
5.62	534	23.1084	546.773	11.4454	534.271	1.05616	1
5.63	495	22.2486	529.871	13.1133	515.618	1.13906	1
5.65	452	21.2603	496.359	17.1144	477.922	1.32281	1
5.67	425	20.6155	463.828	22.1648	440.13	1.53296	1
5.68	429	20.7123	448.148	25.1513	421.348	1.64894	1
5.7	411	20.2731	418.392	32.1986	384.288	1.90487	1
5.71	396	19.8997	404.483	36.3262	366.111	2.04575	1
5.73	365	19.105	379.016	45.97	330.69	2.35582	1
5.74	378	19.4422	367.616	51.5638	313.526	2.52605	1
5.76	313	17.6918	347.864	64.5022	280.462	2.89973	1
5.78	348	18.6548	332.659	80.0671	249.27	3.32168	1
5.79	311	17.6352	326.932	88.9484	234.431	3.55234	1
5.81	356	18.868	319.548	109.142	206.349	4.0564	1
5.82	300	17.3205	318.009	120.55	193.128	4.33122	1
5.84	413	20.3224	319.502	146.217	168.355	4.93019	1
5.85	310	17.6068	322.629	160.567	156.806	5.25591	1
5.87	367	19.1572	333.853	192.515	135.374	5.96387	1
5.89	390	19.7484	351.917	229.046	116.119	6.75294	1
5.9	395	19.8746	363.576	249.112	107.284	7.18012	1
5.92	409	20.2237	392.215	292.974	91.1367	8.10445	1
5.93	456	21.3542	409.202	316.803	83.7956	8.60352	1
5.95	477	21.8403	448.475	368.298	70.4973	9.68044	1
5.97	536	23.1517	494.669	424.873	58.9277	10.8692	1
5.98	489	22.1133	520.276	455.022	53.7453	11.5082	1
6	611	24.7184	576.254	518.882	44.4917	12.8806	1
6.01	576	24	606.496	552.497	40.3828	13.6163	1
6.03	696	26.3818	671.09	622.79	33.1076	15.192	1
6.04	776	27.8568	705.252	659.313	29.9048	16.0343	1
6.06	780	27.9285	776.761	734.647	24.2809	17.8334	1
6.08	773	27.8029	851.68	812.3	19.5877	19.7926	1
6.09	1044	32.311	890.071	851.686	17.5505	20.835	1
6.11	820	28.6356	967.951	930.878	14.0217	23.051	1
6.12	1011	31.7962	1007.11	970.384	12.5027	24.2267	1
6.14	1096	33.1059	1085.03	1048.41	9.8925	26.7188	1
6.16	1120	33.4664	1161.2	1124.02	7.77685	29.4051	1
6.17	1098	33.1361	1198.18	1160.48	6.87861	30.8236	1
6.19	1187	34.4529	1269.02	1229.85	5.35538	33.8156	1
