# exported by fityk 0.8.7
#13-X:x	13-X:y	13-X:s	13-X:F(x)	13-X:%_1(x)	13-X:%_2(x)	13-X:%_3(x)	13-X:%_4(x)	13-X:%_6(x)	13-X:a
5.49	41	6.40312	45.8679	2.86215e-019	1.69648e-262	45.8679	1.23456e-039	5.83217e-307	1
5.51	37	6.08276	42.9656	6.26626e-019	2.26302e-261	42.9656	3.74741e-039	7.30998e-306	1
5.52	50	7.07107	41.5571	9.25008e-019	8.24821e-261	41.5571	6.51287e-039	2.58359e-305	1
5.54	48	6.9282	38.8266	2.00622e-018	1.09119e-259	38.8266	1.95757e-038	3.2164e-304	1
5.55	30	5.47723	37.505	2.94764e-018	3.96069e-259	37.505	3.38549e-038	1.13294e-303	1
5.57	24	4.89898	34.9498	6.33322e-018	5.19651e-258	34.9498	1.00761e-037	1.40091e-302	1
5.59	36	6	32.5123	1.35224e-017	6.78038e-257	32.5123	2.97932e-037	1.72447e-301	1
5.6	34	5.83095	31.3376	1.97127e-017	2.44413e-256	31.3376	5.11046e-037	6.04006e-301	1
5.62	33	5.74456	29.0764	4.16957e-017	3.16276e-255	29.0764	1.49627e-036	7.38489e-300	1
5.63	42	6.48074	27.9895	6.04983e-017	1.13537e-254	27.9895	2.55397e-036	2.57787e-299	1
5.65	26	5.09902	25.9025	1.26767e-016	1.45707e-253	25.9025	7.40444e-036	3.13056e-298	1
5.67	36	6	23.9296	2.63965e-016	1.85962e-252	23.9296	2.13265e-035	3.78462e-297	1
5.68	36	6	22.9853	3.80011e-016	6.62972e-252	22.9853	3.61048e-035	1.31367e-296	1
5.7	44	6.63325	21.1794	7.83886e-016	8.39148e-251	21.1794	1.02972e-034	1.57742e-295	1
5.71	27	5.19615	20.3172	1.12321e-015	2.97927e-250	20.3172	1.73472e-034	5.45686e-295	1
5.73	23	4.79583	18.6724	2.29528e-015	3.73985e-249	18.6724	4.89902e-034	6.50821e-294	1
5.74	30	5.47723	17.889	3.27342e-015	1.32229e-248	17.889	8.21261e-034	2.24381e-293	1
5.76	26	5.09902	16.3981	6.62664e-015	1.64615e-247	16.3981	2.29662e-033	2.65805e-292	1
5.78	20	4.47214	15.0055	1.3331e-014	2.03805e-246	15.0055	6.38039e-033	3.13459e-291	1
5.79	21	4.58258	14.3448	1.88637e-014	7.15629e-246	14.3448	1.06086e-032	1.07462e-290	1
5.81	20	4.47214	13.0925	3.75936e-014	8.78685e-245	13.0925	2.91839e-032	1.25872e-289	1
5.82	24	4.89898	12.4998	5.29464e-014	3.0726e-244	12.4998	4.82856e-032	4.30064e-289	1
5.84	24	4.89898	11.3789	1.0453e-013	3.74155e-243	11.3789	1.31531e-031	5.00343e-288	1
5.85	20	4.47214	10.8497	1.46528e-013	1.30294e-242	10.8497	2.16554e-031	1.70373e-287	1
5.87	38	6.16441	9.85115	2.86577e-013	1.57351e-241	9.85115	5.84125e-031	1.96877e-286	1
5.89	27	5.19615	8.92902	5.56981e-013	1.8898e-240	8.92902	1.56529e-030	2.26479e-285	1
5.9	13	3.60555	8.49533	7.74674e-013	6.53567e-240	8.49533	2.55607e-030	7.66849e-285	1
5.92	22	4.69042	7.68013	1.49154e-012	7.78462e-239	7.68013	6.78248e-030	8.76198e-284	1
5.93	25	5	7.29761	2.06477e-012	2.68109e-238	7.29761	1.10212e-029	2.95674e-283	1
5.95	27	5.19615	6.58023	3.93826e-012	3.16707e-237	6.58023	2.89582e-029	3.35556e-282	1
5.97	16	4	5.92309	7.46475e-012	3.72054e-236	5.92309	7.55902e-029	3.79101e-281	1
5.98	20	4.47214	5.61591	1.0253e-011	1.27256e-235	5.61591	1.21827e-028	1.27208e-280	1
6	18	4.24264	5.04195	1.92521e-011	1.48261e-234	5.04195	3.14895e-028	1.42746e-279	1
6.01	14	3.74166	4.77426	2.63191e-011	5.05013e-234	4.77426	5.05018e-028	4.7737e-279	1
6.03	14	3.74166	4.2752	4.89571e-011	5.83514e-233	4.2752	1.29257e-027	5.32064e-278	1
6.04	15	3.87298	4.04296	6.66143e-011	1.97936e-232	4.04296	2.06281e-027	1.7733e-277	1
6.06	15	3.87298	3.61095	1.22752e-010	2.26817e-231	3.61095	5.22798e-027	1.96314e-276	1
6.08	16	4	3.21951	2.24786e-010	2.58478e-230	3.21951	1.31631e-026	2.1635e-275	1
6.09	29	5.38516	3.03804	3.03472e-010	8.70761e-230	3.03804	2.08355e-026	7.17011e-275	1
6.11	18	4.24264	2.70168	5.50524e-010	9.84123e-229	2.70168	5.19464e-026	7.8486e-274	1
6.12	15	3.87298	2.54608	7.39748e-010	3.3016e-228	2.54608	8.18208e-026	2.59233e-273	1
6.14	17	4.12311	2.25831	1.32941e-009	3.70062e-227	2.25831	2.01996e-025	2.81848e-272	1
6.16	21	4.58258	1.9996	2.37416e-009	4.12502e-226	1.9996	4.95418e-025	3.05056e-271	1
6.17	22	4.69042	1.88036	3.1653e-009	1.37436e-225	1.88036	7.7396e-025	1.0019e-270	1
6.19	20	4.47214	1.66063	5.59996e-009	1.51933e-224	1.66063	1.87964e-024	1.07708e-269	1
6.2	28	5.2915	1.55958	7.43102e-009	5.04113e-224	1.55958	2.92203e-024	3.52554e-269	1
6.22	26	5.09902	1.37375	1.30237e-008	5.52688e-223	1.37375	7.02697e-024	3.76451e-268	1
6.23	16	4	1.28848	1.72011e-008	1.82623e-222	1.28848	1.08703e-023	1.22804e-267	1
6.25	21	4.58258	1.13201	2.98649e-008	1.98568e-221	1.13201	2.58852e-023	1.30243e-266	1
6.27	16	4	0.992827	5.15278e-008	2.14714e-220	0.992827	6.12367e-023	1.37511e-265	1
6.28	17	4.12311	0.929185	6.75246e-008	7.04591e-220	0.929185	9.39559e-023	4.46058e-265	1
6.3	15	3.87298	0.812822	1.15414e-007	7.55597e-219	0.812822	2.20096e-022	4.67769e-264	1
6.31	21	4.58258	0.759731	1.50535e-007	2.46926e-218	0.759731	3.36037e-022	1.51222e-263	1
6.33	19	4.3589	0.662864	2.54891e-007	2.62616e-217	0.662864	7.79473e-022	1.57512e-262	1
6.35	12	3.4641	0.577347	4.28892e-007	2.77763e-216	0.577346	1.79625e-021	1.63325e-261	1
6.36	14	3.74166	0.538469	5.55039e-007	9.0147e-216	0.538468	2.72007e-021	5.25032e-261	1
6.38	19	4.3589	0.467783	9.25197e-007	9.45596e-215	0.467782	6.20687e-021	5.40733e-260	1
6.39	14	3.74166	0.435717	1.1917e-006	3.05621e-214	0.435716	9.35299e-021	1.73239e-259	1
6.41	13	3.60555	0.377538	1.96787e-006	3.17935e-213	0.377536	2.11334e-020	1.77216e-258	1
6.42	22	4.69042	0.351202	2.52284e-006	1.02333e-212	0.351199	3.16891e-020	5.65841e-258	1
6.44	16	4	0.303519	4.12699e-006	1.05577e-211	0.303515	7.09015e-020	5.74923e-257	1
6.46	18	4.24264	0.261857	6.70898e-006	1.08324e-210	0.261851	1.57598e-019	5.81519e-256	1
6.47	14	3.74166	0.243066	8.53389e-006	3.46262e-210	0.243057	2.34386e-019	1.84632e-255	1
6.49	15	3.87298	0.209162	1.37432e-005	3.52339e-209	0.209148	5.15887e-019	1.85489e-254	1
6.5	15	3.87298	0.193902	1.73995e-005	1.1216e-208	0.193885	7.63481e-019	5.86936e-254	1
6.52	12	3.4641	0.166431	2.77583e-005	1.13187e-207	0.166403	1.66398e-018	5.85683e-253	1
6.54	16	4	0.142613	4.40076e-005	1.13593e-206	0.142569	3.60287e-018	5.81801e-252	1
6.55	19	4.3589	0.131934	5.52808e-005	3.59113e-206	0.131879	5.28848e-018	1.83061e-251	1
6.57	10	3.16228	0.112784	8.68212e-005	3.57428e-205	0.112697	1.13386e-017	1.8062e-250	1
6.58	17	4.12311	0.10422	0.00010855	1.1253e-204	0.104111	1.65617e-017	5.6639e-250	1
6.6	12	3.4641	0.0889058	0.000168888	1.11077e-203	0.0887369	3.51608e-017	5.55066e-249	1
6.61	20	4.47214	0.0820803	0.000210167	3.4826e-203	0.0818701	5.11055e-017	1.7347e-248	1
6.63	14	3.74166	0.0699231	0.000323929	3.40928e-202	0.0695992	1.07436e-016	1.68855e-247	1
6.65	16	4	0.0595612	0.000496151	3.3191e-201	0.059065	2.24378e-016	1.63622e-246	1
6.66	18	4.24264	0.0549891	0.000612597	1.03348e-200	0.0543765	3.23465e-016	5.08475e-246	1
6.68	19	4.3589	0.0469561	0.000929514	9.97837e-200	0.0460266	6.68939e-016	4.89391e-245	1
6.69	15	3.87298	0.0434603	0.00114229	3.09413e-199	0.042318	9.59616e-016	1.5157e-244	1
6.71	23	4.79583	0.0374439	0.00171701	2.96278e-198	0.0357268	1.96509e-015	1.44897e-243	1
6.73	14	3.74166	0.0326748	0.00256478	2.82136e-197	0.03011	3.99779e-015	1.37894e-242	1
6.74	7	2.64575	0.0307513	0.00312728	8.68838e-197	0.0276241	5.68813e-015	4.24671e-242	1
6.76	18	4.24264	0.0278484	0.00462765	8.20539e-196	0.0232207	1.14586e-014	4.01418e-241	1
6.77	17	4.12311	0.026892	0.00561612	2.5164e-195	0.0212759	1.62236e-014	1.23206e-240	1
6.79	17	4.12311	0.0260708	0.00823278	2.3569e-194	0.017838	3.2362e-014	1.15674e-239	1
6.8	16	4	0.0262672	0.00994445	7.19816e-194	0.0163228	4.55945e-014	3.53837e-239	1
6.82	11	3.31662	0.0280911	0.0144414	6.68625e-193	0.0136498	9.00594e-014	3.29963e-238	1
6.84	15	3.87298	0.0322355	0.0208407	6.17653e-192	0.0113947	1.76724e-013	3.06314e-237	1
6.85	15	3.87298	0.0353815	0.0249773	1.87338e-191	0.0104043	2.46952e-013	9.31712e-237	1
6.87	18	4.24264	0.044371	0.0357082	1.71628e-190	0.00866285	4.79851e-013	8.59097e-236	1
6.88	13	3.60555	0.0504945	0.0425949	5.18405e-190	0.00789957	6.67245e-013	2.60428e-235	1
6.9	11	3.31662	0.0668853	0.060325	4.71012e-189	0.00656032	1.28383e-012	2.3851e-234	1
6.91	19	4.3589	0.0775965	0.071622	1.41681e-188	0.00597453	1.77643e-012	7.20578e-234	1
6.93	17	4.12311	0.105434	0.100485	1.27666e-187	0.00494876	3.38451e-012	6.5548e-233	1
6.95	13	3.60555	0.144192	0.1401	1.14404e-186	0.00409201	6.40611e-012	5.93577e-232	1
6.96	18	4.24264	0.168756	0.165038	3.4176e-186	0.00371856	8.79176e-012	1.7832e-231	1
6.98	18	4.24264	0.231014	0.227948	3.03729e-185	0.00306681	1.64779e-011	1.6039e-230	1
6.99	16	4	0.270047	0.267264	9.03582e-185	0.0027833	2.25033e-011	4.80209e-230	1
7.01	15	3.87298	0.367976	0.365686	7.96402e-184	0.00228951	4.17636e-011	4.29009e-229	1
7.03	17	4.12311	0.499108	0.497228	6.98067e-183	0.00188007	7.70018e-011	3.81541e-228	1
7.04	20	4.47214	0.580142	0.578439	2.06243e-182	0.00170258	1.043e-010	1.13591e-227	1
7.06	20	4.47214	0.780545	0.779151	1.79285e-181	0.00139447	1.90421e-010	1.00341e-226	1
7.07	16	4	0.903419	0.902158	5.27506e-181	0.00126118	2.56661e-010	2.97721e-226	1
7.09	27	5.19615	1.20486	1.20382	4.54772e-180	0.00103027	4.63999e-010	2.61218e-225	1
7.1	18	4.24264	1.38827	1.38734	1.33253e-179	0.000930586	6.22339e-010	7.72438e-225	1
7.12	16	4	1.83468	1.83392	1.13931e-178	0.000758231	1.11406e-009	6.73156e-224	1
7.14	22	4.69042	2.40973	2.40911	9.68744e-178	0.000616729	1.98128e-009	5.83992e-223	1
7.15	17	4.12311	2.75525	2.7547	2.81898e-177	0.000555851	2.63569e-009	1.71719e-222	1
7.17	17	4.12311	3.58526	3.58481	2.37717e-176	0.000450944	4.64146e-009	1.47968e-221	1
7.18	21	4.58258	4.08024	4.07983	6.8888e-176	0.000405903	6.14422e-009	4.33618e-221	1
7.2	15	3.87298	5.25992	5.25959	5.76117e-175	0.000328441	1.07141e-008	3.71122e-220	1
7.22	33	5.74456	6.7384	6.73814	4.79158e-174	0.000265302	1.85607e-008	3.16202e-219	1
7.23	31	5.56776	7.60899	7.60875	1.379e-173	0.000238287	2.43694e-008	9.21413e-219	1
7.25	29	5.38516	9.65666	9.65646	1.13745e-172	0.000191979	4.18032e-008	7.79762e-218	1
7.26	27	5.19615	10.8532	10.853	3.25998e-172	0.000172207	5.46166e-008	2.26454e-217	1
7.28	42	6.48074	13.6451	13.6449	2.66676e-171	0.000138381	9.27719e-008	1.90347e-216	1
7.29	39	6.245	15.2639	15.2638	7.61147e-171	0.000123967	1.20613e-007	5.50928e-216	1
7.31	34	5.83095	19.0109	19.0108	6.17502e-170	9.93582e-005	2.02868e-007	4.59961e-215	1
7.33	37	6.08276	23.5299	23.5298	4.98205e-169	7.94966e-005	3.38987e-007	3.82283e-214	1
7.34	32	5.65685	26.116	26.116	1.41219e-168	7.10623e-005	4.37119e-007	1.10023e-213	1
7.36	50	7.07107	32.0215	32.0214	1.12996e-167	5.67094e-005	7.23263e-007	9.08252e-213	1
7.37	46	6.78233	35.3742	35.3742	3.18969e-167	5.06269e-005	9.2806e-007	2.60515e-212	1
7.39	48	6.9282	42.9673	42.9673	2.53115e-166	4.02967e-005	1.52055e-006	2.13607e-211	1
7.41	49	7	51.8642	51.8641	1.99751e-165	3.20188e-005	2.47499e-006	1.74357e-210	1
7.42	66	8.12404	56.8475	56.8474	5.59983e-165	2.85227e-005	3.14987e-006	4.97295e-210	1
7.44	70	8.3666	67.9763	67.9762	4.38275e-164	2.26046e-005	5.07684e-006	4.03177e-209	1
7.45	73	8.544	74.1583	74.1583	1.22358e-163	2.01103e-005	6.42948e-006	1.14604e-208	1
7.47	102	10.0995	87.8462	87.8462	9.49739e-163	1.58963e-005	1.02613e-005	9.22871e-208	1
7.48	116	10.7703	95.3858	95.3858	2.64052e-162	1.41238e-005	1.29315e-005	2.61442e-207	1
7.5	89	9.43398	111.935	111.935	2.03265e-161	1.11353e-005	2.04364e-005	2.0911e-206	1
7.52	125	11.1803	130.534	130.534	1.55609e-160	8.76395e-006	3.20855e-005	1.665e-205	1
7.53	121	11	140.631	140.631	4.29657e-160	7.76992e-006	4.01045e-005	4.69026e-205	1
7.55	159	12.6095	162.464	162.464	3.26208e-159	6.09937e-006	6.23485e-005	3.70932e-204	1
7.56	168	12.9615	174.21	174.21	8.96978e-159	5.40054e-006	7.75485e-005	1.04138e-203	1
7.58	199	14.1067	199.373	199.373	6.75391e-158	4.22841e-006	0.00011938	8.18021e-203	1
7.6	220	14.8324	226.745	226.744	5.05742e-157	3.30495e-006	0.000182575	6.39677e-202	1
7.61	233	15.2643	241.241	241.241	1.38107e-156	2.91996e-006	0.000225231	1.78576e-201	1
7.63	263	16.2173	271.794	271.793	1.02563e-155	2.27633e-006	0.000341087	1.387e-200	1
7.64	270	16.4317	287.814	287.814	2.78919e-155	2.00855e-006	0.000418712	3.85896e-200	1
7.66	294	17.1464	321.231	321.23	2.05425e-154	1.56176e-006	0.000627883	2.97703e-199	1
7.67	352	18.7617	338.57	338.57	5.56341e-154	1.37625e-006	0.000766995	8.25478e-199	1
7.69	325	18.0278	374.344	374.343	4.06365e-153	1.06733e-006	0.00113889	6.32525e-198	1
7.71	356	18.868	411.312	411.31	2.95183e-152	8.26319e-007	0.00168005	4.82492e-197	1
7.72	457	21.3776	430.131	430.129	7.93926e-152	7.26592e-007	0.00203552	1.33033e-196	1
7.74	434	20.8327	468.186	468.183	5.71947e-151	5.61063e-007	0.00297333	1.00793e-195	1
7.75	432	20.7846	487.311	487.307	1.53195e-150	4.92708e-007	0.00358475	2.7697e-195	1
7.77	529	23	525.462	525.456	1.09451e-149	3.79474e-007	0.00518506	2.08431e-194	1
7.79	513	22.6495	563.06	563.052	7.77675e-149	2.91757e-007	0.00745073	1.56146e-193	1
7.8	583	24.1454	581.488	581.479	2.06865e-148	2.55658e-007	0.0089095	4.26659e-193	1
7.82	600	24.4949	617.265	617.252	1.45769e-147	1.96052e-007	0.0126773	3.17475e-192	1
7.83	663	25.7488	634.478	634.463	3.86147e-147	1.71571e-007	0.0150849	8.64546e-192	1
7.85	685	26.1725	667.216	667.194	2.69855e-146	1.31228e-007	0.0212541	6.38963e-191	1
7.86	750	27.3861	682.607	682.582	7.11902e-146	1.14693e-007	0.0251665	1.73414e-190	1
7.88	593	24.3516	711.114	711.079	4.93399e-145	8.74965e-008	0.0351115	1.27301e-189	1
7.9	694	26.3439	736.186	736.137	3.40077e-144	6.66335e-008	0.048666	9.30285e-189	1
7.91	721	26.8514	747.294	747.237	8.90978e-144	5.81114e-008	0.0571539	2.51058e-188	1
7.93	730	27.0185	766.41	766.331	6.09041e-143	4.41402e-008	0.0784421	1.82229e-187	1
7.94	839	28.9655	774.33	774.239	1.58904e-142	3.84449e-008	0.0916711	4.90123e-187	1
7.96	793	28.1603	786.717	786.593	1.07725e-141	2.91262e-008	0.124584	3.53353e-186	1
7.97	893	29.8831	791.127	790.982	2.79902e-141	2.53352e-008	0.14488	9.47165e-186	1
7.99	817	28.5832	796.279	796.084	1.88185e-140	1.91443e-008	0.194969	6.78247e-185	1
8.01	759	27.55	796.474	796.213	1.25825e-139	1.44412e-008	0.26066	4.83493e-184	1
8.02	824	28.7054	794.709	794.408	3.24681e-139	1.25344e-008	0.300649	1.28871e-183	1
8.04	777	27.8747	787.5	787.102	2.15297e-138	9.43057e-009	0.39801	9.12466e-183	1
8.05	806	28.3901	782.091	781.635	5.53259e-138	8.17473e-009	0.456817	2.42388e-182	1
8.07	801	28.3019	767.798	767.199	3.6384e-137	6.13451e-009	0.59883	1.70464e-181	1
8.09	781	27.9464	749.105	748.325	2.37954e-136	4.59551e-009	0.779859	1.19341e-180	1
8.1	775	27.8388	738.216	737.328	6.07272e-136	3.97492e-009	0.887777	3.15236e-180	1
8.12	844	29.0517	713.604	712.46	3.93881e-135	2.96998e-009	1.14484	2.19207e-179	1
8.13	717	26.7769	699.994	698.698	1.00105e-134	2.56557e-009	1.29686	5.77069e-179	1
8.15	710	26.6458	670.471	668.815	6.43932e-134	1.91197e-009	1.656	3.9857e-178	1
8.16	694	26.3439	654.686	652.82	1.62979e-133	1.64948e-009	1.8667	1.0457e-177	1
8.18	683	26.1343	621.412	619.051	1.03972e-132	1.22607e-009	2.3603	7.17372e-177	1
8.2	619	24.8797	586.327	583.362	6.59627e-132	9.09771e-010	2.9649	4.89914e-176	1
8.21	566	23.7908	568.282	564.967	1.65802e-131	7.83173e-010	3.31484	1.27812e-175	1
8.23	568	23.8328	531.537	527.414	1.04322e-130	5.79622e-010	4.12319	8.66975e-175	1
8.24	497	22.2935	512.975	508.388	2.61136e-130	4.98318e-010	4.58722	2.25418e-174	1
8.26	483	21.9773	475.805	470.155	1.62949e-129	3.67846e-010	5.64998	1.51874e-173	1
8.28	510	22.5832	438.994	432.081	1.0112e-128	2.71064e-010	6.91345	1.01863e-172	1
8.29	413	20.3224	420.872	413.243	2.51379e-128	2.32537e-010	7.62869	2.63358e-172	1
8.31	413	20.3224	385.467	376.224	1.54708e-127	1.70911e-010	9.24325	1.75444e-171	1
8.32	340	18.4391	368.284	358.134	3.83007e-127	1.46429e-010	10.1495	4.52063e-171	1
8.34	306	17.4929	335.178	323.001	2.33772e-126	1.07344e-010	12.1771	2.99123e-170	1
8.35	284	16.8523	319.334	306.029	5.76349e-126	9.18478e-011	13.3054	7.68139e-170	1
8.37	276	16.6132	289.231	273.424	3.48877e-125	6.71567e-011	15.8072	5.04835e-169	1
8.39	232	15.2315	261.424	242.767	2.10019e-124	4.90182e-011	18.6567	3.30292e-168	1
8.4	206	14.3527	248.434	228.216	5.14224e-124	4.18514e-011	20.2188	8.43408e-168	1
8.42	208	14.4222	224.361	200.731	3.07001e-123	3.04684e-011	23.6298	5.48082e-167	1
8.43	215	14.6629	213.297	187.815	7.48571e-123	2.59799e-011	25.4827	1.39481e-166	1
8.45	199	14.1067	193.14	163.65	4.43221e-122	1.88646e-011	29.4902	9.00289e-166	1
8.47	152	12.3288	175.609	141.704	2.60981e-121	1.36743e-011	33.9048	5.7848e-165	1
8.48	159	12.6095	167.815	131.551	6.31979e-121	1.16347e-011	36.2647	1.46388e-164	1
8.5	142	11.9164	154.128	112.843	3.69055e-120	8.4117e-012	41.2852	9.34268e-164	1
8.51	133	11.5326	148.209	104.267	8.89991e-120	7.14771e-012	43.9422	2.35624e-163	1
8.53	136	11.6619	138.138	88.6022	5.15436e-119	5.15428e-012	49.5357	1.49363e-162	1
8.54	99	9.94987	133.949	81.4842	1.23785e-118	4.37408e-012	52.4648	3.75422e-162	1
8.56	130	11.4018	127.159	68.5945	7.10982e-118	3.14601e-012	58.5641	2.36376e-161	1
8.58	123	11.0905	122.328	57.3831	4.06114e-117	2.25881e-012	64.9451	1.48158e-160	1
8.59	108	10.3923	120.585	52.3613	9.68597e-117	1.91275e-012	68.2237	3.70299e-160	1
8.61	108	10.3923	118.309	43.3932	5.48698e-116	1.36978e-012	74.9163	2.30534e-159	1
8.62	126	11.225	117.722	39.41	1.30325e-115	1.15841e-012	78.3121	5.74235e-159	1
8.64	131	11.4455	117.507	32.3545	7.32183e-115	8.27422e-013	85.1524	3.55083e-158	1
8.66	145	12.0416	118.381	26.3962	4.09082e-114	5.89981e-013	91.9847	2.1858e-157	1
8.67	117	10.8167	119.155	23.7861	9.64953e-114	4.97865e-013	95.3689	5.41396e-157	1
8.69	143	11.9583	121.236	19.2241	5.34685e-113	3.54074e-013	102.012	3.3102e-156	1
8.7	136	11.6619	122.488	17.242	1.25601e-112	2.98403e-013	105.246	8.17125e-156	1
8.72	115	10.7238	125.28	13.8047	6.90217e-112	2.11669e-013	111.476	4.96234e-155	1
8.73	145	12.0416	126.768	12.3233	1.61466e-111	1.78156e-013	114.445	1.22082e-154	1
8.75	145	12.0416	129.806	9.77428	8.79983e-111	1.26045e-013	120.032	7.36388e-154	1
8.77	148	12.1655	132.772	7.70407	4.76943e-110	8.90224e-014	125.068	4.42184e-153	1
8.78	126	11.225	134.175	6.82366	1.10806e-109	7.47659e-014	127.351	1.08172e-152	1
8.8	151	12.2882	136.723	5.32807	5.95603e-109	5.26681e-014	131.395	6.45166e-152	1
8.81	134	11.5758	137.834	4.69705	1.37801e-108	4.41761e-014	133.137	1.57295e-151	1
8.83	131	11.4455	139.654	3.63325	7.34594e-108	3.10387e-014	136.02	9.31812e-151	1
8.85	144	12	140.85	2.79282	3.89441e-107	2.17704e-014	138.057	5.49518e-150	1
8.86	166	12.8841	141.188	2.44284	8.94826e-107	1.82207e-014	138.745	1.33221e-149	1
8.88	188	13.7113	141.304	1.8602	4.70471e-106	1.27468e-014	139.444	7.80343e-149	1
8.89	106	10.2956	141.07	1.61947	1.07654e-105	1.06546e-014	139.451	1.88541e-148	1
8.91	152	12.3288	140.002	1.22167	5.61339e-105	7.43433e-015	138.781	1.09693e-147	1
8.92	147	12.1244	139.165	1.05858	1.27916e-104	6.20601e-015	138.107	2.64137e-147	1
8.94	123	11.0905	136.888	0.791084	6.61483e-104	4.31907e-015	136.097	1.52637e-146	1
8.96	153	12.3693	133.828	0.587488	3.40185e-103	3.00065e-015	133.24	8.7807e-146	1
8.97	138	11.7473	132.015	0.505088	7.69862e-103	2.49946e-015	131.51	2.10247e-145	1
8.99	132	11.4891	127.86	0.371587	3.92653e-102	1.73198e-015	127.489	1.20132e-144	1
9	151	12.2882	125.534	0.31797	8.84927e-102	1.44081e-015	125.216	2.86673e-144	1
9.02	88	9.38083	120.43	0.231738	4.47614e-101	9.95809e-016	120.198	1.62695e-143	1
9.03	124	11.1355	117.674	0.197371	1.00462e-100	8.27328e-016	117.476	3.86931e-143	1
9.05	99	9.94987	111.807	0.142499	5.03964e-100	5.70318e-016	111.665	2.18112e-142	1
9.07	103	10.1489	105.549	0.102239	2.51419e-099	3.92468e-016	105.447	1.22396e-141	1
9.08	100	10	102.303	0.086397	5.60398e-099	3.25361e-016	102.217	2.89451e-141	1
9.1	92	9.59166	95.6412	0.0614075	2.77265e-098	2.23318e-016	95.5798	1.61332e-140	1
9.11	82	9.05539	92.2493	0.0516491	6.15451e-098	1.84893e-016	92.1976	3.80239e-140	1
9.13	95	9.74679	85.4033	0.0363666	3.0199e-097	1.26576e-016	85.367	2.10504e-139	1
9.15	76	8.7178	78.551	0.0254461	1.47364e-096	8.65023e-017	78.5256	1.16012e-138	1
9.16	82	9.05539	75.1495	0.0212353	3.24856e-096	7.14635e-017	75.1283	2.71889e-138	1
9.18	81	9	68.4455	0.0147195	1.57214e-095	4.87117e-017	68.4308	1.48831e-137	1
9.19	75	8.66025	65.1611	0.0122262	3.45136e-095	4.01907e-017	65.1489	3.47624e-137	1
9.21	54	7.34847	58.7684	0.00839543	1.65649e-094	2.73241e-017	58.76	1.89004e-136	1
9.22	62	7.87401	55.6743	0.00694062	3.62151e-094	2.25151e-017	55.6674	4.39963e-136	1
9.24	39	6.245	49.7214	0.00472137	1.72381e-093	1.52674e-017	49.7167	2.37595e-135	1
9.26	23	4.79583	44.115	0.00319165	8.16002e-093	1.03348e-017	44.1118	1.27731e-134	1
9.27	36	6	41.4515	0.00261799	1.77171e-092	8.49751e-018	41.4489	2.95659e-134	1
9.29	39	6.245	36.4177	0.0017532	8.3175e-092	5.73723e-018	36.416	1.57874e-133	1
9.3	29	5.38516	34.0511	0.00143134	1.79843e-091	4.71113e-018	34.0497	3.64195e-133	1
9.32	28	5.2915	29.6232	0.000949566	8.37327e-091	3.17254e-018	29.6223	1.93157e-132	1
9.34	29	5.38516	25.6027	0.000626015	3.87701e-090	2.13274e-018	25.6021	1.01983e-131	1
9.35	21	4.58258	23.7435	0.0005071	8.32527e-090	1.74751e-018	23.743	2.33939e-131	1
9.37	19	4.3589	20.3201	0.000331184	3.82297e-089	1.17171e-018	20.3198	1.22681e-130	1
9.38	18	4.24264	18.7521	0.000267016	8.17527e-089	9.58824e-019	18.7518	2.80466e-130	1
9.4	15	3.87298	15.8912	0.000172755	3.7231e-088	6.41227e-019	15.8911	1.46088e-129	1
9.41	12	3.4641	14.593	0.00013863	7.92878e-088	5.24041e-019	14.5928	3.32849e-129	1
9.43	11	3.31662	12.2456	8.88521e-005	3.58105e-087	3.4955e-019	12.2455	1.72203e-128	1
9.45	19	4.3589	10.2086	5.65921e-005	1.60847e-086	2.32756e-019	10.2086	8.86901e-128	1
9.46	12	3.4641	9.29807	4.50588e-005	3.40185e-086	1.89808e-019	9.29802	2.00935e-127	1
9.48	14	3.74166	7.6755	2.84306e-005	1.51537e-085	1.2606e-019	7.67548	1.0279e-126	1
9.49	13	3.60555	6.95658	2.25303e-005	3.1917e-085	1.02666e-019	6.95656	2.32092e-126	1
9.51	6	2.44949	5.68639	1.40828e-005	1.41003e-084	6.80082e-020	5.68638	1.17926e-125	1
9.53	15	3.87298	4.61774	8.74764e-006	6.19487e-084	4.49721e-020	4.61773	5.96488e-125	1
9.54	9	3	4.15104	6.87813e-006	1.29579e-083	3.6547e-020	4.15103	1.33925e-124	1
9.56	5	2.23607	3.33792	4.23242e-006	5.64599e-083	2.41049e-020	3.33792	6.72839e-124	1
9.57	9	3	2.98584	3.31228e-006	1.1761e-082	1.95636e-020	2.98584	1.50557e-123	1
9.59	10	3.16228	2.37746	2.01912e-006	5.08217e-082	1.28699e-020	2.37746	7.51293e-123	1
9.6	11	3.31662	2.11625	1.57274e-006	1.05427e-081	1.04317e-020	2.11625	1.67544e-122	1
9.62	10	3.16228	1.66855	9.49751e-007	4.51813e-081	6.84464e-021	1.66855	8.30417e-122	1
9.64	5	2.23607	1.30696	5.69954e-007	1.9256e-080	4.48327e-021	1.30696	4.09735e-121	1
9.65	5	2.23607	1.15387	4.40488e-007	3.96706e-080	3.62605e-021	1.15387	9.08597e-121	1
