# exported by fityk 0.8.7
#13-X:x	13-X:y	13-X:s	13-X:F(x)	13-X:%_1(x)	13-X:%_2(x)	13-X:%_3(x)	13-X:%_4(x)	13-X:%_6(x)	13-X:a
9.67	7	2.64575	0.894967	2.61867e-007	1.67678e-079	2.36891e-021	0.894967	4.45284e-120	1
9.68	7	2.64575	0.786256	2.01434e-007	3.44017e-079	1.91348e-021	0.786256	9.8409e-120	1
9.7	7	2.64575	0.603866	1.18631e-007	1.44207e-078	1.24684e-021	0.603866	4.79027e-119	1
9.72	8	2.82843	0.460754	6.94288e-008	6.01168e-078	8.11046e-022	0.460754	2.32126e-118	1
9.73	5	2.23607	0.401481	5.29895e-008	1.2249e-077	6.53703e-022	0.401481	5.10118e-118	1
9.75	11	3.31662	0.303333	3.0722e-008	5.06417e-077	4.24118e-022	0.303333	2.45524e-117	1
9.76	10	3.16228	0.263014	2.33377e-008	1.02757e-076	3.41395e-022	0.263014	5.37738e-117	1
9.78	5	2.23607	0.19677	1.3404e-008	4.2133e-076	2.20919e-022	0.19677	2.57071e-116	1
9.79	8	2.82843	0.169778	1.01345e-008	8.51386e-076	1.77599e-022	0.169778	5.61124e-116	1
9.81	6	2.44949	0.125774	5.76627e-009	3.46207e-075	1.14627e-022	0.125774	2.6644e-115	1
9.83	7	2.64575	0.0925656	3.26036e-009	1.40006e-074	7.38558e-023	0.0925656	1.25945e-114	1
9.84	10	3.16228	0.0792156	2.44586e-009	2.80964e-074	5.92449e-023	0.0792156	2.7336e-114	1
9.86	10	3.16228	0.0577293	1.37e-009	1.12684e-073	3.80731e-023	0.0577293	1.28344e-113	1
9.87	9	3	0.0491611	1.02292e-009	2.25199e-073	3.05014e-023	0.0491611	2.77625e-113	1
9.89	4	2	0.0354759	5.67607e-010	8.95731e-073	1.95505e-023	0.0354759	1.29467e-112	1
9.91	5	2.23607	0.025433	3.12991e-010	3.54314e-072	1.25097e-023	0.025433	6.01029e-112	1
9.92	5	2.23607	0.0214813	2.31874e-010	7.03225e-072	1.00001e-023	0.0214813	1.29279e-111	1
9.94	6	2.44949	0.0152493	1.26664e-010	2.75871e-071	6.38211e-024	0.0152493	5.96109e-111	1
9.95	11	3.31662	0.0128168	9.33968e-011	5.4527e-071	5.0952e-024	0.0128168	1.27788e-110	1
9.97	7	2.64575	0.00900938	5.05417e-011	2.12141e-070	3.24332e-024	0.00900938	5.85255e-110	1
9.98	3	1.73205	0.00753503	3.70926e-011	4.17571e-070	2.58597e-024	0.00753503	1.25037e-109	1
10	8	2.82843	0.0052448	1.98848e-011	1.61118e-069	1.64181e-024	0.0052448	5.6879e-109	1
10.02	8	2.82843	0.0036268	1.05934e-011	6.18238e-069	1.04057e-024	0.0036268	2.57577e-108	1
10.03	9	3	0.00300852	7.71383e-012	1.20854e-068	8.27873e-025	0.00300852	5.47203e-108	1
10.05	8	2.82843	0.00206003	4.07099e-012	4.59913e-068	5.2334e-025	0.00206003	2.46128e-107	1
10.06	12	3.4641	0.00170046	2.95049e-012	8.95329e-068	4.15826e-025	0.00170046	5.21114e-107	1
10.08	4	2	0.00115296	1.54255e-012	3.37906e-067	2.62182e-025	0.00115296	2.32812e-106	1
10.1	8	2.82843	0.00077663	8.01429e-013	1.26827e-066	1.65022e-025	0.00077663	1.03542e-105	1
10.11	2	1.41421	0.000635836	5.76311e-013	2.45198e-066	1.30836e-025	0.000635836	2.1799e-105	1
10.13	3	1.73205	0.000424103	2.96619e-013	9.12709e-066	8.2137e-026	0.000424103	9.62957e-105	1
10.14	8	2.82843	0.000345514	2.12299e-013	1.75728e-065	6.50372e-026	0.000345514	2.02049e-104	1
10.16	4	2	0.000228202	1.08245e-013	6.48717e-065	4.07233e-026	0.000228202	8.86515e-104	1
10.17	6	2.44949	0.000185002	7.7111e-014	1.24384e-064	3.22034e-026	0.000185002	1.85381e-103	1
10.19	3	1.73205	0.000120992	3.89486e-014	4.55385e-064	2.0112e-026	0.000120992	8.07893e-103	1
10.21	7	2.64575	7.86115e-005	1.955e-014	1.65804e-063	1.25388e-026	7.86115e-005	3.50495e-102	1
10.22	9	3	6.32096e-005	1.38182e-014	3.1572e-063	9.89404e-027	6.32096e-005	7.28803e-102	1
10.24	8	2.82843	4.06668e-005	6.87105e-015	1.14004e-062	6.15242e-027	4.06668e-005	3.14049e-101	1
10.25	11	3.31662	3.25387e-005	4.83379e-015	2.16186e-062	4.84841e-027	3.25387e-005	6.50811e-101	1
10.27	10	3.16228	2.07293e-005	2.38109e-015	7.74184e-062	3.00707e-027	2.07293e-005	2.78548e-100	1
10.28	4	2	1.65047e-005	1.66724e-015	1.46202e-061	2.36664e-027	1.65047e-005	5.75292e-100	1
10.3	6	2.44949	1.04116e-005	8.13587e-016	5.19243e-061	1.46402e-027	1.04116e-005	2.44564e-099	1
10.32	6	2.44949	6.52498e-006	3.94536e-016	1.83395e-060	9.04087e-028	6.52498e-006	1.03499e-098	1
10.33	4	2	5.15278e-006	2.74099e-016	3.43951e-060	7.10001e-028	5.15278e-006	2.12556e-098	1
10.35	3	1.73205	3.19764e-006	1.31676e-016	1.2048e-059	4.37314e-028	3.19764e-006	8.93463e-098	1
10.36	10	3.16228	2.51279e-006	9.10515e-017	2.25022e-059	3.42987e-028	2.51279e-006	1.8287e-097	1
10.38	12	3.4641	1.54408e-006	4.33315e-017	7.81706e-059	2.10709e-028	1.54408e-006	7.63492e-097	1
10.4	10	3.16228	9.4262e-007	2.04927e-017	2.70061e-058	1.29222e-028	9.4262e-007	3.17326e-096	1
10.41	7	2.64575	7.34685e-007	1.40597e-017	5.00924e-058	1.0113e-028	7.34685e-007	6.45834e-096	1
10.43	8	2.82843	4.44113e-007	6.58701e-018	1.71629e-057	6.18593e-029	4.44113e-007	2.66613e-095	1
10.44	7	2.64575	3.44447e-007	4.49805e-018	3.17031e-057	4.83487e-029	3.44447e-007	5.40787e-095	1
10.46	2	1.41421	2.06177e-007	2.08763e-018	1.07726e-056	2.94972e-029	2.06177e-007	2.21741e-094	1
10.47	9	3	1.59123e-007	1.41888e-018	1.98167e-056	2.30248e-029	1.59123e-007	4.4825e-094	1
10.49	8	2.82843	9.43145e-008	6.52369e-019	6.67808e-056	1.40108e-029	9.43145e-008	1.82557e-093	1
10.51	8	2.82843	5.55361e-008	2.9807e-019	2.23806e-055	8.51095e-030	5.55361e-008	7.40143e-093	1
10.52	10	3.16228	4.25114e-008	2.01006e-019	4.08868e-055	6.62908e-030	4.25114e-008	1.48778e-092	1
10.54	3	1.73205	2.47873e-008	9.0981e-020	1.35895e-054	4.01642e-030	2.47873e-008	5.99123e-092	1
10.55	6	2.44949	1.88809e-008	6.10662e-020	2.47238e-054	3.12428e-030	1.88809e-008	1.20024e-091	1
10.57	4	2	1.09012e-008	2.73816e-020	8.14961e-054	1.88803e-030	1.09012e-008	4.8007e-091	1
10.59	8	2.82843	6.25281e-009	1.2201e-020	2.67152e-053	1.13897e-030	6.25281e-009	1.91152e-090	1
10.6	7	2.64575	4.72397e-009	8.12537e-021	4.82692e-053	8.84064e-031	4.72397e-009	3.80786e-090	1
10.62	5	2.23607	2.68309e-009	3.58671e-021	1.56925e-052	5.31937e-031	2.68309e-009	1.50597e-089	1
10.63	7	2.64575	2.01712e-009	2.3774e-021	2.82361e-052	4.12351e-031	2.01712e-009	2.98983e-089	1
10.65	12	3.4641	1.13445e-009	1.03962e-021	9.1039e-052	2.47466e-031	1.13445e-009	1.17446e-088	1
10.66	4	2	8.48683e-010	6.85864e-022	1.63132e-051	1.91583e-031	8.48683e-010	2.32381e-088	1
10.68	9	3	4.72636e-010	2.97116e-022	5.2163e-051	1.14677e-031	4.72636e-010	9.06677e-088	1
10.7	7	2.64575	2.61493e-010	1.27906e-022	1.65877e-050	6.85241e-032	2.61493e-010	3.52163e-087	1
10.71	3	1.73205	1.94025e-010	8.37246e-023	2.95188e-050	5.29352e-032	1.94025e-010	6.92874e-087	1
10.73	4	2	1.06296e-010	3.57056e-023	9.30942e-050	3.15488e-032	1.06296e-010	2.67303e-086	1
10.74	10	3.16228	7.84835e-011	2.32625e-023	1.64981e-049	2.434e-032	7.84835e-011	5.24136e-086	1
10.76	11	3.31662	4.2576e-011	9.8278e-024	5.16012e-049	1.44687e-032	4.2576e-011	2.00841e-085	1
10.78	8	2.82843	2.29457e-011	4.12605e-024	1.60504e-048	8.58593e-033	2.29457e-011	7.66128e-085	1
10.79	5	2.23607	1.68036e-011	2.66718e-024	2.82486e-048	6.60973e-033	1.68036e-011	1.49379e-084	1
10.81	6	2.44949	8.96738e-012	1.1093e-024	8.71411e-048	3.91213e-033	8.96738e-012	5.65976e-084	1
10.82	6	2.44949	6.53475e-012	7.13713e-025	1.52734e-047	3.00777e-033	6.53475e-012	1.09981e-083	1
10.84	7	2.64575	3.45318e-012	2.9406e-025	4.67264e-047	1.7756e-033	3.45318e-012	4.13888e-083	1
10.85	3	1.73205	2.50407e-012	1.88309e-025	8.15597e-047	1.36337e-033	2.50407e-012	8.0155e-083	1
10.87	10	3.16228	1.31028e-012	7.68599e-026	2.47458e-046	8.02759e-034	1.31028e-012	2.9961e-082	1
10.89	7	2.64575	6.81133e-013	3.1175e-026	7.46671e-046	4.71851e-034	6.81133e-013	1.11486e-081	1
10.9	12	3.4641	4.89889e-013	1.9808e-026	1.29432e-045	3.6152e-034	4.89889e-013	2.14693e-081	1
10.92	5	2.23607	2.5217e-013	7.9591e-027	3.8732e-045	2.11945e-034	2.5217e-013	7.9349e-081	1
10.93	9	3	1.80477e-013	5.03333e-027	6.68627e-045	1.62176e-034	1.80477e-013	1.52289e-080	1
10.95	8	2.82843	9.19906e-014	2.00353e-027	1.98432e-044	9.48305e-035	9.19906e-014	5.5905e-080	1
10.97	8	2.82843	4.65818e-014	7.92529e-028	5.85652e-044	5.53551e-035	4.65818e-014	2.04302e-079	1
10.98	10	3.16228	3.30662e-014	4.97283e-028	1.00405e-043	4.2265e-035	3.30662e-014	3.89896e-079	1
11	4	2	1.658e-014	1.94868e-028	2.93889e-043	2.46072e-035	1.658e-014	1.41524e-078	1
11.01	7	2.64575	1.17116e-014	1.21699e-028	5.01761e-043	1.87638e-035	1.17116e-014	2.69175e-078	1
11.03	2	1.41421	5.81489e-015	4.72434e-029	1.45655e-042	1.08961e-035	5.81489e-015	9.70454e-078	1
11.04	4	2	4.08729e-015	2.93661e-029	2.47652e-042	8.29788e-036	4.08729e-015	1.83954e-077	1
11.06	5	2.23607	2.0095e-015	1.12932e-029	7.12969e-042	4.80608e-036	2.0095e-015	6.58732e-077	1
11.08	5	2.23607	9.81505e-016	4.31584e-030	2.04127e-041	2.77884e-036	9.81505e-016	2.34827e-076	1
11.09	9	3	6.84268e-016	2.66176e-030	3.4468e-041	2.11162e-036	6.84268e-016	4.4262e-076	1
11.11	11	3.31662	3.30946e-016	1.00771e-030	9.78693e-041	1.21775e-036	3.30946e-016	1.56721e-075	1
11.12	13	3.60555	2.2959e-016	6.1858e-031	1.64574e-040	9.24164e-037	2.2959e-016	2.94403e-075	1
11.14	8	2.82843	1.09954e-016	2.31995e-031	4.63439e-040	5.31574e-037	1.09954e-016	1.03538e-074	1
11.16	8	2.82843	5.23141e-017	8.64647e-032	1.29785e-039	3.05229e-037	5.23141e-017	3.62488e-074	1
11.17	5	2.23607	3.5996e-017	5.26621e-032	2.1674e-039	2.3114e-037	3.5996e-017	6.77105e-074	1
11.19	8	2.82843	1.69586e-017	1.94436e-032	6.01965e-039	1.32376e-037	1.69586e-017	2.35457e-073	1
11.2	3	1.73205	1.16115e-017	1.17867e-032	1.00112e-038	1.00113e-037	1.16115e-017	4.38332e-073	1
11.22	10	3.16228	5.4169e-018	4.3111e-033	2.75753e-038	5.7187e-038	5.4169e-018	1.51397e-072	1
11.23	9	3	3.69074e-018	2.60115e-033	4.56705e-038	4.31934e-038	3.69074e-018	2.80891e-072	1
11.25	6	2.44949	1.70491e-018	9.42489e-034	1.24758e-037	2.4609e-038	1.70491e-018	9.6363e-072	1
11.27	7	2.64575	7.82422e-019	3.39364e-034	3.38923e-037	1.39964e-038	7.82422e-019	3.29096e-071	1
11.28	9	3	5.2874e-019	2.03161e-034	5.57466e-037	1.05487e-038	5.2874e-019	6.07146e-071	1
11.3	10	3.16228	2.40275e-019	7.24681e-035	1.50194e-036	5.98402e-039	2.40275e-019	2.05951e-070	1
11.31	17	4.12311	1.61575e-019	4.31797e-035	2.46019e-036	4.5041e-039	1.61575e-019	3.78673e-070	1
11.33	4	2	7.27053e-020	1.52582e-035	6.57359e-036	2.54844e-039	7.27053e-020	1.27583e-069	1
11.34	8	2.82843	4.86512e-020	9.04887e-036	1.07231e-035	1.9157e-039	4.86512e-020	2.33789e-069	1
11.36	5	2.23607	2.16777e-020	3.16763e-036	2.84154e-035	1.0811e-039	2.16777e-020	7.82371e-069	1
11.38	7	2.64575	9.59586e-021	1.10193e-036	7.4884e-035	6.09046e-040	9.59586e-021	2.6064e-068	1
11.39	9	3	6.3687e-021	6.48399e-037	1.21313e-034	4.56837e-040	6.3687e-021	4.74919e-068	1
11.41	11	3.31662	2.79157e-021	2.23449e-037	3.1706e-034	2.56696e-040	2.79157e-021	1.57147e-067	1
11.42	7	2.64575	1.84365e-021	1.30866e-037	5.11516e-034	1.92294e-040	1.84365e-021	2.85374e-067	1
11.44	14	3.74166	8.00207e-022	4.46764e-038	1.32585e-033	1.07769e-040	8.00207e-022	9.3791e-067	1
11.46	9	3	3.45046e-022	1.51569e-038	3.41768e-033	6.02934e-041	3.45046e-022	3.06865e-066	1
11.47	9	3	2.2602e-022	8.80753e-039	5.47583e-033	4.50687e-041	2.2602e-022	5.54121e-066	1
11.49	7	2.64575	9.65046e-023	2.96007e-039	1.39986e-032	2.51491e-041	9.65046e-023	1.80073e-065	1
11.5	6	2.44949	6.29044e-023	1.71201e-039	2.2336e-032	1.87743e-041	6.29044e-023	3.24068e-065	1
11.52	10	3.16228	2.65956e-023	5.69994e-040	5.66294e-032	1.04492e-041	2.65956e-023	1.04602e-064	1
11.53	9	3	1.72506e-023	3.2812e-040	8.9983e-032	7.79042e-042	1.72506e-023	1.8761e-064	1
11.55	8	2.82843	7.22204e-024	1.08222e-040	2.26255e-031	4.32466e-042	7.22204e-024	6.01476e-064	1
11.57	5	2.23607	3.00377e-024	3.54711e-041	5.65764e-031	2.39657e-042	3.00377e-024	1.91964e-063	1
11.58	11	3.31662	1.93242e-024	2.02597e-041	8.92801e-031	1.7829e-042	1.93242e-024	3.42362e-063	1
11.6	8	2.82843	7.95857e-025	6.57826e-042	2.21408e-030	9.85453e-043	7.95854e-025	1.08529e-062	1
11.61	8	2.82843	5.09489e-025	3.73963e-042	3.47946e-030	7.32164e-043	5.09485e-025	1.92904e-062	1
11.63	8	2.82843	2.07783e-025	1.20288e-042	8.55758e-030	4.03636e-043	2.07774e-025	6.07381e-062	1
11.65	8	2.82843	8.41996e-026	3.84499e-043	2.0931e-029	2.22135e-043	8.41786e-026	1.9038e-061	1
11.66	6	2.44949	5.34816e-026	2.16876e-043	3.26671e-029	1.64683e-043	5.34489e-026	3.36484e-061	1
11.68	8	2.82843	2.15218e-026	6.86752e-044	7.92409e-029	9.03962e-044	2.14425e-026	1.04757e-060	1
11.69	8	2.82843	1.36712e-026	3.85544e-044	1.2316e-028	6.69295e-044	1.3548e-026	1.84525e-060	1
11.71	9	3	5.67824e-027	1.20943e-044	2.96285e-028	3.66428e-044	5.38196e-027	5.70602e-060	1
11.72	13	3.60555	3.84239e-027	6.75791e-045	4.58596e-028	2.70952e-044	3.38379e-027	1.0017e-059	1
11.74	7	2.64575	2.42518e-027	2.10008e-045	1.09413e-027	1.47957e-044	1.33105e-027	3.07661e-059	1
11.76	3	1.73205	3.1162e-027	6.48541e-046	2.59604e-027	8.0654e-045	5.20159e-028	9.40693e-059	1
11.77	6	2.44949	4.31491e-027	3.59557e-046	3.99054e-027	5.95098e-045	3.24369e-028	1.6421e-058	1
11.79	7	2.64575	9.51569e-027	1.09998e-046	9.39017e-027	3.23557e-045	1.25518e-028	4.98695e-058	1
11.8	10	3.16228	1.44524e-026	6.0698e-047	1.43745e-026	2.38424e-045	7.78885e-029	8.67594e-058	1
11.82	8	2.82843	3.35755e-026	1.83954e-047	3.35456e-026	1.29295e-045	2.98448e-029	2.61704e-057	1
11.84	3	1.73205	7.78649e-026	5.54017e-048	7.78535e-026	6.99944e-046	1.13609e-029	7.85856e-057	1
11.85	10	3.16228	1.18365e-025	3.03326e-048	1.18358e-025	5.14661e-046	6.99229e-030	1.35948e-056	1
11.87	10	3.16228	2.72425e-025	9.04982e-049	2.72422e-025	2.7789e-046	2.63568e-030	4.05476e-056	1
11.88	12	3.4641	4.12444e-025	4.93156e-049	4.12443e-025	2.04065e-046	1.61421e-030	6.99079e-056	1
11.9	9	3	9.41471e-025	1.45758e-049	9.41471e-025	1.09898e-046	6.02504e-031	2.07098e-055	1
11.91	5	2.23607	1.41948e-024	7.90561e-050	1.41948e-024	8.05973e-047	3.6719e-031	3.5585e-055	1
11.93	4	2	3.21345e-024	2.31473e-050	3.21345e-024	4.32928e-047	1.35712e-031	1.04707e-054	1
11.95	10	3.16228	7.23463e-024	6.73508e-051	7.23463e-024	2.32144e-047	4.98304e-032	3.06708e-054	1
11.96	8	2.82843	1.08327e-023	3.62446e-051	1.08327e-023	1.69882e-047	3.01207e-032	5.2404e-054	1
11.98	8	2.82843	2.4187e-023	1.04473e-051	2.4187e-023	9.08577e-048	1.09514e-032	1.52466e-053	1
11.99	8	2.82843	3.60666e-023	5.5958e-052	3.60666e-023	6.64028e-048	6.58723e-033	2.59622e-053	1
12.01	9	3	7.98638e-023	1.59786e-052	7.98638e-023	3.54219e-048	2.37156e-033	7.50254e-053	1
12.03	6	2.44949	1.75871e-022	4.53413e-053	1.75871e-022	1.88627e-048	8.48233e-034	2.15831e-052	1
12.04	11	3.31662	2.60446e-022	2.40963e-053	2.60446e-022	1.37559e-048	5.06043e-034	3.65454e-052	1
12.06	9	3	5.68805e-022	6.77365e-054	5.68805e-022	7.30624e-049	1.79224e-034	1.04423e-051	1
12.07	6	2.44949	8.38855e-022	3.58293e-054	8.38855e-022	5.32125e-049	1.06398e-034	1.76216e-051	1
12.09	5	2.23607	1.81691e-021	9.97762e-055	1.81691e-021	2.81897e-049	3.73136e-035	5.00114e-051	1
12.1	10	3.16228	2.66843e-021	5.25292e-055	2.66843e-021	2.05043e-049	2.20428e-035	8.41097e-051	1
12.12	12	3.4641	5.73196e-021	1.44913e-055	5.73196e-021	1.08341e-049	7.6547e-036	2.37099e-050	1
12.14	11	3.31662	1.22447e-020	3.97275e-056	1.22447e-020	5.71463e-050	2.64083e-036	6.65352e-050	1
12.15	11	3.31662	1.78597e-020	2.07521e-056	1.78597e-020	4.14766e-050	1.54732e-036	1.1127e-049	1
12.17	11	3.31662	3.78374e-020	5.6359e-057	3.78374e-020	2.18207e-050	5.2859e-037	3.10141e-049	1
12.18	5	2.23607	5.49598e-020	2.93017e-057	5.49598e-020	1.58169e-050	3.08191e-037	5.1691e-049	1
12.2	13	3.60555	1.15476e-019	7.88336e-058	1.15476e-019	8.29962e-051	1.04252e-037	1.43105e-048	1
12.22	9	3	2.41291e-019	2.10769e-058	2.41291e-019	4.34754e-051	3.50351e-038	3.94398e-048	1
12.23	4	2	3.48069e-019	1.08726e-058	3.48069e-019	3.14452e-051	2.02602e-038	6.53642e-048	1
12.25	16	4	7.21297e-019	2.87971e-059	7.21297e-019	1.6429e-051	6.74199e-039	1.78928e-047	1
12.26	7	2.64575	1.03619e-018	1.47854e-059	1.03619e-018	1.18674e-051	3.87964e-039	2.95538e-047	1
12.28	7	2.64575	2.12955e-018	3.8794e-060	2.12955e-018	6.18423e-052	1.27839e-039	8.03546e-047	1
12.29	6	2.44949	3.04658e-018	1.98248e-060	3.04658e-018	4.46136e-052	7.32031e-040	1.32274e-046	1
12.31	7	2.64575	6.20959e-018	5.15295e-061	6.20959e-018	2.31882e-052	2.38851e-040	3.57216e-046	1
12.33	7	2.64575	1.25867e-017	1.33101e-061	1.25867e-017	1.20313e-052	7.7424e-041	9.60345e-046	1
12.34	5	2.23607	1.78829e-017	6.74875e-062	1.78829e-017	8.66075e-053	4.39725e-041	1.57195e-045	1
12.36	8	2.82843	3.59491e-017	1.72689e-062	3.59491e-017	4.48202e-053	1.41142e-041	4.19754e-045	1
12.37	13	3.60555	5.08644e-017	8.71498e-063	5.08644e-017	3.22219e-053	7.97674e-042	6.84758e-045	1
12.39	13	3.60555	1.01406e-016	2.20915e-063	1.01406e-016	1.66319e-053	2.53529e-042	1.81615e-044	1
12.4	8	2.82843	1.42886e-016	1.10965e-063	1.42886e-016	1.19414e-053	1.4258e-042	2.95273e-044	1
12.42	6	2.44949	2.82515e-016	2.78651e-064	2.82515e-016	6.14774e-054	4.48734e-043	7.77851e-044	1
12.44	3	1.73205	5.55513e-016	6.9537e-065	5.55513e-016	3.15955e-054	1.40303e-043	2.0399e-043	1
12.45	4	2	7.77356e-016	3.46555e-065	7.77356e-016	2.26359e-054	7.826e-044	3.29784e-043	1
12.47	13	3.60555	1.51591e-015	8.5673e-066	1.51591e-015	1.16032e-054	2.42296e-044	8.59016e-043	1
12.48	7	2.64575	2.11251e-015	4.24971e-066	2.11251e-015	8.30205e-055	1.34487e-044	1.38405e-042	1
12.5	6	2.44949	4.08556e-015	1.04075e-066	4.08556e-015	4.24461e-055	4.123e-045	3.58081e-042	1
12.52	9	3	7.85787e-015	2.53288e-067	7.85787e-015	2.16639e-055	1.25573e-045	9.22256e-042	1
12.53	11	3.31662	1.08751e-014	1.2466e-067	1.08751e-014	1.54669e-055	6.91308e-046	1.47758e-041	1
12.55	4	2	2.07436e-014	3.00546e-068	2.07436e-014	7.87364e-056	2.08489e-046	3.7799e-041	1
12.56	11	3.31662	2.85898e-014	1.47225e-068	2.85898e-014	5.61408e-056	1.14214e-046	6.03544e-041	1
12.58	9	3	5.40836e-014	3.51627e-069	5.40836e-014	2.8505e-056	3.4108e-047	1.53355e-040	1
12.59	10	3.16228	7.42323e-014	1.7144e-069	7.42323e-014	2.02983e-056	1.85933e-047	2.44037e-040	1
12.61	6	2.44949	1.39267e-013	4.0563e-070	1.39267e-013	1.02795e-056	5.49821e-048	6.15888e-040	1
12.63	5	2.23607	2.59838e-013	9.53731e-071	2.59838e-013	5.19679e-057	1.61524e-048	1.54735e-039	1
12.64	10	3.16228	3.54185e-013	4.61374e-071	3.54185e-013	3.69261e-057	8.73325e-049	2.44847e-039	1
12.66	14	3.74166	6.55369e-013	1.07465e-071	6.55369e-013	1.86194e-057	2.54049e-049	6.10999e-039	1
12.67	9	3	8.89638e-013	5.1743e-072	8.89638e-013	1.3213e-057	1.36685e-049	9.63558e-039	1
12.69	5	2.23607	1.63256e-012	1.19394e-072	1.63256e-012	6.64515e-058	3.93721e-050	2.38826e-038	1
12.71	4	2	2.97938e-012	2.73772e-073	2.97938e-012	3.33623e-058	1.1267e-050	5.89285e-038	1
12.72	10	3.16228	4.01656e-012	1.3079e-073	4.01656e-012	2.36238e-058	6.01243e-051	9.24084e-038	1
12.74	8	2.82843	7.2696e-012	2.97097e-074	7.2696e-012	1.18297e-058	1.70371e-051	2.26472e-037	1
12.75	10	3.16228	9.75975e-012	1.41267e-074	9.75975e-012	8.36571e-059	9.04693e-052	3.5394e-037	1
12.77	12	3.4641	1.75185e-011	3.17894e-075	1.75185e-011	4.17828e-059	2.53848e-052	8.61571e-037	1
12.78	9	3	2.3422e-011	1.50447e-075	2.3422e-011	2.95096e-059	1.34135e-052	1.34195e-036	1
12.8	12	3.4641	4.16948e-011	3.35383e-076	4.16948e-011	1.47004e-059	3.72685e-053	3.24457e-036	1
12.82	11	3.31662	7.38143e-011	7.42983e-077	7.38143e-011	7.31042e-060	1.02871e-053	7.80937e-036	1
12.83	11	3.31662	9.80098e-011	3.4888e-077	9.80098e-011	5.1519e-060	5.39138e-054	1.20951e-035	1
12.85	8	2.82843	1.72079e-010	7.65651e-078	1.72079e-010	2.55536e-060	1.47359e-054	2.89154e-035	1
12.86	11	3.31662	2.2754e-010	3.57839e-078	2.2754e-010	1.79851e-060	7.68507e-055	4.46327e-035	1
12.88	10	3.16228	3.96202e-010	7.77962e-079	3.96202e-010	8.89752e-061	2.07994e-055	1.05982e-034	1
12.9	6	2.44949	6.86081e-010	1.68077e-079	6.86081e-010	4.39413e-061	5.59251e-056	2.50523e-034	1
12.91	15	3.87298	9.00959e-010	7.79402e-080	9.00959e-010	3.08598e-061	2.89279e-056	3.84522e-034	1
12.93	11	3.31662	1.54727e-009	1.66812e-080	1.54727e-009	1.52009e-061	7.70191e-057	9.02811e-034	1
12.94	10	3.16228	2.02346e-009	7.69911e-081	2.02346e-009	1.06616e-061	3.96434e-057	1.38102e-033	1
12.96	9	3	3.44632e-009	1.63239e-081	3.44632e-009	5.23806e-062	1.04515e-057	3.22058e-033	1
12.97	14	3.74166	4.48834e-009	7.49885e-082	4.48834e-009	3.66912e-062	5.35322e-058	4.90983e-033	1
12.99	7	2.64575	7.58134e-009	1.57505e-082	7.58134e-009	1.79796e-062	1.3975e-058	1.13726e-032	1
13.01	15	3.87298	1.27352e-008	3.28756e-083	1.27352e-008	8.79521e-063	3.62441e-059	2.62237e-032	1
13.02	11	3.31662	1.64717e-008	1.49845e-083	1.64717e-008	6.14748e-063	1.84125e-059	3.97535e-032	1
13.04	12	3.4641	2.7441e-008	3.0984e-084	2.7441e-008	2.9994e-063	4.72852e-060	9.10473e-032	1
13.05	14	3.74166	3.53452e-008	1.40561e-084	3.53452e-008	2.09373e-063	2.39036e-060	1.37555e-031	1
13.07	9	3	5.83972e-008	2.87924e-085	5.83972e-008	1.0189e-063	6.07859e-061	3.12917e-031	1
13.09	10	3.16228	9.59521e-008	5.86095e-086	9.59521e-008	4.94978e-064	1.53565e-061	7.0863e-031	1
13.1	13	3.60555	1.2274e-007	2.63811e-086	1.2274e-007	3.44772e-064	7.69964e-062	1.06458e-030	1
13.12	8	2.82843	2.00009e-007	5.31986e-087	2.00009e-007	1.67055e-064	1.92614e-062	2.39458e-030	1
13.13	4	2	2.54789e-007	2.38333e-087	2.54789e-007	1.16209e-064	9.61012e-063	3.58524e-030	1
13.15	14	3.74166	4.11759e-007	4.76111e-088	4.11759e-007	5.61618e-065	2.38053e-063	8.00989e-030	1
13.16	6	2.44949	5.22366e-007	2.123e-088	5.22366e-007	3.90174e-065	1.18189e-063	1.19521e-029	1
13.18	10	3.16228	8.37219e-007	4.20138e-089	8.37219e-007	1.88074e-065	2.89899e-064	2.65224e-029	1
13.2	11	3.31662	1.33445e-006	8.2625e-090	1.33445e-006	9.04997e-066	7.0643e-065	5.85895e-029	1
13.21	12	3.4641	1.68126e-006	3.65553e-090	1.68126e-006	6.2737e-066	3.47866e-065	8.69337e-029	1
13.23	10	3.16228	2.65766e-006	7.12176e-091	2.65766e-006	3.01102e-066	8.39384e-066	1.90745e-028	1
13.24	6	2.44949	3.33451e-006	3.13607e-091	3.33451e-006	2.08462e-066	4.11307e-066	2.82066e-028	1
13.26	10	3.16228	5.22754e-006	6.05256e-092	5.22754e-006	9.979e-067	9.82747e-067	6.14718e-028	1
13.28	12	3.4641	8.15009e-006	1.16084e-092	8.15009e-006	4.76865e-067	2.33275e-067	1.33364e-027	1
13.29	6	2.44949	1.01554e-005	5.07185e-093	1.01554e-005	3.29434e-067	1.13374e-067	1.96104e-027	1
13.31	17	4.12311	1.57022e-005	9.63641e-094	1.57022e-005	1.57018e-067	2.66481e-068	4.22581e-027	1
13.32	8	2.82843	1.94847e-005	4.19053e-094	1.94847e-005	1.08332e-067	1.28877e-068	6.19279e-027	1
