# exported by fityk 0.8.7
#11-X:x	11-X:y	11-X:s	11-X:F(x)	11-X:%_1(x)	11-X:%_2(x)	11-X:%_4(x)	11-X:a
5.57	37	6.08276	53.9642	0.000727914	3.19772e-093	53.9635	1
5.59	39	6.245	55.8097	0.000954043	4.02146e-092	55.8088	1
5.6	50	7.07107	56.7151	0.00109123	1.41823e-091	56.714	1
5.62	54	7.34847	58.4856	0.00142499	1.74443e-090	58.4841	1
5.63	46	6.78233	59.3486	0.00162692	6.08413e-090	59.347	1
5.65	64	8	61.025	0.00211677	7.31931e-089	61.0229	1
5.67	53	7.28011	62.6281	0.00274741	8.67595e-088	62.6254	1
5.68	45	6.7082	63.3997	0.00312716	2.97051e-087	63.3965	1
5.7	52	7.2111	64.8778	0.00404399	3.44383e-086	64.8738	1
5.71	73	8.544	65.5825	0.00459454	1.16611e-085	65.5779	1
5.73	67	8.18535	66.9183	0.00591987	1.32225e-084	66.9124	1
5.74	77	8.77496	67.5478	0.00671351	4.42783e-084	67.5411	1
5.76	73	8.544	68.7254	0.00861847	4.91054e-083	68.7168	1
5.78	48	6.9282	69.7896	0.011037	5.36592e-082	69.7786	1
5.79	73	8.544	70.2773	0.0124785	1.76397e-081	70.2648	1
5.81	58	7.61577	71.1607	0.0159219	1.88525e-080	71.1447	1
5.82	81	9	71.5551	0.0179686	6.12915e-080	71.5372	1
5.84	85	9.21954	72.247	0.0228431	6.40681e-079	72.2241	1
5.85	61	7.81025	72.5434	0.0257323	2.05994e-078	72.5177	1
5.87	84	9.16515	73.0355	0.0325934	2.106e-077	73.0029	1
5.89	71	8.42615	73.3913	0.0411834	2.12149e-076	73.3501	1
5.9	75	8.66025	73.5175	0.046251	6.6961e-076	73.4712	1
5.92	82	9.05539	73.6659	0.0582269	6.59732e-075	73.6077	1
5.93	60	7.74597	73.6881	0.0652722	2.05935e-074	73.6229	1
5.95	77	8.77496	73.6288	0.0818731	1.98445e-073	73.5469	1
5.97	86	9.27362	73.4322	0.102446	1.88419e-072	73.3298	1
5.98	75	8.66025	73.2831	0.114492	5.77375e-072	73.1686	1
6	69	8.30662	72.8849	0.142737	5.36175e-071	72.7422	1
6.01	63	7.93725	72.6368	0.159229	1.62488e-070	72.4775	1
6.03	91	9.53939	72.0451	0.197787	1.47582e-069	71.8473	1
6.04	82	9.05539	71.7029	0.220235	4.42315e-069	71.4827	1
6.06	54	7.34847	70.9294	0.272566	3.92923e-068	70.6568	1
6.08	68	8.24621	70.0426	0.336509	3.43922e-067	69.7061	1
6.09	95	9.74679	69.5592	0.373561	1.01187e-066	69.1856	1
6.11	53	7.28011	68.5174	0.459512	8.66249e-066	68.0579	1
6.12	56	7.48331	67.9614	0.509175	2.52053e-065	67.4522	1
6.14	52	7.2111	66.7855	0.624041	2.11043e-064	66.1614	1
6.16	66	8.12404	65.5335	0.762956	1.74111e-063	64.7705	1
6.17	71	8.42615	64.8826	0.84284	4.97331e-063	64.0398	1
6.19	62	7.87401	63.5394	1.0267	4.01296e-062	62.5127	1
6.2	97	9.84886	62.8504	1.13212	1.13361e-061	61.7183	1
6.22	58	7.61577	61.4468	1.37404	8.9464e-061	60.0728	1
6.23	68	8.24621	60.7362	1.51236	2.49937e-060	59.2238	1
6.25	69	8.30662	59.3074	1.82883	1.9292e-059	57.4786	1
6.27	72	8.48528	57.8836	2.20613	1.46724e-058	55.6775	1
6.28	75	8.66025	57.1795	2.42082	4.02395e-058	54.7587	1
